step	idx	score	x	y	w	h	class
1	0	0.9965	-32.00	-40.00	0.00	-0.00	0
1	1	0.9953	-32.00	-40.00	0.00	-0.00	0
1	2	0.8041	21.46	0.51	0.18	0.17	5
1	3	0.6444	15.52	-1.62	0.17	0.17	5
1	4	0.6012	10.43	-0.34	1.30	1.59	5
1	5	0.5255	17.59	-1.64	0.17	0.17	5
2	0	0.9972	-32.00	-40.00	0.00	0.00	0
2	1	0.9965	-32.00	-40.00	-0.00	-0.00	0
2	2	0.9958	-32.00	-40.00	0.00	-0.00	0
2	3	0.7854	21.29	0.48	0.69	0.38	5
2	4	0.6393	10.46	-0.31	1.34	1.61	5
2	5	0.5406	15.38	-1.62	0.17	0.17	5
3	0	0.9973	-32.00	-40.00	0.00	0.00	0
3	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
3	2	0.9961	-32.00	-40.00	0.00	-0.00	0
3	3	0.7704	9.66	-0.21	2.73	1.06	0
3	4	0.6068	20.46	0.35	0.89	1.10	5
4	0	0.9980	-32.00	-40.00	0.00	0.00	0
4	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
4	2	0.9962	-32.00	-40.00	0.00	-0.00	0
4	3	0.7330	9.84	-0.14	2.77	1.07	0
4	4	0.3695	20.40	0.19	0.73	1.18	5
5	0	0.9972	-32.00	-40.00	0.00	0.00	0
5	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
5	2	0.9962	-32.00	-40.00	0.00	-0.00	0
5	3	0.6341	9.86	0.05	2.78	1.08	0
5	4	0.3635	20.40	0.24	0.80	1.21	5
6	0	0.9976	-32.00	-40.00	0.00	0.00	0
6	1	0.9963	-32.00	-40.00	-0.00	-0.00	0
6	2	0.9961	-32.00	-40.00	0.00	-0.00	0
6	3	0.7705	10.25	0.05	2.73	1.07	0
6	4	0.3288	20.44	0.18	0.90	1.23	5
7	0	0.9982	-32.00	-40.00	0.00	0.00	0
7	1	0.9973	-32.00	-40.00	-0.00	-0.00	0
7	2	0.9971	-32.00	-40.00	0.00	-0.00	0
7	3	0.7568	10.57	-0.11	2.57	0.99	0
7	4	0.4858	21.39	0.39	0.69	1.07	5
8	0	0.9989	-32.00	-40.00	0.00	0.00	0
8	1	0.9982	-32.00	-40.00	-0.00	-0.00	0
8	2	0.9981	-32.00	-40.00	0.00	-0.00	0
8	3	0.7338	10.80	-0.13	2.57	0.99	0
8	4	0.5028	21.41	0.46	0.69	0.87	5
9	0	0.9990	-32.00	-40.00	0.00	0.00	0
9	1	0.9983	-32.00	-40.00	-0.00	-0.00	0
9	2	0.9981	-32.00	-40.00	0.00	-0.00	0
9	3	0.7576	11.39	-0.05	2.77	1.05	0
9	4	0.4943	21.48	0.47	0.63	0.80	5
10	0	0.9990	-32.00	-40.00	0.00	0.00	0
10	1	0.9982	-32.00	-40.00	-0.00	-0.00	0
10	2	0.9978	-32.00	-40.00	0.00	-0.00	0
10	3	0.7467	11.24	0.04	2.54	1.00	0
10	4	0.4008	21.51	0.40	0.80	1.07	5
11	0	0.9990	-32.00	-40.00	0.00	0.00	0
11	1	0.9983	-32.00	-40.00	-0.00	-0.00	0
11	2	0.9982	-32.00	-40.00	0.00	-0.00	0
11	3	0.7970	11.37	-0.06	2.65	1.03	0
11	4	0.4228	21.53	0.35	1.04	1.31	5
12	0	0.9988	-32.00	-40.00	0.00	0.00	0
12	1	0.9986	-32.01	-40.00	0.00	0.00	0
12	2	0.9983	-32.00	-40.00	-0.00	-0.00	0
12	3	0.7441	11.80	-0.09	2.57	0.99	0
12	4	0.4148	22.39	0.42	0.92	1.23	5
13	0	0.9987	-32.00	-40.00	0.00	0.00	0
13	1	0.9979	-32.00	-40.00	-0.00	-0.00	0
13	2	0.9977	-32.00	-40.00	0.00	-0.00	0
13	3	0.7311	11.82	-0.10	2.67	1.02	0
13	4	0.7124	22.47	0.57	0.65	0.72	5
14	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9975	-32.00	-40.00	-0.00	-0.00	0
14	2	0.9967	-32.00	-40.00	-0.00	-0.00	0
14	3	0.8846	12.54	-0.11	2.79	1.08	0
14	4	0.4317	22.40	0.38	0.91	1.20	5
15	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
15	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
15	2	0.9974	-32.00	-40.00	0.00	-0.00	0
15	3	0.8327	12.78	-0.12	2.77	1.06	0
15	4	0.7454	22.52	0.58	0.59	0.58	5
15	5	0.3041	20.55	-1.66	0.23	0.20	5
16	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
16	1	0.9978	-32.00	-40.00	0.00	-0.00	0
16	2	0.7671	12.33	0.04	2.71	1.06	0
16	3	0.6421	22.50	0.58	0.44	0.54	5
16	4	0.5727	23.37	0.53	0.27	0.20	5
17	0	0.9976	-32.00	-40.00	-0.00	0.00	0
17	1	0.9973	-32.00	-40.00	-0.00	-0.00	0
17	2	0.9973	-32.00	-40.00	-0.00	-0.00	0
17	3	0.8503	12.46	0.09	2.79	1.10	0
17	4	0.3243	22.50	0.47	0.34	0.51	5
18	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
18	1	0.9974	-32.00	-40.00	-0.00	-0.00	0
18	2	0.9973	-32.00	-40.00	-0.00	-0.00	0
18	3	0.8815	12.57	0.08	2.83	1.10	0
19	0	0.9974	-32.00	-40.00	-0.00	-0.00	0
19	1	0.9967	-32.00	-40.00	0.00	-0.00	0
19	2	0.9961	-32.00	-40.00	-0.00	-0.00	0
19	3	0.8518	13.30	0.11	2.65	1.03	0
19	4	0.5875	23.40	0.47	0.17	0.17	5
20	0	0.9972	-32.00	-40.00	-0.00	0.00	0
20	1	0.9964	-32.00	-40.00	-0.00	-0.00	0
20	2	0.9963	-32.00	-40.00	0.00	-0.00	0
20	3	0.8676	13.27	0.12	2.66	1.03	0
20	4	0.5490	23.38	0.47	0.17	0.17	5
21	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
21	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
21	2	0.9966	-32.00	-40.00	-0.00	-0.00	0
21	3	0.9019	13.50	0.14	2.71	1.05	0
21	4	0.3390	23.38	1.39	0.78	0.87	5
22	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
22	1	0.9961	-32.00	-40.00	-0.00	-0.00	0
22	2	0.9956	-32.00	-40.00	-0.00	-0.00	0
22	3	0.8865	13.62	0.17	2.68	1.04	0
22	4	0.4299	23.34	1.48	0.55	0.33	5
23	0	0.9970	-32.00	-40.00	-0.00	0.00	0
23	1	0.9959	-32.00	-40.00	-0.00	-0.00	0
23	2	0.9956	-32.00	-40.00	-0.00	-0.00	0
23	3	0.8810	13.69	0.17	2.65	1.03	0
23	4	0.4665	23.40	1.51	0.49	0.29	5
24	0	0.9971	-32.00	-40.00	0.00	0.00	0
24	1	0.9964	-32.00	-40.00	-0.00	-0.00	0
24	2	0.9951	-32.00	-40.00	-0.00	-0.00	0
24	3	0.8670	13.50	0.12	2.79	1.07	0
24	4	0.6241	23.43	1.62	0.17	0.17	5
24	5	0.3174	18.51	-1.31	0.18	0.16	5
25	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
25	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
25	2	0.9958	-32.00	-40.00	-0.00	-0.00	0
25	3	0.8728	13.53	0.11	2.78	1.06	0
25	4	0.6664	23.47	0.37	0.17	0.17	5
25	5	0.4110	22.51	0.36	0.87	1.01	5
25	6	0.3281	18.54	-1.28	0.17	0.17	5
26	0	0.9974	-32.00	-40.00	0.00	0.00	0
26	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
26	2	0.9970	-32.00	-40.00	-0.00	-0.00	0
26	3	0.8819	13.47	0.12	2.79	1.07	0
26	4	0.5449	23.34	1.52	0.17	0.17	5
27	0	0.9980	-32.00	-40.00	0.00	0.00	0
27	1	0.9978	-32.00	-40.00	0.00	-0.00	0
27	2	0.8828	13.50	0.11	2.78	1.06	0
27	3	0.4216	23.40	0.29	0.17	0.17	5
28	0	0.9986	-32.00	-40.00	0.00	0.00	0
28	1	0.9985	-32.00	-40.00	0.00	-0.00	0
28	2	0.9980	-32.00	-40.00	0.00	-0.00	0
28	3	0.8704	13.42	0.11	2.76	1.06	0
28	4	0.7260	23.44	0.53	0.17	0.17	5
28	5	0.6096	22.63	0.63	0.24	0.19	5
28	6	0.4312	21.54	-1.39	0.17	0.17	5
28	7	0.4025	23.41	-1.40	0.17	0.17	5
28	8	0.3757	18.47	-1.41	0.18	0.15	5
29	0	0.9977	-32.00	-40.00	0.00	0.00	0
29	1	0.9974	-32.00	-40.00	0.00	-0.00	0
29	2	0.8168	13.40	0.09	2.75	1.05	0
29	3	0.7329	23.41	0.63	0.27	0.21	5
29	4	0.3807	20.56	-1.53	0.19	0.15	5
29	5	0.3279	21.56	-1.48	0.17	0.17	5
29	6	0.3102	18.44	-1.48	0.79	0.38	5
30	0	0.9982	-32.00	-40.00	0.00	0.00	0
30	1	0.9980	-32.00	-40.00	0.00	-0.00	0
30	2	0.9977	-32.00	-40.00	-0.00	-0.00	0
30	3	0.8268	13.24	0.07	2.78	1.07	0
31	0	0.9986	-32.00	-40.00	0.00	-0.00	0
31	1	0.9982	-32.00	-40.00	0.00	0.00	0
31	2	0.9977	-32.00	-40.00	0.00	-0.00	0
31	3	0.8189	13.64	-0.04	2.71	1.04	0
31	4	0.3350	22.52	0.27	1.07	1.28	5
32	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
32	1	0.9980	-32.00	-40.00	0.00	-0.00	0
32	2	0.9978	-32.00	-40.00	0.00	-0.00	0
32	3	0.7549	12.82	-0.10	2.43	0.95	0
32	4	0.7266	23.39	0.61	0.31	0.22	5
32	5	0.3689	20.58	-1.62	0.17	0.17	5
33	0	0.9985	-32.00	-40.00	-0.00	-0.00	0
33	1	0.9983	-32.00	-40.00	0.00	-0.00	0
33	2	0.9982	-32.00	-40.00	0.00	-0.00	0
33	3	0.8286	13.50	-0.03	2.72	1.05	0
33	4	0.4623	22.50	0.35	1.14	1.28	5
34	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
34	1	0.9981	-32.00	-40.00	-0.00	-0.00	0
34	2	0.8440	13.63	0.10	2.69	1.04	0
34	3	0.5655	22.65	0.54	0.58	0.75	5
35	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
35	1	0.9983	-32.00	-40.00	0.00	0.00	0
35	2	0.9982	-32.00	-40.00	0.00	-0.00	0
35	3	0.8683	13.62	0.12	2.72	1.06	0
35	4	0.3843	22.51	0.40	1.04	1.11	5
36	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
36	1	0.9977	-32.00	-40.00	-0.00	-0.00	0
36	2	0.9976	-32.00	-40.00	-0.00	-0.00	0
36	3	0.8887	13.60	0.15	2.71	1.05	0
36	4	0.3301	22.59	0.21	0.96	1.06	5
37	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
37	1	0.9982	-32.00	-40.00	0.00	-0.00	0
37	2	0.9982	-32.00	-40.00	-0.00	-0.00	0
37	3	0.8828	13.50	0.22	2.77	1.06	0
37	4	0.6953	23.34	1.57	0.29	0.22	5
38	0	0.9986	-32.00	-40.00	0.00	-0.00	0
38	1	0.9983	-32.01	-40.00	0.00	-0.00	0
38	2	0.9982	-32.00	-40.00	0.00	0.00	0
38	3	0.8888	13.72	0.28	2.76	1.06	0
39	0	0.9989	-32.00	-40.00	0.00	-0.00	0
39	1	0.9984	-32.01	-40.00	0.00	-0.00	0
39	2	0.9984	-32.00	-40.00	0.00	-0.00	0
39	3	0.8682	13.74	0.25	2.77	1.06	0
40	0	0.9991	-32.00	-40.00	0.00	-0.00	0
40	1	0.9986	-32.01	-40.00	0.00	0.00	0
40	2	0.9986	-32.00	-40.00	0.00	0.00	0
40	3	0.8708	13.56	0.20	2.77	1.06	0
40	4	0.3572	-31.47	-32.78	2.43	1.00	0
41	0	0.9992	-32.00	-40.00	-0.00	-0.00	0
41	1	0.9986	-32.01	-40.00	0.00	-0.00	0
41	2	0.9985	-32.00	-40.00	0.00	0.00	0
41	3	0.8568	13.41	0.16	2.78	1.07	0
41	4	0.7689	23.43	1.57	0.22	0.18	5
41	5	0.3589	-30.74	-32.81	2.44	0.99	0
42	0	0.9993	-32.00	-40.00	-0.00	-0.00	0
42	1	0.9990	-32.01	-40.00	0.00	-0.00	0
42	2	0.9989	-32.00	-40.00	0.00	0.00	0
42	3	0.8671	13.70	0.12	2.78	1.06	0
42	4	0.5610	23.42	1.45	0.89	0.68	5
42	5	0.3043	-31.58	-32.66	2.41	1.00	0
43	0	0.9992	-32.00	-40.00	-0.00	-0.00	0
43	1	0.9991	-32.01	-40.00	0.00	-0.00	0
43	2	0.9987	-32.00	-40.00	0.00	0.00	0
43	3	0.8663	13.56	0.10	2.77	1.06	0
43	4	0.6161	23.44	1.55	0.80	0.53	5
43	5	0.5298	23.46	1.57	0.19	0.17	5
44	0	0.9985	-32.00	-40.00	0.00	0.00	0
44	1	0.9983	-32.00	-40.00	0.00	-0.00	0
44	2	0.9978	-32.00	-40.00	-0.00	-0.00	0
44	3	0.8811	13.58	0.14	2.71	1.05	0
45	0	0.9990	-32.00	-40.00	-0.00	-0.00	0
45	1	0.9984	-32.00	-40.00	0.00	-0.00	0
45	2	0.9982	-32.00	-40.00	0.00	-0.00	0
45	3	0.8471	13.79	0.14	2.70	1.04	0
