step	score	x	y	w	h	class
0	0.0000					
1	0.6012	10.43	-0.34	1.30	1.59	5
2	0.6393	10.46	-0.31	1.34	1.61	5
3	0.7704	9.66	-0.21	2.73	1.06	0
4	0.7330	9.84	-0.14	2.77	1.07	0
5	0.6341	9.86	0.05	2.78	1.08	0
6	0.7705	10.25	0.05	2.73	1.07	0
7	0.7568	10.57	-0.11	2.57	0.99	0
8	0.7338	10.80	-0.13	2.57	0.99	0
9	0.7576	11.39	-0.05	2.77	1.05	0
10	0.7467	11.24	0.04	2.54	1.00	0
11	0.7970	11.37	-0.06	2.65	1.03	0
12	0.7441	11.80	-0.09	2.57	0.99	0
13	0.7311	11.82	-0.10	2.67	1.02	0
14	0.8846	12.54	-0.11	2.79	1.08	0
15	0.8327	12.78	-0.12	2.77	1.06	0
16	0.7671	12.33	0.04	2.71	1.06	0
17	0.8503	12.46	0.09	2.79	1.10	0
18	0.8815	12.57	0.08	2.83	1.10	0
19	0.8518	13.30	0.11	2.65	1.03	0
20	0.8676	13.27	0.12	2.66	1.03	0
21	0.9019	13.50	0.14	2.71	1.05	0
22	0.8865	13.62	0.17	2.68	1.04	0
23	0.8810	13.69	0.17	2.65	1.03	0
24	0.8670	13.50	0.12	2.79	1.07	0
25	0.8728	13.53	0.11	2.78	1.06	0
26	0.8819	13.47	0.12	2.79	1.07	0
27	0.8828	13.50	0.11	2.78	1.06	0
28	0.8704	13.42	0.11	2.76	1.06	0
29	0.8168	13.40	0.09	2.75	1.05	0
30	0.8268	13.24	0.07	2.78	1.07	0
31	0.8189	13.64	-0.04	2.71	1.04	0
32	0.7549	12.82	-0.10	2.43	0.95	0
33	0.8286	13.50	-0.03	2.72	1.05	0
34	0.8440	13.63	0.10	2.69	1.04	0
35	0.8683	13.62	0.12	2.72	1.06	0
36	0.8887	13.60	0.15	2.71	1.05	0
37	0.8828	13.50	0.22	2.77	1.06	0
38	0.8888	13.72	0.28	2.76	1.06	0
39	0.8682	13.74	0.25	2.77	1.06	0
40	0.8708	13.56	0.20	2.77	1.06	0
41	0.8568	13.41	0.16	2.78	1.07	0
42	0.8671	13.70	0.12	2.78	1.06	0
43	0.8663	13.56	0.10	2.77	1.06	0
44	0.8811	13.58	0.14	2.71	1.05	0
45	0.8471	13.79	0.14	2.70	1.04	0
46	0.8343	13.60	0.09	2.74	1.06	0
47	0.8189	13.46	0.08	2.74	1.06	0
48	0.8232	13.60	-0.06	2.74	1.04	0
49	0.8501	13.56	-0.09	2.75	1.04	0
50	0.8451	13.73	-0.11	2.75	1.04	0
51	0.8680	13.58	-0.07	2.77	1.07	0
52	0.8245	13.74	-0.08	2.76	1.06	0
53	0.7738	14.11	-0.12	2.78	1.05	0
54	0.7687	13.87	-0.13	2.77	1.05	0
