tick,sim_time_s,phase,leader_x,leader_y,leader_speed_kmh,follower_x,follower_y,follower_speed_kmh,distance_m,ttc_s,collision_detected
296,14.8,patch,434.201,-25.176,37.16,444.201,-25.103,37.16,10.0,10466975.348,0
297,14.85,patch,433.685,-25.18,37.11,443.685,-25.107,37.11,10.0,10464626.23,0
298,14.9,patch,433.169,-25.184,37.16,443.169,-25.111,37.16,10.0,4717785102.714,0
299,14.95,patch,432.654,-25.188,37.11,442.654,-25.115,37.11,10.0,5575641074.835,0
300,15.0,patch,432.138,-25.192,37.16,442.138,-25.118,37.16,10.0,-1,0
301,15.05,patch,431.622,-25.195,37.11,441.622,-25.122,37.11,10.0,-1,0
302,15.1,patch,431.107,-25.199,37.16,441.106,-25.126,37.16,10.0,-1,0
303,15.15,patch,430.591,-25.203,37.11,440.591,-25.13,37.11,10.0,-1,0
304,15.2,patch,430.075,-25.207,37.16,440.075,-25.133,37.16,10.0,-1,0
305,15.25,patch,429.559,-25.21,37.11,439.559,-25.137,37.11,10.0,4487741686.803,0
306,15.3,patch,429.044,-25.214,37.16,439.043,-25.141,37.16,10.0,3492634.287,0
307,15.35,patch,428.528,-25.218,37.11,438.528,-25.145,37.11,10.0,5236780.602,0
308,15.4,patch,428.012,-25.222,37.16,438.012,-25.148,37.16,10.0,5236184.378,0
309,15.45,patch,427.497,-25.225,37.11,437.496,-25.152,37.11,10.0,10456268.649,0
310,15.5,patch,426.981,-25.229,37.16,436.981,-25.156,37.16,10.0,5236466.617,0
311,15.55,patch,426.465,-25.233,37.11,436.465,-25.16,37.11,10.0,5235870.504,0
312,15.6,patch,425.949,-25.237,37.16,435.949,-25.163,37.16,10.0,5235423.791,0
313,15.65,patch,425.434,-25.24,37.11,435.433,-25.167,37.11,10.0,2620217.256,0
314,15.7,patch,424.918,-25.244,37.16,434.918,-25.171,37.16,10.0,2619910.968,0
315,15.75,patch,424.402,-25.248,37.11,434.402,-25.175,37.11,10.0,2619761.747,0
316,15.8,patch,423.886,-25.252,37.16,433.886,-25.178,37.16,10.0,5237360.946,0
317,15.85,patch,423.371,-25.255,37.11,433.371,-25.182,37.11,10.0,5237227.76,0
318,15.9,patch,422.855,-25.259,37.16,432.855,-25.186,37.16,10.0,10455707.302,0
319,15.95,patch,422.339,-25.263,37.11,432.339,-25.19,37.11,10.0,10462214.306,0
320,16.0,patch,421.824,-25.267,37.16,431.823,-25.194,37.16,10.0,10459241.424,0
321,16.05,patch,421.308,-25.27,37.11,431.308,-25.197,37.11,10.0,10462809.275,0
322,16.1,patch,420.792,-25.274,37.16,430.792,-25.201,37.16,10.0,10462809.236,0
323,16.15,patch,420.276,-25.278,37.11,430.276,-25.205,37.11,10.0,10459867.183,0
324,16.2,patch,419.761,-25.282,37.16,429.76,-25.209,37.16,10.0,10458052.507,0
325,16.25,patch,419.245,-25.286,37.11,429.245,-25.212,37.11,10.0,10458646.239,0
326,16.3,patch,418.729,-25.289,37.16,428.729,-25.216,37.16,10.0,3999977915.725,0
327,16.35,patch,418.214,-25.293,37.11,428.213,-25.22,37.11,10.0,4380950456.349,0
328,16.4,patch,417.698,-25.297,37.16,427.698,-25.224,37.16,10.0,-1,0
329,16.45,patch,417.182,-25.301,37.11,427.182,-25.227,37.11,10.0,-1,0
330,16.5,patch,416.666,-25.304,37.16,426.666,-25.231,37.16,10.0,-1,0
331,16.55,patch,416.151,-25.308,37.11,426.15,-25.235,37.11,10.0,-1,0
332,16.6,patch,415.635,-25.312,37.16,425.635,-25.239,37.16,10.0,-1,0
333,16.65,patch,415.119,-25.316,37.11,425.119,-25.242,37.11,10.0,4181818119.784,0
334,16.7,patch,414.603,-25.319,37.16,424.603,-25.246,37.16,10.0,10462808.672,0
335,16.75,patch,414.088,-25.323,37.11,424.088,-25.25,37.11,10.0,5236764.702,0
336,16.8,patch,413.572,-25.327,37.16,423.572,-25.254,37.16,10.0,5236168.574,0
337,16.85,patch,413.056,-25.331,37.11,423.056,-25.257,37.11,10.0,2619844.32,0
338,16.9,patch,412.541,-25.334,37.16,422.54,-25.261,37.16,10.0,5236035.589,0
339,16.95,patch,412.025,-25.338,37.11,422.025,-25.265,37.11,10.0,5237360.298,0
340,17.0,patch,411.509,-25.342,37.16,421.509,-25.269,37.16,10.0,5237062.888,0
341,17.05,patch,410.993,-25.346,37.11,420.993,-25.272,37.11,10.0,5234232.875,0
342,17.1,patch,410.478,-25.349,37.16,420.477,-25.276,37.16,10.0,10462213.664,0
343,17.15,patch,409.962,-25.353,37.11,419.962,-25.28,37.11,10.0,10459867.533,0
344,17.2,patch,409.446,-25.357,37.16,419.446,-25.284,37.16,10.0,10458646.983,0
345,17.25,patch,408.931,-25.361,37.11,418.93,-25.288,37.11,10.0,10459241.113,0
346,17.3,patch,408.415,-25.364,37.16,418.415,-25.291,37.16,10.0,10459240.846,0
347,17.35,patch,407.899,-25.368,37.11,417.899,-25.295,37.11,10.0,10456895.338,0
348,17.4,patch,407.383,-25.372,37.16,417.383,-25.299,37.16,10.0,10458677.655,0
349,17.45,patch,406.868,-25.376,37.11,416.867,-25.303,37.11,10.0,10452705.126,0
350,17.5,patch,406.352,-25.38,37.16,416.352,-25.306,37.16,10.0,3172477043.627,0
351,17.55,patch,405.836,-25.383,37.11,415.836,-25.31,37.11,10.0,3680026330.415,0
352,17.6,patch,405.32,-25.387,37.16,415.32,-25.314,37.16,10.0,5235572.803,0
353,17.65,patch,404.805,-25.391,37.11,414.805,-25.318,37.11,10.0,5235439.704,0
354,17.7,patch,404.289,-25.395,37.16,414.289,-25.321,37.16,10.0,5233934.611,0
355,17.75,patch,403.773,-25.398,37.11,413.773,-25.325,37.11,10.0,5234976.879,0
356,17.8,patch,403.258,-25.402,37.16,413.257,-25.329,37.16,10.0,3285721992.721,0
357,17.85,patch,402.742,-25.406,37.11,412.742,-25.333,37.11,10.0,-1,0
358,17.9,patch,402.226,-25.41,37.16,412.226,-25.336,37.16,10.0,-1,0
359,17.95,patch,401.71,-25.413,37.11,411.71,-25.34,37.11,10.0,-1,0
360,18.0,patch,401.195,-25.417,37.16,411.194,-25.344,37.16,10.0,-1,0
361,18.05,patch,400.679,-25.421,37.11,410.679,-25.348,37.11,10.0,-1,0
362,18.1,patch,400.163,-25.425,37.16,410.163,-25.351,37.16,10.0,-1,0
363,18.15,patch,399.648,-25.428,37.11,409.647,-25.355,37.11,10.0,-1,0
364,18.2,patch,399.132,-25.432,37.16,409.132,-25.359,37.16,10.0,-1,0
365,18.25,patch,398.616,-25.436,37.11,408.616,-25.363,37.11,10.0,-1,0
366,18.3,patch,398.1,-25.44,37.16,408.1,-25.366,37.16,10.0,-1,0
367,18.35,patch,397.585,-25.443,37.11,407.584,-25.37,37.11,10.0,-1,0
368,18.4,patch,397.069,-25.447,37.16,407.069,-25.374,37.16,10.0,-1,0
369,18.45,patch,396.553,-25.451,37.11,406.553,-25.378,37.11,10.0,-1,0
370,18.5,patch,396.037,-25.455,37.16,406.037,-25.382,37.16,10.0,-1,0
371,18.55,patch,395.522,-25.458,37.11,405.522,-25.385,37.11,10.0,-1,0
372,18.6,patch,395.006,-25.462,37.16,405.006,-25.389,37.16,10.0,-1,0
373,18.65,patch,394.49,-25.466,37.11,404.49,-25.393,37.11,10.0,-1,0
374,18.7,patch,393.975,-25.47,37.16,403.974,-25.397,37.16,10.0,-1,0
375,18.75,patch,393.459,-25.474,37.11,403.459,-25.4,37.11,10.0,2787844011.218,0
376,18.8,patch,392.943,-25.477,37.16,402.943,-25.404,37.16,10.0,2555534536.021,0
377,18.85,patch,392.427,-25.481,37.11,402.427,-25.408,37.11,10.0,2628546954.441,0
378,18.9,patch,391.912,-25.485,37.16,401.911,-25.412,37.16,10.0,2520614390.958,0
379,18.95,patch,391.396,-25.489,37.11,401.396,-25.415,37.11,10.0,2555526415.398,0
380,19.0,patch,390.88,-25.492,37.16,400.88,-25.419,37.16,10.0,2520576230.638,0
381,19.05,patch,390.365,-25.496,37.11,400.364,-25.423,37.11,10.0,2666684786.644,0
382,19.1,patch,389.849,-25.5,37.16,399.849,-25.427,37.16,10.0,2520585255.718,0
383,19.15,patch,389.333,-25.504,37.11,399.333,-25.43,37.11,10.0,2591626046.547,0
384,19.2,patch,388.817,-25.507,37.16,398.817,-25.434,37.16,10.0,2746371801.59,0
385,19.25,patch,388.302,-25.511,37.11,398.301,-25.438,37.11,10.0,2591570418.904,0
386,19.3,patch,387.786,-25.515,37.16,397.786,-25.442,37.16,10.0,2591589504.075,0
387,19.35,patch,387.27,-25.519,37.11,397.27,-25.445,37.11,10.0,2358996340.656,0
388,19.4,patch,386.754,-25.522,37.16,396.754,-25.449,37.16,10.0,2830771647.435,0
389,19.45,patch,386.239,-25.526,37.11,396.238,-25.453,37.11,10.0,2300015328.865,0
390,19.5,patch,385.723,-25.53,37.16,395.723,-25.457,37.16,10.0,10444399.034,0
391,19.55,patch,385.207,-25.534,37.11,395.207,-25.46,37.11,10.0,10443806.142,0
392,19.6,patch,384.692,-25.537,37.16,394.691,-25.464,37.16,10.0,10439065.143,0
393,19.65,patch,384.176,-25.541,37.11,394.176,-25.468,37.11,10.0,10439691.218,0
394,19.7,patch,383.66,-25.545,37.16,393.66,-25.472,37.16,10.0,5232297.225,0
395,19.75,patch,383.144,-25.549,37.11,393.144,-25.476,37.11,10.0,5231405.097,0
396,19.8,patch,382.629,-25.552,37.16,392.628,-25.479,37.16,10.0,5231256.265,0
397,19.85,patch,382.113,-25.556,37.11,392.113,-25.483,37.11,10.0,2618576.768,0
398,19.9,patch,381.597,-25.56,37.16,391.597,-25.487,37.16,10.0,2618651.184,0
399,19.95,patch,381.082,-25.564,37.11,391.081,-25.491,37.11,10.0,2618531.459,0
400,20.0,brake,380.566,-25.568,37.05,390.565,-25.494,37.16,9.999,330.348,0
401,20.05,brake,380.056,-25.571,36.56,390.05,-25.498,37.11,9.995,64.646,0
402,20.1,brake,379.553,-25.575,35.9,389.534,-25.502,37.16,9.981,28.503,0
403,20.15,brake,379.062,-25.578,34.96,389.018,-25.506,37.11,9.956,16.625,0
404,20.2,brake,378.584,-25.582,34.08,388.503,-25.509,37.16,9.919,11.609,0
405,20.25,brake,378.12,-25.585,33.01,387.987,-25.513,37.11,9.867,8.658,0
406,20.3,brake,377.669,-25.589,32.08,387.471,-25.517,37.16,9.802,6.947,0
407,20.35,brake,377.233,-25.592,30.97,386.956,-25.521,37.11,9.723,5.698,0
408,20.4,brake,376.811,-25.595,30.04,386.44,-25.524,37.16,9.629,4.871,0
409,20.45,brake,376.403,-25.598,28.94,385.924,-25.528,37.11,9.522,4.193,0
410,20.5,brake,376.008,-25.601,28.04,385.408,-25.532,37.16,9.4,3.71,0
411,20.55,brake,375.628,-25.604,26.95,384.893,-25.536,37.11,9.265,3.283,0
412,20.6,brake,375.261,-25.606,26.09,384.377,-25.539,37.16,9.116,2.965,0
413,20.65,brake,374.907,-25.609,25.03,383.861,-25.543,37.11,8.954,2.669,0
414,20.7,brake,374.566,-25.611,24.22,383.345,-25.547,37.16,8.779,2.442,0
415,20.75,brake,374.239,-25.614,23.19,382.83,-25.551,37.11,8.591,2.222,0
416,20.8,brake,373.923,-25.616,22.42,382.314,-25.554,37.16,8.391,2.05,0
417,20.85,brake,373.627,-25.618,19.82,381.798,-25.558,37.11,8.172,1.702,0
418,20.9,brake,373.392,-25.62,15.0,381.283,-25.562,37.16,7.891,1.282,0
419,20.95,brake,373.225,-25.621,10.15,380.767,-25.566,37.11,7.542,1.007,0
420,21.0,brake,373.124,-25.622,5.34,380.251,-25.57,37.16,7.127,0.806,0
421,21.05,brake,373.09,-25.622,0.63,379.735,-25.573,37.11,6.646,0.656,0
422,21.1,brake,373.09,-25.622,0.0,379.22,-25.577,37.16,6.13,0.594,0
423,21.15,brake,373.089,-25.622,0.0,378.704,-25.581,37.11,5.615,0.545,0
424,21.2,brake,373.089,-25.622,0.0,378.188,-25.585,37.16,5.099,0.494,0
425,21.25,brake,373.093,-25.622,1.45,377.787,-25.587,7.37,4.694,2.854,1
426,21.3,brake,373.095,-25.622,0.24,377.859,-25.58,5.51,4.764,3.257,0
427,21.35,brake,373.094,-25.622,0.06,377.932,-25.573,5.14,4.838,3.425,0
428,21.4,brake,373.092,-25.622,0.08,378.0,-25.567,3.36,4.909,5.382,0
429,21.45,brake,373.089,-25.622,0.12,378.012,-25.565,0.96,4.924,21.035,0
430,21.5,brake,373.086,-25.622,0.12,377.978,-25.564,3.8,4.892,4.788,0
431,21.55,brake,373.084,-25.622,0.1,377.904,-25.564,6.39,4.82,2.758,0
432,21.6,brake,373.084,-25.622,0.28,377.825,-25.563,1.66,4.742,12.372,1
433,21.65,brake,373.085,-25.623,0.0,377.824,-25.562,0.91,4.739,18.943,0
434,21.7,brake,373.085,-25.623,0.02,377.815,-25.561,0.04,4.73,1214.407,1
435,21.75,brake,373.085,-25.623,0.03,377.815,-25.561,0.07,4.731,470.823,1
436,21.8,brake,373.084,-25.623,0.03,377.816,-25.56,0.05,4.733,840.804,1
437,21.85,brake,373.083,-25.623,0.03,377.818,-25.56,0.06,4.735,509.386,1
438,21.9,brake,373.083,-25.623,0.02,377.819,-25.56,0.05,4.737,663.662,1
439,21.95,brake,373.082,-25.623,0.02,377.82,-25.56,0.05,4.739,631.93,1
440,22.0,brake,373.082,-25.623,0.02,377.821,-25.56,0.04,4.74,958.076,1
441,22.05,brake,373.081,-25.623,0.01,377.822,-25.56,0.04,4.741,752.189,1
442,22.1,brake,373.081,-25.623,0.01,377.823,-25.56,0.03,4.742,1178.254,1
443,22.15,brake,373.081,-25.623,0.01,377.823,-25.56,0.02,4.743,2700.429,1
444,22.2,brake,373.081,-25.623,0.01,377.823,-25.56,0.02,4.743,1766.185,1
445,22.25,brake,373.08,-25.623,0.01,377.824,-25.56,0.01,4.744,4380.925,1
446,22.3,brake,373.08,-25.623,0.01,377.824,-25.56,0.03,4.744,782.689,1
447,22.35,brake,373.08,-25.623,0.01,377.824,-25.559,0.03,4.744,623.333,1
448,22.4,brake,373.08,-25.623,0.01,377.824,-25.559,0.02,4.745,1557.406,1
449,22.45,brake,373.08,-25.623,0.01,377.825,-25.558,0.01,4.745,2681.571,1
450,22.5,brake,373.08,-25.623,0.01,377.825,-25.558,0.02,4.745,1489.552,1
451,22.55,brake,373.08,-25.623,0.25,377.824,-25.558,0.03,4.745,-1,1
452,22.6,brake,373.08,-25.623,0.06,377.824,-25.558,0.02,4.745,-1,1
453,22.65,brake,373.08,-25.623,0.02,377.825,-25.558,0.01,4.745,-1,1
454,22.7,brake,373.08,-25.623,0.05,377.825,-25.558,0.05,4.745,-1,1
455,22.75,brake,373.08,-25.623,0.05,377.824,-25.557,0.06,4.745,4570.814,1
456,22.8,brake,373.08,-25.623,0.05,377.824,-25.557,0.01,4.745,-1,1
457,22.85,brake,373.08,-25.623,0.04,377.824,-25.556,0.02,4.745,-1,1
458,22.9,brake,373.08,-25.623,0.03,377.824,-25.556,0.02,4.745,-1,1
459,22.95,brake,373.08,-25.623,0.33,377.824,-25.556,0.03,4.745,-1,1
460,23.0,brake,373.08,-25.623,0.11,377.824,-25.556,0.02,4.745,-1,1
461,23.05,brake,373.08,-25.623,0.01,377.824,-25.556,0.0,4.745,-1,1
462,23.1,brake,373.08,-25.623,0.05,377.824,-25.555,0.03,4.745,-1,1
463,23.15,brake,373.079,-25.623,0.06,377.824,-25.555,0.01,4.745,-1,1
464,23.2,brake,373.079,-25.623,0.06,377.824,-25.555,0.03,4.745,-1,1
465,23.25,brake,373.079,-25.623,0.05,377.824,-25.555,0.01,4.746,-1,1
466,23.3,brake,373.079,-25.623,0.04,377.824,-25.554,0.05,4.746,1668.264,1
467,23.35,brake,373.079,-25.623,0.03,377.824,-25.554,0.01,4.746,-1,1
468,23.4,brake,373.079,-25.623,0.02,377.824,-25.554,0.02,4.746,-1,1
469,23.45,brake,373.079,-25.623,0.19,377.824,-25.554,0.04,4.745,-1,1
470,23.5,brake,373.079,-25.623,0.03,377.824,-25.553,0.02,4.745,-1,1
471,23.55,brake,373.079,-25.623,0.04,377.824,-25.553,0.05,4.745,2485.328,1
472,23.6,brake,373.079,-25.623,0.06,377.824,-25.553,0.01,4.745,-1,1
473,23.65,brake,373.079,-25.623,0.06,377.824,-25.552,0.02,4.745,-1,1
474,23.7,brake,373.079,-25.623,0.05,377.824,-25.552,0.02,4.745,-1,1
475,23.75,brake,373.079,-25.623,0.04,377.824,-25.551,0.05,4.746,4474.311,1
476,23.8,brake,373.078,-25.623,0.03,377.824,-25.551,0.05,4.746,1053.219,1
477,23.85,brake,373.078,-25.623,0.02,377.823,-25.55,0.04,4.746,1388.907,1
478,23.9,brake,373.078,-25.623,0.3,377.823,-25.55,0.03,4.745,-1,1
479,23.95,brake,373.078,-25.623,0.08,377.823,-25.55,0.02,4.745,-1,1
480,24.0,brake,373.078,-25.623,0.02,377.823,-25.55,0.01,4.745,-1,1
481,24.05,brake,373.078,-25.623,0.05,377.823,-25.549,0.01,4.745,-1,1
482,24.1,brake,373.078,-25.623,0.06,377.823,-25.549,0.02,4.745,-1,1
483,24.15,brake,373.078,-25.623,0.05,377.823,-25.549,0.01,4.746,-1,1
484,24.2,brake,373.078,-25.623,0.04,377.823,-25.549,0.02,4.746,-1,1
485,24.25,brake,373.078,-25.623,0.03,377.823,-25.549,0.05,4.746,1368.555,1
486,24.3,brake,373.078,-25.623,0.0,377.823,-25.549,0.0,4.746,-1,1
487,24.35,brake,373.078,-25.623,0.14,377.823,-25.548,0.04,4.745,-1,1
488,24.4,brake,373.078,-25.623,0.01,377.823,-25.548,0.02,4.745,1222.158,1
489,24.45,brake,373.078,-25.623,0.05,377.823,-25.548,0.01,4.745,-1,1
490,24.5,brake,373.078,-25.623,0.06,377.823,-25.547,0.01,4.745,-1,1
491,24.55,brake,373.078,-25.623,0.06,377.822,-25.547,0.02,4.745,-1,1
492,24.6,brake,373.078,-25.623,0.05,377.822,-25.547,0.02,4.745,-1,1
493,24.65,brake,373.077,-25.623,0.04,377.822,-25.547,0.02,4.745,-1,1
494,24.7,brake,373.077,-25.623,0.03,377.822,-25.547,0.04,4.745,1976.247,1
495,24.75,brake,373.078,-25.623,0.24,377.822,-25.547,0.06,4.745,-1,1
496,24.8,brake,373.078,-25.623,0.05,377.822,-25.546,0.03,4.745,-1,1
497,24.85,brake,373.077,-25.623,0.04,377.822,-25.546,0.03,4.745,-1,1
498,24.9,brake,373.077,-25.623,0.06,377.822,-25.546,0.01,4.745,-1,1
499,24.95,brake,373.077,-25.623,0.06,377.822,-25.545,0.03,4.745,-1,1
500,25.0,brake,373.077,-25.623,0.05,377.822,-25.545,0.02,4.745,-1,1
501,25.05,brake,373.077,-25.623,0.04,377.822,-25.544,0.02,4.745,-1,1
502,25.1,brake,373.077,-25.623,0.03,377.822,-25.544,0.01,4.746,-1,1
503,25.15,brake,373.077,-25.623,0.33,377.822,-25.544,0.03,4.746,-1,1
504,25.2,brake,373.077,-25.623,0.11,377.822,-25.544,0.04,4.745,-1,1
505,25.25,brake,373.077,-25.623,0.01,377.822,-25.543,0.04,4.745,676.718,1
506,25.3,brake,373.077,-25.623,0.06,377.822,-25.543,0.03,4.745,-1,1
507,25.35,brake,373.077,-25.623,0.06,377.822,-25.543,0.01,4.745,-1,1
508,25.4,brake,373.077,-25.623,0.06,377.821,-25.543,0.02,4.745,-1,1
509,25.45,brake,373.077,-25.623,0.05,377.821,-25.542,0.01,4.745,-1,1
510,25.5,brake,373.077,-25.623,0.04,377.821,-25.542,0.03,4.745,-1,1
511,25.55,brake,373.077,-25.623,0.03,377.821,-25.542,0.02,4.745,-1,1
512,25.6,brake,373.077,-25.623,0.19,377.821,-25.542,0.04,4.745,-1,1
513,25.65,brake,373.077,-25.623,0.02,377.821,-25.541,0.03,4.745,4292.321,1
514,25.7,brake,373.077,-25.623,0.04,377.821,-25.541,0.01,4.745,-1,1
515,25.75,brake,373.077,-25.623,0.06,377.821,-25.541,0.02,4.745,-1,1
516,25.8,brake,373.076,-25.623,0.06,377.821,-25.541,0.01,4.745,-1,1
517,25.85,brake,373.076,-25.623,0.05,377.821,-25.541,0.01,4.745,-1,1
518,25.9,brake,373.076,-25.623,0.04,377.821,-25.54,0.03,4.745,-1,1
519,25.95,brake,373.076,-25.623,0.03,377.821,-25.54,0.04,4.745,1631.901,1
520,26.0,brake,373.076,-25.623,0.03,377.821,-25.54,0.01,4.745,-1,1
521,26.05,brake,373.076,-25.623,0.3,377.821,-25.54,0.03,4.745,-1,1
522,26.1,brake,373.076,-25.623,0.08,377.821,-25.539,0.03,4.745,-1,1
523,26.15,brake,373.076,-25.623,0.02,377.821,-25.539,0.05,4.745,678.236,1
524,26.2,brake,373.076,-25.623,0.06,377.821,-25.538,0.05,4.745,-1,1
525,26.25,brake,373.076,-25.623,0.06,377.821,-25.538,0.02,4.746,-1,1
526,26.3,brake,373.076,-25.623,0.05,377.821,-25.537,0.02,4.746,-1,1
527,26.35,brake,373.076,-25.623,0.04,377.82,-25.537,0.02,4.746,-1,1
528,26.4,brake,373.076,-25.623,0.03,377.82,-25.536,0.01,4.745,-1,1
529,26.45,brake,373.076,-25.623,0.0,377.82,-25.536,0.0,4.745,-1,1
530,26.5,brake,373.076,-25.623,0.15,377.82,-25.536,0.04,4.745,-1,1
531,26.55,brake,373.076,-25.623,0.01,377.82,-25.536,0.02,4.745,2261.407,1
532,26.6,brake,373.076,-25.623,0.05,377.82,-25.536,0.0,4.745,-1,1
533,26.65,brake,373.076,-25.623,0.06,377.82,-25.536,0.01,4.745,-1,1
534,26.7,brake,373.076,-25.624,0.06,377.82,-25.536,0.01,4.745,-1,1
535,26.75,brake,373.076,-25.624,0.05,377.82,-25.536,0.02,4.745,-1,1
536,26.8,brake,373.075,-25.624,0.04,377.82,-25.536,0.01,4.745,-1,1
537,26.85,brake,373.075,-25.624,0.03,377.82,-25.536,0.03,4.745,13022.663,1
538,26.9,brake,373.075,-25.624,0.02,377.82,-25.536,0.01,4.745,-1,1
539,26.95,brake,373.075,-25.623,0.24,377.82,-25.535,0.06,4.745,-1,1
540,27.0,brake,373.075,-25.623,0.05,377.819,-25.535,0.02,4.745,-1,1
541,27.05,brake,373.075,-25.623,0.03,377.819,-25.534,0.04,4.745,6525.915,1
542,27.1,brake,373.075,-25.623,0.06,377.819,-25.534,0.01,4.745,-1,1
543,27.15,brake,373.075,-25.623,0.06,377.819,-25.534,0.02,4.745,-1,1
544,27.2,brake,373.075,-25.623,0.05,377.819,-25.533,0.02,4.745,-1,1
545,27.25,brake,373.075,-25.623,0.04,377.819,-25.533,0.05,4.745,4165.177,1
546,27.3,brake,373.075,-25.623,0.03,377.819,-25.532,0.05,4.745,1215.89,1
547,27.35,brake,373.075,-25.623,0.03,377.819,-25.532,0.02,4.745,-1,1
548,27.4,brake,373.075,-25.623,0.24,377.819,-25.532,0.04,4.745,-1,1
549,27.45,brake,373.075,-25.623,0.05,377.819,-25.532,0.02,4.745,-1,1
550,27.5,brake,373.075,-25.623,0.03,377.819,-25.531,0.02,4.745,-1,1
551,27.55,brake,373.075,-25.624,0.06,377.818,-25.531,0.03,4.745,-1,1
552,27.6,brake,373.074,-25.624,0.06,377.819,-25.531,0.02,4.745,-1,1
553,27.65,brake,373.074,-25.624,0.05,377.819,-25.531,0.02,4.745,-1,1
554,27.7,brake,373.074,-25.624,0.04,377.819,-25.531,0.02,4.745,-1,1
555,27.75,brake,373.074,-25.624,0.03,377.819,-25.531,0.03,4.746,-1,1
556,27.8,brake,373.074,-25.624,0.03,377.819,-25.531,0.03,4.746,9526.608,1
557,27.85,brake,373.074,-25.624,0.02,377.819,-25.53,0.03,4.745,1641.084,1
558,27.9,brake,373.074,-25.623,0.01,377.818,-25.53,0.03,4.745,893.102,1
559,27.95,brake,373.074,-25.623,0.0,377.818,-25.53,0.0,4.745,-1,1
560,28.0,brake,373.074,-25.623,0.15,377.818,-25.529,0.05,4.745,-1,1
561,28.05,brake,373.074,-25.623,0.02,377.818,-25.528,0.03,4.745,1557.578,1
562,28.1,brake,373.074,-25.623,0.04,377.818,-25.528,0.02,4.745,-1,1
563,28.15,brake,373.074,-25.623,0.06,377.818,-25.528,0.04,4.745,-1,1
564,28.2,brake,373.074,-25.624,0.05,377.818,-25.527,0.01,4.745,-1,1
565,28.25,brake,373.074,-25.624,0.05,377.818,-25.527,0.03,4.745,-1,1
566,28.3,brake,373.074,-25.624,0.04,377.818,-25.527,0.01,4.745,-1,1
567,28.35,brake,373.074,-25.624,0.03,377.818,-25.526,0.02,4.745,-1,1
568,28.4,brake,373.074,-25.624,0.24,377.818,-25.526,0.04,4.745,-1,1
569,28.45,brake,373.074,-25.624,0.05,377.817,-25.526,0.03,4.745,-1,1
570,28.5,brake,373.074,-25.624,0.04,377.817,-25.526,0.01,4.745,-1,1
571,28.55,brake,373.074,-25.624,0.06,377.817,-25.526,0.03,4.745,-1,1
572,28.6,brake,373.073,-25.624,0.06,377.818,-25.525,0.03,4.745,-1,1
573,28.65,brake,373.073,-25.624,0.05,377.818,-25.525,0.02,4.745,-1,1
574,28.7,brake,373.073,-25.624,0.04,377.818,-25.525,0.01,4.745,-1,1
575,28.75,brake,373.073,-25.624,0.03,377.817,-25.525,0.02,4.745,-1,1
576,28.8,brake,373.073,-25.624,0.33,377.817,-25.524,0.03,4.745,-1,1
577,28.85,brake,373.073,-25.624,0.11,377.817,-25.524,0.02,4.745,-1,1
578,28.9,brake,373.073,-25.624,0.01,377.817,-25.524,0.02,4.745,6947.63,1
579,28.95,brake,373.073,-25.624,0.06,377.817,-25.524,0.02,4.745,-1,1
580,29.0,brake,373.073,-25.624,0.06,377.817,-25.523,0.03,4.745,-1,1
581,29.05,brake,373.073,-25.624,0.06,377.817,-25.523,0.05,4.745,-1,1
582,29.1,brake,373.073,-25.624,0.05,377.817,-25.522,0.02,4.745,-1,1
583,29.15,brake,373.073,-25.624,0.04,377.817,-25.522,0.01,4.745,-1,1
584,29.2,brake,373.073,-25.624,0.03,377.817,-25.522,0.01,4.745,-1,1
585,29.25,brake,373.073,-25.624,0.19,377.817,-25.522,0.02,4.745,-1,1
586,29.3,brake,373.073,-25.624,0.03,377.816,-25.522,0.04,4.745,1537.224,1
587,29.35,brake,373.073,-25.624,0.04,377.816,-25.522,0.04,4.744,-1,1
588,29.4,brake,373.073,-25.624,0.06,377.816,-25.522,0.02,4.744,-1,1
589,29.45,brake,373.073,-25.624,0.06,377.816,-25.521,0.02,4.745,-1,1
590,29.5,brake,373.073,-25.624,0.05,377.816,-25.521,0.04,4.745,-1,1
591,29.55,brake,373.073,-25.624,0.04,377.816,-25.521,0.01,4.745,-1,1
592,29.6,brake,373.072,-25.624,0.03,377.816,-25.521,0.01,4.745,-1,1
593,29.65,brake,373.072,-25.624,0.0,377.816,-25.521,0.0,4.745,-1,1
594,29.7,brake,373.072,-25.624,0.14,377.816,-25.52,0.04,4.745,-1,1
595,29.75,brake,373.073,-25.624,0.01,377.816,-25.52,0.01,4.745,2859.923,1
596,29.8,brake,373.072,-25.624,0.05,377.816,-25.52,0.01,4.745,-1,1
597,29.85,brake,373.072,-25.624,0.06,377.816,-25.519,0.05,4.745,-1,1
598,29.9,brake,373.072,-25.624,0.06,377.816,-25.519,0.01,4.745,-1,1
599,29.95,brake,373.072,-25.624,0.05,377.816,-25.519,0.01,4.745,-1,1
