tick,sim_time_s,phase,leader_x,leader_y,leader_speed_kmh,follower_x,follower_y,follower_speed_kmh,distance_m,ttc_s,collision_detected
72,3.6,cruise,549.723,-24.334,37.16,559.723,-24.261,37.16,10.0,1407378229724994.8,0
73,3.65,cruise,549.207,-24.338,37.11,559.207,-24.265,37.11,10.0,-1,0
74,3.7,cruise,548.691,-24.342,37.16,558.691,-24.269,37.16,10.0,-1,0
75,3.75,cruise,548.176,-24.346,37.11,558.175,-24.272,37.11,10.0,-1,0
76,3.8,cruise,547.66,-24.349,37.16,557.66,-24.276,37.16,10.0,-1,0
77,3.85,cruise,547.144,-24.353,37.11,557.144,-24.28,37.11,10.0,-1,0
78,3.9,cruise,546.628,-24.357,37.16,556.628,-24.284,37.16,10.0,36794202084.314,0
79,3.95,cruise,546.113,-24.361,37.11,556.113,-24.287,37.11,10.0,61335402827.515,0
80,4.0,cruise,545.597,-24.364,37.16,555.597,-24.291,37.16,10.0,-1,0
81,4.05,cruise,545.081,-24.368,37.11,555.081,-24.295,37.11,10.0,22998631070.448,0
82,4.1,cruise,544.566,-24.372,37.16,554.565,-24.299,37.16,10.0,30664340326.824,0
83,4.15,cruise,544.05,-24.376,37.11,554.05,-24.302,37.11,10.0,-1,0
84,4.2,cruise,543.534,-24.379,37.16,553.534,-24.306,37.16,10.0,36799012412.734,0
85,4.25,cruise,543.018,-24.383,37.11,553.018,-24.31,37.11,10.0,30663171198.962,0
86,4.3,cruise,542.503,-24.387,37.16,552.502,-24.314,37.16,10.0,30665843677.278,0
87,4.35,cruise,541.987,-24.391,37.11,551.987,-24.318,37.11,10.0,45994255685.643,0
88,4.4,cruise,541.471,-24.394,37.16,551.471,-24.321,37.16,10.0,-1,0
89,4.45,cruise,540.956,-24.398,37.11,550.955,-24.325,37.11,10.0,91968033681.595,0
90,4.5,cruise,540.44,-24.402,37.16,550.44,-24.329,37.16,10.0,92014071799.413,0
91,4.55,cruise,539.924,-24.406,37.11,549.924,-24.333,37.11,10.0,10484271.103,0
92,4.6,cruise,539.408,-24.41,37.16,549.408,-24.336,37.16,10.0,10483077.674,0
93,4.65,cruise,538.893,-24.413,37.11,548.892,-24.34,37.11,10.0,5242733.105,0
94,4.7,cruise,538.377,-24.417,37.16,548.377,-24.344,37.16,10.0,10484271.65,0
95,4.75,cruise,537.861,-24.421,37.11,547.861,-24.348,37.11,10.0,10483673.588,0
96,4.8,cruise,537.345,-24.425,37.16,547.345,-24.351,37.16,10.0,-1,0
97,4.85,cruise,536.83,-24.428,37.11,546.83,-24.355,37.11,10.0,-1,0
98,4.9,cruise,536.314,-24.432,37.16,546.314,-24.359,37.16,10.0,-1,0
99,4.95,cruise,535.798,-24.436,37.11,545.798,-24.363,37.11,10.0,-1,0
100,5.0,cruise,535.283,-24.44,37.16,545.282,-24.366,37.16,10.0,-1,0
101,5.05,cruise,534.767,-24.443,37.11,544.767,-24.37,37.11,10.0,-1,0
102,5.1,cruise,534.251,-24.447,37.16,544.251,-24.374,37.16,10.0,-1,0
103,5.15,cruise,533.735,-24.451,37.11,543.735,-24.378,37.11,10.0,-1,0
104,5.2,cruise,533.22,-24.455,37.16,543.219,-24.381,37.16,10.0,-1,0
105,5.25,cruise,532.704,-24.458,37.11,542.704,-24.385,37.11,10.0,-1,0
106,5.3,cruise,532.188,-24.462,37.16,542.188,-24.389,37.16,10.0,16726376536.182,0
107,5.35,cruise,531.673,-24.466,37.11,541.672,-24.393,37.11,10.0,18398303545.657,0
108,5.4,cruise,531.157,-24.47,37.16,541.156,-24.396,37.16,10.0,20440926489.448,0
109,5.45,cruise,530.641,-24.473,37.11,540.641,-24.4,37.11,10.0,16725683498.824,0
110,5.5,cruise,530.125,-24.477,37.16,540.125,-24.404,37.16,10.0,16726525652.807,0
111,5.55,cruise,529.61,-24.481,37.11,539.609,-24.408,37.11,10.0,20442262565.635,0
112,5.6,cruise,529.094,-24.485,37.16,539.094,-24.411,37.16,10.0,22996000551.053,0
113,5.65,cruise,528.578,-24.488,37.11,538.578,-24.415,37.11,10.0,16725482032.366,0
114,5.7,cruise,528.062,-24.492,37.16,538.062,-24.419,37.16,10.0,26280836759.474,0
115,5.75,cruise,527.547,-24.496,37.11,537.547,-24.423,37.11,10.0,18397882677.238,0
116,5.8,cruise,527.031,-24.5,37.16,537.031,-24.427,37.16,10.0,16726774124.145,0
117,5.85,cruise,526.515,-24.503,37.11,536.515,-24.43,37.11,10.0,15331627332.692,0
118,5.9,cruise,526.0,-24.507,37.16,535.999,-24.434,37.16,10.0,15332796554.316,0
119,5.95,cruise,525.484,-24.511,37.11,535.484,-24.438,37.11,10.0,20442238869.224,0
120,6.0,cruise,524.968,-24.515,37.16,534.968,-24.442,37.16,10.0,15331335076.554,0
121,6.05,cruise,524.452,-24.519,37.11,534.452,-24.445,37.11,10.0,13141614711.711,0
122,6.1,cruise,523.937,-24.522,37.16,533.936,-24.449,37.16,10.0,7999967199.997,0
123,6.15,cruise,523.421,-24.526,37.11,533.421,-24.453,37.11,10.0,10221391098.994,0
124,6.2,cruise,522.905,-24.53,37.16,532.905,-24.457,37.16,10.0,10474125.636,0
125,6.25,cruise,522.39,-24.534,37.11,532.389,-24.46,37.11,10.0,10476510.517,0
126,6.3,cruise,521.874,-24.537,37.16,531.873,-24.464,37.16,10.0,10478299.811,0
127,6.35,cruise,521.358,-24.541,37.11,531.358,-24.468,37.11,10.0,10475914.013,0
128,6.4,cruise,520.842,-24.545,37.16,530.842,-24.472,37.16,10.0,3494093.505,0
129,6.45,cruise,520.327,-24.549,37.11,530.326,-24.475,37.11,10.0,3494579.332,0
130,6.5,cruise,519.811,-24.552,37.16,529.811,-24.479,37.16,10.0,5241090.373,0
131,6.55,cruise,519.295,-24.556,37.11,529.295,-24.483,37.11,10.0,5242732.538,0
132,6.6,cruise,518.779,-24.56,37.16,528.779,-24.487,37.16,10.0,-1,0
133,6.65,cruise,518.264,-24.564,37.11,528.263,-24.49,37.11,10.0,-1,0
134,6.7,cruise,517.748,-24.567,37.16,527.748,-24.494,37.16,10.0,-1,0
135,6.75,cruise,517.232,-24.571,37.11,527.232,-24.498,37.11,10.0,-1,0
136,6.8,cruise,516.716,-24.575,37.16,526.716,-24.502,37.16,10.0,20443004905.656,0
137,6.85,cruise,516.201,-24.579,37.11,526.201,-24.505,37.11,10.0,13140633089.95,0
138,6.9,cruise,515.685,-24.582,37.16,525.685,-24.509,37.16,10.0,10822906016.941,0
139,6.95,cruise,515.169,-24.586,37.11,525.169,-24.513,37.11,10.0,11498234843.715,0
140,7.0,cruise,514.654,-24.59,37.16,524.653,-24.517,37.16,10.0,-1,0
141,7.05,cruise,514.138,-24.594,37.11,524.138,-24.521,37.11,10.0,12267112618.569,0
142,7.1,cruise,513.622,-24.597,37.16,523.622,-24.524,37.16,10.0,11499362514.35,0
143,7.15,cruise,513.107,-24.601,37.11,523.106,-24.528,37.11,10.0,9199452428.179,0
144,7.2,cruise,512.591,-24.605,37.16,522.591,-24.532,37.16,10.0,9683684107.235,0
145,7.25,cruise,512.075,-24.609,37.11,522.075,-24.536,37.11,10.0,8363138582.749,0
146,7.3,cruise,511.559,-24.613,37.16,521.559,-24.539,37.16,10.0,12266914800.478,0
147,7.35,cruise,511.044,-24.616,37.11,521.043,-24.543,37.11,10.0,16726179095.905,0
148,7.4,cruise,510.528,-24.62,37.16,520.528,-24.547,37.16,10.0,-1,0
149,7.45,cruise,510.012,-24.624,37.11,520.012,-24.551,37.11,10.0,-1,0
150,7.5,cruise,509.496,-24.628,37.16,519.496,-24.554,37.16,10.0,-1,0
151,7.55,cruise,508.981,-24.631,37.11,518.98,-24.558,37.11,10.0,-1,0
152,7.6,cruise,508.465,-24.635,37.16,518.465,-24.562,37.16,10.0,-1,0
153,7.65,cruise,507.949,-24.639,37.11,517.949,-24.566,37.11,10.0,-1,0
154,7.7,cruise,507.434,-24.643,37.16,517.433,-24.569,37.16,10.0,-1,0
155,7.75,cruise,506.918,-24.646,37.11,516.918,-24.573,37.11,10.0,-1,0
156,7.8,cruise,506.402,-24.65,37.16,516.402,-24.577,37.16,10.0,-1,0
157,7.85,cruise,505.886,-24.654,37.11,515.886,-24.581,37.11,10.0,-1,0
158,7.9,cruise,505.371,-24.658,37.16,515.37,-24.584,37.16,10.0,15330959286.109,0
159,7.95,cruise,504.855,-24.661,37.11,514.855,-24.588,37.11,10.0,10822959852.328,0
160,8.0,cruise,504.339,-24.665,37.16,514.339,-24.592,37.16,10.0,20444341282.112,0
161,8.05,cruise,503.824,-24.669,37.11,513.823,-24.596,37.11,10.0,8761411070.702,0
162,8.1,cruise,503.308,-24.673,37.16,513.307,-24.599,37.16,10.0,12265252446.303,0
163,8.15,cruise,502.792,-24.676,37.11,512.792,-24.603,37.11,10.0,9199452428.179,0
164,8.2,cruise,502.276,-24.68,37.16,512.276,-24.607,37.16,10.0,11499491566.286,0
165,8.25,cruise,501.761,-24.684,37.11,511.76,-24.611,37.11,10.0,10478300.645,0
166,8.3,cruise,501.245,-24.688,37.16,511.245,-24.615,37.16,10.0,10478896.611,0
167,8.35,cruise,500.729,-24.691,37.11,510.729,-24.618,37.11,10.0,10474753.36,0
168,8.4,cruise,500.213,-24.695,37.16,510.213,-24.622,37.16,10.0,5240061.695,0
169,8.45,cruise,499.698,-24.699,37.11,509.697,-24.626,37.11,10.0,5240642.581,0
170,8.5,cruise,499.182,-24.703,37.16,509.182,-24.63,37.16,10.0,2620657.222,0
171,8.55,cruise,498.666,-24.707,37.11,508.666,-24.633,37.11,10.0,2620843.838,0
172,8.6,cruise,498.15,-24.71,37.16,508.15,-24.637,37.16,10.0,2620627.886,0
173,8.65,cruise,497.635,-24.714,37.11,507.635,-24.641,37.11,10.0,2620515.889,0
174,8.7,cruise,497.119,-24.718,37.16,507.119,-24.645,37.16,10.0,5240493.124,0
175,8.75,cruise,496.603,-24.722,37.11,506.603,-24.648,37.11,10.0,10469357.168,0
176,8.8,cruise,496.088,-24.725,37.16,506.087,-24.652,37.16,10.0,5935412192.476,0
177,8.85,cruise,495.572,-24.729,37.11,505.572,-24.656,37.11,10.0,9681465408.33,0
178,8.9,cruise,495.056,-24.733,37.16,505.056,-24.66,37.16,10.0,-1,0
179,8.95,cruise,494.54,-24.737,37.11,504.54,-24.663,37.11,10.0,-1,0
180,9.0,cruise,494.025,-24.74,37.16,504.024,-24.667,37.16,10.0,-1,0
181,9.05,cruise,493.509,-24.744,37.11,503.509,-24.671,37.11,10.0,-1,0
182,9.1,cruise,492.993,-24.748,37.16,502.993,-24.675,37.16,10.0,-1,0
183,9.15,cruise,492.478,-24.752,37.11,502.477,-24.678,37.11,10.0,-1,0
184,9.2,cruise,491.962,-24.755,37.16,501.962,-24.682,37.16,10.0,-1,0
185,9.25,cruise,491.446,-24.759,37.11,501.446,-24.686,37.11,10.0,-1,0
186,9.3,cruise,490.93,-24.763,37.16,500.93,-24.69,37.16,10.0,-1,0
187,9.35,cruise,490.415,-24.767,37.11,500.414,-24.693,37.11,10.0,-1,0
188,9.4,cruise,489.899,-24.77,37.16,499.899,-24.697,37.16,10.0,-1,0
189,9.45,cruise,489.383,-24.774,37.11,499.383,-24.701,37.11,10.0,-1,0
190,9.5,cruise,488.867,-24.778,37.16,498.867,-24.705,37.16,10.0,-1,0
191,9.55,cruise,488.352,-24.782,37.11,498.352,-24.709,37.11,10.0,-1,0
192,9.6,cruise,487.836,-24.785,37.16,497.836,-24.712,37.16,10.0,9683114023.126,0
193,9.65,cruise,487.32,-24.789,37.11,497.32,-24.716,37.11,10.0,7358862873.606,0
194,9.7,cruise,486.805,-24.793,37.16,496.804,-24.72,37.16,10.0,6571114149.895,0
195,9.75,cruise,486.289,-24.797,37.11,496.289,-24.724,37.11,10.0,7999785318.285,0
196,9.8,cruise,485.773,-24.801,37.16,495.773,-24.727,37.16,10.0,8362765862.256,0
197,9.85,cruise,485.257,-24.804,37.11,495.257,-24.731,37.11,10.0,6344633770.592,0
198,9.9,cruise,484.742,-24.808,37.16,494.741,-24.735,37.16,10.0,10471773.032,0
199,9.95,cruise,484.226,-24.812,37.11,494.226,-24.739,37.11,10.0,5239747.198,0
200,10.0,patch,483.71,-24.816,37.16,493.71,-24.742,37.16,10.0,5237509.73,0
201,10.05,patch,483.195,-24.819,37.11,493.194,-24.746,37.11,10.0,5237510.556,0
202,10.1,patch,482.679,-24.823,37.16,492.679,-24.75,37.16,10.0,10469984.73,0
203,10.15,patch,482.163,-24.827,37.11,492.163,-24.754,37.11,10.0,10471174.883,0
204,10.2,patch,481.647,-24.831,37.16,491.647,-24.757,37.16,10.0,3492965.879,0
205,10.25,patch,481.132,-24.834,37.11,491.131,-24.761,37.11,10.0,3494425.161,0
206,10.3,patch,480.616,-24.838,37.16,490.616,-24.765,37.16,10.0,9683917318.166,0
207,10.35,patch,480.1,-24.842,37.11,490.1,-24.769,37.11,10.0,5750673792.42,0
208,10.4,patch,479.584,-24.846,37.16,489.584,-24.772,37.16,10.0,-1,0
209,10.45,patch,479.069,-24.849,37.11,489.069,-24.776,37.11,10.0,-1,0
210,10.5,patch,478.553,-24.853,37.16,488.553,-24.78,37.16,10.0,6571106488.869,0
211,10.55,patch,478.037,-24.857,37.11,488.037,-24.784,37.11,10.0,7999796675.179,0
212,10.6,patch,477.522,-24.861,37.16,487.521,-24.787,37.16,10.0,4717808825.058,0
213,10.65,patch,477.006,-24.864,37.11,487.006,-24.791,37.11,10.0,7076701376.375,0
214,10.7,patch,476.49,-24.868,37.16,486.49,-24.795,37.16,10.0,6571198523.278,0
215,10.75,patch,475.974,-24.872,37.11,485.974,-24.799,37.11,10.0,-1,0
216,10.8,patch,475.459,-24.876,37.16,485.458,-24.803,37.16,10.0,-1,0
217,10.85,patch,474.943,-24.879,37.11,484.943,-24.806,37.11,10.0,-1,0
218,10.9,patch,474.427,-24.883,37.16,484.427,-24.81,37.16,10.0,-1,0
219,10.95,patch,473.912,-24.887,37.11,483.911,-24.814,37.11,10.0,-1,0
220,11.0,patch,473.396,-24.891,37.16,483.396,-24.818,37.16,10.0,-1,0
221,11.05,patch,472.88,-24.895,37.11,482.88,-24.821,37.11,10.0,-1,0
222,11.1,patch,472.364,-24.898,37.16,482.364,-24.825,37.16,10.0,-1,0
223,11.15,patch,471.849,-24.902,37.11,481.848,-24.829,37.11,10.0,-1,0
224,11.2,patch,471.333,-24.906,37.16,481.333,-24.833,37.16,10.0,-1,0
225,11.25,patch,470.817,-24.91,37.11,480.817,-24.836,37.11,10.0,-1,0
226,11.3,patch,470.301,-24.913,37.16,480.301,-24.84,37.16,10.0,-1,0
227,11.35,patch,469.786,-24.917,37.11,479.786,-24.844,37.11,10.0,-1,0
228,11.4,patch,469.27,-24.921,37.16,479.27,-24.848,37.16,10.0,-1,0
229,11.45,patch,468.754,-24.925,37.11,478.754,-24.851,37.11,10.0,-1,0
230,11.5,patch,468.239,-24.928,37.16,478.238,-24.855,37.16,10.0,-1,0
231,11.55,patch,467.723,-24.932,37.11,477.723,-24.859,37.11,10.0,7667108281.602,0
232,11.6,patch,467.207,-24.936,37.16,477.207,-24.863,37.16,10.0,11500149327.111,0
233,11.65,patch,466.691,-24.94,37.11,476.691,-24.866,37.11,10.0,12265439508.271,0
234,11.7,patch,466.176,-24.943,37.16,476.175,-24.87,37.16,10.0,14153003735.66,0
235,11.75,patch,465.66,-24.947,37.11,475.66,-24.874,37.11,10.0,12266604769.267,0
236,11.8,patch,465.144,-24.951,37.16,475.144,-24.878,37.16,10.0,18398904856.358,0
237,11.85,patch,464.629,-24.955,37.11,474.628,-24.881,37.11,10.0,8762651021.734,0
238,11.9,patch,464.113,-24.958,37.16,474.113,-24.885,37.16,10.0,16729509390.136,0
239,11.95,patch,463.597,-24.962,37.11,473.597,-24.889,37.11,10.0,12267326469.646,0
240,12.0,patch,463.081,-24.966,37.16,473.081,-24.893,37.16,10.0,23003611948.039,0
241,12.05,patch,462.566,-24.97,37.11,472.565,-24.897,37.11,10.0,13144008029.279,0
242,12.1,patch,462.05,-24.973,37.16,472.05,-24.9,37.16,10.0,23003235927.789,0
243,12.15,patch,461.534,-24.977,37.11,471.534,-24.904,37.11,10.0,9684063480.308,0
244,12.2,patch,461.018,-24.981,37.16,471.018,-24.908,37.16,10.0,10823051670.412,0
245,12.25,patch,460.503,-24.985,37.11,470.503,-24.912,37.11,10.0,15329122479.557,0
246,12.3,patch,459.987,-24.989,37.16,469.987,-24.915,37.16,10.0,9684000610.506,0
247,12.35,patch,459.471,-24.992,37.11,469.471,-24.919,37.11,10.0,6815865582.223,0
248,12.4,patch,458.956,-24.996,37.16,468.955,-24.923,37.16,10.0,8761559996.496,0
249,12.45,patch,458.44,-25.0,37.11,468.44,-24.927,37.11,10.0,9682418301.01,0
250,12.5,patch,457.924,-25.004,37.16,467.924,-24.93,37.16,10.0,10469357.363,0
251,12.55,patch,457.408,-25.007,37.11,467.408,-24.934,37.11,10.0,10477107.254,0
252,12.6,patch,456.893,-25.011,37.16,466.892,-24.938,37.16,10.0,10475317.339,0
253,12.65,patch,456.377,-25.015,37.11,466.377,-24.942,37.11,10.0,10475351.391,0
254,12.7,patch,455.861,-25.019,37.16,465.861,-24.945,37.16,10.0,10476510.931,0
255,12.75,patch,455.346,-25.022,37.11,465.345,-24.949,37.11,10.0,10470548.935,0
256,12.8,patch,454.83,-25.026,37.16,464.83,-24.953,37.16,10.0,10472933.054,0
257,12.85,patch,454.314,-25.03,37.11,464.314,-24.957,37.11,10.0,10471176.714,0
258,12.9,patch,453.798,-25.034,37.16,463.798,-24.96,37.16,10.0,10472368.229,0
259,12.95,patch,453.283,-25.037,37.11,463.282,-24.964,37.11,10.0,10470549.622,0
260,13.0,patch,452.767,-25.041,37.16,462.767,-24.968,37.16,10.0,10466975.362,0
261,13.05,patch,452.251,-25.045,37.11,462.251,-24.972,37.11,10.0,10471147.233,0
262,13.1,patch,451.735,-25.049,37.16,461.735,-24.975,37.16,10.0,14152683507.806,0
263,13.15,patch,451.22,-25.052,37.11,461.22,-24.979,37.11,10.0,9199615803.594,0
264,13.2,patch,450.704,-25.056,37.16,460.704,-24.983,37.16,10.0,10222226311.89,0
265,13.25,patch,450.188,-25.06,37.11,460.188,-24.987,37.11,10.0,7077489407.061,0
266,13.3,patch,449.673,-25.064,37.16,459.672,-24.991,37.16,10.0,5240194.888,0
267,13.35,patch,449.157,-25.067,37.11,459.157,-24.994,37.11,10.0,5238569.667,0
268,13.4,patch,448.641,-25.071,37.16,458.641,-24.998,37.16,10.0,5239017.037,0
269,13.45,patch,448.125,-25.075,37.11,458.125,-25.002,37.11,10.0,7666293875.831,0
270,13.5,patch,447.61,-25.079,37.16,457.609,-25.006,37.16,10.0,6815060925.33,0
271,13.55,patch,447.094,-25.083,37.11,457.094,-25.009,37.11,10.0,6571106479.695,0
272,13.6,patch,446.578,-25.086,37.16,456.578,-25.013,37.16,10.0,5750133468.672,0
273,13.65,patch,446.063,-25.09,37.11,456.062,-25.017,37.11,10.0,6133120633.528,0
274,13.7,patch,445.547,-25.094,37.16,455.547,-25.021,37.16,10.0,6814755669.145,0
275,13.75,patch,445.031,-25.098,37.11,455.031,-25.024,37.11,10.0,6571252225.734,0
276,13.8,patch,444.515,-25.101,37.16,454.515,-25.028,37.16,10.0,-1,0
277,13.85,patch,444.0,-25.105,37.11,453.999,-25.032,37.11,10.0,-1,0
278,13.9,patch,443.484,-25.109,37.16,453.484,-25.036,37.16,10.0,-1,0
279,13.95,patch,442.968,-25.113,37.11,452.968,-25.039,37.11,10.0,-1,0
280,14.0,patch,442.452,-25.116,37.16,452.452,-25.043,37.16,10.0,-1,0
281,14.05,patch,441.937,-25.12,37.11,451.937,-25.047,37.11,10.0,-1,0
282,14.1,patch,441.421,-25.124,37.16,451.421,-25.051,37.16,10.0,-1,0
283,14.15,patch,440.905,-25.128,37.11,450.905,-25.054,37.11,10.0,-1,0
284,14.2,patch,440.39,-25.131,37.16,450.389,-25.058,37.16,10.0,-1,0
285,14.25,patch,439.874,-25.135,37.11,449.874,-25.062,37.11,10.0,6133335795.697,0
286,14.3,patch,439.358,-25.139,37.16,449.358,-25.066,37.16,10.0,5111131717.816,0
287,14.35,patch,438.842,-25.143,37.11,448.842,-25.069,37.11,10.0,7665210788.165,0
288,14.4,patch,438.327,-25.146,37.16,448.326,-25.073,37.16,10.0,10465816.663,0
289,14.45,patch,437.811,-25.15,37.11,447.811,-25.077,37.11,10.0,10465189.184,0
290,14.5,patch,437.295,-25.154,37.16,447.295,-25.081,37.16,10.0,10464595.029,0
291,14.55,patch,436.78,-25.158,37.11,446.779,-25.084,37.11,10.0,10466379.847,0
292,14.6,patch,436.264,-25.161,37.16,446.264,-25.088,37.16,10.0,5238106.563,0
293,14.65,patch,435.748,-25.165,37.11,445.748,-25.092,37.11,10.0,5238122.285,0
294,14.7,patch,435.232,-25.169,37.16,445.232,-25.096,37.16,10.0,5238106.427,0
295,14.75,patch,434.717,-25.173,37.11,444.716,-25.1,37.11,10.0,5235871.169,0
