tick,sim_time_s,throttle,steer,brake
0,0.0,0.0,0.0,1.0
1,0.05,0.0,0.0,1.0
2,0.1,0.0,0.0,1.0
3,0.15,0.0,0.0,1.0
4,0.2,0.0,0.0,1.0
5,0.25,0.75,0.083,0.0
6,0.3,0.75,0.037,0.0
7,0.35,0.75,0.059,0.0
8,0.4,0.75,0.048,0.0
9,0.45,0.75,0.052,0.0
10,0.5,0.75,0.054,0.0
11,0.55,0.0,0.051,0.0
12,0.6,0.0375,0.044,0.0
13,0.65,0.0,0.051,1.0
14,0.7,0.0,0.045,1.0
15,0.75,0.0,0.046,1.0
16,0.8,0.0,0.053,1.0
17,0.85,0.0,0.072,1.0
18,0.9,0.0,0.054,1.0
19,0.95,0.0,0.064,1.0
20,1.0,0.0,0.054,1.0
21,1.05,0.0,-0.025,1.0
22,1.1,0.0,0.083,1.0
23,1.15,0.0,0.073,1.0
24,1.2,0.0,0.079,1.0
25,1.25,0.0,0.06,1.0
26,1.3,0.0,0.064,1.0
27,1.35,0.0,0.067,1.0
28,1.4,0.0,0.057,1.0
29,1.45,0.0,0.055,1.0
30,1.5,0.0,0.046,1.0
31,1.55,0.0,0.043,1.0
32,1.6,0.0,0.051,1.0
33,1.65,0.0,0.05,1.0
34,1.7,0.0,0.052,1.0
35,1.75,0.0,0.057,1.0
36,1.8,0.0,0.039,1.0
37,1.85,0.0,0.08,1.0
38,1.9,0.0,0.076,1.0
39,1.95,0.0,0.067,1.0
40,2.0,0.0,0.064,1.0
41,2.05,0.0,0.061,1.0
42,2.1,0.0,0.064,1.0
43,2.15,0.0,0.054,1.0
44,2.2,0.0,0.05,1.0
45,2.25,0.0,0.055,1.0
46,2.3,0.0,0.081,1.0
47,2.35,0.0,0.056,1.0
48,2.4,0.0,0.073,1.0
49,2.45,0.0,0.066,1.0
50,2.5,0.0,0.072,1.0
51,2.55,0.0,0.065,1.0
52,2.6,0.0,0.072,1.0
53,2.65,0.0,0.074,1.0
54,2.7,0.0,0.073,1.0
55,2.75,0.0,0.06,1.0
56,2.8,0.0,0.067,1.0
57,2.85,0.0,0.054,1.0
58,2.9,0.0,0.058,1.0
59,2.95,0.0,0.056,1.0
60,3.0,0.0,0.068,1.0
61,3.05,0.0,0.061,1.0
62,3.1,0.0,0.067,1.0
63,3.15,0.0,0.034,1.0
64,3.2,0.0,0.079,1.0
65,3.25,0.0,0.056,1.0
66,3.3,0.0,0.052,1.0
67,3.35,0.0,0.057,1.0
68,3.4,0.0,0.052,1.0
69,3.45,0.0,0.05,1.0
70,3.5,0.0,0.054,1.0
71,3.55,0.0,0.045,1.0
72,3.6,0.0,0.047,1.0
73,3.65,0.0,0.049,1.0
74,3.7,0.0,0.065,1.0
75,3.75,0.0,0.056,1.0
76,3.8,0.0,0.053,1.0
77,3.85,0.0,0.045,1.0
78,3.9,0.0,0.06,1.0
79,3.95,0.0,0.058,1.0
80,4.0,0.0,0.066,1.0
81,4.05,0.0,0.063,1.0
82,4.1,0.0,0.059,1.0
83,4.15,0.0,0.052,1.0
84,4.2,0.0,0.051,1.0
85,4.25,0.0,0.038,1.0
86,4.3,0.0,0.041,1.0
87,4.35,0.0,0.043,1.0
88,4.4,0.0,0.043,1.0
89,4.45,0.0,0.043,1.0
90,4.5,0.0,0.052,1.0
91,4.55,0.0,0.052,1.0
92,4.6,0.0,0.068,1.0
93,4.65,0.0,0.054,1.0
94,4.7,0.0,0.059,1.0
95,4.75,0.0,0.052,1.0
96,4.8,0.0,0.031,1.0
97,4.85,0.0,0.033,1.0
98,4.9,0.0,0.057,1.0
99,4.95,0.0,0.037,1.0
100,5.0,0.0,0.044,1.0
101,5.05,0.0,0.031,1.0
102,5.1,0.0,0.051,1.0
103,5.15,0.0,0.043,1.0
104,5.2,0.0,0.051,1.0
105,5.25,0.0,0.036,1.0
106,5.3,0.0,0.047,1.0
107,5.35,0.0,0.05,1.0
108,5.4,0.0,0.053,1.0
109,5.45,0.0,0.036,1.0
110,5.5,0.0,0.039,1.0
111,5.55,0.0,0.023,1.0
112,5.6,0.0,0.028,1.0
113,5.65,0.0,0.019,1.0
114,5.7,0.0,0.017,1.0
115,5.75,0.0,0.008,1.0
116,5.8,0.0,0.03,1.0
117,5.85,0.0,0.029,1.0
118,5.9,0.0,0.037,1.0
119,5.95,0.0,0.032,1.0
120,6.0,0.0,0.032,1.0
121,6.05,0.0,0.043,1.0
122,6.1,0.0,0.049,1.0
123,6.15,0.0,0.041,1.0
124,6.2,0.0,0.038,1.0
125,6.25,0.0,0.022,1.0
126,6.3,0.0,0.042,1.0
127,6.35,0.0,-0.007,1.0
128,6.4,0.0,0.044,1.0
