step	score	x	y	w	h	class
0	0.0000					
1	0.4925	9.52	0.04	3.04	1.16	5
2	0.6903	9.59	0.07	2.79	1.09	0
3	0.6221	9.52	0.08	2.81	1.10	0
4	0.6667	9.50	0.04	2.81	1.08	0
5	0.7799	9.85	-0.30	2.80	1.08	0
6	0.8748	10.36	-0.29	2.78	1.07	0
7	0.8619	10.65	-0.32	2.78	1.06	0
8	0.8596	10.74	-0.29	2.79	1.06	0
9	0.8338	10.84	-0.34	2.79	1.07	0
10	0.7613	11.17	-0.31	2.78	1.08	0
11	0.8048	11.19	-0.30	2.80	1.07	0
12	0.8373	11.65	-0.29	2.78	1.06	0
13	0.7912	11.89	-0.29	2.76	1.06	0
14	0.8927	12.43	-0.30	2.77	1.07	0
15	0.9118	12.56	-0.34	2.79	1.07	0
16	0.8805	12.75	-0.34	2.79	1.07	0
17	0.8549	13.19	-0.47	2.77	1.07	0
18	0.9161	13.35	-0.39	2.79	1.07	0
19	0.9287	13.51	-0.37	2.81	1.08	0
20	0.8703	13.80	-0.35	2.80	1.07	0
21	0.8812	14.41	-0.52	2.84	1.10	0
22	0.8689	14.28	-0.63	2.77	1.06	0
23	0.8621	14.30	-0.88	2.79	1.07	0
24	0.7980	14.38	-1.06	2.73	1.05	0
25	0.9040	14.43	-1.28	2.79	1.08	0
26	0.8508	14.73	-1.66	2.80	1.08	0
27	0.8839	14.41	-2.18	2.80	1.08	0
28	0.8930	14.35	-2.65	2.80	1.08	0
29	0.8742	14.40	-2.94	2.82	1.08	0
30	0.8743	14.40	-3.09	2.80	1.08	0
31	0.8725	14.43	-3.11	2.81	1.08	0
32	0.8686	14.49	-2.97	2.82	1.08	0
33	0.8948	14.64	-2.77	2.82	1.08	0
34	0.8789	14.78	-2.38	2.82	1.08	0
35	0.8496	14.74	-1.85	2.82	1.08	0
36	0.8568	14.70	-1.12	2.80	1.08	0
37	0.9123	14.49	-0.63	2.82	1.08	0
38	0.8619	14.52	-0.10	2.80	1.08	0
39	0.8805	14.74	0.28	2.81	1.08	0
40	0.8527	15.31	0.83	2.75	1.07	0
41	0.8193	15.18	0.83	2.78	1.08	0
42	0.8150	15.16	0.87	2.79	1.08	0
43	0.8327	15.17	0.90	2.80	1.08	0
44	0.8563	15.20	0.76	2.79	1.08	0
45	0.9045	15.35	0.72	2.79	1.07	0
46	0.9105	15.47	0.54	2.78	1.07	0
47	0.9222	15.40	0.44	2.79	1.07	0
48	0.9183	15.42	0.43	2.79	1.07	0
49	0.9009	15.65	0.42	2.79	1.07	0
50	0.8916	15.73	0.37	2.78	1.07	0
51	0.9092	15.58	0.41	2.80	1.07	0
52	0.8971	15.64	0.47	2.79	1.07	0
53	0.8623	15.71	0.65	2.78	1.07	0
54	0.7462	16.15	0.93	2.74	1.06	0
55	0.7054	16.09	0.88	2.76	1.06	0
56	0.8276	16.23	1.11	2.74	1.06	0
57	0.7884	16.22	1.09	2.75	1.06	0
58	0.8344	16.21	0.81	2.78	1.07	0
59	0.8585	16.36	0.89	2.73	1.06	0
60	0.8538	16.46	0.73	2.79	1.08	0
61	0.8836	16.58	0.57	2.79	1.08	0
62	0.9073	16.52	0.41	2.81	1.09	0
63	0.8405	16.79	0.37	2.80	1.08	0
64	0.8707	16.75	0.24	2.81	1.08	0
65	0.8974	16.67	0.34	2.76	1.06	0
66	0.7897	17.20	0.14	2.80	1.08	0
67	0.8236	16.83	0.15	2.74	1.06	0
68	0.7867	17.25	0.09	2.79	1.08	0
69	0.8363	17.27	0.06	2.82	1.10	0
