step	score	x	y	w	h	class
0	0.0000					
1	0.4797	9.42	0.07	3.00	1.16	0
2	0.6885	9.54	0.08	2.89	1.12	0
3	0.7022	9.73	0.08	2.85	1.10	0
4	0.7012	9.85	0.09	2.86	1.11	0
5	0.8088	10.26	0.19	2.80	1.09	0
6	0.7837	10.47	0.12	2.81	1.09	0
7	0.7954	10.84	0.14	2.82	1.08	0
8	0.7498	10.91	0.15	2.76	1.06	0
9	0.8299	11.28	0.13	2.81	1.08	0
10	0.8635	11.37	0.14	2.81	1.08	0
11	0.8776	11.55	0.13	2.81	1.08	0
12	0.8583	11.70	0.14	2.79	1.08	0
13	0.8111	12.21	0.10	2.79	1.07	0
14	0.8639	12.51	0.12	2.79	1.07	0
15	0.8742	12.74	0.16	2.79	1.07	0
16	0.8519	12.74	0.16	2.79	1.08	0
17	0.8290	13.17	0.12	2.79	1.08	0
18	0.8817	13.54	0.12	2.79	1.07	0
19	0.8580	13.73	0.12	2.79	1.07	0
20	0.7940	13.83	0.12	2.79	1.07	0
21	0.8518	14.37	0.16	2.80	1.09	0
22	0.8662	14.65	0.16	2.75	1.07	0
23	0.8401	14.78	0.13	2.78	1.07	0
24	0.8396	15.29	0.15	2.75	1.07	0
25	0.8610	15.60	0.16	2.74	1.06	0
26	0.8309	15.58	0.14	2.80	1.09	0
27	0.8172	16.18	0.17	2.75	1.06	0
28	0.8388	16.53	0.13	2.74	1.06	0
29	0.8597	16.56	0.15	2.75	1.06	0
30	0.8631	16.62	0.18	2.75	1.06	0
31	0.8526	16.63	0.18	2.78	1.08	0
32	0.8500	16.51	0.15	2.79	1.08	0
33	0.8494	16.47	0.24	2.79	1.09	0
34	0.8394	17.22	0.27	2.75	1.06	0
35	0.8441	17.34	0.41	2.80	1.09	0
36	0.8678	17.52	0.37	2.81	1.10	0
37	0.9020	17.60	0.38	2.82	1.09	0
38	0.8996	17.53	0.42	2.81	1.09	0
39	0.8360	17.84	0.31	2.80	1.08	0
40	0.8816	17.78	0.41	2.81	1.09	0
41	0.8770	17.68	0.37	2.80	1.09	0
42	0.8591	17.79	0.18	2.80	1.08	0
43	0.8849	17.58	0.22	2.80	1.09	0
44	0.8738	17.57	0.16	2.81	1.09	0
45	0.8479	17.72	0.13	2.81	1.09	0
46	0.8337	17.74	0.10	2.81	1.09	0
47	0.8489	17.69	0.12	2.81	1.09	0
48	0.8501	17.61	0.10	2.82	1.09	0
49	0.8289	17.71	0.08	2.81	1.09	0
50	0.8114	17.63	0.06	2.82	1.09	0
51	0.7866	17.55	0.06	2.82	1.10	0
52	0.7896	17.59	0.04	2.74	1.06	0
53	0.8163	17.43	0.06	2.75	1.06	0
54	0.7935	17.49	-0.12	2.77	1.06	0
55	0.7994	17.34	-0.13	2.77	1.07	0
56	0.7845	17.32	-0.12	2.78	1.07	0
57	0.8268	16.74	0.08	2.75	1.07	0
58	0.8281	16.62	0.08	2.76	1.07	0
59	0.8024	16.55	0.07	2.77	1.08	0
60	0.8020	16.65	-0.11	2.77	1.07	0
61	0.8029	16.56	-0.09	2.77	1.06	0
62	0.8016	16.52	0.06	2.76	1.07	0
63	0.8628	16.62	-0.23	2.80	1.08	0
64	0.8765	16.60	-0.28	2.81	1.08	0
65	0.8659	16.46	-0.31	2.79	1.08	0
66	0.8587	16.68	-0.30	2.81	1.08	0
67	0.8474	16.39	-0.37	2.80	1.08	0
68	0.8011	16.27	-0.28	2.80	1.08	0
69	0.7896	16.26	0.09	2.75	1.06	0
70	0.8092	16.22	0.12	2.76	1.07	0
71	0.8221	16.29	0.12	2.76	1.07	0
72	0.8171	16.32	0.10	2.76	1.07	0
73	0.8031	16.28	0.11	2.76	1.07	0
74	0.7395	16.20	0.09	2.76	1.07	0
75	0.7823	16.25	-0.15	2.77	1.07	0
76	0.7637	16.22	-0.23	2.78	1.07	0
77	0.7818	16.25	-0.20	2.78	1.08	0
78	0.8538	16.40	-0.20	2.79	1.09	0
79	0.8172	16.26	-0.24	2.78	1.08	0
80	0.8512	16.30	-0.34	2.79	1.08	0
81	0.8221	16.18	-0.48	2.79	1.09	0
82	0.7856	16.38	-0.77	2.79	1.09	0
83	0.8222	16.44	-0.80	2.81	1.09	0
84	0.8131	16.40	-0.80	2.79	1.08	0
85	0.8837	16.48	-0.52	2.81	1.09	0
86	0.8629	16.29	-0.32	2.74	1.06	0
87	0.7680	16.27	0.07	2.75	1.06	0
88	0.8776	16.44	0.43	2.76	1.07	0
89	0.7609	16.19	0.88	2.73	1.06	0
90	0.7343	16.19	1.14	2.75	1.07	0
91	0.7954	16.22	1.17	2.75	1.06	0
92	0.8035	16.24	1.19	2.75	1.06	0
93	0.8291	16.35	1.12	2.75	1.06	0
94	0.8217	16.54	0.73	2.76	1.07	0
95	0.8453	16.50	0.87	2.80	1.08	0
96	0.8230	16.39	1.10	2.74	1.06	0
97	0.8150	16.43	1.09	2.75	1.07	0
98	0.8735	16.46	0.85	2.78	1.08	0
99	0.8755	16.41	0.43	2.82	1.10	0
100	0.8391	16.48	-0.10	2.76	1.07	0
101	0.8424	16.54	-0.87	2.82	1.09	0
102	0.8774	16.56	-1.55	2.80	1.08	0
103	0.8626	16.56	-2.24	2.79	1.08	0
104	0.8316	16.58	-2.92	2.81	1.09	0
105	0.8633	16.63	-3.34	2.80	1.09	0
106	0.8670	16.46	-3.68	2.82	1.10	0
107	0.8759	16.39	-3.54	2.81	1.09	0
108	0.8749	16.37	-3.24	2.80	1.08	0
109	0.9070	16.41	-2.53	2.81	1.08	0
110	0.9172	16.43	-1.50	2.80	1.08	0
111	0.9057	16.50	-0.70	2.80	1.08	0
112	0.8552	16.75	0.44	2.80	1.09	0
113	0.8495	16.74	1.29	2.78	1.08	0
114	0.7517	16.71	1.89	2.79	1.08	0
115	0.8148	16.82	2.22	2.80	1.09	0
116	0.8486	17.33	2.18	2.77	1.08	0
117	0.8750	17.35	1.81	2.76	1.07	0
118	0.8403	17.24	1.27	2.79	1.08	0
119	0.7988	17.15	0.69	2.81	1.10	0
120	0.8081	16.78	0.09	2.78	1.07	0
121	0.8548	17.21	-0.28	2.81	1.09	0
122	0.9140	17.35	-0.39	2.80	1.08	0
123	0.9095	17.31	-0.30	2.79	1.08	0
124	0.8316	17.24	-0.09	2.79	1.08	0
125	0.9094	17.41	0.15	2.80	1.09	0
126	0.8979	17.31	0.52	2.80	1.09	0
127	0.9140	17.48	0.67	2.80	1.09	0
128	0.9024	17.50	0.76	2.80	1.09	0
129	0.8988	17.51	0.79	2.80	1.09	0
130	0.8949	17.54	0.75	2.80	1.09	0
131	0.9041	17.51	0.65	2.79	1.08	0
132	0.8752	17.24	0.45	2.80	1.09	0
133	0.9014	17.61	0.29	2.74	1.06	0
134	0.8875	17.44	0.20	2.80	1.10	0
135	0.8760	17.49	0.10	2.76	1.07	0
136	0.8088	17.81	0.06	2.81	1.09	0
137	0.8287	17.68	-0.13	2.79	1.07	0
138	0.8613	17.62	-0.16	2.79	1.08	0
139	0.8406	17.77	-0.18	2.80	1.08	0
140	0.7905	17.83	-0.17	2.80	1.08	0
141	0.7273	17.86	-0.15	2.79	1.08	0
142	0.7830	17.82	-0.16	2.79	1.08	0
143	0.7659	18.21	-0.09	2.78	1.08	0
144	0.7934	17.80	-0.12	2.79	1.08	0
145	0.8670	17.65	0.09	2.76	1.07	0
146	0.8660	17.76	0.12	2.75	1.06	0
147	0.8592	17.78	0.20	2.75	1.06	0
148	0.8094	18.14	0.30	2.81	1.09	0
149	0.8253	18.15	0.26	2.81	1.10	0
150	0.8197	18.15	0.24	2.80	1.09	0
151	0.8843	18.30	0.15	2.80	1.09	0
152	0.8764	18.43	0.08	2.80	1.09	0
153	0.8670	18.41	0.08	2.80	1.09	0
154	0.8777	18.36	-0.13	2.79	1.08	0
155	0.8901	18.31	-0.16	2.79	1.08	0
156	0.8957	18.42	-0.18	2.79	1.08	0
157	0.8939	18.34	-0.16	2.81	1.08	0
158	0.8663	18.28	-0.14	2.81	1.08	0
159	0.8830	18.32	-0.16	2.80	1.08	0
160	0.8718	18.57	-0.16	2.80	1.08	0
161	0.8733	18.48	0.06	2.81	1.09	0
162	0.8448	18.45	0.05	2.81	1.09	0
163	0.8499	18.71	0.06	2.79	1.08	0
164	0.8221	18.73	0.05	2.79	1.08	0
165	0.7961	18.81	0.06	2.80	1.08	0
166	0.7137	19.13	0.08	2.79	1.08	0
167	0.7146	18.76	0.05	2.75	1.07	0
168	0.7356	18.77	0.06	2.75	1.07	0
169	0.6889	18.78	0.05	2.74	1.07	0
170	0.7997	18.81	0.05	2.79	1.08	0
171	0.7891	18.81	0.05	2.78	1.08	0
172	0.7770	18.81	0.05	2.78	1.07	0
173	0.7513	19.18	0.07	2.78	1.08	0
174	0.8017	19.26	0.06	2.77	1.07	0
175	0.7115	18.87	-0.09	2.73	1.05	0
176	0.7030	19.15	-0.09	2.73	1.05	0
177	0.7460	19.13	-0.13	2.81	1.09	0
178	0.7781	18.75	-0.10	2.73	1.05	0
179	0.8509	19.55	-0.11	2.73	1.05	0
180	0.8282	19.67	-0.12	2.73	1.05	0
181	0.7472	19.81	-0.11	2.72	1.05	0
182	0.7949	19.71	-0.12	2.73	1.06	0
183	0.7754	20.37	0.05	2.78	1.08	0
184	0.7648	19.83	-0.18	2.78	1.08	0
185	0.8093	20.36	0.07	2.77	1.08	0
186	0.7414	19.86	-0.11	2.72	1.05	0
187	0.8051	19.71	0.07	2.78	1.08	0
188	0.8381	20.42	0.09	2.78	1.08	0
189	0.8154	20.46	0.06	2.78	1.08	0
190	0.8072	20.34	0.07	2.78	1.09	0
191	0.8304	20.54	0.06	2.79	1.09	0
192	0.8235	20.31	-0.10	2.74	1.06	0
193	0.8060	20.35	0.06	2.80	1.09	0
194	0.7191	20.81	-0.12	2.73	1.06	0
195	0.7954	20.70	-0.14	2.73	1.06	0
196	0.7819	21.25	-0.11	2.79	1.08	0
197	0.7937	20.66	-0.14	2.74	1.06	0
198	0.7762	20.74	-0.17	2.73	1.06	0
199	0.8583	21.35	-0.15	2.77	1.07	0
200	0.8283	21.60	0.06	2.80	1.09	0
201	0.8510	21.43	-0.14	2.78	1.08	0
202	0.8225	21.65	-0.15	2.77	1.07	0
203	0.8416	21.61	0.08	2.81	1.10	0
204	0.8539	21.51	-0.16	2.77	1.07	0
205	0.8440	21.60	-0.17	2.77	1.07	0
206	0.8603	21.59	-0.20	2.77	1.07	0
207	0.8480	21.64	-0.19	2.77	1.07	0
208	0.8294	21.69	-0.16	2.78	1.07	0
209	0.8286	21.73	-0.19	2.77	1.07	0
210	0.8070	21.81	-0.20	2.77	1.07	0
211	0.7376	21.87	-0.15	2.76	1.07	0
212	0.7991	21.75	-0.17	2.75	1.07	0
213	0.8428	21.46	-0.12	2.75	1.07	0
214	0.7831	21.56	-0.12	2.76	1.07	0
215	0.7944	21.63	0.08	2.83	1.10	0
216	0.7778	21.29	0.09	2.83	1.10	0
217	0.6825	21.18	0.09	2.83	1.10	0
218	0.6619	21.18	0.09	2.82	1.10	0
219	0.7164	20.78	0.05	2.81	1.08	0
220	0.7972	20.72	0.07	2.81	1.10	0
221	0.8097	20.39	0.09	2.80	1.09	0
222	0.7582	19.80	0.07	2.78	1.08	0
223	0.7889	19.58	-0.12	2.75	1.07	0
224	0.8244	19.34	-0.14	2.81	1.09	0
225	0.7386	18.89	-0.21	2.75	1.07	0
226	0.8152	18.56	-0.20	2.71	1.06	0
227	0.6698	18.21	-0.13	2.79	1.09	0
228	0.7806	17.70	-0.17	2.75	1.08	0
229	0.7836	17.36	-0.15	2.75	1.08	0
230	0.7413	16.76	-0.13	2.83	1.09	0
231	0.7373	16.24	0.11	2.82	1.10	0
232	0.7929	15.72	0.07	2.85	1.11	0
233	0.8334	15.42	0.08	2.86	1.11	0
234	0.7808	15.35	0.08	2.85	1.11	0
235	0.8131	14.68	0.22	2.82	1.09	0
236	0.8184	14.52	0.08	2.85	1.11	0
237	0.8049	14.38	0.09	2.77	1.08	0
238	0.8076	14.30	0.11	2.78	1.09	0
239	0.8526	13.70	0.12	2.81	1.08	0
240	0.8485	13.57	0.12	2.82	1.09	0
241	0.8506	13.41	0.13	2.82	1.09	0
242	0.7619	13.29	0.06	2.77	1.08	0
243	0.8293	12.70	0.09	2.83	1.09	0
244	0.8153	12.53	0.07	2.84	1.10	0
245	0.7672	11.80	0.08	2.76	1.08	0
246	0.8078	11.59	0.08	2.76	1.08	0
247	0.8176	11.66	0.07	2.79	1.08	0
248	0.8208	11.39	0.08	2.78	1.08	0
249	0.7094	10.85	0.08	2.73	1.07	0
250	0.8211	10.72	0.08	2.80	1.08	0
251	0.8184	10.72	0.09	2.80	1.08	0
252	0.8620	10.59	-0.21	2.85	1.10	0
253	0.8705	10.52	-0.21	2.85	1.10	0
254	0.8610	10.54	-0.20	2.85	1.09	0
255	0.8994	10.44	-0.19	2.83	1.09	0
256	0.8828	10.43	-0.16	2.83	1.09	0
257	0.8751	10.46	-0.15	2.83	1.09	0
258	0.8775	10.46	-0.15	2.82	1.09	0
259	0.8790	10.32	-0.22	2.82	1.09	0
260	0.8116	10.20	-0.11	2.83	1.09	0
261	0.7824	10.11	-0.15	2.83	1.09	0
262	0.7517	9.89	0.10	2.80	1.08	0
263	0.7399	10.08	-0.14	2.84	1.10	0
264	0.7560	10.10	-0.14	2.84	1.10	0
265	0.7566	10.15	0.08	2.78	1.08	0
266	0.7440	10.13	0.08	2.78	1.08	0
267	0.7530	10.09	-0.16	2.83	1.10	0
268	0.7317	10.10	-0.18	2.83	1.09	0
269	0.7378	10.21	-0.06	2.79	1.09	0
270	0.7365	10.20	-0.06	2.78	1.09	0
271	0.7653	10.21	-0.07	2.79	1.09	0
272	0.7755	10.21	-0.07	2.79	1.09	0
273	0.7781	10.21	-0.07	2.79	1.09	0
274	0.7858	10.21	-0.08	2.79	1.09	0
275	0.7430	10.09	-0.18	2.83	1.09	0
276	0.7471	10.09	-0.18	2.83	1.09	0
277	0.8084	10.16	-0.12	2.80	1.09	0
278	0.8096	10.17	-0.12	2.80	1.09	0
279	0.8091	10.17	-0.12	2.80	1.09	0
280	0.8151	10.17	-0.13	2.80	1.09	0
281	0.8088	10.17	-0.11	2.80	1.09	0
282	0.8193	10.17	-0.12	2.80	1.09	0
283	0.7900	10.11	-0.17	2.84	1.10	0
284	0.7924	10.11	-0.17	2.85	1.10	0
285	0.7959	10.11	-0.18	2.84	1.10	0
286	0.8206	10.14	-0.19	2.85	1.10	0
287	0.8227	10.14	-0.20	2.85	1.10	0
288	0.8067	10.13	-0.18	2.85	1.10	0
289	0.8031	10.13	-0.16	2.85	1.10	0
290	0.8027	10.13	-0.17	2.85	1.10	0
291	0.6899	10.10	-0.14	2.84	1.10	0
292	0.7469	10.10	-0.17	2.84	1.10	0
293	0.7016	9.92	-0.21	2.85	1.09	0
294	0.7206	10.08	-0.19	2.84	1.09	0
295	0.7280	10.09	-0.19	2.84	1.09	0
296	0.7328	10.09	-0.18	2.84	1.09	0
297	0.7137	10.08	-0.18	2.84	1.09	0
298	0.7099	10.08	-0.18	2.83	1.09	0
299	0.7338	10.09	-0.17	2.84	1.09	0
