step	score	x	y	w	h	class
0	0.0000					
1	0.7569	9.58	-0.08	2.92	1.12	0
2	0.7465	9.45	0.03	2.81	1.09	0
3	0.7692	9.42	0.05	2.81	1.09	0
4	0.8315	9.72	0.10	2.84	1.10	0
5	0.8614	9.75	0.13	2.84	1.10	0
6	0.8472	10.21	0.21	2.81	1.09	0
7	0.9212	10.53	0.21	2.80	1.08	0
8	0.9185	10.72	0.22	2.69	1.03	0
9	0.8035	11.14	0.12	2.76	1.06	0
10	0.8602	11.13	0.23	2.77	1.06	0
11	0.9187	11.33	0.25	2.83	1.10	0
12	0.9174	11.64	0.23	2.81	1.09	0
13	0.8684	11.82	0.26	2.80	1.08	0
14	0.8898	12.25	0.15	2.80	1.08	0
15	0.9130	12.41	0.16	2.81	1.09	0
16	0.9213	12.49	0.29	2.84	1.10	0
17	0.9145	12.68	0.33	2.83	1.10	0
18	0.8936	13.25	0.26	2.80	1.07	0
19	0.9161	13.41	0.26	2.80	1.07	0
20	0.9256	13.56	0.27	2.81	1.08	0
21	0.9143	13.52	0.33	2.83	1.10	0
22	0.8913	13.73	0.34	2.85	1.10	0
23	0.9069	13.71	0.34	2.83	1.09	0
24	0.8949	13.71	0.30	2.81	1.09	0
25	0.8732	13.77	0.29	2.76	1.05	0
26	0.8583	13.81	0.31	2.76	1.06	0
27	0.8311	13.83	0.31	2.78	1.07	0
28	0.8213	14.13	0.28	2.82	1.09	0
29	0.8983	14.29	0.26	2.79	1.08	0
30	0.8615	14.18	0.25	2.80	1.09	0
31	0.8848	14.27	0.22	2.81	1.09	0
32	0.8561	13.83	0.21	2.76	1.06	0
33	0.8058	13.82	0.17	2.77	1.06	0
34	0.8539	14.24	0.13	2.70	1.04	0
35	0.8841	14.43	0.13	2.81	1.08	0
36	0.8638	14.33	0.08	2.80	1.09	0
37	0.8221	14.21	0.09	2.79	1.08	0
38	0.8292	14.37	0.09	2.80	1.07	0
39	0.8114	14.34	0.05	2.81	1.09	0
40	0.7964	14.24	0.06	2.81	1.09	0
41	0.7199	14.19	-0.04	2.78	1.07	0
42	0.7714	14.17	0.07	2.82	1.09	0
43	0.8491	13.75	0.10	2.79	1.07	0
44	0.8689	13.75	0.12	2.79	1.07	0
45	0.8330	13.81	0.14	2.79	1.07	0
46	0.8858	13.72	0.16	2.80	1.08	0
47	0.8962	13.64	0.15	2.80	1.07	0
48	0.8937	13.59	0.17	2.81	1.07	0
49	0.8939	13.63	0.20	2.77	1.07	0
50	0.8769	13.74	0.20	2.76	1.07	0
51	0.8854	13.72	0.18	2.76	1.07	0
52	0.8478	13.79	0.11	2.78	1.07	0
53	0.8252	14.18	0.10	2.78	1.07	0
54	0.7965	13.81	0.07	2.78	1.07	0
55	0.6189	14.13	-0.02	2.76	1.06	0
56	0.7876	14.27	-0.02	2.80	1.08	0
57	0.7756	13.78	-0.06	2.77	1.07	0
58	0.8244	14.32	-0.04	2.79	1.07	0
59	0.8360	14.32	-0.06	2.78	1.07	0
60	0.8811	14.39	-0.08	2.78	1.08	0
61	0.8215	14.30	-0.05	2.76	1.07	0
62	0.8401	14.47	0.08	2.79	1.07	0
