step	idx	score	x	y	w	h	class
1	0	0.9960	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9958	-32.00	-40.00	-0.00	-0.00	0
1	2	0.7569	9.58	-0.08	2.92	1.12	0
2	0	0.9965	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9960	-32.00	-40.00	-0.00	-0.00	0
2	2	0.7465	9.45	0.03	2.81	1.09	0
3	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9961	-32.00	-40.00	-0.00	-0.00	0
3	2	0.7692	9.42	0.05	2.81	1.09	0
4	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
4	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
4	2	0.8315	9.72	0.10	2.84	1.10	0
5	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9970	-32.00	-40.00	0.00	-0.00	0
5	2	0.8614	9.75	0.13	2.84	1.10	0
6	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
6	1	0.9974	-32.00	-40.00	0.00	-0.00	0
6	2	0.9964	-32.00	-40.00	-0.00	-0.00	0
6	3	0.8472	10.21	0.21	2.81	1.09	0
7	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
7	1	0.9971	-32.00	-40.00	0.00	-0.00	0
7	2	0.9962	-32.00	-40.00	-0.00	-0.00	0
7	3	0.9212	10.53	0.21	2.80	1.08	0
8	0	0.9985	-32.00	-40.00	0.00	-0.00	0
8	1	0.9973	-32.00	-40.00	0.00	-0.00	0
8	2	0.9967	-32.00	-40.00	-0.00	-0.00	0
8	3	0.9185	10.72	0.22	2.69	1.03	0
9	0	0.9985	-32.00	-40.00	0.00	-0.00	0
9	1	0.9974	-32.00	-40.00	0.00	-0.00	0
9	2	0.9969	-32.00	-40.00	-0.00	-0.00	0
9	3	0.8035	11.14	0.12	2.76	1.06	0
10	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
10	2	0.9967	-32.00	-40.00	-0.00	-0.00	0
10	3	0.8602	11.13	0.23	2.77	1.06	0
11	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
11	2	0.9967	-32.00	-40.00	-0.00	-0.00	0
11	3	0.9187	11.33	0.25	2.83	1.10	0
12	0	0.9984	-32.00	-40.00	0.00	-0.00	0
12	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
12	2	0.9174	11.64	0.23	2.81	1.09	0
13	0	0.9984	-32.00	-40.00	0.00	-0.00	0
13	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
13	2	0.9966	-32.00	-40.00	-0.00	-0.00	0
13	3	0.8684	11.82	0.26	2.80	1.08	0
14	0	0.9984	-32.00	-40.00	0.00	-0.00	0
14	1	0.9967	-32.00	-40.00	0.00	-0.00	0
14	2	0.9963	-32.00	-40.00	-0.00	-0.00	0
14	3	0.8898	12.25	0.15	2.80	1.08	0
15	0	0.9983	-32.00	-40.00	0.00	-0.00	0
15	1	0.9965	-32.00	-40.00	0.00	-0.00	0
15	2	0.9130	12.41	0.16	2.81	1.09	0
16	0	0.9984	-32.00	-40.00	0.00	-0.00	0
16	1	0.9963	-32.00	-40.00	0.00	-0.00	0
16	2	0.9213	12.49	0.29	2.84	1.10	0
17	0	0.9984	-32.00	-40.00	0.00	-0.00	0
17	1	0.9962	-32.00	-40.00	0.00	-0.00	0
17	2	0.9961	-32.00	-40.00	-0.00	-0.00	0
17	3	0.9145	12.68	0.33	2.83	1.10	0
18	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
18	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
18	2	0.9964	-32.00	-40.00	-0.00	-0.00	0
18	3	0.8936	13.25	0.26	2.80	1.07	0
19	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
19	1	0.9974	-32.00	-40.00	-0.00	-0.00	0
19	2	0.9161	13.41	0.26	2.80	1.07	0
20	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
20	1	0.9973	-32.00	-40.00	-0.00	-0.00	0
20	2	0.9256	13.56	0.27	2.81	1.08	0
21	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
21	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
21	2	0.9964	-32.00	-40.00	-0.00	-0.00	0
21	3	0.9143	13.52	0.33	2.83	1.10	0
22	0	0.9978	-32.00	-40.00	0.00	-0.00	0
22	1	0.9972	-32.00	-40.00	-0.00	-0.00	0
22	2	0.9960	-32.00	-40.00	-0.00	-0.00	0
22	3	0.8913	13.73	0.34	2.85	1.10	0
23	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
23	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
23	2	0.9966	-32.00	-40.00	-0.00	-0.00	0
23	3	0.9069	13.71	0.34	2.83	1.09	0
24	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
24	1	0.9965	-32.00	-40.00	0.00	-0.00	0
24	2	0.9961	-32.00	-40.00	-0.00	-0.00	0
24	3	0.8949	13.71	0.30	2.81	1.09	0
25	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
25	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
25	2	0.9963	-32.00	-40.00	-0.00	-0.00	0
25	3	0.8732	13.77	0.29	2.76	1.05	0
26	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
26	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
26	2	0.9964	-32.00	-40.00	-0.00	-0.00	0
26	3	0.8583	13.81	0.31	2.76	1.06	0
27	0	0.9976	-32.00	-40.00	0.00	-0.00	0
27	1	0.9972	-32.00	-40.00	0.00	-0.00	0
27	2	0.9963	-32.00	-40.00	-0.00	-0.00	0
27	3	0.8311	13.83	0.31	2.78	1.07	0
28	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
28	1	0.9971	-32.00	-40.00	0.00	-0.00	0
28	2	0.8213	14.13	0.28	2.82	1.09	0
29	0	0.9976	-32.00	-40.00	0.00	-0.00	0
29	1	0.9949	-32.00	-40.00	-0.00	-0.00	0
29	2	0.8983	14.29	0.26	2.79	1.08	0
30	0	0.9976	-32.00	-40.00	0.00	-0.00	0
30	1	0.9955	-32.00	-40.00	-0.00	-0.00	0
30	2	0.8615	14.18	0.25	2.80	1.09	0
31	0	0.9978	-32.00	-40.00	0.00	-0.00	0
31	1	0.9966	-32.00	-40.00	0.00	-0.00	0
31	2	0.9956	-32.00	-40.00	-0.00	-0.00	0
31	3	0.8848	14.27	0.22	2.81	1.09	0
32	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
32	1	0.9969	-32.00	-40.00	0.00	-0.00	0
32	2	0.9947	-32.00	-40.00	-0.00	-0.00	0
32	3	0.8561	13.83	0.21	2.76	1.06	0
33	0	0.9976	-32.00	-40.00	0.00	-0.00	0
33	1	0.9967	-32.00	-40.00	0.00	-0.00	0
33	2	0.9947	-32.00	-40.00	-0.00	-0.00	0
33	3	0.8058	13.82	0.17	2.77	1.06	0
33	4	0.3754	23.54	1.40	0.88	0.66	5
34	0	0.9976	-32.00	-40.00	0.00	-0.00	0
34	1	0.9970	-32.00	-40.00	0.00	-0.00	0
34	2	0.9946	-32.00	-40.00	-0.00	-0.00	0
34	3	0.8539	14.24	0.13	2.70	1.04	0
35	0	0.9975	-32.00	-40.00	0.00	-0.00	0
35	1	0.9973	-32.00	-40.00	0.00	-0.00	0
35	2	0.8841	14.43	0.13	2.81	1.08	0
36	0	0.9974	-32.00	-40.00	0.00	-0.00	0
36	1	0.9969	-32.00	-40.00	0.00	-0.00	0
36	2	0.9950	-32.00	-40.00	-0.00	-0.00	0
36	3	0.8638	14.33	0.08	2.80	1.09	0
37	0	0.9972	-32.00	-40.00	0.00	-0.00	0
37	1	0.9969	-32.00	-40.00	0.00	-0.00	0
37	2	0.8221	14.21	0.09	2.79	1.08	0
38	0	0.9973	-32.00	-40.00	0.00	-0.00	0
38	1	0.9968	-32.00	-40.00	0.00	-0.00	0
38	2	0.8292	14.37	0.09	2.80	1.07	0
39	0	0.9975	-32.00	-40.00	0.00	-0.00	0
39	1	0.9972	-32.00	-40.00	0.00	-0.00	0
39	2	0.8114	14.34	0.05	2.81	1.09	0
40	0	0.9974	-32.00	-40.00	0.00	-0.00	0
40	1	0.9972	-32.00	-40.00	-0.00	-0.00	0
40	2	0.7964	14.24	0.06	2.81	1.09	0
41	0	0.9971	-32.00	-40.00	0.00	-0.00	0
41	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
41	2	0.7199	14.19	-0.04	2.78	1.07	0
42	0	0.9966	-32.00	-40.00	0.00	-0.00	0
42	1	0.9962	-32.00	-40.00	0.00	-0.00	0
42	2	0.7714	14.17	0.07	2.82	1.09	0
43	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
43	1	0.8491	13.75	0.10	2.79	1.07	0
44	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
44	1	0.9963	-32.00	-40.00	0.00	-0.00	0
44	2	0.9948	-32.00	-40.00	-0.00	-0.00	0
44	3	0.8689	13.75	0.12	2.79	1.07	0
45	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
45	1	0.9967	-32.00	-40.00	0.00	-0.00	0
45	2	0.9943	-32.00	-40.00	-0.00	-0.00	0
45	3	0.8330	13.81	0.14	2.79	1.07	0
46	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
46	1	0.8858	13.72	0.16	2.80	1.08	0
47	0	0.9968	-32.00	-40.00	0.00	-0.00	0
47	1	0.9964	-32.00	-40.00	0.00	-0.00	0
47	2	0.8962	13.64	0.15	2.80	1.07	0
48	0	0.9968	-32.00	-40.00	0.00	-0.00	0
48	1	0.9952	-32.00	-40.00	0.00	-0.00	0
48	2	0.8937	13.59	0.17	2.81	1.07	0
49	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
49	1	0.9955	-32.00	-40.00	0.00	-0.00	0
49	2	0.9941	-32.00	-40.00	-0.00	-0.00	0
49	3	0.8939	13.63	0.20	2.77	1.07	0
50	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
50	1	0.9963	-32.00	-40.00	0.00	-0.00	0
50	2	0.8769	13.74	0.20	2.76	1.07	0
51	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
51	1	0.9972	-32.00	-40.00	0.00	0.00	0
51	2	0.8854	13.72	0.18	2.76	1.07	0
52	0	0.9979	-32.00	-40.00	0.00	0.00	0
52	1	0.9979	-32.00	-40.00	-0.00	-0.00	0
52	2	0.8478	13.79	0.11	2.78	1.07	0
53	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
53	1	0.9976	-32.00	-40.00	0.00	0.00	0
53	2	0.8252	14.18	0.10	2.78	1.07	0
54	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
54	1	0.7965	13.81	0.07	2.78	1.07	0
55	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
55	1	0.9936	-32.00	-40.00	-0.00	-0.00	0
55	2	0.6189	14.13	-0.02	2.76	1.06	0
56	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
56	1	0.9936	-32.00	-40.00	-0.00	-0.00	0
56	2	0.7876	14.27	-0.02	2.80	1.08	0
57	0	0.9971	-32.00	-40.00	0.00	-0.00	0
57	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
57	2	0.9931	-32.00	-40.00	0.00	-0.00	0
57	3	0.7756	13.78	-0.06	2.77	1.07	0
58	0	0.9970	-32.00	-40.00	0.00	-0.00	0
58	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
58	2	0.9929	-32.00	-40.00	-0.00	-0.00	0
58	3	0.8244	14.32	-0.04	2.79	1.07	0
59	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
59	1	0.9967	-32.00	-40.00	0.00	-0.00	0
59	2	0.8360	14.32	-0.06	2.78	1.07	0
60	0	0.9972	-32.00	-40.00	0.00	-0.00	0
60	1	0.9962	-32.00	-40.00	0.00	-0.00	0
60	2	0.9929	-32.00	-40.00	-0.00	-0.00	0
60	3	0.8811	14.39	-0.08	2.78	1.08	0
61	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
61	1	0.9965	-32.00	-40.00	-0.00	-0.00	0
61	2	0.9936	-32.00	-40.00	-0.00	-0.00	0
61	3	0.8215	14.30	-0.05	2.76	1.07	0
62	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
62	1	0.9972	-32.00	-40.00	0.00	-0.00	0
62	2	0.9946	-32.00	-40.00	-0.00	-0.00	0
62	3	0.8401	14.47	0.08	2.79	1.07	0
63	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
63	1	0.9974	-32.00	-40.00	-0.00	-0.00	0
63	2	0.9026	14.56	0.10	2.81	1.08	0
64	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
64	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
64	2	0.9940	-32.00	-40.00	-0.00	-0.00	0
64	3	0.9026	14.52	0.13	2.80	1.07	0
64	4	0.3347	36.51	0.49	2.49	0.99	0
65	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
65	1	0.9973	-32.00	-40.00	-0.00	-0.00	0
65	2	0.8606	14.79	0.09	2.78	1.07	0
65	3	0.3448	36.52	0.58	2.50	0.99	0
66	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
66	1	0.9974	-32.00	-40.00	-0.00	-0.00	0
66	2	0.9936	-32.00	-40.00	-0.00	-0.00	0
