step	idx	score	x	y	w	h	class
1	0	0.9962	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9957	-32.00	-40.00	-0.00	-0.00	0
1	2	0.5008	9.32	0.03	2.79	1.07	0
1	3	0.3233	20.31	0.17	0.78	0.43	5
2	0	0.9965	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9958	-32.00	-40.00	0.00	-0.00	0
2	2	0.6270	9.48	0.11	2.83	1.11	0
3	0	0.9966	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9957	-32.00	-40.00	0.00	-0.00	0
3	2	0.6205	9.53	0.08	2.80	1.10	0
4	0	0.9965	-32.00	-40.00	-0.00	-0.00	0
4	1	0.9956	-32.00	-40.00	0.00	-0.00	0
4	2	0.7318	9.62	-0.08	2.83	1.10	0
5	0	0.9965	-32.00	-40.00	0.00	-0.00	0
5	1	0.9963	-32.00	-40.00	-0.00	-0.00	0
5	2	0.9948	-32.00	-40.00	-0.00	-0.00	0
5	3	0.8034	9.83	-0.26	2.79	1.08	0
6	0	0.9966	-32.00	-40.00	0.00	-0.00	0
6	1	0.9950	-32.00	-40.00	-0.00	-0.00	0
6	2	0.8830	10.38	-0.23	2.78	1.07	0
7	0	0.9966	-32.00	-40.00	-0.00	-0.00	0
7	1	0.8661	10.65	-0.36	2.77	1.06	0
8	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
8	1	0.9949	-32.00	-40.00	-0.00	-0.00	0
8	2	0.8677	10.72	-0.36	2.79	1.06	0
9	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9950	-32.00	-40.00	-0.00	-0.00	0
9	2	0.8333	10.83	-0.36	2.79	1.07	0
10	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9949	-32.00	-40.00	-0.00	-0.00	0
10	2	0.7684	11.18	-0.39	2.78	1.08	0
11	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9966	-32.00	-40.00	0.00	-0.00	0
11	2	0.9948	-32.00	-40.00	-0.00	-0.00	0
11	3	0.8076	11.19	-0.31	2.80	1.07	0
12	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
12	2	0.9949	-32.00	-40.00	-0.00	-0.00	0
12	3	0.8146	11.60	-0.32	2.68	1.03	0
