step	idx	score	x	y	w	h	class
1	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9970	-32.00	-40.00	0.00	-0.00	0
1	2	0.7068	9.55	0.09	2.85	1.10	0
1	3	0.6747	20.55	0.54	0.17	0.17	5
1	4	0.5853	17.57	-1.47	0.17	0.17	5
2	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9972	-32.00	-40.00	0.00	-0.00	0
2	2	0.7013	9.38	0.03	2.72	1.08	0
2	3	0.6624	20.37	0.51	0.35	0.24	5
2	4	0.4057	17.54	-1.54	0.17	0.17	5
3	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9977	-32.00	-40.00	0.00	-0.00	0
3	2	0.7473	9.49	0.09	2.81	1.08	0
3	3	0.4380	19.42	0.35	0.58	0.82	5
4	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
4	1	0.9977	-32.00	-40.00	0.00	-0.00	0
4	2	0.9953	-32.00	-40.00	-0.00	-0.00	0
4	3	0.7770	9.69	0.07	2.82	1.09	0
5	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9954	-32.00	-40.00	-0.00	-0.00	0
5	2	0.7506	9.84	0.07	2.79	1.08	0
5	3	0.4250	20.32	0.53	0.39	0.30	5
6	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
6	1	0.9976	-32.00	-40.00	0.00	-0.00	0
6	2	0.9953	-32.00	-40.00	-0.00	-0.00	0
6	3	0.8338	10.20	0.09	2.69	1.04	0
6	4	0.3753	20.36	0.40	0.89	1.17	5
7	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
7	1	0.9974	-32.00	-40.00	0.00	-0.00	0
7	2	0.9956	-32.00	-40.00	-0.00	-0.00	0
7	3	0.8781	10.55	0.09	2.75	1.07	0
7	4	0.4039	20.42	0.40	0.91	1.20	5
8	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
8	1	0.9969	-32.00	-40.00	0.00	-0.00	0
8	2	0.8409	10.63	0.09	2.72	1.06	0
8	3	0.4945	20.49	0.56	0.37	0.53	5
9	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9968	-32.00	-40.00	0.00	-0.00	0
9	2	0.8071	10.60	0.08	2.63	1.03	0
9	3	0.5225	21.35	0.67	0.36	0.24	5
10	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9972	-32.00	-40.00	0.00	-0.00	0
10	2	0.9954	-32.00	-40.00	-0.00	-0.00	0
10	3	0.7980	10.82	0.10	2.68	1.04	0
10	4	0.6940	21.46	0.67	0.17	0.17	5
10	5	0.4922	16.39	-1.48	0.17	0.17	5
10	6	0.4637	21.29	0.52	0.17	0.17	5
10	7	0.4002	18.49	-1.52	0.17	0.17	5
10	8	0.3953	19.41	-1.47	0.17	0.17	5
11	0	0.9986	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9974	-32.00	-40.00	0.00	-0.00	0
11	2	0.9962	-32.00	-40.00	-0.00	-0.00	0
11	3	0.8262	11.17	0.10	2.57	1.01	0
11	4	0.4543	21.36	0.60	0.78	0.89	5
12	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9974	-32.00	-40.00	0.00	-0.00	0
12	2	0.9957	-32.00	-40.00	-0.00	-0.00	0
12	3	0.8800	11.39	0.12	2.60	1.02	0
12	4	0.4621	21.44	0.46	0.65	0.77	5
12	5	0.4224	21.48	0.53	0.17	0.17	5
12	6	0.3758	17.41	-1.52	0.17	0.17	5
12	7	0.3486	19.47	-1.52	0.17	0.17	5
13	0	0.9988	-32.00	-40.00	0.00	-0.00	0
13	1	0.9976	-32.00	-40.00	0.00	-0.00	0
13	2	0.9964	-32.00	-40.00	-0.00	-0.00	0
13	3	0.8664	11.71	0.13	2.72	1.05	0
13	4	0.4036	22.35	0.53	0.17	0.17	5
14	0	0.9988	-32.00	-40.00	0.00	-0.00	0
14	1	0.9972	-32.00	-40.00	0.00	-0.00	0
14	2	0.9954	-32.00	-40.00	-0.00	-0.00	0
