step	idx	score	x	y	w	h	class
1	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
1	1	0.4170	9.48	0.13	2.85	1.10	0
2	0	0.9968	-32.00	-40.00	-0.00	-0.00	0
2	1	0.6102	9.56	0.15	2.82	1.09	0
3	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
3	2	0.7256	9.68	0.21	2.82	1.09	0
4	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
4	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
4	2	0.9929	-32.00	-40.00	-0.00	-0.00	0
4	3	0.5967	9.66	0.17	2.83	1.10	0
5	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
5	2	0.7218	9.70	0.19	2.81	1.08	0
6	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
6	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
6	2	0.6600	10.49	-0.12	2.81	1.08	0
7	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
7	1	0.6178	10.82	-0.21	2.80	1.07	0
8	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
8	1	0.9947	-32.00	-40.00	-0.00	-0.00	0
8	2	0.6043	10.88	0.09	2.79	1.06	0
9	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
9	2	0.6715	11.38	-0.19	2.81	1.08	0
10	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9956	-32.00	-40.00	-0.00	-0.00	0
10	2	0.7182	11.47	-0.16	2.80	1.08	0
11	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
11	2	0.9954	-32.00	-40.00	-0.00	-0.00	0
11	3	0.6489	11.54	0.06	2.78	1.06	0
12	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
12	2	0.9957	-32.00	-40.00	-0.00	-0.00	0
12	3	0.6595	11.79	0.07	2.72	1.05	0
13	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
13	1	0.9972	-32.00	-40.00	-0.00	-0.00	0
13	2	0.7201	12.23	0.11	2.83	1.09	0
14	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
14	2	0.8029	12.42	0.11	2.82	1.09	0
15	0	0.9974	-32.00	-40.00	-0.00	-0.00	0
15	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
15	2	0.8226	12.44	0.11	2.80	1.08	0
16	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
16	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
16	2	0.7866	12.78	0.12	2.80	1.08	0
17	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
17	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
17	2	0.8502	12.71	0.13	2.79	1.08	0
18	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
18	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
18	2	0.7890	13.38	-0.26	2.79	1.07	0
19	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
19	1	0.9958	-32.00	-40.00	-0.00	-0.00	0
19	2	0.7988	13.34	-0.24	2.80	1.08	0
20	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
20	1	0.9978	-32.00	-40.00	-0.00	-0.00	0
20	2	0.7883	13.59	-0.16	2.79	1.07	0
21	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
21	1	0.9977	-32.00	-40.00	-0.00	-0.00	0
21	2	0.8203	13.63	-0.13	2.78	1.08	0
22	0	0.9985	-32.00	-40.00	0.00	-0.00	0
22	1	0.9983	-32.00	-40.00	-0.00	-0.00	0
22	2	0.9960	-32.00	-40.00	-0.00	-0.00	0
22	3	0.8125	13.62	-0.11	2.78	1.08	0
23	0	0.9992	-32.00	-40.00	-0.00	-0.00	0
23	1	0.9984	-32.00	-40.00	-0.00	-0.00	0
23	2	0.7682	13.70	-0.09	2.78	1.08	0
24	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
24	1	0.7476	13.75	-0.08	2.76	1.07	0
25	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
25	1	0.7599	13.81	0.09	2.78	1.08	0
26	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
26	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
26	2	0.8465	13.68	0.15	2.79	1.08	0
27	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
27	1	0.7603	13.84	0.08	2.77	1.07	0
28	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
28	1	0.7951	13.76	0.09	2.81	1.09	0
29	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
