tick,sim_time_s,throttle,steer,brake
0,0.0,0.0,0.0,1.0
1,0.05,0.0,0.2,1.0
2,0.1,0.0,0.093,1.0
3,0.15,1.0,0.022,0.0
4,0.2,1.0,0.097,0.0
5,0.25,1.0,-0.008,0.0
6,0.3,1.0,-0.034,0.0
7,0.35,1.0,-0.019,0.0
8,0.4,1.0,-0.047,0.0
9,0.45,1.0,-0.028,0.0
10,0.5,1.0,-0.015,0.0
11,0.55,1.0,-0.009,0.0
12,0.6,1.0,0.061,0.0
13,0.65,1.0,0.031,0.0
14,0.7,1.0,-0.048,0.0
15,0.75,1.0,0.015,0.0
16,0.8,1.0,0.068,0.0
17,0.85,1.0,0.115,0.0
18,0.9,1.0,0.144,0.0
19,0.95,1.0,0.039,0.0
20,1.0,1.0,-0.043,0.0
21,1.05,1.0,0.017,0.0
22,1.1,1.0,0.033,0.0
23,1.15,1.0,0.021,0.0
24,1.2,1.0,0.03,0.0
25,1.25,0.0,-0.05,1.0
26,1.3,0.0,-0.044,1.0
27,1.35,0.0,-0.027,1.0
28,1.4,0.0,-0.034,1.0
29,1.45,0.0,-0.052,1.0
30,1.5,0.0,-0.016,1.0
31,1.55,0.0,-0.037,1.0
32,1.6,1.0,-0.041,0.0
33,1.65,1.0,-0.032,0.0
34,1.7,1.0,-0.042,0.0
35,1.75,1.0,-0.035,0.0
36,1.8,1.0,-0.014,0.0
37,1.85,1.0,-0.021,0.0
38,1.9,1.0,-0.011,0.0
39,1.95,1.0,0.0,0.0
40,2.0,1.0,0.002,0.0
41,2.05,1.0,0.01,0.0
42,2.1,1.0,0.001,0.0
43,2.15,0.0,0.002,0.0
44,2.2,0.2784,0.01,0.0
45,2.25,0.4872,0.009,0.0
46,2.3,0.5625,0.012,0.0
47,2.35,0.5625,0.0,0.0
48,2.4,0.5625,0.007,0.0
49,2.45,0.5625,-0.004,0.0
50,2.5,0.0,0.001,1.0
51,2.55,0.5625,0.004,0.0
52,2.6,0.0,-0.001,1.0
53,2.65,0.0,-0.002,1.0
54,2.7,0.4125,-0.001,0.0
55,2.75,0.3625,-0.0,0.0
56,2.8,0.3125,-0.003,0.0
57,2.85,0.2625,0.007,0.0
58,2.9,0.2125,-0.001,0.0
59,2.95,0.1625,-0.002,0.0
60,3.0,0.1125,0.003,0.0
61,3.05,0.0625,0.0,0.0
62,3.1,0.037,-0.002,0.0
63,3.15,0.0967,-0.01,0.0
64,3.2,0.0,-0.01,0.0
65,3.25,1.0,-0.006,0.0
66,3.3,0.6951,-0.007,0.0
67,3.35,0.213,-0.014,0.0
68,3.4,0.7507,-0.011,0.0
69,3.45,0.6563,-0.007,0.0
70,3.5,0.1065,-0.003,0.0
71,3.55,1.0,0.003,0.0
72,3.6,0.3078,0.009,0.0
73,3.65,0.8588,0.017,0.0
74,3.7,0.647,0.011,0.0
75,3.75,0.9079,0.007,0.0
76,3.8,1.0,0.02,0.0
77,3.85,1.0,0.011,0.0
78,3.9,0.0291,0.006,0.0
79,3.95,0.229,-0.005,0.0
80,4.0,0.1946,0.009,0.0
81,4.05,0.5615,0.014,0.0
82,4.1,0.6921,0.006,0.0
83,4.15,0.7889,0.002,0.0
84,4.2,0.4506,0.01,0.0
85,4.25,0.6657,0.013,0.0
86,4.3,0.3495,0.015,0.0
87,4.35,0.0,0.016,0.0
88,4.4,0.2305,0.003,0.0
89,4.45,0.3112,0.007,0.0
90,4.5,0.7518,0.007,0.0
91,4.55,0.0054,-0.002,0.0
92,4.6,0.8388,0.009,0.0
93,4.65,0.6393,-0.012,0.0
94,4.7,0.8092,-0.007,0.0
95,4.75,0.087,-0.014,0.0
96,4.8,0.5938,-0.01,0.0
97,4.85,0.5828,-0.009,0.0
98,4.9,0.6109,-0.02,0.0
99,4.95,0.3044,-0.017,0.0
100,5.0,0.4476,-0.004,0.0
101,5.05,0.308,-0.006,0.0
102,5.1,1.0,-0.005,0.0
103,5.15,0.0,0.002,0.0
104,5.2,0.0,-0.003,0.0
105,5.25,0.3017,0.003,0.0
106,5.3,0.0794,-0.009,0.0
107,5.35,0.1544,-0.004,0.0
108,5.4,1.0,-0.002,0.0
109,5.45,0.6746,-0.01,0.0
110,5.5,1.0,-0.006,0.0
111,5.55,0.4194,0.009,0.0
112,5.6,0.3957,0.01,0.0
113,5.65,0.9463,-0.001,0.0
114,5.7,0.7818,-0.005,0.0
115,5.75,0.3561,0.005,0.0
116,5.8,0.3577,0.0,0.0
117,5.85,1.0,-0.005,0.0
118,5.9,0.1865,0.001,0.0
119,5.95,1.0,0.005,0.0
120,6.0,0.086,0.006,0.0
121,6.05,0.7613,-0.001,0.0
122,6.1,1.0,-0.004,0.0
123,6.15,0.0,-0.002,0.0
124,6.2,1.0,0.011,0.0
125,6.25,0.7412,-0.008,0.0
126,6.3,1.0,0.009,0.0
127,6.35,0.7451,0.006,0.0
128,6.4,0.5052,0.005,0.0
129,6.45,0.4412,-0.0,0.0
130,6.5,0.0387,0.006,0.0
131,6.55,0.3692,0.002,0.0
132,6.6,0.306,0.001,0.0
133,6.65,0.1694,-0.002,0.0
134,6.7,0.5965,0.002,0.0
135,6.75,0.0,0.01,0.0
136,6.8,0.1829,-0.004,0.0
137,6.85,0.2809,-0.004,0.0
138,6.9,0.8263,-0.005,0.0
139,6.95,0.2798,-0.004,0.0
140,7.0,1.0,-0.008,0.0
141,7.05,0.9331,0.0,0.0
142,7.1,0.0,0.004,0.0
143,7.15,0.1567,0.007,0.0
144,7.2,1.0,-0.0,0.0
145,7.25,0.8158,-0.006,0.0
146,7.3,0.0,-0.003,0.0
147,7.35,1.0,-0.005,0.0
148,7.4,0.7413,0.002,0.0
149,7.45,0.1227,0.005,0.0
150,7.5,0.0,0.007,0.0
151,7.55,0.1398,0.003,0.0
152,7.6,0.1376,0.003,0.0
153,7.65,0.137,-0.001,0.0
154,7.7,0.1313,-0.003,0.0
155,7.75,0.1313,0.002,0.0
156,7.8,0.4171,0.001,0.0
157,7.85,0.5306,0.008,0.0
158,7.9,0.4135,0.005,0.0
159,7.95,0.5211,0.002,0.0
160,8.0,0.4464,0.003,0.0
161,8.05,0.0,-0.005,0.0
162,8.1,0.9251,-0.0,0.0
163,8.15,0.1108,-0.008,0.0
164,8.2,0.7229,0.001,0.0
165,8.25,0.7567,-0.002,0.0
166,8.3,0.0282,-0.001,0.0
167,8.35,0.3182,0.001,0.0
168,8.4,0.081,0.0,0.0
169,8.45,0.5562,-0.007,0.0
170,8.5,0.8752,-0.001,0.0
171,8.55,1.0,0.002,0.0
172,8.6,0.5673,0.0,0.0
173,8.65,0.7572,0.006,0.0
174,8.7,0.5898,-0.004,0.0
175,8.75,0.5996,-0.002,0.0
176,8.8,0.0,0.001,0.0
177,8.85,0.2042,0.003,0.0
178,8.9,0.1967,-0.003,0.0
179,8.95,0.1876,0.002,0.0
180,9.0,0.1786,0.005,0.0
181,9.05,0.6748,0.003,0.0
182,9.1,0.0,-0.0,0.0
183,9.15,0.8994,-0.005,0.0
184,9.2,1.0,-0.006,0.0
185,9.25,1.0,-0.004,0.0
186,9.3,0.9575,-0.001,0.0
187,9.35,1.0,-0.001,0.0
188,9.4,0.772,0.001,0.0
189,9.45,0.0,0.002,0.0
190,9.5,0.2222,-0.0,0.0
191,9.55,0.1941,-0.004,0.0
192,9.6,0.1738,-0.011,0.0
193,9.65,0.1553,0.002,0.0
194,9.7,0.1403,0.001,0.0
195,9.75,0.1272,0.005,0.0
196,9.8,0.1272,0.001,0.0
197,9.85,0.9825,-0.004,0.0
198,9.9,1.0,0.001,0.0
199,9.95,0.8186,-0.005,0.0
200,10.0,1.0,-0.003,0.0
201,10.05,1.0,-0.002,0.0
202,10.1,0.5987,0.0,0.0
203,10.15,0.8741,0.004,0.0
204,10.2,0.0,-0.002,0.0
205,10.25,0.2415,0.004,0.0
206,10.3,1.0,-0.002,0.0
207,10.35,0.0751,0.007,0.0
208,10.4,0.0,-0.001,0.0
209,10.45,0.195,0.001,0.0
210,10.5,0.195,0.006,0.0
211,10.55,0.195,0.005,0.0
212,10.6,0.195,-0.001,0.0
213,10.65,1.0,0.003,0.0
214,10.7,0.8724,0.002,0.0
215,10.75,0.7502,0.003,0.0
216,10.8,0.2894,0.007,0.0
217,10.85,1.0,-0.0,0.0
218,10.9,1.0,-0.01,0.0
219,10.95,1.0,0.006,0.0
220,11.0,0.0,-0.016,0.0
221,11.05,0.0,-0.013,1.0
222,11.1,0.0,-0.012,1.0
223,11.15,0.0,-0.001,1.0
224,11.2,0.0,0.001,1.0
225,11.25,0.0,0.009,1.0
226,11.3,0.0,-0.001,1.0
227,11.35,0.0,0.001,1.0
228,11.4,0.0,0.004,1.0
229,11.45,0.0,0.004,1.0
230,11.5,0.0,0.008,1.0
231,11.55,0.0,-0.004,1.0
232,11.6,0.0,-0.015,1.0
233,11.65,0.0,-0.013,1.0
