step	idx	score	x	y	w	h	class
1	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9956	-32.00	-40.00	-0.00	-0.00	0
1	2	0.6534	9.48	0.31	2.77	1.07	0
2	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
2	2	0.7791	9.54	0.31	2.79	1.07	0
3	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
3	1	0.7266	9.62	0.31	2.79	1.08	0
4	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
4	1	0.9955	-32.00	-40.00	-0.00	-0.00	0
4	2	0.6449	9.86	0.31	2.85	1.09	0
5	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9954	-32.00	-40.00	-0.00	-0.00	0
5	2	0.6081	10.19	0.24	2.84	1.08	0
6	0	0.9974	-32.00	-40.00	-0.00	-0.00	0
6	1	0.7540	10.33	-0.11	2.81	1.09	0
7	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
7	1	0.7586	10.59	-0.13	2.82	1.08	0
8	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
8	1	0.7387	10.81	-0.20	2.82	1.08	0
9	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
9	2	0.7134	11.23	-0.23	2.81	1.09	0
10	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
10	2	0.9959	-32.00	-40.00	-0.00	-0.00	0
10	3	0.8105	11.36	-0.15	2.82	1.09	0
11	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
11	2	0.8375	11.56	-0.18	2.82	1.08	0
12	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
12	2	0.6964	11.86	-0.11	2.79	1.06	0
13	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
13	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
13	2	0.7228	12.28	-0.21	2.75	1.07	0
14	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
14	2	0.8496	12.66	-0.28	2.79	1.06	0
15	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
15	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
15	2	0.8563	12.60	-0.24	2.79	1.06	0
16	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
16	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
16	2	0.8576	12.51	-0.24	2.79	1.08	0
17	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
17	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
17	2	0.8036	12.78	-0.19	2.79	1.08	0
18	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
18	1	0.8358	13.37	-0.24	2.77	1.07	0
19	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
19	1	0.8469	13.39	-0.27	2.78	1.08	0
20	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
20	1	0.9937	-32.00	-40.00	-0.00	-0.00	0
20	2	0.8382	13.78	-0.49	2.77	1.06	0
20	3	0.3333	47.50	35.38	2.47	0.98	0
21	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
21	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
21	2	0.9932	-32.00	-40.00	-0.00	-0.00	0
