tick,sim_time_s,throttle,steer,brake
0,0.0,0.0,0.0,1.0
1,0.05,0.75,0.0053,0.0
2,0.1,0.75,0.0131,0.0
3,0.15,0.75,0.0055,0.0
4,0.2,0.75,-0.0291,0.0
5,0.25,0.75,-0.0137,0.0
6,0.3,0.75,-0.0107,0.0
7,0.35,0.75,-0.01,0.0
8,0.4,0.75,-0.0127,0.0
9,0.45,0.75,-0.0125,0.0
10,0.5,0.75,-0.0223,0.0
11,0.55,0.75,-0.0185,0.0
12,0.6,0.75,-0.0065,0.0
13,0.65,0.75,-0.0091,0.0
14,0.7,0.75,-0.0065,0.0
15,0.75,0.4292,-0.0126,0.0
16,0.8,0.0,-0.0091,0.0
17,0.85,0.0893,-0.004,0.0
18,0.9,0.0893,-0.0117,0.0
19,0.95,0.0893,-0.006,0.0
20,1.0,0.0893,-0.0025,0.0
21,1.05,0.0831,0.0053,0.0
22,1.1,0.0768,0.0051,0.0
23,1.15,0.0706,0.0027,0.0
24,1.2,0.0643,0.0022,0.0
25,1.25,0.2152,0.0094,0.0
26,1.3,0.6469,0.0088,0.0
27,1.35,0.75,0.009,0.0
28,1.4,0.0711,0.006,0.0
29,1.45,0.0067,-0.0067,0.0
30,1.5,0.0356,-0.0071,0.0
31,1.55,0.0294,-0.0004,0.0
32,1.6,0.0231,0.0046,0.0
33,1.65,0.0169,0.0004,0.0
34,1.7,0.3223,-0.0051,0.0
35,1.75,0.3226,-0.0013,0.0
36,1.8,0.3435,0.0,0.0
37,1.85,0.75,0.0021,0.0
38,1.9,0.75,0.0097,0.0
39,1.95,0.75,0.0071,0.0
40,2.0,0.0,0.0124,0.0
41,2.05,0.5503,0.0119,0.0
42,2.1,0.75,0.01,0.0
43,2.15,0.7272,0.0089,0.0
44,2.2,0.75,-0.0052,0.0
45,2.25,0.75,-0.0058,0.0
46,2.3,0.0,0.0008,0.0
47,2.35,0.75,-0.0153,0.0
48,2.4,0.75,-0.0323,0.0
49,2.45,0.75,-0.0154,0.0
50,2.5,0.0,-0.0052,0.0
51,2.55,0.052,-0.004,0.0
52,2.6,0.052,0.0012,0.0
53,2.65,0.052,0.0007,0.0
54,2.7,0.0507,0.0126,0.0
55,2.75,0.0492,0.0121,0.0
56,2.8,0.0475,0.0122,0.0
57,2.85,0.0413,0.0133,0.0
58,2.9,0.1037,0.0126,0.0
59,2.95,0.155,0.0141,0.0
60,3.0,0.6528,0.0063,0.0
61,3.05,0.75,0.0065,0.0
62,3.1,0.75,0.0023,0.0
63,3.15,0.0524,-0.0033,0.0
64,3.2,0.0,-0.0096,0.0
65,3.25,0.0251,-0.0069,0.0
66,3.3,0.025,-0.0069,0.0
67,3.35,0.0212,-0.0102,0.0
68,3.4,0.0173,-0.0229,0.0
69,3.45,0.0,0.0057,1.0
70,3.5,0.0135,0.0049,0.0
71,3.55,0.0135,0.0107,0.0
72,3.6,0.0135,0.0093,0.0
73,3.65,0.75,-0.0118,0.0
74,3.7,0.75,0.0002,0.0
75,3.75,0.75,-0.0003,0.0
