step	score	x	y	w	h	class
0	0.0000					
1	0.7427	9.72	0.14	2.73	1.07	0
2	0.8034	9.78	0.09	2.80	1.08	0
3	0.7881	9.77	0.07	2.82	1.09	0
4	0.6983	9.86	-0.11	2.82	1.09	0
5	0.8198	10.27	-0.27	2.81	1.09	0
6	0.8658	10.57	-0.42	2.82	1.09	0
7	0.8184	10.74	-0.33	2.74	1.05	0
8	0.8032	10.74	-0.35	2.38	0.92	0
9	0.8443	11.29	-0.27	2.75	1.06	0
10	0.9186	11.50	-0.38	2.82	1.09	0
11	0.8981	11.64	-0.34	2.80	1.08	0
12	0.7911	11.85	-0.32	2.77	1.06	0
13	0.8574	12.22	-0.30	2.79	1.07	0
14	0.9102	12.56	-0.34	2.82	1.09	0
15	0.9115	12.44	-0.41	2.80	1.09	0
16	0.8896	12.73	-0.58	2.82	1.09	0
17	0.8311	12.78	-0.83	2.81	1.08	0
18	0.8105	13.28	-1.15	2.81	1.08	0
19	0.8977	13.38	-1.44	2.82	1.08	0
20	0.8693	13.43	-1.84	2.84	1.09	0
21	0.8952	13.44	-2.16	2.83	1.08	0
22	0.9067	13.44	-2.40	2.84	1.09	0
23	0.8602	13.21	-2.48	2.85	1.09	0
24	0.8610	13.21	-2.58	2.84	1.09	0
25	0.8763	13.27	-2.52	2.82	1.08	0
26	0.8954	13.30	-2.21	2.79	1.06	0
27	0.8538	13.38	-1.96	2.81	1.07	0
28	0.9154	13.39	-1.71	2.82	1.07	0
29	0.9088	13.27	-1.34	2.81	1.07	0
30	0.8636	13.27	-0.89	2.83	1.08	0
31	0.9174	13.43	-0.58	2.81	1.08	0
32	0.8444	13.22	-0.19	2.73	1.06	0
33	0.8050	13.26	-0.04	2.78	1.06	0
34	0.8758	13.24	0.25	2.72	1.06	0
35	0.8383	13.22	0.34	2.74	1.07	0
36	0.8922	13.60	0.41	2.79	1.07	0
37	0.8608	13.39	0.60	2.73	1.06	0
38	0.8822	13.66	0.54	2.79	1.07	0
39	0.8705	13.67	0.65	2.73	1.06	0
40	0.8795	13.64	0.71	2.70	1.05	0
41	0.8388	13.77	0.75	2.70	1.05	0
42	0.7801	14.10	0.75	2.79	1.06	0
43	0.8596	13.75	0.67	2.80	1.07	0
44	0.7805	13.86	0.66	2.78	1.06	0
45	0.7904	13.82	0.81	2.72	1.05	0
46	0.7806	13.85	0.73	2.72	1.06	0
47	0.8755	13.74	0.50	2.79	1.07	0
48	0.8149	13.82	0.55	2.70	1.05	0
49	0.8301	13.83	0.36	2.79	1.07	0
50	0.8496	13.83	0.22	2.79	1.07	0
51	0.8790	13.73	0.16	2.79	1.07	0
52	0.8462	13.78	0.12	2.79	1.07	0
53	0.8827	13.73	0.19	2.80	1.08	0
54	0.8926	13.64	0.21	2.79	1.08	0
55	0.8432	14.17	0.24	2.79	1.08	0
56	0.8295	14.16	0.41	2.70	1.04	0
57	0.8116	14.13	0.46	2.69	1.04	0
58	0.8500	14.15	0.45	2.79	1.08	0
59	0.8688	14.16	0.46	2.79	1.08	0
60	0.8638	14.20	0.49	2.79	1.08	0
61	0.8669	14.21	0.52	2.65	1.02	0
62	0.9054	14.29	0.46	2.77	1.07	0
63	0.9002	14.34	0.44	2.79	1.08	0
64	0.9079	14.42	0.46	2.79	1.08	0
65	0.9149	14.45	0.22	2.79	1.07	0
66	0.9076	14.40	0.17	2.80	1.07	0
67	0.9144	14.43	0.12	2.80	1.07	0
68	0.8969	14.50	0.09	2.80	1.07	0
69	0.8966	14.57	0.09	2.79	1.07	0
70	0.8710	14.73	0.12	2.70	1.04	0
71	0.8656	14.74	0.12	2.69	1.04	0
72	0.8450	14.79	0.09	2.79	1.08	0
73	0.8184	14.80	0.09	2.71	1.05	0
74	0.8357	14.79	0.10	2.71	1.05	0
75	0.8222	15.18	0.12	2.78	1.08	0
76	0.8728	15.30	0.19	2.78	1.08	0
77	0.8826	15.35	0.27	2.79	1.08	0
