step	score	x	y	w	h	class
0	0.0000					
1	0.7348	9.57	0.09	2.84	1.10	0
2	0.7283	9.54	0.09	2.85	1.10	0
3	0.7455	9.52	0.07	2.82	1.08	0
4	0.7752	9.72	0.07	2.83	1.09	0
5	0.7873	9.81	0.07	2.80	1.08	0
6	0.8203	10.20	0.09	2.63	1.02	0
7	0.8743	10.46	0.10	2.74	1.06	0
8	0.8318	10.54	0.08	2.69	1.05	0
9	0.7647	10.57	0.06	2.62	1.02	0
10	0.7850	10.78	0.09	2.68	1.04	0
11	0.7898	11.29	0.08	2.72	1.04	0
12	0.8443	11.29	0.12	2.54	0.99	0
13	0.8725	11.60	0.15	2.70	1.05	0
14	0.7775	11.89	0.11	2.76	1.07	0
15	0.8552	12.27	0.09	2.72	1.05	0
16	0.8354	12.77	0.09	2.77	1.06	0
17	0.8460	12.71	0.09	2.77	1.06	0
18	0.8899	12.57	0.14	2.76	1.08	0
19	0.8840	12.66	0.12	2.79	1.09	0
20	0.8438	13.18	0.11	2.66	1.02	0
21	0.8544	13.23	0.10	2.67	1.03	0
22	0.8593	13.22	0.14	2.76	1.07	0
23	0.8723	13.37	0.14	2.80	1.09	0
24	0.8722	13.36	0.12	2.82	1.10	0
25	0.8902	13.44	0.16	2.82	1.09	0
26	0.9065	13.56	0.19	2.80	1.07	0
27	0.8978	13.38	0.27	2.82	1.09	0
28	0.8959	13.47	0.21	2.80	1.07	0
29	0.8993	13.30	0.22	2.68	1.03	0
30	0.9140	13.31	0.21	2.68	1.03	0
31	0.8954	13.48	0.28	2.79	1.08	0
32	0.8808	13.46	0.26	2.77	1.06	0
33	0.8846	13.35	0.28	2.77	1.06	0
34	0.8803	13.62	0.29	2.77	1.06	0
35	0.8744	13.30	0.25	2.77	1.06	0
36	0.8597	13.32	0.25	2.76	1.07	0
37	0.8664	13.29	0.20	2.77	1.07	0
38	0.8047	12.77	0.17	2.53	0.97	0
39	0.7947	12.82	0.16	2.69	1.04	0
40	0.8045	12.62	0.14	2.52	0.98	0
41	0.7400	12.73	-0.03	2.73	1.05	0
42	0.7817	12.45	0.12	2.45	0.96	0
43	0.8192	12.46	0.13	2.60	1.01	0
44	0.8087	12.79	0.09	2.75	1.06	0
45	0.7119	12.87	0.09	2.76	1.06	0
46	0.7608	12.89	0.11	2.72	1.05	0
47	0.8800	12.75	0.13	2.67	1.03	0
48	0.8619	12.77	0.13	2.69	1.04	0
49	0.8235	12.85	0.16	2.69	1.05	0
50	0.8456	12.84	0.15	2.70	1.04	0
51	0.8280	12.85	0.15	2.71	1.05	0
52	0.8544	13.21	0.16	2.78	1.07	0
53	0.8747	13.29	0.14	2.78	1.07	0
54	0.8432	12.82	0.14	2.66	1.03	0
55	0.8880	13.41	0.10	2.81	1.08	0
56	0.8956	13.40	0.10	2.79	1.07	0
57	0.8811	13.40	0.09	2.80	1.08	0
58	0.8520	13.62	0.09	2.76	1.06	0
59	0.7987	13.57	-0.02	2.77	1.06	0
60	0.8500	13.57	-0.04	2.78	1.07	0
61	0.7419	13.86	-0.04	2.78	1.07	0
62	0.7722	13.84	-0.05	2.78	1.07	0
63	0.8368	14.22	-0.10	2.79	1.08	0
64	0.8904	14.34	-0.09	2.79	1.08	0
65	0.8616	14.25	-0.09	2.78	1.07	0
66	0.8877	14.42	-0.09	2.78	1.07	0
67	0.8611	14.36	-0.04	2.77	1.07	0
68	0.8143	14.53	0.06	2.80	1.07	0
69	0.8684	14.59	0.07	2.77	1.07	0
70	0.8773	14.59	0.07	2.75	1.05	0
71	0.8258	14.83	0.09	2.76	1.06	0
72	0.8320	15.18	0.10	2.75	1.06	0
73	0.8450	15.22	0.14	2.76	1.07	0
74	0.8790	15.54	0.16	2.75	1.06	0
75	0.8832	15.50	0.10	2.75	1.06	0
76	0.8646	15.29	0.10	2.76	1.07	0
77	0.8727	15.57	0.08	2.77	1.07	0
78	0.8417	15.56	0.06	2.76	1.06	0
79	0.8217	15.39	-0.05	2.77	1.07	0
80	0.8768	15.47	-0.16	2.76	1.06	0
81	0.8080	15.27	-0.09	2.78	1.08	0
82	0.8508	15.62	-0.12	2.78	1.07	0
83	0.8428	15.61	-0.16	2.75	1.06	0
84	0.8471	15.63	-0.21	2.76	1.06	0
85	0.8002	15.75	-0.10	2.75	1.06	0
86	0.8611	15.66	0.06	2.80	1.08	0
87	0.8853	15.62	0.07	2.81	1.08	0
88	0.8767	15.51	0.08	2.79	1.07	0
89	0.8544	15.65	0.08	2.78	1.07	0
90	0.8017	15.78	0.07	2.78	1.07	0
91	0.7879	15.82	0.08	2.77	1.07	0
92	0.8697	15.74	0.08	2.81	1.09	0
93	0.8167	15.82	0.06	2.82	1.09	0
94	0.8634	15.58	0.06	2.83	1.10	0
95	0.7649	15.75	-0.11	2.77	1.07	0
96	0.8501	16.37	-0.09	2.78	1.08	0
97	0.8656	16.31	-0.13	2.79	1.08	0
98	0.7673	15.82	-0.21	2.75	1.06	0
99	0.8536	16.28	-0.15	2.78	1.08	0
100	0.8719	16.42	-0.20	2.77	1.07	0
101	0.8598	16.36	-0.18	2.73	1.05	0
102	0.8652	16.33	-0.20	2.73	1.05	0
103	0.8776	16.49	0.07	2.82	1.09	0
104	0.8703	16.43	0.07	2.80	1.08	0
105	0.8519	16.25	0.08	2.81	1.09	0
106	0.8903	16.65	0.08	2.81	1.09	0
107	0.8933	16.42	0.08	2.80	1.08	0
108	0.8801	16.34	0.08	2.80	1.08	0
109	0.8784	16.48	0.07	2.80	1.08	0
110	0.8697	16.66	0.06	2.80	1.08	0
111	0.8671	16.48	-0.10	2.76	1.06	0
112	0.8872	16.51	-0.16	2.78	1.07	0
113	0.8929	16.57	-0.19	2.77	1.07	0
114	0.8949	16.58	-0.20	2.79	1.07	0
115	0.8801	16.54	-0.15	2.78	1.07	0
116	0.9098	16.39	-0.18	2.76	1.06	0
117	0.8512	16.65	-0.15	2.77	1.07	0
118	0.8123	16.72	0.05	2.79	1.07	0
119	0.7578	16.65	-0.13	2.77	1.07	0
120	0.7677	16.73	-0.10	2.74	1.05	0
121	0.7654	16.79	0.05	2.78	1.07	0
122	0.7411	16.63	-0.08	2.73	1.05	0
123	0.7360	16.75	-0.10	2.74	1.05	0
124	0.8174	17.22	-0.12	2.74	1.05	0
125	0.8979	17.26	-0.24	2.75	1.06	0
126	0.8126	16.80	-0.20	2.77	1.07	0
127	0.8724	17.20	-0.28	2.77	1.07	0
128	0.9065	17.28	-0.29	2.76	1.07	0
129	0.9181	17.48	-0.38	2.77	1.07	0
130	0.8993	17.26	-0.33	2.78	1.07	0
131	0.8369	16.81	-0.26	2.76	1.06	0
132	0.8503	16.76	-0.22	2.74	1.05	0
133	0.9094	17.36	-0.15	2.76	1.06	0
134	0.7716	16.80	-0.10	2.75	1.06	0
135	0.7651	17.23	-0.08	2.74	1.06	0
136	0.7438	17.25	0.05	2.78	1.08	0
137	0.7776	17.33	-0.07	2.76	1.07	0
138	0.8876	17.56	-0.15	2.77	1.07	0
139	0.9119	17.52	-0.19	2.78	1.08	0
140	0.9249	17.48	-0.28	2.78	1.07	0
141	0.9195	17.46	-0.29	2.76	1.06	0
142	0.8999	17.38	-0.33	2.75	1.06	0
143	0.9023	17.41	-0.39	2.73	1.05	0
144	0.9247	17.43	-0.46	2.78	1.07	0
145	0.9125	17.30	-0.42	2.79	1.07	0
146	0.8990	17.41	-0.30	2.75	1.05	0
147	0.9063	17.43	-0.25	2.75	1.05	0
148	0.9059	17.41	-0.19	2.75	1.05	0
149	0.9010	17.42	-0.18	2.74	1.05	0
150	0.8880	17.50	-0.18	2.73	1.05	0
151	0.8918	17.51	-0.17	2.72	1.05	0
152	0.8935	17.54	-0.14	2.72	1.05	0
153	0.8949	17.55	-0.17	2.72	1.05	0
154	0.8576	17.73	-0.16	2.71	1.05	0
155	0.8650	17.72	-0.27	2.71	1.05	0
156	0.8613	17.76	-0.30	2.71	1.05	0
157	0.8699	18.20	-0.41	2.76	1.06	0
158	0.8760	17.75	-0.44	2.73	1.05	0
159	0.8466	18.15	-0.54	2.78	1.07	0
160	0.8541	17.79	-0.41	2.73	1.05	0
161	0.8475	18.16	-0.34	2.78	1.08	0
162	0.8516	17.79	-0.41	2.72	1.05	0
163	0.8513	18.16	-0.30	2.74	1.05	0
164	0.8982	18.34	-0.32	2.74	1.05	0
165	0.9059	18.41	-0.34	2.74	1.05	0
166	0.8989	18.53	-0.33	2.75	1.05	0
167	0.9106	18.42	-0.32	2.75	1.05	0
168	0.9210	18.40	-0.29	2.76	1.06	0
169	0.9120	18.46	-0.35	2.77	1.06	0
170	0.9102	18.53	-0.37	2.77	1.07	0
171	0.9041	18.37	-0.26	2.76	1.06	0
172	0.9089	18.59	-0.32	2.75	1.06	0
173	0.8984	18.54	-0.30	2.75	1.05	0
174	0.8931	18.66	-0.51	2.78	1.07	0
175	0.9013	18.44	-0.63	2.78	1.07	0
176	0.8932	18.43	-0.66	2.79	1.07	0
177	0.8899	18.51	-0.66	2.77	1.06	0
178	0.8717	18.55	-0.61	2.77	1.06	0
179	0.8958	18.41	-0.31	2.77	1.06	0
180	0.8992	18.49	-0.29	2.76	1.06	0
181	0.8807	18.65	-0.35	2.74	1.05	0
