step	idx	score	x	y	w	h	class
1	0	0.9965	-32.00	-40.00	0.00	-0.00	0
1	1	0.9954	-32.00	-40.00	0.00	-0.00	0
1	2	0.7371	9.82	-0.15	2.82	1.10	0
2	0	0.9977	-32.00	-40.00	0.00	-0.00	0
2	1	0.9967	-32.00	-40.00	0.00	-0.00	0
2	2	0.9960	-32.00	-40.00	-0.00	-0.00	0
2	3	0.8230	9.76	-0.12	2.82	1.09	0
3	0	0.9974	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9964	-32.00	-40.00	-0.00	-0.00	0
3	2	0.9960	-32.00	-40.00	0.00	-0.00	0
3	3	0.7670	9.84	-0.11	2.82	1.09	0
4	0	0.9971	-32.00	-40.00	0.00	-0.00	0
4	1	0.9962	-32.00	-40.00	0.00	-0.00	0
4	2	0.9960	-32.00	-40.00	-0.00	-0.00	0
4	3	0.7057	10.17	-0.07	2.87	1.10	0
5	0	0.9974	-32.00	-40.00	-0.00	0.00	0
5	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
5	2	0.9967	-32.00	-40.00	0.00	-0.00	0
5	3	0.7533	10.25	0.05	2.86	1.11	0
6	0	0.9976	-32.00	-40.00	0.00	0.00	0
6	1	0.9973	-32.00	-40.00	0.00	-0.00	0
6	2	0.9971	-32.00	-40.00	-0.00	-0.00	0
6	3	0.8343	10.42	0.05	2.83	1.09	0
7	0	0.9982	-32.00	-40.00	0.00	0.00	0
7	1	0.9976	-32.00	-40.00	0.00	-0.00	0
7	2	0.9970	-32.00	-40.00	-0.00	-0.00	0
7	3	0.8257	10.69	0.04	2.83	1.09	0
8	0	0.9984	-32.00	-40.00	0.00	0.00	0
8	1	0.9978	-32.00	-40.00	-0.00	-0.00	0
8	2	0.9974	-32.00	-40.00	0.00	-0.00	0
8	3	0.8060	11.23	-0.15	2.77	1.06	0
8	4	0.3091	39.45	-32.35	2.45	1.01	0
9	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
9	2	0.9972	-32.00	-40.00	-0.00	-0.00	0
9	3	0.8495	11.41	-0.18	2.77	1.06	0
10	0	0.9983	-32.00	-40.00	0.00	0.00	0
10	1	0.9979	-32.00	-40.00	-0.00	-0.00	0
10	2	0.9977	-32.00	-40.00	0.00	-0.00	0
10	3	0.8581	11.49	-0.08	2.79	1.06	0
11	0	0.9983	-32.00	-40.00	0.00	0.00	0
11	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
11	2	0.9977	-32.00	-40.00	0.00	-0.00	0
11	3	0.8472	11.73	-0.14	2.80	1.08	0
12	0	0.9985	-32.00	-40.00	0.00	0.00	0
12	1	0.9981	-32.00	-40.00	0.00	-0.00	0
12	2	0.9980	-32.00	-40.00	-0.00	-0.00	0
12	3	0.8219	12.17	-0.16	2.81	1.08	0
13	0	0.9988	-32.00	-40.00	0.00	0.00	0
13	1	0.9979	-32.00	-40.00	0.00	-0.00	0
13	2	0.9026	12.35	-0.15	2.82	1.08	0
14	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
14	2	0.9978	-32.00	-40.00	-0.00	-0.00	0
14	3	0.8858	12.52	-0.12	2.80	1.08	0
15	0	0.9986	-32.00	-40.00	0.00	0.00	0
15	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
15	2	0.9978	-32.00	-40.00	-0.00	-0.00	0
15	3	0.8690	12.57	-0.12	2.77	1.06	0
16	0	0.9985	-32.00	-40.00	0.00	0.00	0
16	1	0.9977	-32.00	-40.00	0.00	-0.00	0
16	2	0.8084	12.75	-0.10	2.76	1.06	0
17	0	0.9989	-32.00	-40.00	0.00	0.00	0
17	1	0.9980	-32.00	-40.00	0.00	-0.00	0
17	2	0.8058	13.24	-0.18	2.81	1.08	0
18	0	0.9988	-32.00	-40.00	0.00	0.00	0
18	1	0.9979	-32.00	-40.00	0.00	-0.00	0
18	2	0.8917	13.49	-0.19	2.77	1.07	0
19	0	0.9990	-32.00	-40.00	0.00	0.00	0
19	1	0.9980	-32.00	-40.00	0.00	-0.00	0
19	2	0.8865	13.46	-0.16	2.77	1.07	0
20	0	0.9989	-32.00	-40.00	0.00	0.00	0
20	1	0.9979	-32.00	-40.00	0.00	-0.00	0
20	2	0.8115	13.81	-0.09	2.81	1.08	0
21	0	0.9988	-32.00	-40.00	0.00	0.00	0
