step	score	x	y	w	h	class
0	0.0000					
1	0.8174	9.73	0.07	2.84	1.09	0
2	0.8225	9.77	0.08	2.77	1.07	0
3	0.7965	9.76	0.07	2.80	1.08	0
4	0.6893	10.12	-0.16	2.82	1.09	0
5	0.8676	10.29	-0.25	2.84	1.10	0
6	0.8967	10.63	-0.34	2.85	1.10	0
7	0.8371	10.81	-0.33	2.84	1.10	0
8	0.7672	11.14	-0.27	2.76	1.06	0
9	0.9165	11.33	-0.36	2.84	1.10	0
10	0.9212	11.44	-0.34	2.84	1.10	0
11	0.9095	11.53	-0.32	2.81	1.09	0
12	0.8248	11.80	-0.29	2.76	1.06	0
13	0.8533	12.20	-0.35	2.75	1.06	0
14	0.9160	12.42	-0.30	2.82	1.09	0
15	0.8964	12.63	-0.37	2.81	1.09	0
16	0.8353	12.79	-0.31	2.79	1.07	0
17	0.8413	13.20	-0.37	2.77	1.07	0
18	0.9213	13.41	-0.44	2.78	1.07	0
19	0.8933	13.73	-0.60	2.82	1.09	0
20	0.8919	13.71	-0.76	2.81	1.09	0
21	0.7608	14.20	-1.11	2.78	1.08	0
22	0.8625	14.18	-1.34	2.82	1.08	0
23	0.8625	14.28	-1.72	2.80	1.09	0
24	0.7902	14.17	-2.19	2.83	1.08	0
25	0.7833	14.15	-2.47	2.83	1.09	0
26	0.8352	14.16	-2.64	2.84	1.09	0
27	0.8358	14.25	-2.51	2.73	1.06	0
28	0.9032	14.25	-2.49	2.83	1.08	0
29	0.8597	14.22	-2.26	2.81	1.07	0
30	0.8537	14.35	-1.85	2.77	1.07	0
31	0.9052	14.37	-1.79	2.81	1.07	0
32	0.8700	14.27	-1.40	2.69	1.04	0
33	0.7940	14.14	-0.84	2.82	1.08	0
34	0.8763	14.25	-0.53	2.73	1.06	0
35	0.9041	14.33	-0.21	2.81	1.09	0
36	0.8588	14.34	0.08	2.81	1.09	0
37	0.8717	14.40	0.24	2.69	1.05	0
38	0.8810	14.62	0.27	2.80	1.08	0
39	0.8778	14.54	0.35	2.80	1.08	0
40	0.8933	14.49	0.46	2.80	1.08	0
41	0.8790	14.63	0.50	2.80	1.08	0
42	0.7626	14.84	0.60	2.79	1.07	0
43	0.8458	14.68	0.71	2.76	1.06	0
44	0.7905	15.13	0.72	2.79	1.07	0
45	0.7760	15.13	0.74	2.79	1.07	0
46	0.7888	15.14	0.76	2.79	1.08	0
47	0.8154	15.19	0.85	2.78	1.08	0
48	0.7684	15.11	0.74	2.80	1.08	0
49	0.7955	15.17	0.76	2.68	1.04	0
50	0.8637	15.25	0.65	2.78	1.08	0
51	0.8435	15.24	0.61	2.70	1.05	0
52	0.8683	15.29	0.55	2.80	1.09	0
53	0.8984	15.41	0.48	2.79	1.09	0
54	0.8633	15.28	0.33	2.81	1.09	0
55	0.8691	15.29	0.32	2.72	1.05	0
56	0.8588	15.26	0.23	2.80	1.09	0
57	0.8850	14.68	0.11	2.79	1.07	0
58	0.8600	15.26	0.25	2.80	1.09	0
59	0.8007	14.83	0.14	2.78	1.07	0
60	0.8946	15.36	0.36	2.81	1.09	0
61	0.8927	15.34	0.39	2.80	1.09	0
62	0.8850	15.35	0.46	2.78	1.08	0
63	0.8702	15.35	0.48	2.78	1.08	0
64	0.8755	15.33	0.49	2.78	1.08	0
65	0.8994	15.52	0.49	2.79	1.09	0
66	0.8923	15.51	0.38	2.79	1.08	0
67	0.9026	15.52	0.44	2.80	1.09	0
68	0.8755	15.38	0.35	2.82	1.10	0
69	0.8964	15.53	0.25	2.81	1.09	0
70	0.8983	15.42	0.12	2.80	1.08	0
71	0.8904	15.44	0.09	2.80	1.08	0
72	0.8392	15.69	0.07	2.79	1.07	0
73	0.8661	15.77	0.09	2.79	1.09	0
74	0.8469	15.70	0.09	2.74	1.06	0
75	0.8051	15.77	0.08	2.74	1.06	0
76	0.8133	15.79	0.10	2.74	1.06	0
77	0.8023	16.17	0.14	2.81	1.09	0
78	0.8566	16.24	0.22	2.81	1.09	0
79	0.8448	16.22	0.34	2.80	1.09	0
80	0.8468	16.24	0.38	2.73	1.06	0
81	0.8726	16.32	0.45	2.80	1.09	0
82	0.8928	16.43	0.44	2.80	1.09	0
83	0.8949	16.57	0.44	2.79	1.08	0
84	0.8946	16.62	0.39	2.81	1.09	0
85	0.8458	17.22	0.28	2.80	1.09	0
86	0.8587	16.65	0.14	2.80	1.09	0
87	0.8591	16.59	0.11	2.79	1.08	0
88	0.8263	16.76	0.10	2.80	1.08	0
89	0.8549	16.63	0.09	2.79	1.08	0
90	0.8110	17.19	0.10	2.76	1.06	0
91	0.7968	17.16	0.11	2.81	1.09	0
92	0.7792	16.85	0.10	2.73	1.06	0
93	0.8291	16.70	0.09	2.81	1.08	0
94	0.8733	16.47	0.13	2.74	1.06	0
95	0.7945	17.20	0.18	2.81	1.09	0
96	0.8785	17.28	0.22	2.80	1.09	0
97	0.8828	17.31	0.20	2.81	1.10	0
98	0.8906	17.31	0.19	2.81	1.10	0
99	0.8900	17.34	0.19	2.81	1.10	0
100	0.8987	17.50	0.17	2.81	1.09	0
101	0.9077	17.50	0.15	2.80	1.09	0
102	0.8955	17.49	0.16	2.76	1.07	0
103	0.8941	17.73	0.20	2.77	1.07	0
104	0.8878	17.72	0.20	2.77	1.07	0
105	0.8961	17.60	0.17	2.76	1.07	0
106	0.8906	17.69	0.16	2.76	1.07	0
107	0.8741	17.77	0.16	2.76	1.07	0
108	0.8849	17.74	0.14	2.75	1.07	0
109	0.8453	17.81	0.17	2.74	1.06	0
110	0.8691	17.79	0.15	2.75	1.07	0
111	0.8137	18.15	0.13	2.75	1.06	0
112	0.8404	18.19	0.13	2.79	1.09	0
113	0.8896	18.34	0.12	2.78	1.08	0
114	0.8895	18.30	0.13	2.78	1.08	0
115	0.8850	18.29	0.16	2.78	1.08	0
116	0.8180	18.14	0.23	2.75	1.06	0
117	0.8908	18.32	0.21	2.77	1.08	0
118	0.8799	18.28	0.21	2.76	1.07	0
119	0.8988	18.41	0.20	2.76	1.07	0
120	0.8940	18.41	0.24	2.75	1.07	0
121	0.8894	18.25	0.29	2.75	1.07	0
122	0.9036	18.40	0.26	2.74	1.06	0
123	0.8838	18.58	0.20	2.75	1.07	0
124	0.8765	18.66	0.21	2.75	1.07	0
125	0.8622	18.77	0.16	2.75	1.07	0
126	0.8603	18.77	0.15	2.74	1.07	0
127	0.8363	19.25	0.23	2.75	1.07	0
128	0.7954	18.84	0.09	2.80	1.09	0
129	0.8689	19.23	0.15	2.76	1.07	0
130	0.8806	19.29	0.17	2.74	1.07	0
