step	score	x	y	w	h	class
0	0.0000					
1	0.6754	9.58	0.24	2.99	1.15	0
2	0.7306	9.67	0.22	2.91	1.12	0
3	0.7180	9.77	0.13	2.83	1.11	0
4	0.7343	9.85	0.13	2.84	1.11	0
5	0.7653	10.38	0.14	2.80	1.08	0
6	0.7907	10.52	-0.11	2.84	1.09	0
7	0.7666	10.83	0.07	2.82	1.08	0
8	0.7218	11.16	0.11	2.78	1.07	0
9	0.7993	11.36	0.09	2.78	1.07	0
10	0.8218	11.52	0.08	2.77	1.06	0
11	0.8659	11.45	0.10	2.79	1.08	0
12	0.8625	11.76	0.10	2.78	1.08	0
13	0.7742	11.86	0.11	2.78	1.08	0
14	0.8276	12.30	0.12	2.79	1.09	0
15	0.8685	12.43	0.13	2.77	1.08	0
16	0.8584	12.61	0.14	2.80	1.09	0
17	0.8312	12.74	0.13	2.80	1.09	0
18	0.8385	13.35	0.13	2.77	1.07	0
19	0.8561	13.72	0.16	2.77	1.07	0
20	0.8091	13.86	0.21	2.78	1.07	0
21	0.8466	14.25	0.19	2.80	1.07	0
22	0.8747	14.51	0.10	2.79	1.08	0
23	0.8264	14.84	0.24	2.76	1.06	0
24	0.8168	14.82	0.14	2.76	1.07	0
25	0.8020	15.31	0.11	2.77	1.07	0
26	0.8482	15.57	0.16	2.79	1.08	0
27	0.8454	15.55	0.11	2.80	1.09	0
28	0.8344	15.63	0.08	2.79	1.08	0
29	0.8532	15.66	0.10	2.79	1.08	0
30	0.8367	15.61	0.09	2.75	1.06	0
31	0.8455	15.70	0.17	2.79	1.08	0
32	0.8076	15.78	0.14	2.79	1.08	0
33	0.7963	15.78	0.19	2.79	1.08	0
34	0.7989	16.23	0.17	2.75	1.06	0
35	0.7921	16.27	0.10	2.75	1.07	0
36	0.8147	16.28	0.11	2.76	1.06	0
37	0.8214	16.24	0.16	2.75	1.06	0
38	0.8285	16.27	0.19	2.81	1.09	0
39	0.8573	16.39	0.22	2.81	1.09	0
40	0.8168	16.25	0.18	2.82	1.10	0
41	0.8035	16.23	0.20	2.75	1.06	0
42	0.8256	16.22	0.17	2.76	1.07	0
43	0.8305	16.20	0.20	2.76	1.07	0
44	0.8224	16.20	0.16	2.77	1.07	0
45	0.8526	15.77	0.20	2.80	1.08	0
46	0.8503	15.71	0.14	2.81	1.09	0
47	0.8640	15.65	0.18	2.81	1.09	0
48	0.8113	15.79	0.07	2.80	1.08	0
49	0.8111	15.79	0.07	2.81	1.09	0
50	0.8429	15.71	0.07	2.80	1.08	0
51	0.8211	15.61	0.06	2.81	1.09	0
52	0.7397	15.75	0.04	2.80	1.07	0
53	0.7220	15.81	-0.13	2.79	1.08	0
54	0.7026	16.12	-0.16	2.80	1.09	0
55	0.8234	16.23	-0.19	2.79	1.09	0
56	0.8912	16.32	-0.21	2.80	1.08	0
57	0.7529	16.13	-0.23	2.79	1.08	0
58	0.8818	16.61	-0.25	2.79	1.08	0
59	0.8769	16.60	-0.22	2.80	1.08	0
60	0.8480	16.70	-0.21	2.79	1.08	0
61	0.8188	16.70	0.08	2.75	1.07	0
62	0.8193	16.78	0.11	2.74	1.07	0
63	0.8182	16.82	0.13	2.74	1.06	0
64	0.7810	16.83	0.10	2.79	1.07	0
65	0.7523	17.14	0.11	2.77	1.07	0
66	0.8409	17.30	0.08	2.82	1.10	0
67	0.8583	17.23	0.18	2.76	1.07	0
68	0.8338	17.23	0.16	2.77	1.07	0
69	0.8660	17.43	0.21	2.75	1.06	0
70	0.8717	17.42	0.15	2.76	1.07	0
71	0.8714	17.55	0.12	2.75	1.07	0
72	0.8131	17.80	0.12	2.73	1.06	0
73	0.7834	18.17	-0.14	2.76	1.07	0
74	0.8739	18.30	-0.17	2.77	1.08	0
75	0.8794	18.46	-0.21	2.77	1.08	0
76	0.8880	18.50	-0.25	2.77	1.08	0
77	0.8903	18.56	-0.29	2.78	1.08	0
78	0.8378	18.78	-0.25	2.77	1.07	0
79	0.8476	18.77	-0.30	2.78	1.08	0
80	0.7750	18.78	-0.16	2.77	1.07	0
81	0.7487	19.13	0.13	2.75	1.07	0
82	0.8456	19.35	0.34	2.74	1.07	0
83	0.8589	19.56	0.42	2.74	1.06	0
84	0.8640	19.58	0.46	2.73	1.06	0
85	0.8675	19.64	0.36	2.74	1.06	0
86	0.8101	20.21	0.19	2.74	1.06	0
87	0.7677	19.86	0.13	2.75	1.07	0
88	0.8464	20.28	-0.38	2.81	1.10	0
89	0.8427	20.32	-0.26	2.75	1.06	0
90	0.8651	20.56	-0.49	2.77	1.07	0
91	0.8299	20.80	-0.62	2.75	1.06	0
92	0.8341	20.76	-0.84	2.79	1.08	0
93	0.7569	20.83	-0.87	2.78	1.07	0
94	0.7602	20.76	-0.88	2.79	1.08	0
95	0.8597	21.48	-0.72	2.77	1.07	0
96	0.8559	21.55	-0.73	2.82	1.09	0
97	0.8644	21.66	-0.46	2.81	1.09	0
98	0.7925	21.70	-0.19	2.79	1.08	0
99	0.8256	22.34	0.42	2.83	1.11	0
100	0.7998	22.38	1.12	2.82	1.11	0
101	0.8588	22.37	2.21	2.75	1.06	0
102	0.8455	22.60	2.80	2.81	1.09	0
103	0.8768	22.44	4.19	2.78	1.07	0
104	0.8630	22.37	5.65	2.80	1.08	0
105	0.8523	21.80	7.32	2.80	1.09	0
106	0.0000					
107	0.0000					
108	0.0000					
109	0.0000					
110	0.0000					
111	0.0000					
112	0.0000					
113	0.0000					
114	0.0000					
115	0.0000					
116	0.0000					
117	0.0000					
118	0.0000					
119	0.8109	23.70	7.73	2.76	1.07	0
120	0.8583	24.71	6.79	2.81	1.09	0
121	0.8765	24.60	6.32	2.80	1.09	0
122	0.8883	25.30	5.84	2.79	1.08	0
123	0.8986	25.40	5.60	2.82	1.09	0
124	0.8975	25.46	5.55	2.80	1.09	0
125	0.9055	25.40	5.69	2.80	1.08	0
126	0.8796	25.32	6.21	2.80	1.08	0
127	0.9148	25.31	6.49	2.82	1.09	0
128	0.9228	25.42	6.63	2.80	1.08	0
129	0.9184	25.35	6.61	2.81	1.08	0
130	0.9034	25.31	6.27	2.80	1.08	0
131	0.8945	25.30	5.81	2.78	1.08	0
132	0.8849	25.26	5.34	2.81	1.08	0
133	0.8854	25.37	4.82	2.80	1.07	0
134	0.8944	25.50	4.34	2.82	1.10	0
135	0.8863	25.31	4.35	2.80	1.07	0
136	0.8768	25.40	4.40	2.82	1.10	0
137	0.8753	25.42	4.60	2.81	1.09	0
138	0.8619	25.36	4.82	2.80	1.09	0
139	0.8188	25.27	4.91	2.79	1.09	0
140	0.8556	25.36	4.88	2.79	1.08	0
141	0.8698	25.44	4.80	2.80	1.09	0
142	0.8836	25.39	4.58	2.81	1.09	0
143	0.8606	25.29	4.27	2.82	1.10	0
144	0.7871	25.29	4.08	2.83	1.11	0
145	0.9017	25.34	3.65	2.80	1.09	0
146	0.9035	25.28	3.50	2.83	1.10	0
147	0.9089	25.32	3.39	2.82	1.09	0
148	0.8393	25.20	3.59	2.81	1.09	0
149	0.8723	24.71	4.11	2.80	1.08	0
150	0.8680	24.67	4.53	2.77	1.08	0
151	0.8970	24.70	5.28	2.79	1.08	0
152	0.9046	24.55	5.72	2.80	1.08	0
153	0.9166	24.45	5.69	2.81	1.08	0
154	0.9093	24.37	5.55	2.82	1.08	0
