step	idx	score	x	y	w	h	class
1	0	0.9820	-32.00	-40.00	0.01	0.00	0
1	1	0.9726	-32.00	-39.99	0.01	0.01	0
2	0	0.9825	-32.00	-40.00	0.00	0.00	0
2	1	0.9679	-32.00	-39.99	0.02	0.01	0
3	0	0.9817	-31.99	-40.00	0.00	0.00	0
3	1	0.9676	-32.00	-40.00	0.01	0.01	0
4	0	0.9840	-32.00	-40.00	0.00	0.00	0
4	1	0.9771	-32.00	-40.00	0.01	0.01	0
5	0	0.9843	-32.00	-40.00	0.00	0.00	0
5	1	0.9772	-32.00	-40.00	0.01	0.01	0
6	0	0.9853	-32.00	-40.00	0.00	0.00	0
6	1	0.9722	-32.00	-40.00	0.02	0.01	0
7	0	0.9871	-32.00	-40.00	0.00	0.00	0
7	1	0.9732	-32.00	-40.00	0.02	0.01	0
8	0	0.9868	-32.00	-40.00	0.00	0.00	0
8	1	0.9710	-32.00	-40.00	0.05	0.02	0
9	0	0.9877	-32.00	-40.00	0.00	0.00	0
9	1	0.9681	-32.00	-40.00	0.06	0.02	0
10	0	0.9889	-32.00	-40.00	0.00	0.00	0
10	1	0.9693	-32.00	-40.00	0.05	0.02	0
11	0	0.9891	-32.00	-40.00	0.00	0.00	0
11	1	0.9698	-32.00	-40.00	0.04	0.01	0
12	0	0.9892	-32.00	-40.00	0.00	0.00	0
12	1	0.9702	-32.00	-40.00	0.04	0.01	0
13	0	0.9890	-32.00	-40.00	0.00	0.00	0
13	1	0.9681	-32.00	-40.00	0.03	0.01	0
14	0	0.9884	-32.00	-40.00	0.00	0.00	0
14	1	0.9731	-32.00	-40.00	0.02	0.01	0
15	0	0.9879	-32.00	-40.00	0.01	0.01	0
15	1	0.3167	58.51	26.49	2.30	1.02	6
16	0	0.9895	-32.00	-40.00	0.00	0.00	0
16	1	0.3043	58.54	24.49	2.33	1.03	6
17	0	0.9911	-32.00	-40.00	0.00	0.00	0
17	1	0.3232	58.60	25.49	2.30	1.02	6
18	0	0.9916	-32.00	-40.00	0.01	0.00	0
18	1	0.3358	58.61	26.48	2.29	1.02	6
18	2	0.3214	59.61	23.48	2.29	1.02	6
19	0	0.9911	-32.00	-40.00	0.01	0.01	0
19	1	0.3186	58.57	26.49	2.32	1.02	6
20	0	0.9913	-32.00	-40.00	0.00	0.00	0
21	0	0.9916	-32.00	-40.00	0.00	0.00	0
22	0	0.9920	-32.00	-40.00	0.00	0.00	0
23	0	0.9918	-32.00	-40.00	0.00	0.00	0
24	0	0.9929	-32.00	-40.00	0.00	0.00	0
25	0	0.9919	-32.00	-40.00	0.00	0.00	0
26	0	0.9912	-32.00	-40.00	0.00	0.00	0
27	0	0.9910	-32.00	-40.00	0.00	0.00	0
28	0	0.9913	-32.00	-40.00	0.00	0.00	0
29	0	0.9906	-32.00	-40.00	0.00	0.00	0
30	0	0.9919	-32.00	-40.00	0.00	0.00	0
30	1	0.9883	-32.00	-40.00	0.00	0.01	0
30	2	0.9850	-32.00	-40.00	0.00	0.00	0
30	3	0.3077	7.47	16.57	2.43	1.09	6
31	0	0.9927	-32.00	-40.00	0.00	0.00	0
31	1	0.9865	-32.00	-40.00	0.00	0.00	0
32	0	0.9929	-32.00	-40.00	-0.00	-0.00	0
32	1	0.9867	-32.00	-40.00	0.00	0.00	0
32	2	0.3218	9.48	17.61	2.47	1.09	6
33	0	0.9929	-32.00	-40.00	0.00	-0.00	0
33	1	0.9867	-32.00	-40.00	0.00	0.00	0
34	0	0.9912	-32.00	-40.00	0.00	-0.00	0
34	1	0.9848	-32.00	-40.00	0.01	0.01	0
35	0	0.9915	-32.00	-40.00	0.00	0.00	0
35	1	0.9838	-32.00	-40.00	0.01	0.01	0
36	0	0.9913	-32.00	-40.00	0.00	0.00	0
37	0	0.9922	-32.00	-40.00	0.00	0.00	0
38	0	0.9929	-32.00	-40.00	0.00	0.00	0
39	0	0.9936	-32.00	-40.00	0.00	0.00	0
40	0	0.9933	-32.00	-40.00	0.00	0.00	0
41	0	0.9931	-32.00	-40.00	0.00	0.00	0
42	0	0.9928	-32.00	-40.00	0.00	0.00	0
42	1	0.3034	60.52	39.50	2.21	0.97	6
43	0	0.9922	-32.00	-40.00	0.00	0.00	0
44	0	0.9927	-32.00	-40.00	0.00	0.00	0
45	0	0.9922	-32.00	-40.00	0.00	0.00	0
45	1	0.9870	-32.00	-40.00	0.00	0.00	0
46	0	0.9914	-32.00	-40.00	0.00	0.00	0
46	1	0.9881	-32.00	-40.00	-0.00	-0.00	0
47	0	0.9896	-32.00	-40.00	0.00	0.00	0
47	1	0.9876	-32.00	-40.00	-0.00	-0.00	0
48	0	0.9913	-32.00	-40.00	0.00	0.00	0
48	1	0.9887	-32.00	-40.00	-0.00	-0.00	0
49	0	0.9916	-32.00	-40.00	0.00	0.00	0
49	1	0.9865	-32.00	-40.00	-0.00	-0.00	0
50	0	0.9923	-32.00	-40.00	0.00	0.00	0
50	1	0.9865	-32.00	-40.00	-0.00	-0.00	0
51	0	0.9930	-32.00	-40.00	0.00	0.00	0
51	1	0.9866	-32.00	-40.00	-0.00	-0.00	0
52	0	0.9940	-32.00	-40.00	0.00	0.00	0
52	1	0.9880	-32.00	-40.00	-0.00	-0.00	0
53	0	0.9938	-32.00	-40.00	0.00	0.00	0
53	1	0.9894	-32.00	-40.00	-0.00	-0.00	0
54	0	0.9920	-32.00	-40.00	0.00	0.00	0
54	1	0.9875	-32.00	-40.00	-0.00	-0.00	0
55	0	0.9921	-32.00	-40.00	0.00	0.00	0
55	1	0.9848	-32.00	-40.00	-0.00	-0.00	0
56	0	0.9925	-32.00	-40.00	0.00	0.00	0
56	1	0.9814	-32.00	-40.00	-0.00	-0.00	0
57	0	0.9917	-32.00	-40.00	0.00	0.00	0
57	1	0.9786	-32.00	-40.00	-0.00	-0.00	0
58	0	0.9922	-32.00	-40.00	0.00	0.00	0
58	1	0.9820	-32.00	-40.00	-0.00	-0.00	0
59	0	0.9927	-32.00	-40.00	0.00	0.00	0
59	1	0.9796	-32.00	-40.00	-0.00	-0.00	0
60	0	0.9928	-32.00	-40.00	0.00	0.00	0
60	1	0.9821	-32.00	-40.00	-0.00	-0.00	0
61	0	0.9929	-32.00	-40.00	0.00	0.00	0
61	1	0.9839	-32.00	-40.00	-0.00	-0.00	0
62	0	0.9923	-32.00	-40.00	0.00	0.00	0
62	1	0.9822	-32.00	-40.00	-0.00	-0.00	0
63	0	0.9926	-32.00	-40.00	0.00	0.00	0
63	1	0.9830	-32.00	-40.00	-0.00	-0.00	0
64	0	0.9926	-32.00	-40.00	0.00	0.00	0
64	1	0.9835	-32.00	-40.00	-0.00	-0.00	0
65	0	0.9908	-32.00	-40.00	0.00	0.00	0
65	1	0.9812	-32.00	-40.00	0.00	0.00	0
66	0	0.9923	-32.00	-40.00	0.00	0.00	0
66	1	0.9811	-32.00	-40.00	0.00	0.00	0
66	2	0.9784	-32.00	-40.00	-0.00	-0.00	0
67	0	0.9926	-32.00	-40.00	0.00	0.00	0
67	1	0.9783	-32.00	-40.00	-0.00	-0.00	0
68	0	0.9921	-32.00	-40.00	0.00	0.00	0
68	1	0.9803	-32.00	-40.00	0.00	0.00	0
68	2	0.9772	-32.00	-40.00	-0.00	-0.00	0
69	0	0.9926	-32.00	-40.00	0.00	0.00	0
69	1	0.9801	-32.00	-40.00	0.00	0.00	0
69	2	0.9769	-32.00	-40.00	-0.00	-0.00	0
70	0	0.9927	-32.00	-40.00	0.00	0.00	0
70	1	0.9794	-32.00	-40.00	0.00	0.00	0
70	2	0.9761	-32.00	-40.00	-0.00	-0.00	0
71	0	0.9925	-32.00	-40.00	0.00	0.00	0
71	1	0.9796	-32.00	-40.00	0.00	0.00	0
71	2	0.9755	-32.00	-40.00	-0.00	0.00	0
72	0	0.9924	-32.00	-40.00	0.00	0.00	0
72	1	0.9789	-32.00	-40.00	0.00	0.00	0
72	2	0.9758	-32.00	-40.00	-0.00	-0.00	0
73	0	0.9925	-32.00	-40.00	0.00	0.00	0
73	1	0.9789	-32.00	-40.00	0.00	0.00	0
73	2	0.9750	-32.00	-40.00	-0.00	-0.00	0
74	0	0.9923	-32.00	-40.00	0.00	0.00	0
74	1	0.9791	-32.00	-40.00	0.00	0.00	0
74	2	0.9769	-32.00	-40.00	-0.00	-0.00	0
75	0	0.9925	-32.00	-40.00	0.00	0.00	0
75	1	0.9785	-32.00	-40.00	0.00	0.00	0
75	2	0.9763	-32.00	-40.00	-0.00	-0.00	0
76	0	0.9922	-32.00	-40.00	0.00	0.00	0
76	1	0.9791	-32.00	-40.00	0.00	0.00	0
76	2	0.9755	-32.00	-40.00	-0.00	0.00	0
