step	idx	score	x	y	w	h	class
1	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
1	2	0.8092	9.77	0.06	2.82	1.10	0
2	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
2	2	0.8565	9.76	0.07	2.82	1.09	0
3	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
3	1	0.8344	9.79	0.07	2.84	1.09	0
4	0	0.9984	-32.00	-40.00	0.00	-0.00	0
4	1	0.9978	-32.00	-40.00	-0.00	-0.00	0
4	2	0.9975	-32.00	-40.00	-0.00	-0.00	0
4	3	0.7977	10.15	0.09	2.83	1.09	0
5	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9979	-32.00	-40.00	0.00	-0.00	0
5	2	0.9091	10.31	0.16	2.84	1.10	0
6	0	0.9986	-32.00	-40.00	-0.00	-0.00	0
6	1	0.9983	-32.00	-40.00	0.00	-0.00	0
6	2	0.9966	-32.00	-40.00	-0.00	-0.00	0
6	3	0.9179	10.58	0.17	2.83	1.09	0
7	0	0.9988	-32.00	-40.00	0.00	-0.00	0
7	1	0.9980	-32.00	-40.00	0.00	-0.00	0
7	2	0.9962	-32.00	-40.00	-0.00	-0.00	0
7	3	0.8443	10.87	0.12	2.84	1.10	0
8	0	0.9986	-32.00	-40.00	0.00	-0.00	0
8	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
8	2	0.9963	-32.00	-40.00	-0.00	-0.00	0
8	3	0.8150	11.10	0.10	2.82	1.09	0
9	0	0.9985	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9973	-32.00	-40.00	-0.00	-0.00	0
9	2	0.9115	11.35	0.09	2.84	1.10	0
10	0	0.9986	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9977	-32.00	-40.00	0.00	-0.00	0
10	2	0.9969	-32.00	-40.00	-0.00	-0.00	0
10	3	0.9243	11.48	0.09	2.84	1.10	0
11	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9977	-32.00	-40.00	-0.00	-0.00	0
11	2	0.9969	-32.00	-40.00	-0.00	-0.00	0
11	3	0.9238	11.58	0.09	2.83	1.10	0
12	0	0.9985	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9972	-32.00	-40.00	-0.00	-0.00	0
12	2	0.8501	11.85	0.09	2.82	1.09	0
13	0	0.9986	-32.00	-40.00	-0.00	-0.00	0
13	1	0.9972	-32.00	-40.00	-0.00	-0.00	0
13	2	0.9968	-32.00	-40.00	-0.00	-0.00	0
13	3	0.8829	12.25	0.09	2.78	1.07	0
14	0	0.9988	-32.00	-40.00	0.00	-0.00	0
14	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
14	2	0.9967	-32.00	-40.00	-0.00	-0.00	0
14	3	0.9150	12.36	0.09	2.83	1.10	0
15	0	0.9988	-32.00	-40.00	0.00	-0.00	0
15	1	0.9973	-32.00	-40.00	-0.00	-0.00	0
15	2	0.9966	-32.00	-40.00	-0.00	-0.00	0
15	3	0.9186	12.46	0.10	2.81	1.09	0
16	0	0.9991	-32.00	-40.00	0.00	-0.00	0
16	1	0.9975	-32.00	-40.00	-0.00	-0.00	0
16	2	0.9968	-32.00	-40.00	-0.00	-0.00	0
16	3	0.9096	12.65	0.11	2.84	1.10	0
17	0	0.9991	-32.00	-40.00	0.00	-0.00	0
17	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
17	2	0.9967	-32.00	-40.00	-0.00	-0.00	0
17	3	0.8485	12.77	0.10	2.79	1.07	0
18	0	0.9992	-32.00	-40.00	0.00	-0.00	0
18	1	0.9974	-32.00	-40.00	0.00	-0.00	0
18	2	0.9967	-32.00	-40.00	-0.00	-0.00	0
18	3	0.9056	13.32	0.09	2.81	1.08	0
19	0	0.9992	-32.00	-40.00	0.00	-0.00	0
19	1	0.9974	-32.00	-40.00	0.00	-0.00	0
19	2	0.9968	-32.00	-40.00	-0.00	-0.00	0
19	3	0.9099	13.70	0.14	2.82	1.08	0
20	0	0.9992	-32.00	-40.00	0.00	-0.00	0
20	1	0.9974	-32.00	-40.00	0.00	-0.00	0
20	2	0.9969	-32.00	-40.00	-0.00	-0.00	0
20	3	0.8298	13.83	0.15	2.82	1.08	0
21	0	0.9992	-32.00	-40.00	0.00	-0.00	0
21	1	0.9974	-32.00	-40.00	0.00	-0.00	0
21	2	0.9968	-32.00	-40.00	-0.00	-0.00	0
21	3	0.9020	14.22	0.09	2.77	1.06	0
22	0	0.9992	-32.00	-40.00	0.00	-0.00	0
22	1	0.9976	-32.00	-40.00	0.00	-0.00	0
22	2	0.9968	-32.00	-40.00	-0.00	-0.00	0
22	3	0.9267	14.44	0.13	2.82	1.08	0
23	0	0.9991	-32.00	-40.00	0.00	-0.00	0
23	1	0.9987	-32.00	-40.00	0.00	0.00	0
23	2	0.9980	-32.00	-40.00	0.00	-0.00	0
23	3	0.8462	14.80	0.12	2.82	1.08	0
24	0	0.9990	-32.00	-40.00	0.00	-0.00	0
24	1	0.9979	-32.00	-40.00	0.00	-0.00	0
24	2	0.9968	-32.00	-40.00	-0.00	-0.00	0
24	3	0.8611	14.80	0.16	2.81	1.08	0
