step	score	x	y	w	h	class
0	0.0000					
1	0.8092	9.77	0.06	2.82	1.10	0
2	0.8565	9.76	0.07	2.82	1.09	0
3	0.8344	9.79	0.07	2.84	1.09	0
4	0.7977	10.15	0.09	2.83	1.09	0
5	0.9091	10.31	0.16	2.84	1.10	0
6	0.9179	10.58	0.17	2.83	1.09	0
7	0.8443	10.87	0.12	2.84	1.10	0
8	0.8150	11.10	0.10	2.82	1.09	0
9	0.9115	11.35	0.09	2.84	1.10	0
10	0.9243	11.48	0.09	2.84	1.10	0
11	0.9238	11.58	0.09	2.83	1.10	0
12	0.8501	11.85	0.09	2.82	1.09	0
13	0.8829	12.25	0.09	2.78	1.07	0
14	0.9150	12.36	0.09	2.83	1.10	0
15	0.9186	12.46	0.10	2.81	1.09	0
16	0.9096	12.65	0.11	2.84	1.10	0
17	0.8485	12.77	0.10	2.79	1.07	0
18	0.9056	13.32	0.09	2.81	1.08	0
19	0.9099	13.70	0.14	2.82	1.08	0
20	0.8298	13.83	0.15	2.82	1.08	0
21	0.9020	14.22	0.09	2.77	1.06	0
22	0.9267	14.44	0.13	2.82	1.08	0
23	0.8462	14.80	0.12	2.82	1.08	0
24	0.8611	14.80	0.16	2.81	1.08	0
25	0.8761	15.28	0.19	2.77	1.07	0
26	0.8967	15.42	0.16	2.82	1.08	0
27	0.9001	15.55	0.16	2.82	1.08	0
28	0.9001	15.62	0.14	2.81	1.08	0
29	0.9058	15.56	0.15	2.82	1.08	0
30	0.8988	15.35	0.15	2.83	1.09	0
31	0.9098	15.51	0.16	2.82	1.09	0
32	0.9083	15.42	0.17	2.83	1.09	0
33	0.8967	15.49	0.14	2.83	1.09	0
34	0.8457	15.77	0.18	2.82	1.09	0
35	0.8419	15.77	0.13	2.83	1.09	0
36	0.8399	16.23	0.10	2.76	1.07	0
37	0.8161	15.81	0.11	2.83	1.09	0
38	0.8623	16.33	0.10	2.76	1.07	0
39	0.8708	16.40	0.10	2.82	1.10	0
40	0.8610	16.33	0.11	2.76	1.07	0
41	0.8695	16.34	0.16	2.76	1.07	0
42	0.8820	16.39	0.19	2.76	1.07	0
43	0.8852	16.35	0.21	2.76	1.07	0
44	0.8779	16.29	0.20	2.75	1.07	0
45	0.9046	16.53	0.24	2.76	1.07	0
46	0.8936	16.37	0.32	2.76	1.07	0
47	0.9044	16.54	0.32	2.76	1.07	0
48	0.9064	16.56	0.33	2.76	1.07	0
49	0.9000	16.58	0.25	2.81	1.09	0
50	0.9013	16.69	0.22	2.81	1.09	0
51	0.8955	16.54	0.19	2.80	1.09	0
52	0.8670	16.57	0.16	2.81	1.08	0
53	0.8499	16.73	0.15	2.81	1.08	0
54	0.8374	16.81	0.16	2.75	1.07	0
55	0.8385	16.83	0.10	2.81	1.09	0
56	0.8096	17.18	0.11	2.75	1.07	0
57	0.7349	16.85	0.09	2.73	1.06	0
58	0.8179	17.27	0.08	2.75	1.06	0
59	0.8630	17.42	-0.11	2.80	1.09	0
60	0.8490	17.48	-0.09	2.76	1.06	0
61	0.8740	17.46	-0.11	2.81	1.09	0
62	0.8165	17.50	-0.09	2.75	1.06	0
63	0.8594	17.55	0.09	2.82	1.10	0
64	0.8592	17.71	0.11	2.75	1.06	0
65	0.8043	18.19	0.11	2.83	1.11	0
66	0.8377	18.28	0.11	2.84	1.11	0
67	0.8228	18.20	0.13	2.83	1.11	0
68	0.8491	18.25	0.21	2.75	1.06	0
69	0.8649	18.25	0.28	2.75	1.07	0
70	0.8708	18.43	0.21	2.73	1.06	0
71	0.8730	18.29	0.22	2.76	1.07	0
72	0.8512	18.77	0.22	2.73	1.06	0
73	0.8506	18.74	0.13	2.74	1.06	0
74	0.8563	18.75	0.14	2.74	1.06	0
75	0.7402	18.85	0.12	2.74	1.07	0
76	0.7474	18.83	0.09	2.74	1.07	0
77	0.8131	19.47	0.08	2.75	1.07	0
78	0.8575	19.40	-0.18	2.80	1.08	0
79	0.8645	19.37	-0.22	2.75	1.06	0
80	0.8677	19.46	-0.25	2.76	1.06	0
81	0.8673	19.36	-0.30	2.76	1.07	0
82	0.8658	19.65	-0.30	2.84	1.11	0
83	0.8359	20.27	-0.31	2.82	1.10	0
84	0.8029	20.21	-0.25	2.83	1.11	0
85	0.7953	20.20	-0.24	2.79	1.08	0
86	0.7561	20.30	-0.11	2.84	1.11	0
87	0.7886	20.24	-0.17	2.78	1.07	0
88	0.7927	20.32	-0.15	2.78	1.08	0
89	0.8011	20.30	-0.21	2.77	1.07	0
90	0.8542	20.43	-0.24	2.78	1.07	0
91	0.8151	20.50	-0.19	2.77	1.07	0
92	0.7748	20.24	-0.15	2.79	1.07	0
93	0.7280	20.19	-0.16	2.79	1.07	0
94	0.7658	20.24	-0.17	2.78	1.07	0
95	0.7860	20.28	-0.23	2.78	1.08	0
96	0.8021	20.29	-0.28	2.78	1.07	0
97	0.8083	20.25	-0.33	2.78	1.07	0
98	0.7643	20.18	-0.26	2.79	1.08	0
99	0.7503	20.20	-0.24	2.79	1.07	0
100	0.8077	20.33	-0.30	2.77	1.07	0
101	0.8002	20.27	-0.31	2.78	1.08	0
102	0.7907	20.25	-0.32	2.78	1.07	0
103	0.8152	20.27	-0.24	2.77	1.07	0
104	0.8114	20.35	-0.16	2.77	1.07	0
105	0.8123	20.42	0.10	2.81	1.09	0
106	0.8218	20.43	0.12	2.81	1.09	0
107	0.8379	20.59	0.12	2.81	1.09	0
108	0.7924	20.30	0.12	2.81	1.09	0
109	0.8258	20.27	0.09	2.77	1.07	0
110	0.8124	20.38	0.12	2.81	1.09	0
111	0.8339	20.27	0.18	2.81	1.09	0
112	0.8260	20.32	0.13	2.81	1.09	0
113	0.7729	19.82	0.06	2.78	1.07	0
114	0.7928	20.25	0.11	2.81	1.09	0
115	0.8412	19.72	0.06	2.78	1.07	0
116	0.8579	19.64	0.07	2.78	1.07	0
117	0.8337	19.70	0.07	2.78	1.07	0
118	0.8244	19.74	0.09	2.74	1.06	0
119	0.8111	19.80	0.11	2.73	1.06	0
120	0.8295	19.74	0.09	2.74	1.06	0
121	0.8438	19.43	0.10	2.75	1.06	0
122	0.8450	19.55	0.09	2.74	1.06	0
123	0.7696	19.24	0.07	2.75	1.07	0
124	0.7979	19.23	-0.12	2.79	1.08	0
125	0.8753	19.50	-0.22	2.77	1.07	0
126	0.8579	19.34	-0.12	2.76	1.07	0
127	0.8419	19.48	0.09	2.74	1.06	0
128	0.8562	19.44	0.10	2.74	1.06	0
129	0.8686	19.59	0.12	2.74	1.06	0
130	0.8688	19.60	0.13	2.74	1.06	0
131	0.8704	19.52	0.13	2.74	1.06	0
132	0.8380	19.33	0.11	2.75	1.07	0
133	0.8831	19.56	0.11	2.75	1.07	0
134	0.8613	19.48	0.11	2.76	1.07	0
135	0.8580	19.63	0.11	2.75	1.07	0
136	0.8537	19.62	0.10	2.74	1.06	0
137	0.8551	19.60	0.09	2.75	1.07	0
138	0.8308	19.32	-0.07	2.78	1.08	0
139	0.8587	19.39	-0.17	2.77	1.08	0
140	0.8378	19.57	-0.16	2.77	1.08	0
141	0.8275	19.40	0.08	2.76	1.07	0
142	0.8389	19.36	0.13	2.76	1.07	0
143	0.8573	19.66	0.15	2.75	1.07	0
144	0.8694	19.50	0.18	2.75	1.06	0
145	0.8512	19.30	0.15	2.77	1.07	0
146	0.8680	19.54	0.16	2.75	1.07	0
147	0.8533	19.44	0.11	2.75	1.07	0
148	0.7769	19.65	0.09	2.75	1.07	0
149	0.8290	19.57	-0.21	2.77	1.07	0
150	0.8571	19.46	-0.26	2.76	1.06	0
151	0.8550	19.41	-0.29	2.77	1.07	0
152	0.8558	19.58	0.13	2.75	1.08	0
153	0.8692	19.54	0.41	2.76	1.07	0
154	0.8337	19.68	1.12	2.75	1.08	0
155	0.7569	19.85	1.73	2.81	1.10	0
156	0.8128	19.84	2.53	2.83	1.10	0
157	0.8363	19.73	3.14	2.78	1.08	0
158	0.8506	19.79	3.35	2.79	1.08	0
159	0.8677	19.68	3.28	2.78	1.08	0
160	0.8636	19.65	2.74	2.83	1.10	0
161	0.7855	19.67	1.91	2.75	1.06	0
162	0.8377	19.51	1.12	2.81	1.10	0
163	0.8789	19.42	-0.41	2.75	1.07	0
164	0.8235	19.56	-2.15	2.76	1.07	0
165	0.7757	19.71	-3.54	2.79	1.08	0
166	0.7508	19.38	-4.86	2.76	1.08	0
167	0.7699	18.80	-6.22	2.76	1.07	0
168	0.8165	18.56	-6.80	2.81	1.10	0
169	0.8412	18.45	-7.30	2.77	1.07	0
170	0.8555	18.40	-7.32	2.78	1.08	0
171	0.8367	18.61	-6.68	2.82	1.10	0
172	0.7489	19.18	-5.83	2.74	1.08	0
173	0.8382	19.54	-5.15	2.78	1.08	0
174	0.8703	19.71	-3.54	2.80	1.08	0
175	0.7602	19.86	-2.25	2.81	1.08	0
176	0.8441	20.37	-0.75	2.82	1.09	0
177	0.7869	20.29	0.90	2.80	1.09	0
178	0.7670	20.29	3.46	2.80	1.10	0
179	0.7628	19.67	5.47	2.82	1.10	0
180	0.8158	19.54	7.38	2.83	1.10	0
181	0.0000					
182	0.0000					
183	0.0000					
184	0.0000					
185	0.0000					
186	0.8751	20.31	7.48	2.81	1.09	0
187	0.8937	20.41	6.80	2.79	1.07	0
188	0.9207	20.58	6.48	2.80	1.08	0
189	0.9131	20.67	6.33	2.79	1.07	0
190	0.8907	20.60	6.26	2.80	1.08	0
191	0.8502	20.62	6.10	2.78	1.07	0
192	0.8917	20.62	6.20	2.78	1.07	0
193	0.9211	20.59	6.65	2.79	1.07	0
194	0.8963	20.54	7.37	2.80	1.08	0
195	0.0000					
196	0.0000					
197	0.0000					
198	0.0000					
199	0.0000					
200	0.0000					
201	0.0000					
202	0.0000					
203	0.9114	20.70	7.28	2.74	1.05	0
204	0.9118	21.28	6.50	2.77	1.06	0
205	0.9146	21.36	5.82	2.79	1.07	0
206	0.8101	21.61	5.08	2.79	1.07	0
207	0.9083	21.63	4.58	2.78	1.07	0
208	0.8954	21.75	4.25	2.79	1.07	0
209	0.8192	21.83	4.14	2.78	1.07	0
210	0.8161	22.19	4.12	2.80	1.08	0
211	0.8849	21.76	4.26	2.77	1.06	0
212	0.9161	21.56	4.43	2.82	1.08	0
213	0.8762	21.47	5.10	2.78	1.07	0
214	0.8947	21.26	5.61	2.77	1.06	0
215	0.8662	20.74	5.75	2.74	1.05	0
216	0.8822	20.65	5.82	2.74	1.05	0
217	0.9297	20.42	5.60	2.74	1.05	0
218	0.8776	20.51	5.17	2.74	1.05	0
219	0.8819	20.30	4.60	2.76	1.06	0
220	0.8561	20.32	3.62	2.76	1.06	0
221	0.8854	19.71	3.34	2.77	1.06	0
222	0.8216	19.64	3.07	2.74	1.06	0
223	0.8728	19.58	2.86	2.75	1.05	0
224	0.8388	19.28	2.70	2.73	1.05	0
225	0.8369	18.57	2.85	2.75	1.06	0
226	0.8542	18.24	3.21	2.78	1.07	0
227	0.9027	17.46	3.36	2.77	1.07	0
228	0.8966	17.52	3.51	2.77	1.07	0
229	0.8761	16.44	3.77	2.82	1.10	0
230	0.8453	16.38	3.80	2.77	1.08	0
231	0.7952	16.19	3.85	2.77	1.08	0
232	0.8628	15.50	3.86	2.80	1.09	0
233	0.8603	15.32	3.80	2.77	1.08	0
234	0.7650	15.15	3.84	2.78	1.08	0
235	0.8105	14.84	3.80	2.79	1.08	0
236	0.9008	14.56	3.81	2.81	1.09	0
237	0.9067	14.32	3.80	2.80	1.08	0
238	0.8398	14.21	3.77	2.80	1.09	0
239	0.7964	13.84	3.76	2.79	1.08	0
240	0.9009	13.49	3.71	2.78	1.08	0
241	0.8854	13.28	3.73	2.79	1.08	0
242	0.7907	13.15	3.72	2.78	1.08	0
243	0.9010	12.65	3.66	2.79	1.07	0
244	0.9083	12.38	3.64	2.80	1.08	0
245	0.8111	12.16	3.63	2.78	1.07	0
246	0.9010	11.64	3.53	2.80	1.08	0
247	0.9013	11.31	3.45	2.81	1.08	0
248	0.8482	10.82	3.33	2.77	1.07	0
249	0.8969	10.54	3.29	2.71	1.04	0
250	0.8544	9.84	3.37	2.71	1.05	0
251	0.9088	9.68	3.16	2.86	1.11	0
252	0.8654	9.43	3.15	2.77	1.07	0
253	0.8139	9.16	3.25	2.77	1.07	0
254	0.9027	8.65	3.32	2.80	1.08	0
255	0.9061	8.42	3.36	2.80	1.08	0
256	0.8744	8.21	3.48	2.79	1.08	0
257	0.8689	7.85	3.37	2.84	1.10	0
258	0.9062	7.76	3.46	2.83	1.10	0
259	0.9237	7.71	3.46	2.83	1.10	0
260	0.9296	7.68	3.47	2.84	1.10	0
261	0.9316	7.69	3.48	2.84	1.10	0
262	0.9290	7.70	3.51	2.84	1.10	0
263	0.9314	7.69	3.50	2.84	1.10	0
264	0.9312	7.70	3.50	2.84	1.10	0
265	0.9344	7.70	3.49	2.84	1.10	0
266	0.9340	7.69	3.47	2.84	1.09	0
267	0.9342	7.70	3.47	2.83	1.09	0
268	0.9343	7.71	3.47	2.83	1.09	0
269	0.9300	7.74	3.48	2.83	1.09	0
270	0.8695	7.88	3.53	2.83	1.09	0
271	0.8770	7.86	3.53	2.84	1.09	0
272	0.8796	7.86	3.53	2.84	1.09	0
273	0.8770	7.86	3.54	2.84	1.09	0
274	0.8792	7.86	3.53	2.84	1.09	0
275	0.9381	7.73	3.48	2.86	1.10	0
276	0.9374	7.72	3.47	2.86	1.10	0
277	0.9363	7.73	3.48	2.86	1.10	0
278	0.9376	7.73	3.48	2.86	1.10	0
279	0.9350	7.73	3.48	2.85	1.10	0
280	0.9372	7.73	3.48	2.86	1.10	0
281	0.9347	7.73	3.48	2.85	1.09	0
282	0.9352	7.73	3.47	2.85	1.09	0
283	0.9355	7.73	3.48	2.86	1.10	0
284	0.9354	7.73	3.48	2.85	1.10	0
285	0.9354	7.73	3.48	2.85	1.10	0
286	0.9362	7.73	3.48	2.86	1.10	0
287	0.9345	7.73	3.48	2.86	1.10	0
288	0.9363	7.73	3.48	2.86	1.10	0
289	0.9352	7.73	3.48	2.85	1.10	0
290	0.9369	7.73	3.48	2.86	1.10	0
291	0.9361	7.73	3.47	2.85	1.10	0
292	0.9367	7.73	3.48	2.86	1.10	0
293	0.9379	7.73	3.48	2.86	1.10	0
294	0.9371	7.73	3.48	2.86	1.10	0
295	0.9355	7.73	3.48	2.85	1.10	0
