step	idx	score	x	y	w	h	class
1	0	0.9961	-32.00	-40.00	0.00	-0.00	0
1	1	0.9956	-32.00	-40.00	0.00	-0.00	0
1	2	0.8178	9.78	-0.13	2.82	1.09	0
2	0	0.9980	-32.00	-40.00	0.00	-0.00	0
2	1	0.9976	-32.00	-40.00	0.00	-0.00	0
2	2	0.9965	-32.00	-40.00	-0.00	-0.00	0
2	3	0.8402	9.77	-0.14	2.81	1.08	0
3	0	0.9983	-32.00	-40.00	0.00	0.00	0
3	1	0.9978	-32.00	-40.00	-0.00	-0.00	0
3	2	0.9976	-32.00	-40.00	0.00	-0.00	0
3	3	0.7864	9.81	-0.08	2.82	1.09	0
4	0	0.9985	-32.00	-40.00	-0.00	0.00	0
4	1	0.9981	-32.00	-40.00	-0.00	-0.00	0
4	2	0.9980	-32.00	-40.00	0.00	-0.00	0
4	3	0.7851	9.76	0.05	2.84	1.10	0
5	0	0.9986	-32.00	-40.00	-0.00	0.00	0
5	1	0.9978	-32.00	-40.00	0.00	-0.00	0
5	2	0.6762	10.16	0.05	2.86	1.11	0
6	0	0.9985	-32.00	-40.00	-0.00	0.00	0
6	1	0.9981	-32.00	-40.00	0.00	-0.00	0
6	2	0.9979	-32.00	-40.00	0.00	-0.00	0
6	3	0.8132	10.34	0.05	2.83	1.09	0
7	0	0.9986	-32.00	-40.00	-0.00	-0.00	0
7	1	0.9983	-32.00	-40.00	-0.00	-0.00	0
7	2	0.9982	-32.00	-40.00	0.00	-0.00	0
7	3	0.8605	10.66	0.04	2.82	1.09	0
8	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
8	1	0.9977	-32.00	-40.00	-0.00	-0.00	0
8	2	0.9974	-32.00	-40.00	0.00	-0.00	0
8	3	0.7815	10.85	0.04	2.82	1.09	0
9	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9981	-32.00	-40.00	0.00	-0.00	0
9	2	0.9978	-32.00	-40.00	-0.00	-0.00	0
9	3	0.8051	11.28	-0.04	2.81	1.07	0
10	0	0.9986	-32.00	-40.00	0.00	0.00	0
10	1	0.9984	-32.00	-40.00	0.00	-0.00	0
10	2	0.8369	11.44	0.04	2.82	1.09	0
11	0	0.9988	-32.00	-40.00	0.00	0.00	0
11	1	0.9985	-32.00	-40.00	0.00	-0.00	0
11	2	0.9984	-32.00	-40.00	0.00	-0.00	0
11	3	0.8571	11.62	0.04	2.80	1.08	0
12	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
12	2	0.9974	-32.00	-40.00	-0.00	-0.00	0
12	3	0.7982	11.84	0.04	2.79	1.08	0
13	0	0.9982	-32.00	-40.00	-0.00	0.00	0
13	1	0.9975	-32.00	-40.00	-0.00	-0.00	0
13	2	0.9971	-32.00	-40.00	-0.00	-0.00	0
13	3	0.8954	12.38	-0.09	2.80	1.08	0
14	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
