step	score	x	y	w	h	class
0	0.0000					
1	0.7389	9.84	-0.06	2.33	0.96	0
2	0.7453	9.83	-0.05	2.30	0.99	0
3	0.7603	9.85	-0.05	2.25	1.00	0
4	0.8034	10.18	0.06	2.45	0.93	0
5	0.8844	10.26	0.08	2.44	0.94	0
6	0.9006	10.56	0.07	2.39	0.94	0
7	0.8438	10.76	0.07	2.46	0.94	0
8	0.8133	10.83	0.07	2.45	0.94	0
9	0.8628	11.30	0.07	2.47	0.94	0
10	0.8740	11.49	0.08	2.43	0.94	0
11	0.8633	11.63	0.08	2.36	0.96	0
12	0.7931	12.16	0.06	2.44	0.96	0
13	0.8727	12.49	0.07	2.45	0.96	0
14	0.8396	12.72	0.07	2.41	0.95	0
15	0.8212	12.79	0.07	2.45	0.95	0
16	0.8559	13.26	0.09	2.43	0.97	0
17	0.8520	13.31	0.08	2.45	0.96	0
18	0.8618	13.72	0.10	2.43	0.95	0
19	0.7945	14.13	0.10	2.41	0.95	0
20	0.8778	14.39	0.10	2.41	0.95	0
21	0.8763	14.60	0.11	2.42	0.94	0
22	0.8613	14.72	0.12	2.44	0.92	0
23	0.8493	14.64	0.10	2.34	0.98	0
24	0.8541	14.56	0.10	2.39	0.96	0
25	0.8081	15.19	0.14	2.42	0.94	0
26	0.8388	15.33	0.11	2.44	0.92	0
27	0.8601	15.29	0.11	2.44	0.92	0
28	0.8752	15.37	0.09	2.44	0.93	0
29	0.8817	15.42	0.08	2.38	0.96	0
30	0.8253	15.20	0.08	2.45	0.93	0
31	0.8811	15.49	0.09	2.40	0.95	0
32	0.8173	15.24	0.09	2.46	0.95	0
33	0.8552	15.35	0.10	2.38	0.95	0
34	0.8625	15.44	0.10	2.43	0.93	0
35	0.8576	15.55	0.10	2.44	0.92	0
36	0.8284	15.41	0.09	2.45	0.95	0
37	0.8115	15.44	0.09	2.43	0.94	0
38	0.8428	15.54	0.10	2.43	0.94	0
39	0.8076	15.38	0.09	2.46	0.93	0
40	0.7674	15.21	0.10	2.41	0.93	0
41	0.7954	15.25	0.10	2.45	0.95	0
42	0.7773	14.85	0.11	2.44	0.92	0
43	0.8297	14.58	0.09	2.39	0.95	0
44	0.8324	14.49	0.08	2.42	0.94	0
45	0.8322	14.61	0.08	2.38	0.96	0
46	0.7947	14.32	0.06	2.43	0.95	0
47	0.7343	13.84	0.07	2.41	0.95	0
48	0.6672	14.11	0.08	2.42	0.94	0
49	0.7719	13.73	0.07	2.43	0.94	0
50	0.7971	13.65	0.07	2.45	0.95	0
51	0.7334	13.38	0.06	2.46	0.95	0
52	0.7495	13.49	-0.07	2.41	0.95	0
53	0.6715	13.21	0.06	2.44	0.94	0
54	0.7200	12.82	0.05	2.37	0.97	0
55	0.6870	12.82	0.06	2.39	0.96	0
56	0.6315	12.86	-0.09	2.43	0.95	0
57	0.7910	12.53	0.06	2.45	0.95	0
58	0.7356	12.66	-0.02	2.34	0.98	0
59	0.7569	12.64	-0.01	2.38	0.96	0
60	0.7787	12.49	0.06	2.47	0.95	0
61	0.7876	12.41	0.06	2.47	0.95	0
62	0.7838	12.39	0.06	2.46	0.95	0
63	0.7592	12.38	-0.06	2.48	0.94	0
64	0.7648	12.34	-0.05	2.48	0.93	0
65	0.7888	12.32	0.07	2.42	0.95	0
66	0.7952	12.35	0.07	2.44	0.94	0
67	0.7684	12.21	0.08	2.43	0.95	0
