step	score	x	y	w	h	class
0	0.0000					
1	0.7371	9.65	0.08	2.81	1.09	0
2	0.7616	9.55	0.10	2.80	1.08	0
3	0.7648	9.63	0.06	2.81	1.08	0
4	0.6949	9.72	0.06	2.82	1.09	0
5	0.7292	9.88	-0.17	2.80	1.08	0
6	0.8186	10.29	-0.17	2.77	1.06	0
7	0.8259	10.48	-0.23	2.77	1.06	0
8	0.7985	10.74	-0.18	2.78	1.06	0
9	0.8208	10.75	-0.22	2.79	1.07	0
10	0.7253	11.11	-0.19	2.79	1.07	0
11	0.7711	11.21	-0.14	2.77	1.06	0
12	0.6258	11.59	-0.18	2.74	1.05	0
13	0.7071	11.88	-0.21	2.72	1.04	0
14	0.8706	12.43	-0.18	2.76	1.07	0
15	0.8714	12.64	-0.24	2.75	1.05	0
16	0.7995	12.81	-0.21	2.73	1.05	0
17	0.8020	12.75	-0.17	2.78	1.08	0
18	0.8493	13.25	-0.29	2.74	1.06	0
19	0.8796	13.48	-0.21	2.75	1.06	0
20	0.8448	13.46	-0.17	2.72	1.05	0
21	0.7571	13.83	-0.12	2.75	1.05	0
22	0.8421	14.37	-0.12	2.75	1.06	0
23	0.8216	14.28	-0.10	2.74	1.06	0
24	0.8331	14.42	-0.08	2.74	1.06	0
25	0.8351	14.30	-0.11	2.76	1.07	0
26	0.8561	14.25	-0.20	2.78	1.07	0
27	0.8975	14.47	-0.17	2.79	1.07	0
28	0.9014	14.41	-0.18	2.79	1.07	0
29	0.9021	14.50	-0.19	2.80	1.08	0
30	0.9095	14.47	-0.20	2.80	1.08	0
31	0.8691	14.71	-0.21	2.80	1.08	0
32	0.8947	14.62	-0.44	2.79	1.08	0
33	0.8864	14.65	-0.49	2.80	1.08	0
34	0.8816	14.63	-0.68	2.81	1.08	0
35	0.8359	14.68	-0.92	2.81	1.08	0
36	0.8688	14.70	-1.23	2.79	1.08	0
37	0.8068	14.74	-1.74	2.80	1.08	0
38	0.8751	14.57	-2.46	2.80	1.08	0
39	0.7760	14.29	-2.95	2.83	1.09	0
40	0.8295	14.40	-3.48	2.74	1.06	0
41	0.8656	14.23	-3.47	2.81	1.08	0
42	0.8928	14.30	-3.41	2.82	1.08	0
43	0.8861	14.50	-3.14	2.81	1.08	0
44	0.8929	14.60	-2.76	2.82	1.08	0
45	0.8171	14.78	-2.21	2.81	1.08	0
46	0.8893	15.45	-1.51	2.78	1.08	0
47	0.8478	15.23	-0.80	2.83	1.09	0
48	0.8669	15.28	-0.13	2.79	1.07	0
49	0.8950	15.53	0.59	2.72	1.06	0
50	0.8297	15.70	1.09	2.73	1.06	0
51	0.8831	15.62	1.39	2.74	1.07	0
52	0.9039	15.52	1.47	2.78	1.08	0
53	0.9061	15.65	1.24	2.78	1.08	0
54	0.8944	15.70	1.20	2.75	1.07	0
55	0.8856	15.63	0.64	2.78	1.07	0
56	0.8772	15.70	0.29	2.78	1.07	0
57	0.8937	15.56	0.21	2.73	1.06	0
58	0.8857	15.61	0.10	2.78	1.07	0
59	0.8799	15.59	0.11	2.80	1.08	0
60	0.8840	15.72	0.30	2.80	1.08	0
61	0.8035	15.80	0.63	2.78	1.08	0
62	0.7598	16.19	1.10	2.74	1.06	0
63	0.7862	16.16	1.31	2.73	1.07	0
64	0.8604	16.26	1.38	2.76	1.07	0
65	0.8966	16.51	1.30	2.76	1.07	0
66	0.8736	16.32	1.11	2.75	1.06	0
67	0.8238	16.23	0.86	2.74	1.06	0
68	0.8847	16.28	0.60	2.76	1.07	0
69	0.8895	16.61	0.35	2.75	1.06	0
70	0.8866	16.60	0.25	2.75	1.06	0
71	0.8913	16.57	0.16	2.76	1.07	0
