step	score	x	y	w	h	class
0	0.0000					
1	0.6351	9.73	0.05	2.78	1.10	0
2	0.7077	9.72	0.04	2.76	1.08	0
3	0.7140	9.79	-0.03	2.77	1.08	0
4	0.7446	10.22	0.08	2.84	1.09	0
5	0.8571	10.24	0.13	2.79	1.09	0
6	0.8732	10.49	0.11	2.77	1.08	0
7	0.8629	10.74	0.12	2.76	1.07	0
8	0.8539	10.72	0.14	2.61	1.02	0
9	0.8796	11.30	0.10	2.77	1.05	0
10	0.8767	11.49	0.11	2.78	1.06	0
11	0.9060	11.45	0.10	2.78	1.07	0
12	0.8906	11.55	0.11	2.64	1.02	0
13	0.8559	12.23	0.10	2.74	1.06	0
14	0.9075	12.38	0.10	2.82	1.10	0
15	0.9039	12.52	0.10	2.78	1.06	0
16	0.8739	12.80	0.13	2.82	1.10	0
17	0.8637	13.26	0.12	2.75	1.07	0
18	0.9158	13.40	0.14	2.80	1.08	0
19	0.8914	13.74	0.16	2.80	1.08	0
20	0.8424	13.83	0.15	2.81	1.08	0
21	0.8139	14.12	0.18	2.80	1.09	0
22	0.8685	14.20	0.17	2.81	1.09	0
23	0.9084	14.43	0.15	2.82	1.08	0
24	0.8989	14.36	0.18	2.80	1.09	0
25	0.8978	14.55	0.13	2.81	1.08	0
26	0.9132	14.59	0.16	2.82	1.08	0
27	0.9089	14.63	0.12	2.81	1.08	0
28	0.9157	14.47	0.12	2.82	1.08	0
29	0.8860	14.74	0.10	2.81	1.08	0
30	0.9066	14.54	0.10	2.81	1.08	0
31	0.8759	14.73	0.11	2.79	1.07	0
32	0.8961	14.36	0.10	2.81	1.08	0
33	0.8909	14.47	0.10	2.81	1.08	0
34	0.8589	14.46	0.09	2.81	1.09	0
35	0.8491	15.25	0.10	2.76	1.07	0
36	0.7454	14.86	0.09	2.78	1.08	0
37	0.8115	14.77	0.09	2.80	1.08	0
38	0.8060	15.17	0.11	2.74	1.06	0
39	0.8313	15.22	0.12	2.74	1.06	0
40	0.8099	15.17	0.12	2.73	1.05	0
41	0.8668	15.30	0.15	2.76	1.07	0
42	0.8868	15.40	0.17	2.76	1.07	0
43	0.8844	15.30	0.21	2.74	1.06	0
44	0.8971	15.37	0.22	2.74	1.06	0
45	0.8996	15.47	0.22	2.74	1.06	0
46	0.9021	15.65	0.21	2.75	1.06	0
47	0.9061	15.56	0.26	2.75	1.06	0
48	0.8968	15.59	0.25	2.76	1.07	0
49	0.8841	15.61	0.26	2.75	1.07	0
50	0.8807	15.72	0.19	2.81	1.09	0
51	0.8939	15.61	0.22	2.75	1.07	0
52	0.8619	15.76	0.11	2.81	1.09	0
53	0.8519	15.75	0.11	2.82	1.10	0
54	0.8392	15.64	0.09	2.79	1.08	0
55	0.7673	16.21	0.06	2.75	1.06	0
56	0.8387	16.31	0.07	2.77	1.07	0
57	0.7672	15.80	0.07	2.80	1.08	0
58	0.8375	16.37	-0.10	2.80	1.09	0
59	0.8208	16.40	-0.09	2.80	1.09	0
60	0.8373	16.44	0.09	2.76	1.07	0
61	0.8709	16.47	0.11	2.75	1.07	0
62	0.8821	16.62	0.12	2.75	1.07	0
63	0.8972	16.44	0.16	2.76	1.07	0
64	0.8914	16.68	0.16	2.75	1.07	0
65	0.8341	16.77	0.11	2.78	1.07	0
66	0.7989	17.23	0.17	2.82	1.11	0
67	0.8028	16.81	0.12	2.77	1.07	0
68	0.8479	17.39	0.15	2.81	1.11	0
69	0.8570	17.24	0.20	2.75	1.07	0
70	0.8722	17.30	0.20	2.75	1.07	0
71	0.8517	17.44	0.16	2.72	1.06	0
72	0.8122	17.80	0.12	2.73	1.06	0
73	0.8149	17.78	0.10	2.72	1.06	0
74	0.7467	17.83	0.08	2.72	1.06	0
75	0.7787	18.20	-0.15	2.82	1.11	0
76	0.8439	18.28	-0.19	2.82	1.10	0
77	0.8734	18.48	-0.24	2.80	1.10	0
78	0.8918	18.53	-0.29	2.79	1.08	0
79	0.8765	18.50	-0.22	2.81	1.10	0
80	0.8686	18.43	-0.25	2.80	1.09	0
81	0.8072	18.19	-0.23	2.78	1.07	0
82	0.7943	18.26	-0.20	2.73	1.06	0
83	0.8364	18.59	-0.23	2.74	1.06	0
84	0.8247	18.67	-0.24	2.74	1.06	0
85	0.7871	18.58	0.07	2.78	1.08	0
86	0.8082	18.54	0.08	2.78	1.08	0
87	0.8013	18.41	0.08	2.78	1.07	0
88	0.7887	18.70	-0.17	2.77	1.07	0
89	0.8099	18.48	-0.16	2.78	1.07	0
90	0.7609	18.74	0.05	2.77	1.07	0
91	0.7687	18.73	-0.16	2.75	1.06	0
92	0.8251	18.46	-0.15	2.76	1.06	0
93	0.7922	18.23	-0.23	2.77	1.07	0
94	0.7046	18.23	0.08	2.83	1.11	0
95	0.7970	18.58	-0.22	2.75	1.06	0
96	0.7439	19.30	-0.12	2.79	1.08	0
97	0.7628	19.35	-0.13	2.80	1.09	0
98	0.7069	19.14	-0.19	2.78	1.07	0
99	0.7367	19.16	-0.17	2.77	1.07	0
100	0.7156	19.29	0.07	2.81	1.10	0
101	0.7154	19.27	0.08	2.80	1.09	0
102	0.6977	19.17	0.11	2.79	1.09	0
103	0.8280	19.53	0.12	2.80	1.09	0
104	0.7836	19.35	0.10	2.80	1.08	0
105	0.7317	19.22	0.11	2.80	1.08	0
106	0.7911	19.34	0.10	2.81	1.09	0
107	0.7536	19.27	0.10	2.80	1.09	0
108	0.7045	19.16	-0.14	2.77	1.07	0
109	0.7433	19.18	-0.13	2.78	1.07	0
110	0.7219	19.18	0.07	2.81	1.09	0
111	0.7088	18.84	0.06	2.72	1.06	0
112	0.6962	18.86	0.08	2.72	1.06	0
113	0.7507	18.82	0.08	2.72	1.06	0
114	0.7371	19.14	0.07	2.76	1.06	0
115	0.7690	18.83	0.10	2.72	1.06	0
116	0.8079	18.78	0.09	2.73	1.06	0
117	0.7796	18.84	0.11	2.72	1.05	0
118	0.7969	18.83	0.07	2.75	1.06	0
119	0.7655	18.84	0.09	2.73	1.06	0
120	0.6802	19.13	0.08	2.73	1.06	0
121	0.6870	19.17	-0.08	2.74	1.06	0
122	0.7774	19.24	-0.10	2.79	1.08	0
123	0.7111	18.83	-0.15	2.76	1.07	0
124	0.7318	19.17	-0.17	2.77	1.08	0
125	0.8317	19.30	-0.11	2.76	1.06	0
126	0.7319	18.85	0.08	2.71	1.05	0
127	0.7752	19.14	0.11	2.73	1.05	0
128	0.7927	19.15	0.11	2.74	1.06	0
129	0.8385	19.26	0.13	2.74	1.06	0
130	0.8594	19.46	0.13	2.73	1.06	0
131	0.8162	19.26	0.10	2.74	1.06	0
132	0.7536	19.15	0.09	2.73	1.06	0
133	0.8226	19.29	0.10	2.74	1.06	0
134	0.8005	18.81	0.09	2.77	1.06	0
135	0.8372	19.39	0.11	2.72	1.05	0
136	0.8404	19.38	0.08	2.75	1.07	0
137	0.7936	19.29	0.08	2.76	1.07	0
138	0.7624	19.20	-0.12	2.78	1.08	0
139	0.8231	19.32	-0.13	2.79	1.09	0
140	0.8279	19.39	0.18	2.75	1.07	0
141	0.8215	19.22	0.19	2.75	1.07	0
142	0.8011	19.24	0.24	2.82	1.10	0
143	0.8462	19.26	0.29	2.72	1.05	0
144	0.8389	19.38	0.21	2.83	1.10	0
145	0.7502	18.86	0.16	2.69	1.05	0
146	0.8204	19.23	0.18	2.66	1.03	0
147	0.8183	19.21	0.15	2.68	1.04	0
148	0.8103	19.51	-0.11	2.80	1.09	0
149	0.8258	19.56	-0.20	2.81	1.09	0
150	0.8426	19.39	-0.18	2.79	1.08	0
151	0.8372	19.40	-0.30	2.76	1.06	0
152	0.8530	19.49	0.14	2.72	1.07	0
153	0.8751	19.53	0.63	2.72	1.06	0
154	0.8004	19.83	1.40	2.71	1.06	0
155	0.8336	19.79	2.21	2.71	1.05	0
156	0.8008	20.26	2.88	2.82	1.09	0
157	0.7965	20.32	4.25	2.80	1.09	0
158	0.8306	19.77	5.26	2.78	1.08	0
159	0.8840	19.72	6.25	2.79	1.09	0
160	0.8877	19.51	6.65	2.78	1.07	0
161	0.8825	19.65	7.37	2.77	1.07	0
162	0.0000					
163	0.0000					
164	0.0000					
165	0.0000					
166	0.0000					
167	0.0000					
168	0.0000					
169	0.0000					
170	0.0000					
171	0.0000					
172	0.0000					
173	0.0000					
174	0.9034	21.34	7.40	2.78	1.07	0
175	0.8679	21.49	6.40	2.73	1.05	0
176	0.8834	22.25	5.85	2.80	1.07	0
177	0.8979	22.69	5.40	2.79	1.07	0
178	0.8812	22.75	5.33	2.79	1.07	0
179	0.8837	22.35	5.26	2.77	1.06	0
180	0.9073	22.42	5.51	2.78	1.07	0
181	0.9129	22.47	5.65	2.81	1.09	0
182	0.9102	22.54	5.68	2.80	1.09	0
183	0.9047	22.57	5.63	2.76	1.07	0
184	0.9157	22.45	5.40	2.79	1.08	0
185	0.8726	22.48	5.10	2.76	1.07	0
186	0.8330	22.67	4.79	2.69	1.02	0
187	0.8717	22.75	4.44	2.71	1.03	0
188	0.8454	22.82	4.36	2.78	1.06	0
189	0.8490	22.80	4.10	2.80	1.07	0
190	0.8213	22.73	4.07	2.81	1.07	0
191	0.8721	22.78	4.11	2.80	1.08	0
192	0.8545	22.80	4.17	2.79	1.07	0
193	0.8297	22.74	3.86	2.62	1.00	0
194	0.8561	22.77	3.61	2.48	0.95	0
195	0.9216	22.66	3.36	2.81	1.07	0
196	0.9194	22.53	3.16	2.80	1.07	0
197	0.9089	22.59	3.10	2.79	1.07	0
198	0.9299	22.50	3.29	2.80	1.07	0
199	0.9307	22.45	3.42	2.80	1.07	0
200	0.9295	22.46	3.60	2.77	1.07	0
201	0.8435	22.58	3.87	2.80	1.07	0
202	0.9200	22.35	4.46	2.81	1.08	0
203	0.9197	22.41	4.67	2.81	1.08	0
