step	score	x	y	w	h	class
0	0.0000					
1	0.4947	9.40	0.15	2.97	1.13	5
2	0.6007	9.69	0.12	2.91	1.12	0
3	0.6140	9.88	0.09	2.83	1.10	0
4	0.7048	10.20	0.08	2.83	1.09	0
5	0.7912	10.36	0.10	2.80	1.08	0
6	0.7994	10.71	0.08	2.80	1.08	0
7	0.7135	10.87	0.07	2.80	1.08	0
8	0.6605	11.12	0.08	2.79	1.08	0
9	0.8122	11.31	0.10	2.78	1.07	0
10	0.7906	11.48	0.10	2.77	1.06	0
11	0.8308	11.66	0.11	2.78	1.07	0
12	0.8280	11.75	0.15	2.79	1.08	0
13	0.7432	12.26	0.08	2.76	1.06	0
14	0.8522	12.39	0.16	2.81	1.10	0
15	0.8408	12.41	0.14	2.79	1.09	0
16	0.8563	12.52	0.18	2.80	1.09	0
17	0.8483	12.65	0.22	2.80	1.09	0
18	0.8740	13.41	0.21	2.77	1.07	0
19	0.8770	13.65	0.20	2.77	1.07	0
20	0.8480	13.77	0.22	2.77	1.07	0
21	0.8398	14.35	0.12	2.77	1.07	0
22	0.8739	14.43	0.20	2.78	1.07	0
23	0.8512	14.81	0.26	2.77	1.07	0
24	0.7752	14.67	0.16	2.76	1.07	0
25	0.8124	15.59	0.10	2.73	1.06	0
26	0.8082	15.63	0.09	2.74	1.06	0
27	0.8144	15.64	0.10	2.78	1.08	0
28	0.8037	15.75	0.10	2.77	1.07	0
29	0.8013	16.27	0.10	2.75	1.06	0
30	0.8069	16.22	0.13	2.74	1.06	0
31	0.8098	16.34	0.09	2.75	1.06	0
32	0.8212	16.26	0.15	2.75	1.06	0
33	0.8324	16.37	0.12	2.75	1.06	0
34	0.8555	16.41	0.20	2.76	1.07	0
35	0.8658	16.58	0.33	2.81	1.09	0
36	0.8574	16.54	0.34	2.74	1.06	0
37	0.8806	16.57	0.42	2.74	1.06	0
38	0.8713	16.71	0.43	2.74	1.06	0
39	0.8413	16.78	0.39	2.79	1.08	0
40	0.7809	17.16	0.27	2.76	1.06	0
41	0.8330	16.69	0.23	2.72	1.05	0
42	0.8678	16.73	0.24	2.75	1.06	0
43	0.8741	16.63	0.22	2.76	1.07	0
44	0.8727	16.61	0.14	2.77	1.07	0
45	0.8395	16.77	0.11	2.75	1.07	0
46	0.8419	16.74	0.09	2.75	1.07	0
47	0.8088	16.80	0.09	2.75	1.07	0
48	0.8008	17.27	-0.09	2.79	1.09	0
49	0.8563	17.28	-0.16	2.80	1.09	0
50	0.8542	17.25	-0.21	2.80	1.09	0
51	0.9037	17.33	-0.22	2.81	1.09	0
52	0.9138	17.43	-0.27	2.82	1.09	0
53	0.9168	17.43	-0.29	2.82	1.09	0
54	0.8769	17.60	-0.26	2.81	1.09	0
55	0.8789	17.65	-0.30	2.81	1.09	0
56	0.8032	17.74	-0.12	2.74	1.06	0
57	0.8364	17.72	-0.21	2.80	1.08	0
58	0.8181	17.75	0.08	2.75	1.06	0
59	0.8448	17.72	0.10	2.74	1.06	0
60	0.8079	18.22	-0.12	2.80	1.09	0
61	0.8254	17.82	0.16	2.74	1.06	0
62	0.7966	18.24	-0.09	2.77	1.08	0
63	0.8066	17.82	0.13	2.73	1.06	0
64	0.7830	18.15	0.15	2.76	1.06	0
65	0.8772	18.45	0.13	2.73	1.06	0
66	0.8439	18.69	0.11	2.79	1.07	0
67	0.8586	18.56	0.11	2.73	1.06	0
68	0.8169	18.60	0.09	2.77	1.07	0
69	0.7668	18.82	0.08	2.79	1.07	0
70	0.6898	18.83	-0.15	2.76	1.07	0
71	0.7784	18.79	-0.18	2.77	1.07	0
72	0.8507	19.37	-0.23	2.77	1.07	0
73	0.8526	19.28	-0.24	2.79	1.08	0
74	0.8702	19.64	-0.39	2.78	1.07	0
75	0.8816	19.63	-0.35	2.77	1.07	0
76	0.8252	19.82	-0.30	2.76	1.06	0
77	0.7857	19.82	-0.20	2.78	1.08	0
78	0.7330	20.16	0.08	2.76	1.06	0
79	0.8111	19.84	0.27	2.72	1.06	0
80	0.8279	20.19	0.35	2.80	1.10	0
81	0.8300	20.18	0.44	2.79	1.10	0
82	0.7998	20.21	0.18	2.81	1.10	0
83	0.8032	20.28	0.12	2.71	1.06	0
84	0.7112	20.79	0.09	2.75	1.08	0
85	0.8217	21.22	-0.70	2.82	1.09	0
86	0.8649	21.38	-0.69	2.77	1.07	0
87	0.8428	21.34	-0.83	2.80	1.07	0
88	0.7785	21.75	-0.92	2.74	1.06	0
89	0.7945	21.76	-1.18	2.77	1.07	0
90	0.7593	21.81	-1.11	2.76	1.06	0
91	0.7317	21.77	-0.95	2.79	1.08	0
92	0.8018	22.32	-1.11	2.80	1.08	0
93	0.7535	22.17	-0.89	2.81	1.09	0
94	0.8445	22.41	-0.71	2.78	1.08	0
95	0.8466	23.25	-0.49	2.82	1.09	0
96	0.7828	22.71	0.15	2.74	1.07	0
97	0.7609	23.23	0.72	2.81	1.10	0
98	0.8278	23.34	1.62	2.79	1.09	0
99	0.8391	23.65	2.75	2.82	1.09	0
100	0.7940	23.56	4.18	2.81	1.09	0
101	0.8317	23.24	5.74	2.80	1.08	0
102	0.8836	22.63	7.25	2.78	1.08	0
103	0.0000					
104	0.0000					
105	0.0000					
106	0.0000					
107	0.0000					
108	0.0000					
109	0.0000					
110	0.0000					
111	0.0000					
112	0.0000					
113	0.0000					
114	0.0000					
115	0.0000					
116	0.8677	24.44	7.14	2.35	1.01	0
117	0.8611	25.31	5.56	2.80	1.09	0
118	0.8142	25.66	3.91	2.78	1.07	0
119	0.8481	25.62	2.88	2.77	1.07	0
120	0.8655	25.76	2.40	2.76	1.06	0
121	0.8065	26.12	2.30	2.82	1.10	0
122	0.8127	26.16	2.64	2.76	1.06	0
123	0.8271	26.17	3.53	2.80	1.08	0
124	0.8223	25.81	4.57	2.79	1.08	0
125	0.8684	25.75	5.49	2.79	1.08	0
126	0.7972	25.80	6.06	2.82	1.09	0
127	0.8617	25.78	6.08	2.83	1.10	0
128	0.7582	26.16	5.92	2.79	1.08	0
129	0.8760	25.77	5.29	2.80	1.08	0
130	0.8234	26.17	4.64	2.80	1.07	0
131	0.8652	26.22	3.77	2.76	1.06	0
132	0.8621	26.18	3.26	2.79	1.08	0
133	0.7880	26.20	2.91	2.77	1.07	0
134	0.7840	26.18	2.90	2.75	1.06	0
135	0.8263	26.14	3.33	2.80	1.08	0
136	0.8563	25.79	3.57	2.78	1.07	0
137	0.7990	25.85	3.70	2.76	1.06	0
138	0.7833	25.85	3.83	2.76	1.07	0
139	0.7766	25.85	3.81	2.76	1.07	0
140	0.7676	26.12	3.72	2.78	1.07	0
141	0.8372	26.17	3.56	2.79	1.08	0
142	0.8219	26.14	3.43	2.80	1.09	0
143	0.8885	26.26	3.28	2.79	1.08	0
144	0.8704	26.18	3.28	2.81	1.09	0
145	0.8882	26.36	3.18	2.82	1.09	0
146	0.8922	26.57	3.15	2.81	1.08	0
147	0.8842	26.67	3.21	2.81	1.09	0
148	0.9073	26.55	3.26	2.79	1.07	0
149	0.8999	26.74	3.36	2.80	1.08	0
150	0.8975	26.75	3.53	2.78	1.08	0
151	0.8601	26.79	3.67	2.78	1.08	0
152	0.8713	26.78	3.67	2.78	1.07	0
153	0.8489	27.18	3.65	2.78	1.07	0
154	0.8453	27.17	3.46	2.78	1.07	0
155	0.8882	27.25	3.34	2.81	1.08	0
156	0.8503	27.32	2.92	2.80	1.08	0
157	0.9235	27.46	2.80	2.79	1.07	0
158	0.9214	27.53	2.71	2.77	1.07	0
159	0.9206	27.55	2.69	2.76	1.07	0
160	0.9157	27.54	2.70	2.76	1.07	0
161	0.8748	27.64	2.80	2.76	1.07	0
162	0.8258	27.81	3.15	2.81	1.08	0
163	0.8816	27.71	3.27	2.78	1.07	0
164	0.8546	27.80	3.56	2.79	1.08	0
165	0.8437	28.24	3.80	2.79	1.08	0
166	0.8013	28.21	3.87	2.74	1.06	0
167	0.8549	28.33	3.88	2.74	1.06	0
168	0.8688	28.49	3.86	2.76	1.06	0
169	0.8957	28.56	3.75	2.80	1.08	0
170	0.9162	28.51	3.47	2.80	1.08	0
171	0.8717	28.63	3.08	2.78	1.08	0
172	0.8728	28.73	2.76	2.75	1.06	0
173	0.8256	28.84	2.62	2.74	1.06	0
174	0.8903	29.24	2.71	2.79	1.07	0
175	0.8613	29.19	2.71	2.80	1.08	0
176	0.8719	29.20	2.77	2.79	1.07	0
177	0.9107	29.41	2.87	2.79	1.07	0
178	0.8929	29.48	3.23	2.80	1.09	0
179	0.9101	29.41	3.53	2.80	1.09	0
180	0.9111	29.46	3.70	2.80	1.08	0
181	0.9177	29.50	3.72	2.75	1.06	0
182	0.9141	29.37	3.73	2.75	1.06	0
183	0.9104	29.42	3.76	2.75	1.06	0
184	0.8236	29.81	3.79	2.75	1.06	0
185	0.8180	29.85	3.72	2.74	1.06	0
186	0.8466	29.84	3.52	2.74	1.06	0
187	0.8650	29.80	3.42	2.78	1.08	0
188	0.8190	30.22	2.81	2.76	1.06	0
189	0.8873	30.25	2.67	2.77	1.07	0
190	0.9157	30.39	2.64	2.77	1.07	0
191	0.9107	30.52	2.63	2.77	1.07	0
192	0.9142	30.37	2.69	2.78	1.07	0
193	0.9096	30.55	2.69	2.77	1.07	0
194	0.8725	30.70	2.69	2.73	1.05	0
195	0.8477	30.70	3.12	2.80	1.09	0
196	0.8349	30.82	3.22	2.78	1.09	0
197	0.8126	31.18	3.27	2.80	1.09	0
198	0.8438	31.27	3.31	2.79	1.09	0
199	0.8106	31.18	3.49	2.77	1.08	0
200	0.8319	31.21	3.61	2.77	1.08	0
201	0.8647	31.28	3.66	2.77	1.08	0
202	0.8824	31.32	3.67	2.78	1.08	0
203	0.8953	31.37	3.61	2.78	1.07	0
204	0.8848	31.41	3.69	2.81	1.09	0
