step	idx	score	x	y	w	h	class
1	0	0.9957	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9954	-32.00	-40.00	0.00	-0.00	0
1	2	0.6889	21.44	0.54	0.65	0.57	5
1	3	0.6290	9.70	0.10	2.77	1.09	0
2	0	0.9963	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9953	-32.00	-40.00	0.00	-0.00	0
2	2	0.7554	9.73	0.05	2.78	1.09	0
2	3	0.5065	21.35	0.46	0.76	1.01	5
3	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9958	-32.00	-40.00	-0.00	-0.00	0
3	2	0.9946	-32.00	-40.00	-0.00	-0.00	0
3	3	0.7399	9.82	0.08	2.83	1.09	0
3	4	0.5158	20.46	0.46	0.53	0.75	5
4	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
4	1	0.9957	-32.00	-40.00	-0.00	-0.00	0
4	2	0.7259	9.87	0.07	2.78	1.09	0
4	3	0.5587	20.45	0.52	0.57	0.77	5
5	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9960	-32.00	-40.00	-0.00	-0.00	0
5	2	0.8319	10.24	0.11	2.78	1.09	0
5	3	0.4730	20.46	0.55	0.59	0.77	5
6	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
6	1	0.9953	-32.00	-40.00	-0.00	-0.00	0
6	2	0.8592	10.44	0.10	2.75	1.08	0
6	3	0.4622	20.49	0.60	0.36	0.53	5
7	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
7	1	0.9953	-32.00	-40.00	-0.00	-0.00	0
7	2	0.8431	10.46	0.09	2.68	1.05	0
7	3	0.5281	21.42	0.67	0.35	0.44	5
8	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
8	1	0.9953	-32.00	-40.00	-0.00	-0.00	0
8	2	0.8039	10.35	0.07	2.37	0.94	0
8	3	0.6614	21.47	0.63	0.17	0.17	5
8	4	0.4378	16.40	-1.48	0.17	0.17	5
8	5	0.4362	18.49	-1.48	0.17	0.17	5
8	6	0.3483	15.49	-1.43	0.53	0.26	5
