tick,sim_time_s,leader_x,leader_y,leader_speed_kmh,follower_x,follower_y,follower_speed_kmh,distance_m,ttc_s,follower_throttle,follower_steer,follower_brake,collision_detected
292,14.6,200.012,-13.167,53.74,519.4,-14.293,10.65,319.39,-1,0.135,-0.011,0.0,0
293,14.65,199.271,-13.165,53.18,519.253,-14.294,10.61,319.984,-1,0.245,-0.006,0.0,0
294,14.7,198.536,-13.162,52.67,519.105,-14.296,10.64,320.571,-1,0.289,-0.004,0.0,0
295,14.75,197.809,-13.159,52.18,518.957,-14.297,10.71,321.15,-1,0.231,-0.01,0.0,0
296,14.8,197.088,-13.156,51.69,518.808,-14.298,10.74,321.721,-1,0.129,-0.005,0.0,0
297,14.85,196.375,-13.154,51.18,518.658,-14.3,10.73,322.286,-1,0.081,0.008,0.0,0
298,14.9,195.668,-13.151,50.64,518.51,-14.303,10.67,322.844,-1,0.124,0.011,0.0,0
299,14.95,194.97,-13.148,50.07,518.362,-14.305,10.63,323.395,-1,0.207,-0.006,0.0,0
300,15.0,194.279,-13.146,49.47,518.214,-14.307,10.64,323.937,-1,0.26,0.008,0.0,0
301,15.05,193.597,-13.143,48.86,518.066,-14.309,10.69,324.471,-1,0.233,-0.001,0.0,0
302,15.1,192.924,-13.141,48.24,517.917,-14.311,10.73,324.996,-1,0.158,0.013,0.0,0
303,15.15,192.259,-13.138,47.63,517.768,-14.314,10.72,325.512,-1,0.109,0.009,0.0,0
304,15.2,191.602,-13.136,47.03,517.62,-14.317,10.69,326.02,-1,0.125,0.004,0.0,0
305,15.25,190.954,-13.133,46.44,517.472,-14.319,10.65,326.52,-1,0.184,-0.004,0.0,0
306,15.3,190.314,-13.131,45.87,517.324,-14.321,10.65,327.012,-1,0.231,-0.008,0.0,0
307,15.35,189.681,-13.129,45.32,517.176,-14.322,10.68,327.497,-1,0.225,0.001,0.0,0
308,15.4,189.056,-13.126,44.79,517.027,-14.324,10.71,327.973,-1,0.176,-0.005,0.0,0
309,15.45,188.438,-13.124,44.27,516.878,-14.326,10.71,328.442,-1,0.134,0.002,0.0,0
310,15.5,187.828,-13.122,43.76,516.73,-14.329,10.69,328.904,-1,0.134,0.01,0.0,0
311,15.55,187.224,-13.119,43.25,516.581,-14.331,10.67,329.359,-1,0.173,-0.002,0.0,0
312,15.6,186.628,-13.117,42.75,516.433,-14.333,10.66,329.808,-1,0.211,-0.001,0.0,0
313,15.65,186.038,-13.115,42.26,516.285,-14.335,10.68,330.249,-1,0.215,-0.006,0.0,0
314,15.7,185.455,-13.113,41.77,516.137,-14.336,10.7,330.684,-1,0.184,-0.018,0.0,0
315,15.75,184.879,-13.111,41.27,515.988,-14.337,10.71,331.111,-1,0.153,-0.004,0.0,0
316,15.8,184.31,-13.109,40.78,515.84,-14.338,10.69,331.532,-1,0.143,-0.017,0.0,0
317,15.85,183.748,-13.106,40.28,515.691,-14.339,10.68,331.946,-1,0.168,-0.008,0.0,0
318,15.9,183.193,-13.104,39.79,515.543,-14.339,10.67,332.353,-1,0.195,-0.025,0.0,0
319,15.95,182.644,-13.102,39.3,515.395,-14.34,10.67,332.753,-1,0.209,0.006,0.0,0
320,16.0,182.102,-13.1,38.82,515.247,-14.341,10.69,333.147,-1,0.189,-0.008,0.0,0
321,16.05,181.567,-13.098,38.35,515.098,-14.342,10.7,333.533,-1,0.162,-0.019,0.0,0
322,16.1,181.038,-13.096,37.89,514.949,-14.342,10.7,333.914,-1,0.151,-0.014,0.0,0
323,16.15,180.516,-13.094,37.44,514.801,-14.341,10.68,334.288,-1,0.168,-0.035,0.0,0
324,16.2,179.999,-13.093,36.99,514.653,-14.34,10.67,334.656,-1,0.189,-0.011,0.0,0
325,16.25,179.489,-13.091,36.55,514.504,-14.34,10.68,335.017,-1,0.197,-0.018,0.0,0
326,16.3,178.985,-13.089,36.12,514.356,-14.34,10.69,335.373,-1,0.183,-0.007,0.0,0
327,16.35,178.487,-13.087,35.69,514.208,-14.339,10.69,335.723,-1,0.167,-0.018,0.0,0
328,16.4,177.995,-13.085,35.27,514.059,-14.338,10.69,336.066,-1,0.161,-0.018,0.0,0
329,16.45,177.509,-13.083,34.85,513.911,-14.336,10.68,336.404,-1,0.172,-0.029,0.0,0
330,16.5,177.028,-13.082,34.43,513.762,-14.334,10.67,336.737,-1,0.172,-0.029,0.0,0
331,16.55,176.553,-13.08,34.02,513.614,-14.333,10.68,337.063,-1,0.198,-0.016,0.0,0
332,16.6,176.084,-13.078,33.61,513.466,-14.331,10.68,337.384,-1,0.19,-0.024,0.0,0
333,16.65,175.621,-13.076,33.2,513.317,-14.328,10.69,337.699,-1,0.177,-0.034,0.0,0
334,16.7,175.163,-13.075,32.8,513.169,-14.325,10.69,338.008,-1,0.164,-0.029,0.0,0
335,16.75,174.711,-13.073,32.41,513.021,-14.322,10.69,338.312,-1,0.165,-0.021,0.0,0
336,16.8,174.264,-13.072,32.02,512.872,-14.318,10.68,338.611,-1,0.171,-0.028,0.0,0
337,16.85,173.822,-13.07,31.63,512.724,-14.315,10.68,338.904,-1,0.189,-0.019,0.0,0
338,16.9,173.386,-13.069,31.25,512.576,-14.312,10.68,339.192,-1,0.187,-0.029,0.0,0
339,16.95,172.955,-13.067,30.88,512.427,-14.308,10.69,339.474,-1,0.184,-0.009,0.0,0
340,17.0,172.529,-13.065,30.51,512.279,-14.305,10.69,339.752,-1,0.167,-0.018,0.0,0
341,17.05,172.109,-13.064,30.14,512.13,-14.302,10.69,340.024,-1,0.167,-0.018,0.0,0
342,17.1,171.693,-13.063,29.78,511.982,-14.298,10.68,340.291,-1,0.171,-0.016,0.0,0
343,17.15,171.282,-13.061,29.43,511.834,-14.294,10.68,340.554,-1,0.182,-0.016,0.0,0
344,17.2,170.877,-13.06,29.07,511.686,-14.29,10.68,340.811,-1,0.185,-0.035,0.0,0
345,17.25,170.476,-13.058,28.72,511.537,-14.287,10.68,341.064,-1,0.189,0.015,0.0,0
346,17.3,170.08,-13.057,28.38,511.389,-14.284,10.69,341.311,-1,0.18,-0.01,0.0,0
347,17.35,169.688,-13.055,28.04,511.24,-14.28,10.69,341.554,-1,0.169,-0.006,0.0,0
348,17.4,169.302,-13.054,27.7,511.092,-14.277,10.69,341.792,-1,0.164,-0.003,0.0,0
349,17.45,168.92,-13.052,27.37,510.944,-14.273,10.68,342.026,-1,0.172,-0.009,0.0,0
350,17.5,168.543,-13.051,27.04,510.795,-14.271,10.68,342.255,-1,0.184,0.02,0.0,0
351,17.55,168.17,-13.05,26.71,510.647,-14.269,10.68,342.48,-1,0.194,0.007,0.0,0
352,17.6,167.801,-13.048,26.39,510.499,-14.267,10.69,342.699,-1,0.181,0.005,0.0,0
353,17.65,167.438,-13.047,26.07,510.35,-14.264,10.69,342.915,-1,0.165,-0.006,0.0,0
354,17.7,167.078,-13.046,25.76,510.202,-14.261,10.69,343.126,-1,0.163,-0.003,0.0,0
355,17.75,166.723,-13.044,25.45,510.053,-14.257,10.7,343.333,-1,0.247,-0.008,0.0,0
356,17.8,166.372,-13.043,25.15,509.905,-14.255,10.71,343.535,-1,0.144,0.018,0.0,0
357,17.85,166.025,-13.042,24.84,509.756,-14.253,10.74,343.733,-1,0.349,-0.002,0.0,0
358,17.9,165.683,-13.041,24.54,509.606,-14.25,10.8,343.925,-1,0.145,0.006,0.0,0
359,17.95,165.344,-13.039,24.25,509.455,-14.248,10.85,344.113,-1,0.0,0.017,0.0,0
360,18.0,165.01,-13.038,23.96,509.306,-14.247,10.71,344.298,-1,0.014,0.019,0.0,0
361,18.05,164.68,-13.037,23.67,509.158,-14.246,10.58,344.481,-1,0.162,0.008,0.0,0
362,18.1,164.353,-13.036,23.38,509.012,-14.244,10.52,344.661,-1,0.362,0.001,0.0,0
363,18.15,164.031,-13.034,23.1,508.865,-14.242,10.61,344.837,-1,0.418,0.002,0.0,0
364,18.2,163.712,-13.033,22.82,508.717,-14.239,10.76,345.006,-1,0.261,0.001,0.0,0
365,18.25,163.397,-13.032,22.55,508.566,-14.237,10.85,345.171,-1,0.025,-0.008,0.0,0
366,18.3,163.087,-13.031,22.28,508.416,-14.234,10.81,345.331,-1,0.006,-0.003,0.0,0
367,18.35,162.779,-13.03,22.01,508.267,-14.231,10.69,345.489,-1,0.015,-0.01,0.0,0
368,18.4,162.476,-13.029,21.75,508.119,-14.228,10.56,345.645,-1,0.198,-0.003,0.0,0
369,18.45,162.176,-13.027,21.48,507.973,-14.225,10.53,345.799,-1,0.379,-0.007,0.0,0
370,18.5,161.88,-13.027,21.23,507.826,-14.223,10.63,345.948,-1,0.395,0.001,0.0,0
371,18.55,161.587,-13.025,20.97,507.677,-14.221,10.78,346.092,-1,0.219,0.025,0.0,0
372,18.6,161.298,-13.025,20.72,507.527,-14.223,10.8,346.231,-1,0.013,0.266,0.0,0
373,18.65,161.012,-13.023,20.47,507.379,-14.234,10.65,346.369,-1,0.04,0.319,0.0,0
374,18.7,160.73,-13.022,20.22,507.232,-14.246,10.6,346.504,-1,0.399,-0.11,0.0,0
375,18.75,160.451,-13.021,19.98,507.085,-14.25,10.59,346.636,-1,0.333,-0.02,0.0,0
376,18.8,160.176,-13.02,19.74,506.938,-14.248,10.67,346.764,-1,0.299,-0.08,0.0,0
377,18.85,159.904,-13.019,19.5,506.789,-14.242,10.76,346.887,-1,0.183,-0.115,0.0,0
378,18.9,159.635,-13.019,19.27,506.639,-14.235,10.79,347.007,-1,0.084,-0.093,0.0,0
379,18.95,159.369,-13.017,19.04,506.49,-14.231,10.73,347.123,-1,0.049,0.021,0.0,0
380,19.0,159.107,-13.017,18.81,506.342,-14.23,10.65,347.237,-1,0.127,0.009,0.0,0
381,19.05,158.847,-13.015,18.58,506.194,-14.229,10.61,347.349,-1,0.249,0.013,0.0,0
382,19.1,158.591,-13.015,18.36,506.047,-14.229,10.64,347.458,-1,0.303,-0.002,0.0,0
383,19.15,158.338,-13.014,18.14,505.898,-14.227,10.71,347.563,-1,0.239,-0.008,0.0,0
384,19.2,158.087,-13.013,18.11,505.749,-14.227,10.75,347.664,-1,0.126,0.008,0.0,0
385,19.25,157.835,-13.012,18.04,505.6,-14.226,10.73,347.767,-1,0.07,0.014,0.0,0
386,19.3,157.585,-13.011,17.95,505.451,-14.226,10.68,347.869,-1,0.115,-0.003,0.0,0
387,19.35,157.345,-13.009,16.7,505.304,-14.224,10.63,347.961,-1,0.207,-0.01,0.0,0
388,19.4,157.118,-13.008,16.33,505.156,-14.223,10.64,348.04,-1,0.269,-0.005,0.0,0
389,19.45,156.891,-13.008,16.4,505.008,-14.221,10.69,348.119,-1,0.244,-0.009,0.0,0
390,19.5,156.661,-13.007,16.71,504.859,-14.22,10.73,348.2,-1,0.159,-0.007,0.0,0
391,19.55,156.424,-13.007,17.29,504.71,-14.217,10.73,348.288,-1,0.1,-0.024,0.0,0
392,19.6,156.178,-13.006,18.02,504.561,-14.215,10.69,348.385,-1,0.118,-0.016,0.0,0
393,19.65,155.921,-13.006,18.84,504.413,-14.211,10.65,348.495,-1,0.185,-0.034,0.0,0
394,19.7,155.656,-13.005,19.1,504.266,-14.208,10.65,348.612,-1,0.24,-0.024,0.0,0
395,19.75,155.39,-13.004,19.24,504.117,-14.204,10.68,348.73,-1,0.232,-0.029,0.0,0
396,19.8,155.118,-13.004,19.77,503.969,-14.2,10.71,348.853,-1,0.173,-0.011,0.0,0
397,19.85,154.839,-13.003,20.31,503.82,-14.197,10.72,348.983,-1,0.125,-0.011,0.0,0
398,19.9,154.55,-13.002,21.14,503.671,-14.193,10.69,349.123,-1,0.126,-0.021,0.0,0
399,19.95,154.25,-13.001,21.9,503.523,-14.189,10.66,349.275,-1,0.177,-0.02,0.0,0
400,20.0,153.937,-13.0,23.04,503.375,-14.185,10.65,349.44,-1,0.218,-0.024,0.0,0
401,20.05,153.609,-12.999,23.94,503.227,-14.18,10.68,349.62,-1,0.222,-0.027,0.0,0
402,20.1,153.268,-12.998,24.99,503.079,-14.176,10.7,349.813,-1,0.182,-0.003,0.0,0
403,20.15,152.912,-12.996,25.9,502.93,-14.172,10.71,350.02,-1,0.143,-0.002,0.0,0
404,20.2,152.544,-12.995,26.92,502.782,-14.17,10.69,350.239,-1,0.137,0.022,0.0,0
405,20.25,152.163,-12.994,27.82,502.633,-14.168,10.67,350.472,-1,0.172,0.002,0.0,0
406,20.3,151.768,-12.992,28.87,502.485,-14.165,10.66,350.72,-1,0.205,0.005,0.0,0
407,20.35,151.359,-12.991,29.75,502.337,-14.162,10.68,350.98,-1,0.209,0.0,0.0,0
408,20.4,150.937,-12.989,30.78,502.189,-14.159,10.7,351.253,-1,0.184,-0.006,0.0,0
409,20.45,150.502,-12.988,31.68,502.04,-14.156,10.7,351.539,-1,0.156,0.003,0.0,0
410,20.5,150.054,-12.986,32.71,501.891,-14.154,10.69,351.839,-1,0.149,0.013,0.0,0
411,20.55,149.592,-12.984,33.61,501.743,-14.153,10.67,352.153,-1,0.168,0.038,0.0,0
412,20.6,149.117,-12.982,34.64,501.595,-14.153,10.67,352.48,-1,0.204,0.05,0.0,0
413,20.65,148.628,-12.98,35.57,501.447,-14.154,10.68,352.821,-1,0.208,0.03,0.0,0
414,20.7,148.125,-12.978,36.61,501.298,-14.156,10.7,353.175,-1,0.18,0.066,0.0,0
415,20.75,147.609,-12.976,37.58,501.15,-14.16,10.69,353.543,-1,0.168,0.099,0.0,0
416,20.8,147.078,-12.974,38.62,501.001,-14.165,10.71,353.925,-1,0.195,0.055,0.0,0
417,20.85,146.534,-12.972,39.56,500.853,-14.169,10.71,354.321,-1,0.15,0.046,0.0,0
418,20.9,145.976,-12.97,40.51,500.704,-14.169,10.67,354.73,-1,0.152,-0.052,0.0,0
419,20.95,145.406,-12.968,41.4,500.556,-14.167,10.67,355.152,-1,0.202,-0.022,0.0,0
420,21.0,144.824,-12.966,42.29,500.408,-14.168,10.67,355.586,-1,0.203,0.03,0.0,0
421,21.05,144.229,-12.963,43.15,500.26,-14.17,10.69,356.032,-1,0.197,0.029,0.0,0
422,21.1,143.623,-12.961,44.01,500.111,-14.172,10.71,356.49,-1,0.168,0.018,0.0,0
423,21.15,143.005,-12.958,44.85,499.963,-14.175,10.7,356.96,-1,0.145,0.039,0.0,0
424,21.2,142.375,-12.956,45.68,499.814,-14.18,10.66,357.442,-1,0.165,0.115,0.0,0
425,21.25,141.734,-12.953,46.5,499.667,-14.192,10.62,357.936,-1,0.245,0.188,0.0,0
426,21.3,141.081,-12.951,47.32,499.521,-14.208,10.68,358.442,-1,0.357,0.207,0.0,0
427,21.35,140.417,-12.948,48.13,499.373,-14.228,10.78,358.959,-1,0.274,0.224,0.0,0
428,21.4,139.742,-12.946,48.94,499.224,-14.247,10.9,359.485,-1,0.144,0.136,0.0,0
429,21.45,139.055,-12.943,49.74,499.073,-14.26,10.91,360.02,-1,0.0,-0.081,0.0,0
430,21.5,138.358,-12.941,50.54,498.923,-14.27,10.77,360.568,-1,0.016,0.089,0.0,0
431,21.55,137.649,-12.938,51.33,498.775,-14.279,10.61,361.128,-1,0.081,-0.033,0.0,0
432,21.6,136.93,-12.935,52.12,498.629,-14.285,10.51,361.702,-1,0.318,-0.022,0.0,0
433,21.65,136.199,-12.932,52.91,498.483,-14.292,10.56,362.286,-1,0.446,-0.014,0.0,0
434,21.7,135.458,-12.93,53.69,498.335,-14.299,10.71,362.88,-1,0.344,0.01,0.0,0
435,21.75,134.706,-12.927,54.47,498.186,-14.311,10.81,363.483,-1,0.103,0.145,0.0,0
436,21.8,133.943,-12.924,55.24,498.037,-14.328,10.79,364.097,-1,0.004,0.161,0.0,0
437,21.85,133.169,-12.921,56.01,497.89,-14.351,10.64,364.724,-1,0.11,0.268,0.0,0
438,21.9,132.385,-12.918,56.77,497.746,-14.379,10.62,365.364,-1,0.418,0.226,0.0,0
439,21.95,131.59,-12.915,57.53,497.601,-14.408,10.69,366.014,-1,0.402,0.245,0.0,0
440,22.0,130.785,-12.912,58.29,497.456,-14.441,10.86,366.674,-1,0.31,0.247,0.0,0
441,22.05,129.969,-12.909,59.04,497.309,-14.477,10.94,367.344,-1,0.055,0.278,0.0,0
442,22.1,129.143,-12.906,59.79,497.163,-14.516,10.94,368.023,-1,0.004,0.261,0.0,0
443,22.15,128.306,-12.903,60.53,497.019,-14.557,10.8,368.716,-1,0.017,0.298,0.0,0
444,22.2,127.459,-12.9,61.27,496.877,-14.601,10.7,369.422,-1,0.28,0.3,0.0,0
445,22.25,126.602,-12.897,62.01,496.737,-14.648,10.69,370.139,-1,0.491,0.303,0.0,0
446,22.3,125.735,-12.894,62.74,496.597,-14.698,10.87,370.866,-1,0.44,0.309,0.0,0
447,22.35,124.857,-12.891,63.47,496.454,-14.75,11.06,371.601,-1,0.14,0.292,0.0,0
448,22.4,123.97,-12.888,64.19,496.31,-14.805,11.19,372.345,-1,0.0,0.283,0.0,0
449,22.45,123.072,-12.885,64.91,496.167,-14.861,11.1,373.1,-1,0.018,0.264,0.0,0
450,22.5,122.165,-12.882,65.63,496.025,-14.918,10.98,373.866,-1,0.018,0.261,0.0,0
451,22.55,121.247,-12.879,66.35,495.886,-14.975,10.85,374.644,-1,0.75,0.219,0.0,0
452,22.6,120.32,-12.875,67.06,495.747,-15.032,10.88,375.433,-1,0.75,0.214,0.0,0
453,22.65,119.383,-12.872,67.76,495.606,-15.091,11.16,376.23,-1,0.75,0.218,0.0,0
454,22.7,118.436,-12.869,68.46,495.46,-15.155,11.71,377.031,-1,0.75,0.201,0.0,0
455,22.75,117.479,-12.865,69.16,495.306,-15.221,12.4,377.835,-1,0.75,0.177,0.0,0
456,22.8,116.513,-12.862,69.86,495.143,-15.294,13.2,378.638,-1,0.75,0.175,0.0,0
457,22.85,115.537,-12.859,70.55,494.97,-15.371,14.03,379.441,-1,0.75,0.161,0.0,0
458,22.9,114.551,-12.855,71.24,494.785,-15.453,14.87,380.243,-1,0.75,0.113,0.0,0
459,22.95,113.556,-12.852,71.92,494.589,-15.538,15.7,381.043,-1,0.75,0.079,0.0,0
460,23.0,112.551,-12.848,72.6,494.382,-15.625,16.52,381.841,-1,0.75,0.05,0.0,0
461,23.05,111.537,-12.845,73.28,494.164,-15.715,17.33,382.637,-1,0.75,0.024,0.0,0
462,23.1,110.514,-12.841,73.95,493.935,-15.81,18.13,383.433,-1,0.75,0.03,0.0,0
463,23.15,109.481,-12.837,74.62,493.695,-15.905,18.81,384.226,-1,0.75,-0.022,0.0,0
464,23.2,108.439,-12.834,75.29,493.452,-15.999,18.88,385.025,-1,0.75,-0.034,0.0,0
465,23.25,107.388,-12.83,75.95,493.205,-16.091,18.97,385.831,-1,0.75,-0.078,0.0,0
466,23.3,106.328,-12.826,76.61,492.954,-16.18,19.4,386.641,-1,0.75,-0.073,0.0,0
467,23.35,105.258,-12.822,77.27,492.696,-16.269,19.79,387.454,-1,0.75,-0.093,0.0,0
468,23.4,104.179,-12.818,77.92,492.43,-16.356,20.46,388.267,-1,0.75,-0.102,0.0,0
469,23.45,103.092,-12.814,78.57,492.154,-16.442,21.21,389.079,-1,0.75,-0.115,0.0,0
470,23.5,101.995,-12.81,79.22,491.865,-16.528,21.87,389.887,-1,0.438,-0.121,0.0,0
471,23.55,100.89,-12.805,79.86,491.566,-16.611,22.73,390.695,-1,0.02,-0.13,0.0,0
472,23.6,99.775,-12.801,80.45,491.262,-16.691,22.59,391.506,-1,0.109,-0.145,0.0,0
473,23.65,98.654,-12.797,80.85,490.954,-16.766,22.95,392.32,-1,0.102,-0.142,0.0,0
474,23.7,97.531,-12.792,80.81,490.648,-16.836,22.43,393.137,-1,0.096,-0.155,0.0,0
475,23.75,96.413,-12.788,80.27,490.341,-16.897,22.61,393.95,-1,0.09,-0.194,0.0,0
476,23.8,95.306,-12.784,79.33,490.039,-16.951,21.87,394.755,-1,0.0,-0.19,1.0,0
477,23.85,94.213,-12.78,78.17,489.74,-16.998,21.76,395.549,-1,0.0,-0.16,1.0,0
478,23.9,93.139,-12.776,76.86,489.449,-17.039,20.79,396.334,-1,0.071,-0.175,0.0,0
479,23.95,92.083,-12.772,75.49,489.163,-17.074,20.79,397.104,-1,0.75,-0.157,0.0,0
480,24.0,91.046,-12.768,74.11,488.882,-17.103,20.14,397.86,-1,0.75,-0.169,0.0,0
481,24.05,90.028,-12.764,72.74,488.601,-17.129,20.53,398.597,-1,0.75,-0.122,0.0,0
482,24.1,89.029,-12.76,71.4,488.318,-17.15,20.3,399.313,-1,0.75,-0.156,0.0,0
483,24.15,88.048,-12.756,70.15,488.028,-17.168,21.15,400.004,-1,0.75,-0.102,0.0,0
484,24.2,87.083,-12.752,69.03,487.734,-17.183,21.26,400.675,-1,0.605,-0.137,0.0,0
485,24.25,86.132,-12.749,68.09,487.436,-17.194,21.63,401.328,-1,0.551,-0.122,0.0,0
486,24.3,85.193,-12.745,67.32,487.134,-17.2,21.83,401.965,-1,0.0,-0.134,0.0,0
487,24.35,84.264,-12.742,66.68,486.829,-17.205,22.0,402.59,-1,0.05,-0.087,0.0,0
488,24.4,83.342,-12.738,66.11,486.525,-17.207,21.85,403.207,-1,0.044,-0.106,0.0,0
489,24.45,82.429,-12.735,65.55,486.222,-17.209,21.76,403.818,-1,0.038,-0.028,0.0,0
490,24.5,81.523,-12.732,64.96,485.923,-17.209,21.35,404.425,-1,0.0,-0.323,1.0,0
491,24.55,80.626,-12.728,64.3,485.63,-17.204,21.0,405.028,-1,0.0,-0.075,1.0,0
492,24.6,79.739,-12.725,63.56,485.343,-17.197,20.4,405.629,-1,0.315,-0.111,0.0,0
493,24.65,78.863,-12.722,62.75,485.063,-17.189,20.09,406.224,-1,0.0,-0.07,1.0,0
494,24.7,77.999,-12.719,61.91,484.793,-17.179,18.55,406.819,-1,0.0,-0.092,1.0,0
495,24.75,77.146,-12.716,61.05,484.576,-17.171,13.74,407.454,-1,0.0,-0.007,1.0,0
496,24.8,76.305,-12.713,60.21,484.426,-17.167,8.9,408.145,-1,0.75,-0.003,0.0,0
497,24.85,75.475,-12.71,59.42,484.343,-17.166,4.1,408.892,-1,0.75,0.066,0.0,0
498,24.9,74.657,-12.707,58.63,484.277,-17.165,5.25,409.645,-1,0.75,0.015,0.0,0
499,24.95,73.849,-12.704,57.85,484.195,-17.164,6.32,410.37,-1,0.75,0.086,0.0,0
500,25.0,73.052,-12.701,57.06,484.098,-17.164,7.35,411.07,-1,0.75,0.048,0.0,0
501,25.05,72.266,-12.699,56.31,483.987,-17.164,8.29,411.746,-1,0.75,0.062,0.0,0
502,25.1,71.49,-12.696,55.58,483.864,-17.164,9.23,412.398,-1,0.75,0.026,0.0,0
503,25.15,70.724,-12.693,54.88,483.728,-17.163,10.17,413.028,-1,0.75,0.054,0.0,0
504,25.2,69.967,-12.691,54.22,483.579,-17.163,11.12,413.636,-1,0.75,0.029,0.0,0
505,25.25,69.22,-12.688,53.58,483.416,-17.163,12.07,414.221,-1,0.75,0.048,0.0,0
506,25.3,68.481,-12.686,52.96,483.241,-17.163,13.01,414.784,-1,0.75,0.018,0.0,0
507,25.35,67.75,-12.683,52.36,483.053,-17.164,13.91,415.327,-1,0.75,0.069,0.0,0
508,25.4,67.028,-12.68,51.77,482.852,-17.167,14.78,415.849,-1,0.75,0.051,0.0,0
509,25.45,66.313,-12.678,51.18,482.64,-17.171,15.63,416.351,-1,0.75,0.044,0.0,0
510,25.5,65.607,-12.675,50.59,482.416,-17.178,16.4,416.833,-1,0.75,0.267,0.0,0
511,25.55,64.91,-12.673,50.0,482.184,-17.198,17.11,417.299,-1,0.75,0.233,0.0,0
512,25.6,64.22,-12.671,49.41,481.941,-17.22,17.94,417.746,-1,0.75,0.083,0.0,0
513,25.65,63.539,-12.668,48.83,481.686,-17.241,18.75,418.172,-1,0.75,0.095,0.0,0
514,25.7,62.865,-12.666,48.24,481.423,-17.261,18.96,418.583,-1,0.75,0.045,0.0,0
515,25.75,62.2,-12.663,47.66,481.159,-17.281,19.17,418.984,-1,0.75,0.073,0.0,0
516,25.8,61.543,-12.661,47.08,480.892,-17.304,19.38,419.375,-1,0.75,0.068,0.0,0
517,25.85,60.894,-12.659,46.52,480.62,-17.327,19.89,419.752,-1,0.75,0.051,0.0,0
518,25.9,60.253,-12.656,45.96,480.341,-17.351,20.35,420.115,-1,0.75,0.038,0.0,0
519,25.95,59.619,-12.654,45.41,480.054,-17.376,21.06,420.461,-1,0.75,0.03,0.0,0
520,26.0,58.993,-12.652,44.87,479.757,-17.403,21.65,420.792,-1,0.75,0.029,0.0,0
521,26.05,58.374,-12.65,44.34,479.452,-17.429,22.38,421.105,-1,0.0,0.007,0.0,0
522,26.1,57.762,-12.648,43.82,479.139,-17.456,22.7,421.404,-1,0.11,0.003,0.0,0
523,26.15,57.158,-12.645,43.3,478.822,-17.48,22.91,421.692,-1,0.104,-0.04,0.0,0
524,26.2,56.561,-12.643,42.79,478.505,-17.502,22.83,421.973,-1,0.098,-0.032,0.0,0
525,26.25,55.971,-12.641,42.29,478.189,-17.522,22.79,422.247,-1,0.091,-0.031,0.0,0
526,26.3,55.388,-12.639,41.8,477.876,-17.542,22.52,422.517,-1,0.085,-0.026,0.0,0
527,26.35,54.811,-12.637,41.31,477.565,-17.559,22.35,422.782,-1,0.079,-0.036,0.0,0
528,26.4,54.241,-12.635,40.82,477.258,-17.576,21.97,423.046,-1,0.073,-0.023,0.0,0
529,26.45,53.679,-12.633,40.33,476.955,-17.592,21.74,423.306,-1,0.066,-0.033,0.0,0
530,26.5,53.123,-12.631,39.84,476.657,-17.606,21.3,423.564,-1,0.06,-0.029,0.0,0
531,26.55,52.573,-12.629,39.36,476.364,-17.619,21.04,423.82,-1,0.556,-0.04,0.0,0
532,26.6,52.031,-12.627,38.88,476.075,-17.63,20.69,424.074,-1,0.75,-0.037,0.0,0
533,26.65,51.495,-12.625,38.4,475.789,-17.64,20.67,424.324,-1,0.75,-0.034,0.0,0
534,26.7,50.965,-12.623,37.94,475.502,-17.649,20.7,424.566,-1,0.75,-0.02,0.0,0
535,26.75,50.442,-12.621,37.48,475.211,-17.658,21.05,424.799,-1,0.75,-0.035,0.0,0
536,26.8,49.925,-12.619,37.04,474.916,-17.665,21.39,425.021,-1,0.714,-0.034,0.0,0
537,26.85,49.414,-12.617,36.6,474.615,-17.672,21.92,425.23,-1,0.248,-0.033,0.0,0
538,26.9,48.91,-12.616,36.16,474.309,-17.677,22.09,425.429,-1,0.0,-0.036,0.0,0
539,26.95,48.411,-12.614,35.73,474.001,-17.682,22.19,425.62,-1,0.034,-0.028,0.0,0
540,27.0,47.918,-12.612,35.31,473.694,-17.686,22.0,425.806,-1,0.03,-0.019,0.0,0
541,27.05,47.432,-12.61,34.89,473.39,-17.689,21.87,425.988,-1,0.03,-0.025,0.0,0
542,27.1,46.95,-12.609,34.47,473.089,-17.693,21.51,426.169,-1,0.03,-0.012,0.0,0
543,27.15,46.475,-12.607,34.06,472.792,-17.696,21.29,426.347,-1,0.179,-0.012,0.0,0
544,27.2,46.006,-12.605,33.65,472.5,-17.699,20.92,426.524,-1,0.532,-0.007,0.0,0
545,27.25,45.542,-12.603,33.24,472.21,-17.701,20.82,426.699,-1,0.75,-0.02,0.0,0
546,27.3,45.083,-12.602,32.84,471.922,-17.703,20.76,426.869,-1,0.75,-0.013,0.0,0
547,27.35,44.63,-12.6,32.45,471.631,-17.705,21.05,427.031,-1,0.75,0.004,0.0,0
548,27.4,44.183,-12.599,32.06,471.336,-17.708,21.33,427.184,-1,0.74,0.007,0.0,0
549,27.45,43.741,-12.597,31.67,471.036,-17.712,21.84,427.325,-1,0.349,0.002,0.0,0
550,27.5,43.304,-12.596,31.29,470.731,-17.716,22.03,427.457,-1,0.0,0.01,0.0,0
