step	score	x	y	w	h	class
0	0.0000					
1	0.6089	9.77	0.05	2.80	1.10	0
2	0.7189	9.81	0.05	2.77	1.08	0
3	0.7567	9.84	0.08	2.84	1.09	0
4	0.7535	9.86	0.07	2.79	1.09	0
5	0.8691	10.25	0.16	2.78	1.09	0
6	0.8799	10.55	0.14	2.76	1.08	0
7	0.8685	10.71	0.16	2.72	1.05	0
8	0.8589	10.82	0.19	2.71	1.05	0
9	0.8918	11.33	0.18	2.77	1.05	0
10	0.9083	11.52	0.23	2.78	1.06	0
11	0.8880	11.68	0.21	2.79	1.06	0
12	0.8927	11.32	0.19	2.43	0.96	0
13	0.8638	12.21	0.13	2.76	1.07	0
14	0.9089	12.47	0.16	2.77	1.07	0
15	0.9048	12.50	0.17	2.76	1.07	0
16	0.8996	12.76	0.17	2.80	1.09	0
17	0.8863	12.78	0.19	2.80	1.09	0
18	0.8447	12.83	0.19	2.80	1.09	0
19	0.9088	13.33	0.25	2.81	1.09	0
20	0.9030	13.36	0.23	2.75	1.06	0
21	0.9137	13.40	0.23	2.82	1.10	0
22	0.9127	13.49	0.21	2.80	1.07	0
23	0.8977	13.50	0.26	2.81	1.10	0
24	0.8790	13.28	0.27	2.81	1.10	0
25	0.8875	13.32	0.20	2.82	1.10	0
26	0.9009	13.41	0.25	2.79	1.07	0
27	0.9037	13.42	0.16	2.81	1.09	0
28	0.8847	13.39	0.15	2.75	1.06	0
29	0.8843	13.48	0.13	2.70	1.05	0
30	0.9030	13.40	0.17	2.77	1.06	0
31	0.8805	13.47	0.09	2.79	1.08	0
32	0.8784	13.42	0.10	2.71	1.05	0
33	0.8703	13.54	0.10	2.68	1.04	0
34	0.8686	13.40	0.09	2.78	1.07	0
35	0.8251	13.40	0.08	2.70	1.05	0
36	0.8622	13.42	0.08	2.79	1.08	0
37	0.8166	13.36	0.07	2.78	1.07	0
38	0.8415	13.64	0.07	2.79	1.08	0
39	0.8439	13.58	0.07	2.79	1.08	0
40	0.8504	13.41	0.08	2.78	1.07	0
41	0.8858	13.53	0.09	2.80	1.08	0
42	0.7539	14.12	0.10	2.75	1.05	0
43	0.8664	13.74	0.11	2.79	1.07	0
44	0.8427	13.81	0.11	2.78	1.06	0
45	0.8051	14.14	0.16	2.75	1.06	0
46	0.8130	13.82	0.11	2.78	1.06	0
47	0.8806	14.23	0.11	2.81	1.08	0
48	0.8658	14.19	0.13	2.81	1.09	0
49	0.8530	14.17	0.12	2.78	1.07	0
50	0.8771	14.23	0.11	2.79	1.06	0
51	0.8978	14.41	0.11	2.81	1.08	0
52	0.8996	14.50	0.11	2.80	1.08	0
53	0.8898	14.43	0.10	2.79	1.08	0
54	0.9024	14.49	0.09	2.80	1.08	0
55	0.8846	14.55	0.09	2.81	1.09	0
56	0.8466	14.70	0.07	2.79	1.07	0
57	0.8393	14.47	0.06	2.74	1.06	0
58	0.7177	14.86	0.07	2.80	1.08	0
59	0.6897	15.14	-0.09	2.74	1.05	0
60	0.8143	15.27	-0.10	2.74	1.05	0
61	0.8338	15.32	-0.09	2.74	1.05	0
62	0.8430	15.43	-0.08	2.78	1.08	0
63	0.8254	15.52	-0.11	2.73	1.05	0
64	0.8491	15.46	0.07	2.81	1.08	0
65	0.8699	15.48	0.08	2.80	1.08	0
66	0.8150	15.79	0.09	2.79	1.08	0
67	0.8666	15.62	0.10	2.79	1.08	0
68	0.8469	15.71	0.09	2.79	1.08	0
69	0.8471	15.76	0.13	2.78	1.07	0
70	0.8545	16.24	0.27	2.75	1.07	0
71	0.8632	16.42	0.18	2.75	1.07	0
72	0.8637	16.61	0.13	2.74	1.07	0
73	0.8655	16.57	0.10	2.76	1.07	0
74	0.7798	16.78	0.08	2.73	1.06	0
75	0.7690	17.20	-0.14	2.80	1.09	0
76	0.8306	17.30	-0.17	2.80	1.09	0
77	0.8788	17.50	-0.21	2.80	1.09	0
78	0.8843	17.58	-0.25	2.81	1.10	0
79	0.8987	17.48	-0.27	2.81	1.10	0
80	0.8980	17.63	-0.32	2.81	1.10	0
81	0.8775	17.63	-0.36	2.74	1.06	0
82	0.8771	17.72	-0.45	2.82	1.10	0
83	0.8704	18.24	-0.44	2.80	1.09	0
84	0.8629	18.26	-0.36	2.80	1.09	0
85	0.8669	18.37	-0.23	2.80	1.09	0
86	0.8175	18.22	-0.22	2.80	1.10	0
87	0.7832	17.83	-0.29	2.73	1.06	0
88	0.8011	18.26	-0.20	2.80	1.10	0
89	0.8009	17.80	-0.32	2.72	1.06	0
90	0.8279	18.30	-0.20	2.81	1.10	0
91	0.8068	18.29	-0.16	2.79	1.09	0
92	0.7413	17.81	-0.16	2.71	1.05	0
93	0.8129	17.73	-0.21	2.74	1.06	0
94	0.8440	17.65	-0.34	2.74	1.06	0
95	0.8269	18.34	-0.29	2.79	1.08	0
