step	idx	score	x	y	w	h	class
1	0	0.9828	-32.00	-40.00	0.00	0.00	0
1	1	0.9543	-32.00	-40.00	-0.00	-0.00	0
2	0	0.9857	-32.00	-40.00	0.00	0.00	0
2	1	0.9484	-32.00	-40.00	-0.00	-0.00	0
3	0	0.9855	-32.00	-40.00	0.00	0.00	0
3	1	0.9524	-32.00	-40.00	-0.00	-0.00	0
3	2	0.9464	-32.00	-40.00	0.00	0.00	0
4	0	0.9850	-32.00	-40.00	0.00	-0.00	0
4	1	0.9541	-32.00	-40.00	0.00	0.00	0
4	2	0.9541	-32.00	-40.00	-0.00	-0.00	0
5	0	0.9845	-32.00	-40.00	0.00	0.00	0
5	1	0.9525	-32.00	-40.00	0.00	0.00	0
5	2	0.9507	-32.00	-40.00	-0.00	0.00	0
6	0	0.9840	-32.00	-40.00	0.00	0.00	0
6	1	0.9545	-32.00	-40.00	0.00	0.00	0
6	2	0.9544	-32.00	-40.00	-0.00	0.00	0
7	0	0.9830	-32.00	-40.00	0.00	0.00	0
7	1	0.9518	-32.00	-40.00	-0.00	0.00	0
8	0	0.9843	-32.00	-40.00	0.00	0.00	0
8	1	0.9517	-32.00	-40.00	-0.00	0.00	0
9	0	0.9829	-32.00	-40.00	0.00	0.00	0
9	1	0.9549	-32.00	-40.00	0.00	0.00	0
10	0	0.9847	-32.00	-40.00	0.00	0.00	0
10	1	0.9454	-32.00	-40.00	-0.00	-0.00	0
11	0	0.9844	-32.00	-40.00	0.00	0.00	0
11	1	0.9440	-32.00	-40.00	-0.00	0.00	0
12	0	0.9856	-32.00	-40.00	0.00	0.00	0
12	1	0.9535	-32.00	-40.00	0.00	0.00	0
13	0	0.9854	-32.00	-40.00	0.00	0.00	0
13	1	0.9449	-32.00	-40.00	-0.00	-0.00	0
14	0	0.9847	-32.00	-40.00	0.00	0.00	0
14	1	0.9415	-32.00	-40.00	-0.00	-0.00	0
15	0	0.9843	-32.00	-40.00	0.00	0.00	0
15	1	0.9405	-32.00	-40.00	-0.00	0.00	0
16	0	0.9850	-32.00	-40.00	0.00	0.00	0
16	1	0.9388	-32.00	-40.00	-0.00	0.00	0
17	0	0.9845	-32.00	-40.00	0.00	0.00	0
17	1	0.9395	-32.00	-40.00	-0.00	-0.00	0
18	0	0.9847	-32.00	-40.00	0.00	0.00	0
18	1	0.9370	-32.00	-40.00	-0.00	0.00	0
19	0	0.9857	-32.00	-40.00	0.00	0.00	0
19	1	0.9358	-32.00	-40.00	-0.00	0.00	0
20	0	0.9854	-32.00	-40.00	0.00	0.00	0
20	1	0.9368	-32.00	-40.00	-0.00	0.00	0
21	0	0.9851	-32.00	-40.00	0.00	0.00	0
21	1	0.9359	-32.00	-40.00	-0.00	0.00	0
22	0	0.9851	-32.00	-40.00	0.00	0.00	0
22	1	0.9371	-32.00	-40.00	-0.00	0.00	0
23	0	0.9852	-32.00	-40.00	0.00	0.00	0
23	1	0.9382	-32.00	-40.00	-0.00	0.00	0
24	0	0.9846	-32.00	-40.00	0.00	0.00	0
24	1	0.9515	-32.00	-40.00	0.00	0.00	0
