step	idx	score	x	y	w	h	class
1	0	0.9969	-32.00	-40.00	0.00	-0.00	0
1	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
1	2	0.6289	9.67	0.08	2.94	1.13	0
2	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
2	1	0.7465	9.75	0.14	2.89	1.12	0
3	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9969	-32.00	-40.00	0.00	-0.00	0
3	2	0.6665	9.83	0.09	2.83	1.10	0
4	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
4	1	0.6846	9.88	0.09	2.83	1.09	0
5	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9966	-32.00	-40.00	0.00	-0.00	0
5	2	0.7805	10.31	0.07	2.81	1.08	0
6	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
6	1	0.9965	-32.00	-40.00	0.00	-0.00	0
6	2	0.7608	10.61	-0.13	2.83	1.09	0
7	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
7	1	0.9961	-32.00	-40.00	0.00	-0.00	0
7	2	0.7191	10.78	-0.15	2.84	1.09	0
8	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
8	1	0.9969	-32.00	-40.00	0.00	-0.00	0
8	2	0.6397	11.18	-0.26	2.80	1.08	0
9	0	0.9980	-32.00	-40.00	0.00	-0.00	0
9	1	0.9971	-32.00	-40.00	0.00	-0.00	0
9	2	0.7453	11.27	0.07	2.80	1.08	0
10	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9972	-32.00	-40.00	0.00	-0.00	0
10	2	0.8010	11.36	-0.11	2.78	1.07	0
11	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
11	1	0.8372	11.46	0.08	2.80	1.08	0
12	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9957	-32.00	-40.00	-0.00	-0.00	0
12	2	0.8380	11.78	0.11	2.79	1.08	0
13	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
13	1	0.8092	12.35	-0.11	2.79	1.07	0
14	0	0.9981	-32.00	-40.00	0.00	-0.00	0
14	1	0.9973	-32.00	-40.00	0.00	-0.00	0
14	2	0.9958	-32.00	-40.00	-0.00	-0.00	0
14	3	0.8349	12.46	0.08	2.77	1.06	0
15	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
15	1	0.9975	-32.00	-40.00	0.00	-0.00	0
15	2	0.8697	12.43	0.12	2.79	1.08	0
16	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
16	1	0.9969	-32.00	-40.00	0.00	-0.00	0
16	2	0.8707	12.56	0.15	2.81	1.09	0
17	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
17	1	0.9971	-32.00	-40.00	0.00	-0.00	0
17	2	0.8433	12.73	0.15	2.81	1.09	0
17	3	0.3411	-1.43	22.60	2.42	1.00	0
18	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
18	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
18	2	0.8575	13.33	0.15	2.78	1.08	0
19	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
19	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
19	2	0.8752	13.61	0.16	2.78	1.07	0
20	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
20	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
20	2	0.9964	-32.00	-40.00	-0.00	-0.00	0
20	3	0.8455	13.73	0.17	2.78	1.08	0
