step	score	x	y	w	h	class
0	0.0000					
1	0.6289	9.67	0.08	2.94	1.13	0
2	0.7465	9.75	0.14	2.89	1.12	0
3	0.6665	9.83	0.09	2.83	1.10	0
4	0.6846	9.88	0.09	2.83	1.09	0
5	0.7805	10.31	0.07	2.81	1.08	0
6	0.7608	10.61	-0.13	2.83	1.09	0
7	0.7191	10.78	-0.15	2.84	1.09	0
8	0.6397	11.18	-0.26	2.80	1.08	0
9	0.7453	11.27	0.07	2.80	1.08	0
10	0.8010	11.36	-0.11	2.78	1.07	0
11	0.8372	11.46	0.08	2.80	1.08	0
12	0.8380	11.78	0.11	2.79	1.08	0
13	0.8092	12.35	-0.11	2.79	1.07	0
14	0.8349	12.46	0.08	2.77	1.06	0
15	0.8697	12.43	0.12	2.79	1.08	0
16	0.8707	12.56	0.15	2.81	1.09	0
17	0.8433	12.73	0.15	2.81	1.09	0
18	0.8575	13.33	0.15	2.78	1.08	0
19	0.8752	13.61	0.16	2.78	1.07	0
20	0.8455	13.73	0.17	2.78	1.08	0
21	0.8418	14.41	0.12	2.76	1.07	0
22	0.8816	14.41	0.22	2.79	1.08	0
23	0.8471	14.79	0.19	2.78	1.07	0
24	0.8189	15.43	0.11	2.75	1.06	0
25	0.8319	15.51	0.09	2.74	1.06	0
26	0.8108	15.55	0.10	2.79	1.08	0
27	0.8191	15.48	0.11	2.78	1.08	0
28	0.8310	15.65	0.10	2.79	1.08	0
29	0.8303	15.70	0.09	2.79	1.08	0
30	0.8416	15.56	0.15	2.79	1.08	0
31	0.8029	16.29	0.10	2.75	1.07	0
32	0.8541	15.71	0.16	2.80	1.08	0
33	0.8003	16.28	0.10	2.76	1.07	0
34	0.8569	16.36	0.24	2.77	1.07	0
35	0.8671	16.34	0.32	2.76	1.07	0
36	0.8794	16.44	0.25	2.76	1.07	0
37	0.8864	16.40	0.32	2.76	1.07	0
38	0.8822	16.71	0.35	2.75	1.06	0
39	0.8763	16.66	0.34	2.80	1.09	0
40	0.8845	16.75	0.28	2.75	1.06	0
41	0.8928	16.64	0.32	2.77	1.07	0
42	0.8862	16.62	0.19	2.80	1.09	0
43	0.8756	16.44	0.11	2.80	1.09	0
44	0.8485	16.43	0.09	2.80	1.09	0
45	0.8769	16.63	0.08	2.80	1.09	0
46	0.8205	16.71	0.07	2.76	1.07	0
47	0.7904	16.77	0.07	2.76	1.07	0
48	0.7725	16.76	-0.13	2.77	1.06	0
49	0.7811	16.70	-0.10	2.77	1.06	0
50	0.8562	17.26	-0.22	2.79	1.08	0
51	0.8177	17.19	-0.26	2.80	1.09	0
52	0.8904	17.30	-0.27	2.81	1.09	0
53	0.9126	17.39	-0.26	2.79	1.08	0
54	0.9015	17.30	-0.27	2.80	1.08	0
55	0.9151	17.41	-0.27	2.81	1.09	0
56	0.8751	17.59	-0.22	2.80	1.08	0
57	0.8572	17.52	-0.11	2.79	1.08	0
58	0.8621	17.58	0.10	2.76	1.07	0
59	0.8779	17.63	0.11	2.76	1.07	0
60	0.8778	17.71	0.14	2.76	1.07	0
61	0.8898	17.67	0.16	2.76	1.07	0
62	0.8801	17.70	0.17	2.76	1.07	0
63	0.8722	17.74	0.17	2.75	1.07	0
64	0.8103	17.83	0.13	2.74	1.06	0
65	0.7807	17.85	0.14	2.73	1.06	0
66	0.8413	18.30	0.08	2.81	1.09	0
67	0.8455	18.36	-0.08	2.79	1.08	0
68	0.8871	18.38	-0.16	2.79	1.08	0
69	0.8229	18.72	-0.15	2.77	1.07	0
70	0.8481	18.67	-0.22	2.79	1.08	0
71	0.8479	18.69	-0.25	2.79	1.08	0
72	0.7632	19.15	-0.25	2.78	1.08	0
