step	score	x	y	w	h	class
0	0.0000					
1	0.8041	9.81	0.08	2.83	1.10	0
2	0.8190	9.79	0.06	2.84	1.09	0
3	0.7890	9.80	0.08	2.81	1.08	0
4	0.7872	10.16	0.07	2.84	1.10	0
5	0.8860	10.29	0.11	2.84	1.10	0
6	0.9106	10.61	0.11	2.82	1.09	0
7	0.8210	10.88	0.13	2.84	1.10	0
8	0.8219	11.11	0.12	2.82	1.09	0
9	0.9009	11.32	0.12	2.84	1.11	0
10	0.9204	11.46	0.13	2.84	1.10	0
11	0.9239	11.56	0.12	2.82	1.09	0
12	0.8600	11.84	0.12	2.81	1.09	0
13	0.8688	12.17	0.15	2.84	1.10	0
14	0.9122	12.38	0.14	2.83	1.10	0
15	0.9155	12.46	0.17	2.79	1.08	0
16	0.9039	12.68	0.18	2.84	1.10	0
17	0.8313	12.82	0.13	2.80	1.08	0
18	0.9056	13.36	0.14	2.80	1.08	0
19	0.9112	13.60	0.13	2.83	1.08	0
20	0.8628	13.79	0.13	2.84	1.10	0
21	0.8905	14.35	0.10	2.79	1.08	0
22	0.9191	14.43	0.13	2.84	1.09	0
23	0.8498	15.21	0.18	2.78	1.08	0
24	0.8520	14.78	0.16	2.78	1.08	0
25	0.8751	15.29	0.17	2.79	1.08	0
26	0.8978	15.48	0.17	2.81	1.08	0
27	0.8972	15.35	0.20	2.81	1.08	0
28	0.9056	15.43	0.16	2.81	1.08	0
29	0.8996	15.55	0.16	2.80	1.08	0
30	0.9033	15.37	0.14	2.82	1.08	0
31	0.9041	15.47	0.15	2.81	1.08	0
32	0.9041	15.40	0.16	2.82	1.08	0
33	0.8953	15.43	0.12	2.82	1.08	0
34	0.8773	15.69	0.14	2.82	1.08	0
35	0.8662	15.65	0.10	2.83	1.09	0
36	0.8430	16.27	0.10	2.77	1.07	0
37	0.8406	15.75	0.10	2.83	1.09	0
38	0.8421	16.35	0.09	2.77	1.07	0
39	0.8441	16.35	0.07	2.84	1.10	0
40	0.8487	16.31	0.09	2.82	1.09	0
41	0.8213	15.80	0.13	2.82	1.08	0
42	0.8321	16.23	0.19	2.77	1.07	0
43	0.8756	16.27	0.22	2.78	1.07	0
44	0.8487	16.19	0.21	2.78	1.07	0
45	0.8897	16.31	0.21	2.83	1.10	0
46	0.8715	15.75	0.18	2.81	1.08	0
47	0.8918	15.64	0.14	2.81	1.08	0
48	0.9019	15.54	0.12	2.81	1.08	0
49	0.8919	15.58	0.10	2.80	1.08	0
50	0.8780	15.41	0.08	2.81	1.08	0
51	0.8502	15.59	0.07	2.82	1.10	0
52	0.7858	15.55	0.04	2.82	1.09	0
53	0.8007	15.39	-0.06	2.79	1.08	0
54	0.8398	15.30	-0.09	2.79	1.08	0
55	0.8204	15.26	-0.09	2.79	1.08	0
56	0.8157	15.29	-0.07	2.80	1.09	0
57	0.7993	15.25	-0.08	2.79	1.08	0
58	0.7795	15.33	-0.06	2.79	1.08	0
59	0.7798	15.39	0.06	2.80	1.07	0
60	0.8955	15.52	0.08	2.82	1.09	0
61	0.8928	15.41	0.08	2.82	1.10	0
62	0.8963	15.43	0.10	2.83	1.10	0
63	0.8843	15.34	0.11	2.82	1.09	0
64	0.8889	15.35	0.09	2.82	1.09	0
65	0.8968	15.42	0.09	2.83	1.09	0
66	0.8940	15.47	0.09	2.80	1.08	0
67	0.8901	15.33	0.10	2.82	1.09	0
68	0.8586	15.25	0.08	2.82	1.10	0
69	0.8278	15.21	0.07	2.83	1.10	0
70	0.8074	15.17	0.07	2.82	1.09	0
71	0.8010	15.24	0.06	2.82	1.10	0
72	0.8126	15.38	-0.06	2.76	1.06	0
73	0.7329	15.29	-0.04	2.76	1.06	0
74	0.7862	15.38	-0.06	2.75	1.06	0
75	0.8574	15.36	0.06	2.82	1.09	0
76	0.8632	15.44	0.06	2.81	1.09	0
