step	idx	score	x	y	w	h	class
1	0	0.9966	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9952	-32.00	-40.00	0.00	-0.00	0
1	2	0.9947	-32.00	-40.00	-0.00	-0.00	0
1	3	0.7397	21.32	0.39	0.54	0.32	5
1	4	0.5636	10.45	-0.19	1.35	1.59	5
1	5	0.5115	15.40	-1.55	0.17	0.17	5
1	6	0.4148	17.66	-1.64	0.17	0.17	5
1	7	0.3654	38.43	-31.64	2.41	1.00	0
1	8	0.3301	38.45	-28.56	2.42	1.01	0
2	0	0.9967	-32.00	-40.00	0.00	-0.00	0
2	1	0.9953	-32.00	-40.00	-0.00	-0.00	0
2	2	0.9948	-32.00	-40.00	-0.00	-0.00	0
2	3	0.6109	9.84	-0.06	2.86	1.11	0
2	4	0.5943	21.23	0.31	1.08	0.67	5
2	5	0.3803	15.40	-1.58	0.33	0.24	5
2	6	0.3648	17.66	-1.64	0.17	0.17	5
3	0	0.9979	-32.00	-40.00	0.00	-0.00	0
3	1	0.9979	-32.00	-40.00	0.00	0.00	0
3	2	0.9966	-32.00	-40.00	-0.00	-0.00	0
3	3	0.7593	9.51	-0.03	2.76	1.08	0
3	4	0.4240	20.38	0.15	0.85	1.09	5
4	0	0.9986	-32.00	-40.00	-0.00	0.00	0
4	1	0.9981	-32.00	-40.00	0.00	0.00	0
4	2	0.9980	-32.00	-40.00	0.00	-0.00	0
4	3	0.7465	9.65	-0.01	2.81	1.09	0
5	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9981	-32.00	-40.00	0.00	-0.00	0
5	2	0.9980	-32.00	-40.00	0.00	0.00	0
5	3	0.7209	9.83	0.03	2.80	1.09	0
6	0	0.9985	-32.00	-40.00	-0.00	0.00	0
6	1	0.9982	-32.00	-40.00	0.00	-0.00	0
6	2	0.9981	-32.00	-40.00	0.00	0.00	0
6	3	0.7707	10.20	0.06	2.75	1.08	0
