step	idx	score	x	y	w	h	class
1	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
1	1	0.6020	9.53	0.15	2.84	1.10	0
2	0	0.9968	-32.00	-40.00	-0.00	-0.00	0
2	1	0.7182	9.60	0.16	2.84	1.09	0
3	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
3	2	0.7427	9.68	0.20	2.82	1.09	0
4	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
4	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
4	2	0.9924	-32.00	-40.00	-0.00	-0.00	0
4	3	0.6788	9.69	0.16	2.83	1.09	0
5	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
5	2	0.7462	9.76	0.22	2.82	1.09	0
6	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
6	1	0.7869	10.36	0.13	2.84	1.09	0
7	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
7	1	0.7369	10.54	0.09	2.84	1.09	0
8	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
8	1	0.9943	-32.00	-40.00	-0.00	-0.00	0
8	2	0.7085	10.82	0.09	2.84	1.09	0
9	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
9	1	0.6963	11.39	-0.22	2.81	1.08	0
10	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9945	-32.00	-40.00	-0.00	-0.00	0
10	2	0.7532	11.42	0.08	2.83	1.09	0
11	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9946	-32.00	-40.00	-0.00	-0.00	0
11	2	0.7635	11.56	-0.06	2.84	1.10	0
12	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9952	-32.00	-40.00	-0.00	-0.00	0
12	2	0.7484	11.79	-0.16	2.73	1.06	0
13	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
13	1	0.9974	-32.00	-40.00	-0.00	-0.00	0
13	2	0.7286	12.24	-0.22	2.76	1.08	0
14	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
14	2	0.8020	12.46	-0.19	2.78	1.07	0
15	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
15	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
15	2	0.7944	12.43	0.07	2.81	1.09	0
16	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
16	1	0.9965	-32.00	-40.00	-0.00	-0.00	0
16	2	0.7535	13.31	-0.25	2.78	1.07	0
17	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
17	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
17	2	0.7876	12.69	0.10	2.79	1.08	0
18	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
18	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
18	2	0.8149	13.36	-0.28	2.78	1.07	0
19	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
19	1	0.7961	13.29	-0.23	2.79	1.07	0
20	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
20	1	0.8116	13.51	-0.17	2.78	1.07	0
21	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
21	1	0.9948	-32.00	-40.00	-0.00	-0.00	0
