step	idx	score	x	y	w	h	class
1	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9962	-32.00	-40.00	-0.00	-0.00	0
1	2	0.6036	9.76	0.06	2.80	1.10	0
1	3	0.4978	20.42	0.37	0.65	1.03	5
2	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
2	2	0.7191	9.79	0.07	2.81	1.09	0
3	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9984	-32.00	-40.00	0.00	-0.00	0
3	2	0.9970	-32.00	-40.00	-0.00	-0.00	0
3	3	0.7055	9.86	0.06	2.83	1.09	0
4	0	0.9985	-32.00	-40.00	0.00	-0.00	0
4	1	0.9983	-32.00	-40.00	0.00	-0.00	0
4	2	0.9970	-32.00	-40.00	-0.00	-0.00	0
4	3	0.6932	10.17	0.10	2.88	1.09	0
5	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9978	-32.00	-40.00	0.00	-0.00	0
5	2	0.8559	10.22	0.16	2.76	1.08	0
6	0	0.9987	-32.00	-40.00	0.00	-0.00	0
6	1	0.9977	-32.00	-40.00	0.00	-0.00	0
6	2	0.9962	-32.00	-40.00	-0.00	-0.00	0
6	3	0.8696	10.53	0.15	2.77	1.06	0
6	4	0.3101	20.44	0.32	0.69	0.85	5
7	0	0.9990	-32.00	-40.00	0.00	-0.00	0
7	1	0.9977	-32.00	-40.00	-0.00	-0.00	0
7	2	0.9967	-32.00	-40.00	-0.00	-0.00	0
7	3	0.8501	10.81	0.15	2.77	1.06	0
7	4	0.3806	20.49	0.37	0.52	0.66	5
8	0	0.9992	-32.00	-40.00	0.00	-0.00	0
8	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
8	2	0.9966	-32.00	-40.00	-0.00	-0.00	0
8	3	0.8523	10.61	0.16	2.44	0.95	0
8	4	0.3911	20.43	0.17	0.17	0.17	5
8	5	0.3565	15.42	-1.33	0.17	0.17	5
8	6	0.3137	20.57	0.27	0.41	0.54	5
9	0	0.9990	-32.00	-40.00	0.00	-0.00	0
9	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
9	2	0.9969	-32.00	-40.00	-0.00	-0.00	0
9	3	0.8509	11.25	0.15	2.74	1.04	0
10	0	0.9993	-32.00	-40.00	0.00	-0.00	0
10	1	0.9983	-32.00	-40.00	0.00	-0.00	0
10	2	0.9969	-32.00	-40.00	-0.00	-0.00	0
10	3	0.8912	11.50	0.21	2.76	1.05	0
11	0	0.9993	-32.00	-40.00	0.00	-0.00	0
11	1	0.9984	-32.00	-40.00	0.00	-0.00	0
11	2	0.9966	-32.00	-40.00	-0.00	-0.00	0
11	3	0.8760	11.63	0.19	2.78	1.06	0
12	0	0.9993	-32.00	-40.00	0.00	-0.00	0
12	1	0.9984	-32.00	-40.00	0.00	-0.00	0
12	2	0.9969	-32.00	-40.00	-0.00	-0.00	0
12	3	0.8300	11.85	0.21	2.75	1.05	0
12	4	0.4314	21.46	0.23	0.26	0.24	5
13	0	0.9992	-31.99	-40.00	0.00	-0.00	0
13	1	0.9985	-32.00	-40.00	-0.00	-0.00	0
13	2	0.9972	-32.00	-40.00	-0.00	-0.00	0
13	3	0.8722	12.26	0.18	2.78	1.06	0
14	0	0.9993	-32.00	-40.00	0.00	-0.00	0
14	1	0.9983	-32.00	-40.00	0.00	-0.00	0
14	2	0.9970	-32.00	-40.00	-0.00	-0.00	0
14	3	0.9149	12.41	0.22	2.80	1.10	0
15	0	0.9993	-31.99	-40.00	0.00	-0.00	0
15	1	0.9988	-32.00	-40.00	0.00	-0.00	0
15	2	0.9974	-32.00	-40.00	-0.00	-0.00	0
15	3	0.9090	12.44	0.21	2.77	1.07	0
16	0	0.9994	-31.99	-40.00	0.00	-0.00	0
16	1	0.9989	-32.01	-39.99	0.00	0.00	0
16	2	0.9981	-32.00	-40.00	-0.00	-0.00	0
16	3	0.8845	12.80	0.20	2.81	1.09	0
17	0	0.9993	-32.00	-40.00	0.00	-0.00	0
17	1	0.9988	-32.00	-39.99	0.00	-0.00	0
17	2	0.9982	-32.00	-40.00	0.00	-0.00	0
17	3	0.8696	12.81	0.21	2.80	1.09	0
18	0	0.9993	-32.00	-40.00	0.00	-0.00	0
18	1	0.9987	-32.00	-39.99	0.00	-0.00	0
18	2	0.9974	-32.00	-40.00	-0.00	-0.00	0
