step	score	x	y	w	h	class
0	0.0000					
1	0.6036	9.76	0.06	2.80	1.10	0
2	0.7191	9.79	0.07	2.81	1.09	0
3	0.7055	9.86	0.06	2.83	1.09	0
4	0.6932	10.17	0.10	2.88	1.09	0
5	0.8559	10.22	0.16	2.76	1.08	0
6	0.8696	10.53	0.15	2.77	1.06	0
7	0.8501	10.81	0.15	2.77	1.06	0
8	0.8523	10.61	0.16	2.44	0.95	0
9	0.8509	11.25	0.15	2.74	1.04	0
10	0.8912	11.50	0.21	2.76	1.05	0
11	0.8760	11.63	0.19	2.78	1.06	0
12	0.8300	11.85	0.21	2.75	1.05	0
13	0.8722	12.26	0.18	2.78	1.06	0
14	0.9149	12.41	0.22	2.80	1.10	0
15	0.9090	12.44	0.21	2.77	1.07	0
16	0.8845	12.80	0.20	2.81	1.09	0
17	0.8696	12.81	0.21	2.80	1.09	0
18	0.8439	12.83	0.19	2.79	1.09	0
19	0.9056	13.30	0.25	2.80	1.09	0
20	0.9059	13.38	0.23	2.75	1.06	0
21	0.9146	13.44	0.24	2.82	1.10	0
22	0.9141	13.36	0.26	2.79	1.08	0
23	0.8990	13.51	0.26	2.82	1.10	0
24	0.8817	13.31	0.24	2.82	1.10	0
25	0.8909	13.39	0.22	2.82	1.10	0
26	0.8935	13.38	0.24	2.79	1.07	0
27	0.9047	13.40	0.22	2.79	1.07	0
28	0.8963	13.34	0.21	2.80	1.07	0
29	0.8872	13.31	0.12	2.81	1.10	0
30	0.8939	13.35	0.16	2.78	1.06	0
31	0.8822	13.54	0.09	2.80	1.09	0
32	0.8798	13.43	0.11	2.72	1.06	0
33	0.8745	13.44	0.11	2.69	1.04	0
34	0.8623	13.52	0.09	2.79	1.08	0
35	0.8239	13.40	0.07	2.70	1.05	0
36	0.8692	13.46	0.08	2.80	1.08	0
37	0.8599	13.48	0.07	2.78	1.07	0
38	0.8328	13.68	0.07	2.77	1.07	0
39	0.8414	13.57	0.08	2.78	1.08	0
40	0.8651	13.48	0.09	2.79	1.08	0
41	0.8125	13.78	0.08	2.80	1.08	0
42	0.7640	14.11	0.11	2.79	1.08	0
43	0.8736	13.74	0.11	2.79	1.07	0
44	0.8643	13.76	0.11	2.78	1.06	0
45	0.8359	14.16	0.18	2.74	1.05	0
46	0.8058	14.13	0.19	2.74	1.06	0
47	0.8723	14.19	0.21	2.74	1.06	0
48	0.8488	14.15	0.15	2.81	1.09	0
49	0.8525	14.16	0.17	2.74	1.05	0
50	0.8873	14.23	0.12	2.78	1.07	0
51	0.8942	14.40	0.11	2.81	1.09	0
52	0.8985	14.48	0.11	2.81	1.09	0
53	0.8898	14.66	0.10	2.79	1.08	0
54	0.8968	14.50	0.09	2.78	1.07	0
55	0.8788	14.57	0.08	2.79	1.07	0
56	0.8266	14.68	0.06	2.79	1.07	0
57	0.8384	14.57	0.06	2.74	1.06	0
58	0.7035	14.86	0.06	2.79	1.07	0
59	0.6804	14.81	0.05	2.82	1.09	0
60	0.7978	15.32	-0.06	2.73	1.05	0
61	0.8135	15.32	-0.06	2.74	1.06	0
62	0.8442	15.43	-0.08	2.78	1.08	0
63	0.8111	15.49	-0.08	2.74	1.05	0
64	0.8566	15.53	0.07	2.81	1.08	0
65	0.8485	15.48	0.07	2.80	1.08	0
66	0.8104	15.77	0.08	2.80	1.08	0
67	0.8598	15.67	0.08	2.80	1.08	0
68	0.8447	15.71	0.08	2.79	1.08	0
69	0.8486	15.71	0.10	2.79	1.08	0
70	0.8280	16.18	0.25	2.74	1.06	0
71	0.8597	16.36	0.16	2.75	1.07	0
72	0.8545	16.47	0.10	2.78	1.07	0
73	0.8669	16.60	0.10	2.75	1.07	0
74	0.7346	16.75	0.06	2.77	1.07	0
75	0.7531	16.81	0.09	2.72	1.06	0
76	0.8153	17.25	-0.19	2.80	1.09	0
77	0.8428	17.30	-0.21	2.80	1.09	0
78	0.8654	17.38	-0.17	2.74	1.06	0
79	0.8758	17.36	-0.24	2.80	1.10	0
80	0.9096	17.57	-0.39	2.80	1.09	0
81	0.8855	17.58	-0.35	2.80	1.09	0
82	0.8828	17.43	-0.39	2.72	1.05	0
83	0.8877	17.46	-0.41	2.72	1.05	0
84	0.8945	17.48	-0.36	2.73	1.06	0
85	0.8666	17.56	-0.25	2.73	1.06	0
86	0.8480	17.55	-0.20	2.74	1.06	0
87	0.8637	17.61	-0.23	2.81	1.09	0
88	0.8530	17.61	-0.23	2.77	1.07	0
89	0.8376	17.41	-0.26	2.74	1.06	0
90	0.8289	17.47	-0.23	2.73	1.06	0
91	0.8209	17.48	-0.19	2.72	1.05	0
92	0.8415	17.35	-0.20	2.78	1.08	0
93	0.8520	17.51	-0.23	2.78	1.08	0
94	0.7714	16.83	-0.33	2.71	1.05	0
95	0.8589	17.70	-0.32	2.80	1.09	0
96	0.8296	18.27	-0.35	2.81	1.09	0
97	0.8162	17.80	-0.54	2.72	1.05	0
98	0.8180	18.14	-0.38	2.80	1.09	0
99	0.8672	18.36	-0.42	2.79	1.08	0
100	0.8868	18.47	-0.47	2.79	1.08	0
101	0.8610	18.77	-0.35	2.79	1.08	0
102	0.8744	18.53	-0.55	2.73	1.06	0
103	0.8689	18.75	-0.46	2.74	1.06	0
104	0.8478	18.75	-0.39	2.72	1.05	0
105	0.8367	19.43	-0.15	2.79	1.08	0
106	0.8752	19.40	-0.33	2.72	1.05	0
107	0.8648	19.42	-0.29	2.68	1.03	0
108	0.8642	19.39	-0.30	2.68	1.04	0
109	0.7862	19.82	-0.22	2.66	1.03	0
110	0.8040	20.31	-0.17	2.80	1.08	0
111	0.8183	20.35	-0.13	2.81	1.09	0
112	0.8532	20.41	-0.35	2.78	1.07	0
113	0.8652	20.40	-0.30	2.78	1.07	0
