tick,sim_time_s,throttle,steer,brake
0,0.0,0.0,0.0,1.0
1,0.05,0.0,0.0,1.0
2,0.1,0.0,0.0,1.0
3,0.15,0.0,0.0,1.0
4,0.2,0.0,0.0,1.0
5,0.25,0.75,0.074,0.0
6,0.3,0.75,0.041,0.0
7,0.35,0.75,0.054,0.0
8,0.4,0.75,0.046,0.0
9,0.45,0.75,0.049,0.0
10,0.5,0.75,0.057,0.0
11,0.55,0.0,0.046,0.0
12,0.6,0.0375,0.044,0.0
13,0.65,0.0,0.05,1.0
14,0.7,0.0,0.048,1.0
15,0.75,0.0,0.042,1.0
16,0.8,0.0,0.053,1.0
17,0.85,0.0,0.067,1.0
18,0.9,0.0,0.059,1.0
19,0.95,0.0,0.069,1.0
20,1.0,0.0,0.063,1.0
21,1.05,0.0,-0.06,1.0
22,1.1,0.0,0.064,1.0
23,1.15,0.0,0.079,1.0
24,1.2,0.0,0.08,1.0
25,1.25,0.0,0.074,1.0
26,1.3,0.0,0.071,1.0
27,1.35,0.0,0.064,1.0
