step	score	x	y	w	h	class
0	0.0000					
1	0.6420	9.76	0.07	2.78	1.09	0
2	0.7266	9.75	-0.01	2.75	1.06	0
3	0.7603	9.80	0.07	2.83	1.09	0
4	0.7186	10.18	0.06	2.85	1.09	0
5	0.8336	10.27	0.10	2.79	1.09	0
6	0.8661	10.61	0.09	2.79	1.09	0
7	0.7925	10.40	0.04	2.62	1.02	0
8	0.6533	10.45	0.05	2.07	1.09	0
9	0.8240	10.71	0.09	2.58	1.01	0
10	0.8132	11.32	0.08	2.73	1.04	0
11	0.8223	11.57	0.08	2.78	1.06	0
12	0.8991	11.55	0.14	2.72	1.06	0
13	0.8264	11.86	0.11	2.78	1.08	0
14	0.8855	12.47	0.10	2.77	1.06	0
15	0.8891	12.67	0.10	2.78	1.06	0
16	0.7949	12.84	0.09	2.78	1.07	0
17	0.8563	12.45	0.12	2.66	1.03	0
18	0.8211	12.83	0.10	2.76	1.08	0
19	0.8581	13.38	0.11	2.60	1.01	0
20	0.8593	13.28	0.12	2.71	1.06	0
21	0.8776	13.55	0.12	2.78	1.06	0
22	0.8933	13.56	0.11	2.71	1.05	0
23	0.8819	13.68	0.12	2.65	1.03	0
24	0.8757	13.62	0.13	2.66	1.03	0
25	0.8777	13.70	0.13	2.78	1.08	0
26	0.8896	13.74	0.19	2.77	1.08	0
27	0.8886	13.75	0.17	2.66	1.03	0
28	0.9047	13.68	0.14	2.73	1.06	0
29	0.9000	13.71	0.25	2.81	1.10	0
30	0.9154	13.55	0.21	2.65	1.03	0
31	0.8495	13.84	0.27	2.60	1.02	0
32	0.9037	13.66	0.26	2.79	1.08	0
33	0.9113	13.51	0.25	2.59	1.01	0
34	0.8968	13.64	0.30	2.64	1.03	0
35	0.8699	13.69	0.23	2.73	1.06	0
36	0.8537	13.79	0.18	2.79	1.08	0
37	0.8809	13.35	0.15	2.75	1.07	0
38	0.8786	13.52	0.13	2.62	1.02	0
39	0.8748	13.48	0.13	2.77	1.08	0
40	0.8777	13.59	0.10	2.78	1.08	0
41	0.8473	13.40	0.08	2.76	1.07	0
42	0.7993	13.75	-0.06	2.75	1.04	0
43	0.8585	13.60	-0.08	2.75	1.05	0
44	0.8831	13.55	-0.11	2.78	1.07	0
45	0.8034	14.19	-0.06	2.78	1.08	0
46	0.7817	13.85	-0.09	2.76	1.05	0
47	0.7671	13.80	-0.03	2.74	1.05	0
48	0.6483	14.09	-0.02	2.73	1.05	0
49	0.7620	14.14	0.09	2.74	1.06	0
50	0.8625	14.20	0.09	2.76	1.06	0
51	0.8840	14.36	0.09	2.80	1.08	0
52	0.8904	14.39	0.10	2.80	1.09	0
53	0.9000	14.37	0.13	2.70	1.04	0
54	0.9025	14.54	0.15	2.73	1.05	0
55	0.8990	14.44	0.19	2.79	1.09	0
56	0.8906	14.67	0.15	2.73	1.05	0
57	0.8915	14.64	0.14	2.70	1.04	0
58	0.8828	14.68	0.13	2.68	1.04	0
59	0.8860	14.68	0.13	2.73	1.06	0
60	0.8288	15.17	0.10	2.74	1.06	0
61	0.8389	15.19	0.11	2.76	1.07	0
62	0.8880	15.37	0.09	2.78	1.07	0
63	0.8720	15.32	0.09	2.77	1.07	0
64	0.8442	15.47	0.07	2.76	1.06	0
65	0.8008	15.47	-0.07	2.78	1.07	0
66	0.8124	15.61	-0.10	2.78	1.07	0
67	0.7663	15.72	-0.11	2.78	1.07	0
68	0.7348	15.71	-0.10	2.78	1.07	0
69	0.6753	15.80	-0.08	2.77	1.07	0
70	0.8167	15.80	0.09	2.79	1.07	0
71	0.8378	16.19	0.10	2.81	1.09	0
72	0.8854	16.26	0.15	2.78	1.07	0
73	0.8742	16.25	0.14	2.82	1.10	0
74	0.8972	16.37	0.14	2.82	1.10	0
75	0.9062	16.44	0.17	2.77	1.07	0
76	0.8872	16.32	0.15	2.82	1.10	0
77	0.8831	16.26	0.17	2.77	1.07	0
78	0.8524	16.18	0.18	2.78	1.07	0
