step	idx	score	x	y	w	h	class
1	0	0.9964	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9955	-32.00	-40.00	0.00	-0.00	0
1	2	0.7110	21.49	0.48	0.73	0.66	5
1	3	0.6420	9.76	0.07	2.78	1.09	0
2	0	0.9964	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9953	-32.00	-40.00	0.00	-0.00	0
2	2	0.7266	9.75	-0.01	2.75	1.06	0
2	3	0.5240	21.36	0.38	0.76	1.00	5
3	0	0.9966	-32.00	-40.00	0.00	-0.00	0
3	1	0.9962	-32.00	-40.00	0.00	-0.00	0
3	2	0.9950	-32.00	-40.00	-0.00	-0.00	0
3	3	0.7603	9.80	0.07	2.83	1.09	0
3	4	0.4861	20.50	0.44	0.48	0.60	5
4	0	0.9970	-32.00	-40.00	0.00	0.00	0
4	1	0.9967	-32.00	-40.00	0.00	-0.00	0
4	2	0.9951	-32.00	-40.00	-0.00	-0.00	0
4	3	0.7186	10.18	0.06	2.85	1.09	0
4	4	0.3650	21.38	0.44	0.69	1.12	5
5	0	0.9974	-32.00	-40.00	0.00	0.00	0
5	1	0.9962	-32.00	-40.00	0.00	-0.00	0
5	2	0.9951	-32.00	-40.00	-0.00	-0.00	0
5	3	0.8336	10.27	0.10	2.79	1.09	0
5	4	0.3686	20.41	0.44	0.72	0.99	5
6	0	0.9976	-32.00	-40.00	0.00	0.00	0
6	1	0.9952	-32.00	-40.00	-0.00	-0.00	0
6	2	0.9951	-32.00	-40.00	-0.00	-0.00	0
6	3	0.8661	10.61	0.09	2.79	1.09	0
7	0	0.9981	-32.00	-40.00	0.00	0.00	0
7	1	0.9958	-32.00	-40.00	-0.00	-0.00	0
7	2	0.7925	10.40	0.04	2.62	1.02	0
7	3	0.6143	21.40	0.62	0.38	0.25	5
7	4	0.3322	18.52	-1.61	0.17	0.17	5
8	0	0.9983	-32.00	-40.00	0.00	0.00	0
8	1	0.9956	-32.00	-40.00	-0.00	-0.00	0
8	2	0.7125	21.55	0.62	0.17	0.17	5
8	3	0.6533	10.45	0.05	2.07	1.09	0
8	4	0.5746	16.38	-1.47	0.17	0.17	5
8	5	0.5497	18.52	-1.51	0.17	0.17	5
9	0	0.9982	-32.00	-40.00	0.00	0.00	0
9	1	0.9956	-32.00	-40.00	-0.00	-0.00	0
9	2	0.9953	-32.00	-40.00	-0.00	-0.00	0
9	3	0.8240	10.71	0.09	2.58	1.01	0
9	4	0.6342	21.44	0.66	0.17	0.17	5
9	5	0.4334	16.36	-1.47	0.17	0.17	5
9	6	0.3745	19.45	-1.51	0.17	0.17	5
9	7	0.3289	18.44	-1.51	0.17	0.17	5
10	0	0.9984	-32.00	-40.00	0.00	0.00	0
10	1	0.9957	-32.00	-40.00	-0.00	-0.00	0
10	2	0.9953	-32.00	-40.00	-0.00	-0.00	0
10	3	0.8132	11.32	0.08	2.73	1.04	0
10	4	0.5570	21.44	0.66	0.19	0.25	5
10	5	0.3029	16.48	-1.45	0.47	0.27	5
11	0	0.9985	-32.00	-40.00	0.00	0.00	0
11	1	0.9959	-32.00	-40.00	-0.00	-0.00	0
11	2	0.9956	-32.00	-40.00	-0.00	-0.00	0
11	3	0.8223	11.57	0.08	2.78	1.06	0
11	4	0.3752	21.37	0.56	0.66	0.78	5
12	0	0.9984	-32.00	-40.00	0.00	0.00	0
12	1	0.9957	-32.00	-40.00	-0.00	-0.00	0
12	2	0.9956	-32.00	-40.00	-0.00	-0.00	0
12	3	0.8991	11.55	0.14	2.72	1.06	0
12	4	0.3636	22.34	1.41	0.66	0.48	5
12	5	0.3264	17.48	-1.41	0.19	0.18	5
13	0	0.9985	-32.00	-40.00	0.00	0.00	0
13	1	0.9958	-32.00	-40.00	-0.00	-0.00	0
13	2	0.9956	-32.00	-40.00	-0.00	-0.00	0
13	3	0.8264	11.86	0.11	2.78	1.08	0
13	4	0.3193	22.40	1.40	0.66	0.74	5
