tick,sim_time_s,phase,leader_x,leader_y,leader_speed_kmh,follower_x,follower_y,follower_speed_kmh,distance_m,ttc_s,collision_detected
199,9.95,cruise,480.889,-24.49,38.52,505.248,-24.436,38.16,24.359,-1,0
200,10.0,patch,480.354,-24.491,38.56,504.716,-24.437,38.35,24.362,-1,0
201,10.05,patch,479.818,-24.492,38.52,504.183,-24.438,38.34,24.365,-1,0
202,10.1,patch,479.283,-24.493,38.56,503.653,-24.439,38.04,24.37,-1,0
203,10.15,patch,478.748,-24.494,38.52,503.127,-24.44,37.73,24.379,-1,0
204,10.2,patch,478.213,-24.495,38.56,502.606,-24.441,37.4,24.394,-1,0
205,10.25,patch,477.677,-24.496,38.52,502.087,-24.443,37.39,24.41,-1,0
206,10.3,patch,477.142,-24.498,38.56,501.567,-24.444,37.51,24.425,-1,0
207,10.35,patch,476.607,-24.499,38.52,501.043,-24.445,37.83,24.436,-1,0
208,10.4,patch,476.072,-24.5,38.56,500.517,-24.446,37.91,24.445,-1,0
209,10.45,patch,475.536,-24.501,38.52,499.99,-24.447,37.9,24.454,-1,0
210,10.5,patch,475.001,-24.502,38.56,499.466,-24.448,37.69,24.465,-1,0
211,10.55,patch,474.466,-24.503,38.52,498.944,-24.449,37.49,24.478,-1,0
212,10.6,patch,473.931,-24.504,38.56,498.425,-24.45,37.21,24.495,-1,0
213,10.65,patch,473.395,-24.506,38.52,497.91,-24.451,37.06,24.515,-1,0
214,10.7,patch,472.86,-24.507,38.56,497.396,-24.452,36.99,24.536,-1,0
215,10.75,patch,472.325,-24.508,38.52,496.88,-24.454,37.27,24.555,-1,0
216,10.8,patch,471.79,-24.509,38.56,496.359,-24.455,37.66,24.57,-1,0
217,10.85,patch,471.254,-24.51,38.52,495.832,-24.456,38.19,24.577,-1,0
218,10.9,patch,470.719,-24.511,38.56,495.299,-24.457,38.39,24.58,-1,0
219,10.95,patch,470.184,-24.512,38.52,494.766,-24.458,38.38,24.582,-1,0
220,11.0,patch,469.649,-24.514,38.56,494.235,-24.459,38.07,24.587,-1,0
221,11.05,patch,469.113,-24.515,38.52,493.709,-24.46,37.73,24.596,-1,0
222,11.1,patch,468.578,-24.516,38.56,493.189,-24.462,37.31,24.611,-1,0
223,11.15,patch,468.043,-24.517,38.52,492.673,-24.463,37.11,24.63,-1,0
224,11.2,patch,467.508,-24.518,38.56,492.158,-24.464,37.09,24.65,-1,0
225,11.25,patch,466.972,-24.519,38.52,491.64,-24.465,37.41,24.668,-1,0
226,11.3,patch,466.437,-24.52,38.56,491.117,-24.466,37.8,24.681,-1,0
227,11.35,patch,465.902,-24.522,38.52,490.588,-24.468,38.35,24.686,-1,0
228,11.4,patch,465.367,-24.523,38.56,490.052,-24.469,38.76,24.685,458.672,0
229,11.45,patch,464.831,-24.524,38.52,489.51,-24.47,39.09,24.679,155.92,0
230,11.5,patch,464.296,-24.525,38.56,488.966,-24.471,39.17,24.67,145.708,0
231,11.55,patch,463.761,-24.526,38.52,488.422,-24.472,39.18,24.661,134.598,0
232,11.6,patch,463.225,-24.527,38.56,487.879,-24.474,39.0,24.654,201.616,0
233,11.65,patch,462.69,-24.529,38.52,487.339,-24.475,38.85,24.649,269.769,0
234,11.7,patch,462.155,-24.53,38.56,486.801,-24.476,38.61,24.646,2017.195,0
235,11.75,patch,461.62,-24.531,38.52,486.266,-24.477,38.48,24.647,-1,0
236,11.8,patch,461.084,-24.532,38.56,485.733,-24.479,38.31,24.649,-1,0
237,11.85,patch,460.549,-24.533,38.52,485.201,-24.48,38.3,24.652,-1,0
238,11.9,patch,460.014,-24.534,38.56,484.67,-24.481,38.26,24.656,-1,0
239,11.95,patch,459.479,-24.535,38.52,484.138,-24.482,38.36,24.659,-1,0
240,12.0,patch,458.943,-24.537,38.56,483.605,-24.483,38.39,24.661,-1,0
241,12.05,patch,458.408,-24.538,38.52,483.07,-24.485,38.52,24.662,-1,0
242,12.1,patch,457.873,-24.539,38.56,482.535,-24.486,38.56,24.662,-1,0
243,12.15,patch,457.338,-24.54,38.52,481.999,-24.487,38.65,24.661,698.177,0
244,12.2,patch,456.802,-24.541,38.56,481.462,-24.488,38.63,24.66,1276.491,0
245,12.25,patch,456.267,-24.542,38.52,480.925,-24.489,38.67,24.658,590.128,0
246,12.3,patch,455.732,-24.543,38.56,480.388,-24.491,38.61,24.657,1901.383,0
247,12.35,patch,455.197,-24.545,38.52,479.852,-24.492,38.62,24.655,921.526,0
248,12.4,patch,454.661,-24.546,38.56,479.316,-24.493,38.54,24.655,-1,0
249,12.45,patch,454.126,-24.547,38.52,478.781,-24.494,38.55,24.655,3040.536,0
250,12.5,patch,453.591,-24.548,38.56,478.246,-24.495,38.49,24.655,-1,0
251,12.55,patch,453.056,-24.549,38.52,477.711,-24.497,38.52,24.656,-1,0
252,12.6,patch,452.52,-24.55,38.56,477.177,-24.498,38.48,24.656,-1,0
253,12.65,patch,451.985,-24.551,38.52,476.642,-24.499,38.53,24.657,22504.797,0
254,12.7,patch,451.45,-24.553,38.56,476.107,-24.5,38.5,24.657,-1,0
255,12.75,patch,450.915,-24.553,38.52,475.572,-24.501,38.55,24.657,2736.689,0
256,12.8,patch,450.379,-24.554,38.56,475.037,-24.502,38.53,24.657,-1,0
257,12.85,patch,449.844,-24.554,38.52,474.501,-24.503,38.58,24.657,1603.406,0
258,12.9,patch,449.309,-24.554,38.56,473.966,-24.504,38.54,24.657,-1,0
259,12.95,patch,448.774,-24.554,38.52,473.43,-24.505,38.58,24.656,1467.481,0
260,13.0,patch,448.238,-24.554,38.56,472.894,-24.507,38.54,24.656,-1,0
261,13.05,patch,447.703,-24.553,38.52,472.359,-24.508,38.57,24.656,1720.188,0
262,13.1,patch,447.168,-24.553,38.56,471.824,-24.509,38.53,24.656,-1,0
263,13.15,patch,446.633,-24.553,38.52,471.288,-24.51,38.56,24.656,2232.675,0
264,13.2,patch,446.097,-24.552,38.56,470.753,-24.511,38.52,24.656,-1,0
265,13.25,patch,445.562,-24.551,38.52,470.218,-24.512,38.56,24.656,2645.661,0
266,13.3,patch,445.027,-24.55,38.56,469.683,-24.513,38.51,24.656,-1,0
267,13.35,patch,444.492,-24.549,38.52,469.147,-24.514,38.56,24.656,2564.087,0
268,13.4,patch,443.956,-24.548,38.56,468.612,-24.515,38.52,24.656,-1,0
269,13.45,patch,443.421,-24.546,38.52,468.077,-24.517,38.56,24.656,2249.21,0
270,13.5,patch,442.886,-24.545,38.56,467.542,-24.518,38.52,24.656,-1,0
271,13.55,patch,442.351,-24.544,38.52,467.006,-24.519,38.57,24.656,2036.78,0
272,13.6,patch,441.815,-24.542,38.56,466.471,-24.52,38.53,24.655,-1,0
273,13.65,patch,441.28,-24.541,38.52,465.935,-24.521,38.57,24.655,1986.708,0
274,13.7,patch,440.745,-24.539,38.56,465.4,-24.522,38.52,24.655,-1,0
275,13.75,patch,440.21,-24.538,38.52,464.865,-24.523,38.57,24.655,2052.994,0
276,13.8,patch,439.674,-24.536,38.56,464.329,-24.524,38.52,24.655,-1,0
277,13.85,patch,439.139,-24.535,38.52,463.794,-24.526,38.56,24.655,2157.056,0
278,13.9,patch,438.604,-24.533,38.56,463.259,-24.527,38.52,24.655,-1,0
279,13.95,patch,438.069,-24.531,38.52,462.724,-24.528,38.56,24.655,2219.88,0
280,14.0,patch,437.533,-24.529,38.56,462.188,-24.529,38.52,24.655,-1,0
281,14.05,patch,436.998,-24.528,38.52,461.653,-24.53,38.56,24.655,2213.385,0
282,14.1,patch,436.463,-24.526,38.56,461.118,-24.531,38.52,24.655,-1,0
283,14.15,patch,435.928,-24.524,38.52,460.583,-24.532,38.56,24.655,2168.799,0
284,14.2,patch,435.392,-24.522,38.56,460.047,-24.533,38.52,24.655,-1,0
285,14.25,patch,434.857,-24.52,38.52,459.512,-24.534,38.56,24.655,2129.608,0
286,14.3,patch,434.322,-24.518,38.56,458.977,-24.536,38.52,24.655,-1,0
287,14.35,patch,433.787,-24.516,38.52,458.442,-24.537,38.56,24.655,2117.488,0
288,14.4,patch,433.251,-24.514,38.56,457.906,-24.538,38.52,24.655,-1,0
289,14.45,patch,432.716,-24.512,38.52,457.371,-24.539,38.56,24.655,2129.745,0
290,14.5,patch,432.181,-24.511,38.56,456.836,-24.54,38.52,24.655,-1,0
291,14.55,patch,431.646,-24.509,38.52,456.301,-24.541,38.56,24.655,2149.237,0
292,14.6,patch,431.11,-24.507,38.56,455.765,-24.542,38.52,24.655,-1,0
293,14.65,patch,430.575,-24.505,38.52,455.23,-24.543,38.56,24.655,2161.297,0
294,14.7,patch,430.04,-24.503,38.56,454.695,-24.545,38.52,24.655,-1,0
295,14.75,patch,429.505,-24.501,38.52,454.16,-24.546,38.56,24.655,2160.59,0
296,14.8,patch,428.969,-24.499,38.56,453.624,-24.547,38.52,24.655,-1,0
297,14.85,patch,428.434,-24.497,38.52,453.089,-24.548,38.56,24.655,2152.677,0
298,14.9,patch,427.899,-24.495,38.56,452.554,-24.549,38.52,24.655,-1,0
299,14.95,patch,427.364,-24.493,38.52,452.019,-24.55,38.56,24.655,2145.0,0
300,15.0,patch,426.828,-24.491,38.56,451.483,-24.551,38.52,24.655,-1,0
301,15.05,patch,426.293,-24.49,38.52,450.948,-24.552,38.56,24.655,2151.762,0
302,15.1,patch,425.758,-24.488,38.56,450.413,-24.552,38.52,24.655,-1,0
303,15.15,patch,425.223,-24.486,38.52,449.878,-24.553,38.56,24.655,2151.864,0
304,15.2,patch,424.687,-24.484,38.56,449.342,-24.553,38.52,24.655,-1,0
305,15.25,patch,424.152,-24.482,38.52,448.807,-24.553,38.56,24.655,2149.725,0
306,15.3,patch,423.617,-24.48,38.56,448.272,-24.553,38.52,24.655,-1,0
307,15.35,patch,423.082,-24.478,38.52,447.737,-24.552,38.56,24.655,2147.263,0
