step	idx	score	x	y	w	h	class
1	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9969	-32.00	-40.00	0.00	-0.00	0
1	2	0.7566	9.57	0.04	2.83	1.10	0
2	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
2	1	0.7745	9.43	0.02	2.81	1.08	0
3	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
3	1	0.7828	9.41	0.05	2.81	1.09	0
4	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
4	1	0.9952	-32.00	-40.00	-0.00	-0.00	0
4	2	0.8146	9.80	0.08	2.84	1.09	0
5	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9973	-32.00	-40.00	0.00	-0.00	0
5	2	0.9951	-32.00	-40.00	-0.00	-0.00	0
5	3	0.7741	9.87	0.07	2.84	1.09	0
6	0	0.9981	-32.00	-40.00	0.00	-0.00	0
6	1	0.9974	-32.00	-40.00	0.00	-0.00	0
6	2	0.9956	-32.00	-40.00	-0.00	-0.00	0
6	3	0.8901	10.27	0.07	2.77	1.05	0
7	0	0.9984	-32.00	-40.00	0.00	-0.00	0
7	1	0.9974	-32.00	-40.00	0.00	-0.00	0
7	2	0.9958	-32.00	-40.00	-0.00	-0.00	0
7	3	0.9122	10.69	0.08	2.82	1.09	0
8	0	0.9985	-32.00	-40.00	0.00	-0.00	0
8	1	0.9969	-32.00	-40.00	0.00	-0.00	0
8	2	0.9968	-32.00	-40.00	-0.00	-0.00	0
8	3	0.8548	10.82	0.07	2.85	1.10	0
9	0	0.9983	-32.00	-40.00	0.00	-0.00	0
9	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
9	2	0.9971	-32.00	-40.00	0.00	-0.00	0
9	3	0.7655	11.12	0.08	2.85	1.11	0
10	0	0.9985	-32.00	-40.00	0.00	-0.00	0
10	1	0.9975	-32.00	-40.00	0.00	-0.00	0
10	2	0.9968	-32.00	-40.00	-0.00	-0.00	0
10	3	0.8856	11.28	0.07	2.85	1.11	0
10	4	0.3310	16.34	-1.50	0.20	0.17	5
11	0	0.9986	-32.00	-40.00	0.00	-0.00	0
11	1	0.9975	-32.00	-40.00	0.00	-0.00	0
11	2	0.9972	-32.00	-40.00	-0.00	-0.00	0
11	3	0.9087	11.45	0.07	2.84	1.10	0
12	0	0.9985	-32.00	-40.00	0.00	-0.00	0
12	1	0.9973	-32.00	-40.00	0.00	-0.00	0
12	2	0.9972	-32.00	-40.00	-0.00	-0.00	0
12	3	0.9045	11.72	0.08	2.83	1.09	0
13	0	0.9986	-32.00	-40.00	0.00	-0.00	0
13	1	0.9971	-32.00	-40.00	0.00	-0.00	0
13	2	0.9970	-32.00	-40.00	-0.00	-0.00	0
13	3	0.8244	11.86	0.08	2.81	1.09	0
14	0	0.9986	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9970	-32.00	-40.00	0.00	-0.00	0
14	2	0.9968	-32.00	-40.00	-0.00	-0.00	0
14	3	0.8444	12.17	0.09	2.86	1.10	0
15	0	0.9988	-32.00	-40.00	0.00	-0.00	0
15	1	0.9974	-32.00	-40.00	0.00	-0.00	0
15	2	0.9970	-32.00	-40.00	-0.00	-0.00	0
15	3	0.8758	12.26	0.09	2.87	1.11	0
16	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
16	1	0.9969	-32.00	-40.00	0.00	-0.00	0
16	2	0.9963	-32.00	-40.00	-0.00	-0.00	0
16	3	0.9046	12.49	0.09	2.85	1.10	0
17	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
17	1	0.9962	-32.00	-40.00	-0.00	-0.00	0
17	2	0.9068	12.62	0.12	2.83	1.10	0
18	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
18	1	0.9969	-32.00	-40.00	0.00	-0.00	0
18	2	0.8150	13.22	0.09	2.76	1.06	0
19	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
19	1	0.9961	-32.00	-40.00	0.00	-0.00	0
19	2	0.8645	13.40	0.08	2.77	1.07	0
