step	idx	score	x	y	w	h	class
1	0	0.9966	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9954	-32.00	-40.00	0.00	-0.00	0
1	2	0.9939	-32.00	-40.00	-0.00	-0.00	0
1	3	0.4382	9.47	0.17	3.19	1.21	5
2	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9954	-32.00	-40.00	0.00	-0.00	0
2	2	0.9937	-32.00	-40.00	-0.00	-0.00	0
2	3	0.4564	9.46	0.09	2.94	1.13	0
3	0	0.9986	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9970	-32.00	-40.00	0.00	-0.00	0
3	2	0.9962	-32.00	-40.00	-0.00	-0.00	0
3	3	0.6008	9.69	0.09	2.88	1.12	0
4	0	0.9986	-32.00	-40.00	-0.00	-0.00	0
4	1	0.9968	-32.00	-40.00	0.00	-0.00	0
4	2	0.9960	-32.00	-40.00	-0.00	-0.00	0
4	3	0.6942	9.83	0.09	2.85	1.10	0
5	0	0.9985	-32.00	-40.00	-0.00	0.00	0
5	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
5	2	0.9958	-32.00	-40.00	-0.00	-0.00	0
5	3	0.7388	10.21	0.14	2.81	1.08	0
6	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
6	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
6	2	0.9959	-32.00	-40.00	-0.00	-0.00	0
6	3	0.7987	10.51	0.17	2.79	1.08	0
7	0	0.9990	-32.00	-40.00	-0.00	-0.00	0
7	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
7	2	0.9958	-32.00	-40.00	-0.00	-0.00	0
7	3	0.8022	10.84	0.17	2.79	1.07	0
8	0	0.9990	-32.00	-40.00	-0.00	-0.00	0
8	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
8	2	0.9968	-32.00	-40.00	-0.00	-0.00	0
8	3	0.7229	11.11	0.17	2.78	1.07	0
9	0	0.9991	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9972	-32.00	-40.00	-0.00	-0.00	0
9	2	0.9971	-32.00	-40.00	0.00	-0.00	0
9	3	0.8133	11.30	0.16	2.78	1.06	0
10	0	0.9992	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9975	-32.00	-40.00	0.00	-0.00	0
10	2	0.9974	-32.00	-40.00	-0.00	-0.00	0
10	3	0.8219	11.36	0.16	2.78	1.06	0
10	4	0.3177	-30.61	-33.31	2.41	0.97	0
11	0	0.9993	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9983	-32.01	-40.00	0.00	0.00	0
11	2	0.9973	-32.00	-40.00	-0.00	-0.00	0
11	3	0.8548	11.58	0.17	2.78	1.07	0
11	4	0.3261	-30.59	-33.31	2.41	0.97	0
12	0	0.9992	-32.00	-40.00	0.00	-0.00	0
12	1	0.9980	-32.00	-40.00	0.00	-0.00	0
12	2	0.9976	-32.00	-40.00	-0.00	-0.00	0
12	3	0.7940	11.87	0.15	2.78	1.06	0
13	0	0.9993	-32.00	-40.00	0.00	-0.00	0
13	1	0.9982	-32.00	-40.00	0.00	-0.00	0
13	2	0.9976	-32.00	-40.00	-0.00	-0.00	0
13	3	0.8182	12.29	0.12	2.77	1.06	0
14	0	0.9992	-32.00	-40.00	0.00	-0.00	0
14	1	0.9979	-32.00	-40.00	0.00	-0.00	0
14	2	0.9970	-32.00	-40.00	-0.00	-0.00	0
14	3	0.8743	12.66	0.14	2.78	1.06	0
15	0	0.9991	-32.00	-40.00	-0.00	-0.00	0
15	1	0.9972	-32.00	-40.00	-0.00	-0.00	0
15	2	0.9962	-32.00	-40.00	-0.00	-0.00	0
15	3	0.8612	12.79	0.16	2.78	1.06	0
16	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
16	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
16	2	0.9963	-32.00	-40.00	0.00	-0.00	0
16	3	0.8424	12.75	0.17	2.79	1.08	0
17	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
17	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
17	2	0.8605	13.37	0.12	2.79	1.07	0
18	0	0.9990	-32.00	-40.00	-0.00	-0.00	0
18	1	0.8810	13.55	0.19	2.80	1.09	0
19	0	0.9986	-32.00	-40.00	-0.00	-0.00	0
19	1	0.9964	-32.00	-40.00	0.00	-0.00	0
19	2	0.9964	-32.00	-40.00	-0.00	-0.00	0
19	3	0.8790	13.63	0.22	2.80	1.09	0
20	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
20	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
20	2	0.9961	-32.00	-40.00	0.00	-0.00	0
20	3	0.8887	13.57	0.25	2.80	1.09	0
21	0	0.9994	-32.00	-40.00	0.00	0.00	0
21	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
21	2	0.9972	-32.00	-40.00	0.00	-0.00	0
21	3	0.8462	13.81	0.23	2.78	1.08	0
22	0	0.9994	-32.00	-40.00	0.00	0.00	0
22	1	0.9980	-32.00	-40.00	0.00	0.00	0
22	2	0.9979	-32.00	-40.00	-0.00	-0.00	0
22	3	0.8757	13.77	0.30	2.79	1.08	0
22	4	0.3019	-27.54	-32.78	2.40	0.99	0
23	0	0.9994	-32.00	-40.00	0.00	0.00	0
23	1	0.9979	-32.00	-40.00	0.00	-0.00	0
23	2	0.9979	-32.00	-40.00	-0.00	-0.00	0
23	3	0.8267	13.85	0.34	2.78	1.08	0
24	0	0.9991	-32.00	-40.00	0.00	-0.00	0
24	1	0.9975	-32.00	-40.00	-0.00	-0.00	0
24	2	0.9971	-32.00	-40.00	0.00	-0.00	0
24	3	0.8454	13.83	0.37	2.79	1.09	0
25	0	0.9992	-32.00	-40.00	0.00	0.00	0
25	1	0.9981	-32.00	-40.00	0.00	-0.00	0
25	2	0.9979	-32.00	-40.00	-0.00	-0.00	0
25	3	0.7947	14.14	0.40	2.81	1.09	0
25	4	0.3640	-27.58	-32.78	2.44	0.99	0
26	0	0.9991	-32.00	-40.00	0.00	0.00	0
26	1	0.9980	-32.00	-40.00	0.00	-0.00	0
26	2	0.9978	-32.00	-40.00	-0.00	-0.00	0
26	3	0.7950	13.85	0.46	2.80	1.08	0
27	0	0.9990	-32.00	-40.00	0.00	-0.00	0
27	1	0.9974	-32.00	-40.00	0.00	-0.00	0
27	2	0.9973	-32.00	-40.00	-0.00	-0.00	0
27	3	0.7917	14.25	0.38	2.78	1.08	0
28	0	0.9990	-32.00	-40.00	0.00	-0.00	0
28	1	0.9973	-32.00	-40.00	-0.00	-0.00	0
28	2	0.9969	-32.00	-40.00	0.00	-0.00	0
28	3	0.8525	13.82	0.36	2.79	1.08	0
29	0	0.9990	-32.00	-40.00	-0.00	-0.00	0
29	1	0.9983	-32.00	-40.00	0.00	-0.00	0
29	2	0.9975	-32.00	-40.00	-0.00	-0.00	0
29	3	0.8086	13.86	0.39	2.79	1.07	0
30	0	0.9990	-32.00	-40.00	0.00	-0.00	0
30	1	0.9972	-32.00	-40.00	-0.00	-0.00	0
30	2	0.8035	13.86	0.27	2.79	1.08	0
31	0	0.9991	-32.00	-40.00	0.00	-0.00	0
31	1	0.9984	-32.00	-40.00	0.00	-0.00	0
31	2	0.9979	-32.00	-40.00	-0.00	-0.00	0
31	3	0.7673	14.19	0.15	2.76	1.07	0
32	0	0.9993	-32.00	-40.00	0.00	-0.00	0
32	1	0.9985	-32.00	-40.00	0.00	-0.00	0
32	2	0.9979	-32.00	-40.00	-0.00	-0.00	0
32	3	0.8305	13.82	0.24	2.80	1.08	0
32	4	0.3621	-28.59	-32.75	2.43	0.99	0
33	0	0.9993	-32.00	-40.00	0.00	-0.00	0
33	1	0.9989	-32.00	-40.00	0.00	0.00	0
33	2	0.9980	-32.00	-40.00	-0.00	-0.00	0
33	3	0.8378	13.79	0.35	2.80	1.08	0
33	4	0.3936	-28.59	-32.70	2.41	0.99	0
34	0	0.9993	-32.00	-40.00	-0.00	-0.00	0
34	1	0.9990	-32.00	-40.00	0.00	0.00	0
34	2	0.9980	-32.00	-40.00	-0.00	-0.00	0
34	3	0.8542	13.74	0.36	2.80	1.09	0
