step	score	x	y	w	h	class
0	0.0000					
1	0.8393	9.72	0.07	2.84	1.10	0
2	0.8327	9.73	0.05	2.82	1.08	0
3	0.7682	9.75	-0.06	2.82	1.08	0
4	0.7266	10.14	-0.13	2.81	1.09	0
5	0.8872	10.27	-0.24	2.83	1.09	0
6	0.8798	10.60	-0.26	2.84	1.09	0
7	0.7982	10.82	-0.29	2.85	1.09	0
8	0.8204	11.18	-0.27	2.77	1.07	0
9	0.9015	11.27	-0.30	2.81	1.08	0
10	0.9215	11.38	-0.27	2.82	1.09	0
11	0.9159	11.44	-0.24	2.79	1.06	0
12	0.8487	11.78	-0.24	2.77	1.06	0
13	0.8281	12.18	-0.23	2.75	1.06	0
14	0.9074	12.38	-0.26	2.75	1.06	0
15	0.9042	12.60	-0.28	2.80	1.08	0
16	0.8893	12.66	-0.28	2.81	1.08	0
17	0.8366	12.83	-0.26	2.80	1.08	0
18	0.9223	13.38	-0.39	2.81	1.08	0
19	0.9122	13.47	-0.52	2.82	1.08	0
20	0.8829	13.70	-0.83	2.82	1.09	0
21	0.7937	14.18	-1.20	2.77	1.07	0
22	0.7816	13.81	-1.31	2.75	1.07	0
23	0.8850	14.18	-1.51	2.84	1.09	0
24	0.8535	14.20	-1.82	2.84	1.09	0
25	0.8505	14.30	-1.71	2.79	1.09	0
26	0.9107	14.28	-1.67	2.82	1.08	0
27	0.9242	14.30	-1.44	2.81	1.08	0
28	0.8667	14.20	-1.30	2.83	1.08	0
29	0.8861	14.28	-0.83	2.83	1.09	0
30	0.8937	14.24	-0.55	2.82	1.08	0
31	0.9163	14.33	-0.31	2.80	1.08	0
32	0.8365	14.26	-0.14	2.79	1.08	0
33	0.8196	14.22	0.13	2.71	1.05	0
34	0.8579	14.26	0.38	2.70	1.05	0
35	0.8953	14.41	0.36	2.82	1.09	0
36	0.8773	14.26	0.37	2.80	1.07	0
37	0.8927	14.50	0.43	2.80	1.08	0
38	0.8918	14.56	0.43	2.80	1.08	0
39	0.8997	14.52	0.50	2.81	1.09	0
40	0.9034	14.60	0.41	2.81	1.08	0
41	0.8974	14.58	0.34	2.80	1.08	0
42	0.8986	14.59	0.32	2.79	1.07	0
43	0.8893	14.35	0.37	2.81	1.09	0
44	0.9076	14.41	0.19	2.80	1.08	0
45	0.8925	14.60	0.12	2.80	1.07	0
46	0.8982	14.45	0.13	2.79	1.07	0
47	0.8909	14.47	0.15	2.81	1.09	0
48	0.8958	14.55	0.10	2.78	1.07	0
49	0.8786	14.66	0.16	2.71	1.05	0
50	0.8850	14.62	0.19	2.71	1.05	0
51	0.8989	14.47	0.11	2.79	1.07	0
52	0.8980	14.47	0.11	2.79	1.07	0
53	0.8979	14.60	0.11	2.79	1.07	0
54	0.9106	14.52	0.13	2.80	1.07	0
55	0.9034	14.43	0.16	2.80	1.09	0
56	0.8863	14.71	0.12	2.80	1.07	0
57	0.8970	14.32	0.16	2.80	1.07	0
58	0.8884	14.67	0.20	2.80	1.08	0
59	0.8860	14.74	0.18	2.80	1.07	0
60	0.8875	14.63	0.21	2.79	1.08	0
61	0.8777	14.75	0.20	2.79	1.07	0
62	0.7880	14.85	0.13	2.79	1.07	0
63	0.8643	14.73	0.21	2.71	1.05	0
64	0.8234	14.79	0.19	2.71	1.05	0
65	0.8726	15.29	0.14	2.81	1.09	0
66	0.8598	15.34	0.09	2.82	1.10	0
67	0.7813	15.16	0.08	2.79	1.09	0
68	0.7736	15.18	0.08	2.79	1.09	0
69	0.8090	15.24	0.08	2.78	1.08	0
70	0.8381	15.26	0.07	2.79	1.09	0
71	0.8730	15.50	0.08	2.80	1.09	0
72	0.8723	15.68	0.10	2.80	1.09	0
73	0.8923	15.55	0.11	2.81	1.09	0
74	0.8828	15.51	0.09	2.80	1.08	0
75	0.8716	15.60	0.09	2.79	1.08	0
76	0.8622	15.70	0.11	2.79	1.08	0
77	0.8223	16.19	0.27	2.80	1.09	0
78	0.8671	16.28	0.23	2.81	1.09	0
79	0.8831	15.65	0.14	2.79	1.08	0
80	0.8584	16.26	0.22	2.81	1.09	0
81	0.8443	15.75	0.10	2.80	1.08	0
82	0.8274	16.27	0.14	2.79	1.09	0
83	0.8125	16.24	0.09	2.81	1.09	0
84	0.8878	16.44	0.08	2.81	1.09	0
85	0.8625	16.77	0.08	2.80	1.09	0
86	0.8854	16.56	0.08	2.82	1.10	0
87	0.8774	16.56	0.07	2.82	1.10	0
88	0.7434	16.80	-0.12	2.80	1.08	0
89	0.7821	16.56	-0.10	2.79	1.08	0
90	0.7998	17.25	0.07	2.80	1.09	0
91	0.7950	17.19	0.08	2.80	1.09	0
92	0.7708	17.17	0.08	2.80	1.09	0
93	0.8263	16.75	0.08	2.81	1.09	0
94	0.8649	16.53	0.08	2.81	1.09	0
95	0.8583	17.29	0.12	2.82	1.10	0
96	0.8891	17.53	0.10	2.81	1.09	0
97	0.8788	17.44	0.09	2.81	1.09	0
98	0.8763	17.50	0.09	2.81	1.10	0
99	0.8770	17.49	0.09	2.80	1.09	0
100	0.8917	17.57	0.08	2.79	1.09	0
101	0.8389	17.70	0.06	2.78	1.08	0
102	0.8302	17.64	0.06	2.79	1.09	0
103	0.7949	17.81	0.08	2.75	1.06	0
104	0.8466	17.75	0.08	2.75	1.07	0
105	0.8550	17.71	0.08	2.76	1.07	0
106	0.7829	18.18	0.07	2.77	1.08	0
107	0.7827	17.82	0.08	2.75	1.07	0
108	0.7871	17.80	0.07	2.76	1.07	0
109	0.7190	18.15	0.06	2.79	1.09	0
110	0.7802	18.17	0.07	2.77	1.08	0
111	0.8140	17.82	0.09	2.76	1.07	0
112	0.8515	17.80	0.11	2.75	1.07	0
113	0.8255	17.83	0.13	2.74	1.06	0
114	0.8745	18.30	0.14	2.76	1.07	0
115	0.8203	18.17	0.16	2.75	1.07	0
116	0.8049	17.81	0.09	2.80	1.09	0
117	0.8969	18.36	0.18	2.75	1.07	0
118	0.8983	18.43	0.13	2.75	1.07	0
119	0.8964	18.39	0.13	2.77	1.07	0
120	0.8714	18.44	0.08	2.78	1.08	0
121	0.8589	18.42	0.07	2.79	1.09	0
122	0.8502	18.57	0.07	2.77	1.08	0
123	0.8353	18.67	0.06	2.78	1.08	0
124	0.8228	18.79	0.07	2.78	1.08	0
125	0.8199	19.24	0.08	2.78	1.08	0
126	0.7772	19.20	0.08	2.78	1.09	0
127	0.8579	19.46	0.09	2.78	1.08	0
128	0.8651	19.41	0.10	2.77	1.08	0
129	0.8744	19.43	0.11	2.77	1.08	0
130	0.8724	19.41	0.13	2.79	1.09	0
131	0.8764	19.45	0.17	2.79	1.09	0
132	0.8593	19.39	0.11	2.79	1.09	0
133	0.8577	19.66	0.17	2.79	1.09	0
134	0.8652	19.49	0.11	2.80	1.09	0
135	0.8238	19.71	0.07	2.74	1.07	0
136	0.8333	20.28	0.16	2.79	1.10	0
137	0.7889	19.79	0.07	2.74	1.07	0
138	0.7756	20.19	0.17	2.81	1.11	0
139	0.8181	20.46	0.06	2.83	1.10	0
140	0.8333	20.75	0.15	2.83	1.10	0
141	0.7759	20.73	0.05	2.84	1.10	0
142	0.6956	20.75	0.04	2.83	1.09	0
143	0.7498	21.21	0.10	2.84	1.11	0
144	0.8301	20.69	0.08	2.74	1.07	0
145	0.8544	20.62	0.10	2.74	1.07	0
146	0.8551	21.37	0.39	2.82	1.10	0
147	0.8516	21.32	0.40	2.83	1.11	0
148	0.8542	21.54	0.35	2.81	1.10	0
149	0.8570	21.56	0.28	2.81	1.10	0
150	0.8506	21.56	0.22	2.82	1.10	0
151	0.8284	21.66	0.08	2.76	1.08	0
152	0.8177	21.58	0.08	2.76	1.08	0
153	0.8523	21.60	0.11	2.76	1.08	0
154	0.8403	21.75	0.10	2.77	1.08	0
155	0.7651	21.70	0.07	2.77	1.08	0
156	0.8325	22.34	0.17	2.84	1.11	0
157	0.8381	22.40	0.14	2.85	1.11	0
158	0.8013	22.68	0.17	2.83	1.11	0
159	0.8303	22.62	0.11	2.85	1.12	0
160	0.8175	22.68	0.18	2.83	1.11	0
161	0.8458	22.49	0.11	2.78	1.09	0
162	0.8512	22.61	0.18	2.85	1.11	0
163	0.8529	22.55	0.11	2.78	1.09	0
164	0.8451	22.59	0.11	2.77	1.08	0
165	0.8320	22.76	0.11	2.77	1.08	0
166	0.8522	23.50	0.28	2.85	1.12	0
167	0.8638	23.51	0.29	2.86	1.12	0
168	0.8763	23.54	0.34	2.85	1.12	0
169	0.8510	23.60	0.14	2.77	1.08	0
170	0.8470	23.57	0.13	2.77	1.08	0
171	0.8146	23.70	0.08	2.78	1.08	0
172	0.7758	23.85	0.20	2.84	1.10	0
173	0.8413	23.79	0.19	2.84	1.10	0
174	0.7629	24.16	0.23	2.83	1.10	0
175	0.8351	23.80	0.19	2.84	1.10	0
176	0.7891	23.82	0.16	2.83	1.10	0
177	0.8292	23.67	0.09	2.83	1.10	0
178	0.7806	23.72	0.10	2.82	1.10	0
179	0.7838	24.68	-0.18	2.86	1.12	0
180	0.7470	24.71	-0.15	2.86	1.12	0
181	0.7960	25.37	-0.13	2.78	1.08	0
182	0.7252	25.20	0.07	2.81	1.10	0
183	0.8265	25.59	0.08	2.83	1.10	0
184	0.7888	25.28	0.09	2.81	1.10	0
185	0.8262	25.74	0.09	2.82	1.09	0
186	0.8337	25.60	0.12	2.83	1.10	0
187	0.7941	25.29	0.15	2.83	1.10	0
188	0.8163	25.35	0.15	2.83	1.11	0
189	0.7836	25.71	0.14	2.78	1.08	0
190	0.7693	25.82	0.08	2.83	1.10	0
191	0.7284	25.82	0.09	2.77	1.08	0
192	0.8111	26.27	0.09	2.82	1.10	0
193	0.7610	26.21	0.10	2.80	1.09	0
194	0.8399	26.49	0.10	2.81	1.10	0
195	0.8297	26.64	0.09	2.83	1.11	0
196	0.8051	26.78	0.08	2.83	1.11	0
197	0.8363	26.42	0.11	2.84	1.11	0
198	0.8171	26.37	0.09	2.84	1.11	0
199	0.8054	26.77	0.09	2.81	1.10	0
200	0.7831	26.81	0.08	2.77	1.08	0
201	0.7858	26.82	0.08	2.78	1.08	0
202	0.7873	26.78	0.08	2.77	1.08	0
203	0.7768	26.79	0.08	2.79	1.09	0
204	0.7746	26.80	0.08	2.82	1.10	0
205	0.8099	27.53	0.09	2.81	1.10	0
206	0.8133	27.50	0.09	2.82	1.10	0
207	0.8096	27.46	0.08	2.79	1.09	0
208	0.8043	27.37	0.08	2.81	1.10	0
209	0.8038	27.35	0.10	2.83	1.10	0
210	0.8145	27.42	0.13	2.82	1.10	0
211	0.8147	27.52	0.07	2.83	1.10	0
212	0.8394	27.55	-0.14	2.80	1.09	0
213	0.8358	27.26	-0.17	2.86	1.10	0
214	0.7856	27.29	0.07	2.82	1.09	0
215	0.8212	27.34	0.08	2.82	1.09	0
216	0.8235	26.78	0.07	2.77	1.08	0
217	0.8487	26.50	0.08	2.76	1.07	0
218	0.8321	26.73	0.08	2.76	1.07	0
219	0.8255	26.65	0.08	2.76	1.07	0
220	0.8440	26.44	0.12	2.77	1.08	0
221	0.7582	26.27	0.09	2.77	1.08	0
222	0.7668	25.53	0.17	2.82	1.09	0
223	0.8011	25.61	0.09	2.82	1.09	0
224	0.7682	24.66	0.08	2.76	1.07	0
225	0.7362	24.39	-0.08	2.85	1.10	0
226	0.7393	23.67	-0.07	2.82	1.11	0
227	0.7381	23.40	0.07	2.85	1.11	0
228	0.7858	23.47	0.07	2.80	1.08	0
229	0.7042	23.19	0.06	2.79	1.08	0
230	0.7554	22.22	0.07	2.80	1.08	0
231	0.7817	21.22	0.18	2.82	1.09	0
232	0.8164	20.78	0.12	2.81	1.08	0
233	0.7996	20.35	0.14	2.84	1.09	0
234	0.7858	19.78	0.08	2.83	1.10	0
235	0.7708	19.21	0.11	2.73	1.06	0
236	0.8021	18.71	0.10	2.73	1.06	0
237	0.8152	18.45	0.09	2.77	1.08	0
238	0.8046	17.68	0.08	2.83	1.10	0
239	0.8372	17.45	0.09	2.85	1.10	0
240	0.7804	16.77	0.09	2.85	1.11	0
241	0.8341	16.60	0.08	2.86	1.11	0
242	0.8444	16.57	0.12	2.84	1.10	0
243	0.7371	16.19	0.11	2.84	1.10	0
244	0.7753	15.79	0.07	2.87	1.11	0
245	0.7544	15.71	-0.07	2.79	1.08	0
246	0.8027	15.40	-0.08	2.77	1.08	0
247	0.7806	15.36	-0.06	2.76	1.08	0
248	0.7609	14.83	0.07	2.85	1.11	0
249	0.8365	14.53	-0.10	2.83	1.10	0
250	0.8363	14.53	-0.09	2.83	1.10	0
251	0.8190	14.29	-0.06	2.81	1.09	0
252	0.7187	14.28	-0.02	2.77	1.08	0
253	0.8028	13.78	0.08	2.83	1.09	0
254	0.8580	13.65	0.08	2.83	1.09	0
255	0.7991	13.22	0.09	2.77	1.07	0
256	0.7329	13.14	0.10	2.82	1.09	0
257	0.8775	12.68	0.11	2.83	1.09	0
258	0.8796	12.42	0.13	2.83	1.10	0
259	0.7702	11.85	0.11	2.81	1.10	0
260	0.8615	11.72	0.19	2.82	1.09	0
261	0.8779	11.52	0.18	2.82	1.09	0
262	0.8717	11.31	0.18	2.81	1.09	0
263	0.7931	11.14	0.17	2.77	1.07	0
264	0.8017	11.16	0.16	2.76	1.07	0
265	0.8013	10.89	0.17	2.82	1.09	0
266	0.8178	10.86	0.18	2.82	1.09	0
267	0.8116	10.88	0.17	2.82	1.08	0
268	0.8261	10.85	0.15	2.81	1.08	0
269	0.8298	10.86	0.14	2.81	1.08	0
270	0.8892	10.75	0.15	2.82	1.09	0
271	0.8681	10.68	0.12	2.82	1.09	0
272	0.8849	10.58	0.14	2.82	1.09	0
273	0.8693	10.36	0.11	2.82	1.09	0
274	0.8643	10.36	0.11	2.82	1.09	0
275	0.8492	10.28	0.11	2.73	1.06	0
276	0.8299	10.24	0.11	2.73	1.06	0
277	0.8400	9.87	0.11	2.81	1.09	0
278	0.8472	9.83	0.10	2.81	1.09	0
279	0.8377	9.84	0.10	2.81	1.09	0
280	0.8535	9.83	0.10	2.82	1.09	0
281	0.8674	9.80	0.10	2.81	1.09	0
282	0.8681	9.81	0.09	2.83	1.09	0
283	0.8540	9.81	0.08	2.83	1.09	0
284	0.8695	9.80	0.09	2.83	1.09	0
285	0.8699	9.80	0.09	2.83	1.09	0
286	0.8745	9.79	0.09	2.82	1.09	0
287	0.8602	9.81	0.09	2.82	1.09	0
288	0.8690	9.79	0.09	2.83	1.09	0
289	0.8615	9.82	0.09	2.83	1.09	0
290	0.8519	9.82	0.08	2.84	1.10	0
291	0.8810	9.80	0.10	2.84	1.09	0
292	0.8743	9.79	0.10	2.83	1.09	0
293	0.8768	9.81	0.10	2.83	1.09	0
294	0.8761	9.80	0.09	2.83	1.09	0
295	0.8671	9.82	0.08	2.83	1.09	0
296	0.8685	9.80	0.08	2.83	1.09	0
297	0.8590	9.82	0.08	2.83	1.09	0
298	0.8661	9.82	0.08	2.84	1.09	0
299	0.8613	9.82	0.08	2.83	1.09	0
