step	score	x	y	w	h	class
0	0.0000					
1	0.8170	9.73	0.06	2.84	1.09	0
2	0.8211	9.77	0.08	2.77	1.07	0
3	0.7986	9.76	0.07	2.80	1.08	0
4	0.6842	10.12	-0.16	2.82	1.09	0
5	0.8710	10.29	-0.26	2.84	1.10	0
6	0.8945	10.64	-0.35	2.85	1.10	0
7	0.8441	10.80	-0.32	2.85	1.10	0
8	0.7527	11.12	-0.27	2.75	1.06	0
9	0.9162	11.33	-0.37	2.84	1.10	0
10	0.9219	11.44	-0.36	2.84	1.10	0
11	0.9136	11.54	-0.34	2.81	1.09	0
12	0.8170	11.81	-0.29	2.76	1.05	0
13	0.8627	12.21	-0.37	2.75	1.06	0
14	0.9082	12.43	-0.37	2.75	1.06	0
15	0.8965	12.64	-0.38	2.81	1.09	0
16	0.8644	12.75	-0.37	2.78	1.07	0
17	0.8376	13.18	-0.37	2.82	1.09	0
18	0.9194	13.40	-0.42	2.78	1.07	0
19	0.8977	13.68	-0.62	2.82	1.09	0
20	0.8730	13.75	-0.81	2.81	1.09	0
21	0.8022	14.22	-1.14	2.81	1.07	0
22	0.8321	14.15	-1.37	2.81	1.08	0
23	0.8313	14.21	-1.83	2.80	1.09	0
24	0.8114	14.30	-2.14	2.79	1.08	0
25	0.8372	14.17	-2.56	2.83	1.09	0
26	0.8550	14.17	-2.64	2.83	1.09	0
27	0.8809	14.23	-2.70	2.83	1.09	0
28	0.9031	14.24	-2.52	2.83	1.08	0
29	0.8803	14.23	-2.35	2.81	1.07	0
30	0.8577	14.30	-2.11	2.80	1.07	0
31	0.9030	14.34	-1.81	2.82	1.08	0
32	0.8883	14.25	-1.29	2.81	1.08	0
33	0.8378	14.18	-0.91	2.80	1.09	0
34	0.9124	14.26	-0.46	2.82	1.08	0
35	0.8871	14.26	-0.21	2.81	1.09	0
36	0.8700	14.46	0.08	2.81	1.08	0
37	0.8426	14.34	0.21	2.69	1.05	0
38	0.8832	14.61	0.33	2.81	1.09	0
39	0.8757	14.58	0.38	2.80	1.08	0
40	0.8508	14.74	0.51	2.80	1.08	0
41	0.7998	14.81	0.50	2.78	1.07	0
42	0.8068	14.81	0.52	2.79	1.07	0
43	0.8089	14.77	0.66	2.78	1.07	0
44	0.7980	15.16	0.76	2.79	1.09	0
45	0.8335	15.22	0.83	2.80	1.09	0
46	0.8030	15.16	0.75	2.80	1.08	0
47	0.8344	15.17	0.81	2.78	1.07	0
48	0.8037	15.18	0.87	2.78	1.08	0
49	0.8217	15.21	0.73	2.80	1.09	0
50	0.8354	15.15	0.55	2.80	1.07	0
51	0.8171	14.82	0.45	2.79	1.07	0
52	0.8616	15.23	0.52	2.80	1.09	0
53	0.9071	15.44	0.37	2.81	1.09	0
54	0.8489	15.24	0.35	2.72	1.05	0
55	0.8521	15.25	0.27	2.72	1.05	0
56	0.8163	15.19	0.21	2.81	1.09	0
57	0.8851	14.71	0.14	2.79	1.07	0
58	0.8638	15.24	0.26	2.81	1.09	0
59	0.8363	15.22	0.36	2.80	1.09	0
60	0.8851	15.32	0.40	2.80	1.09	0
61	0.8781	15.35	0.45	2.79	1.08	0
62	0.8949	15.30	0.44	2.79	1.08	0
63	0.8605	15.29	0.44	2.78	1.08	0
64	0.8633	15.27	0.44	2.78	1.08	0
65	0.8839	15.27	0.40	2.80	1.09	0
66	0.8843	15.32	0.15	2.81	1.08	0
67	0.9027	15.44	0.22	2.81	1.09	0
68	0.8766	15.39	0.19	2.81	1.09	0
69	0.8834	15.31	0.10	2.80	1.08	0
70	0.8900	15.33	0.11	2.80	1.08	0
71	0.8887	15.51	0.10	2.79	1.07	0
72	0.8441	15.74	0.09	2.78	1.07	0
73	0.8851	15.52	0.09	2.79	1.07	0
74	0.8851	15.53	0.09	2.79	1.07	0
75	0.8049	16.18	0.14	2.80	1.09	0
