step	score	x	y	w	h	class
0	0.0000					
1	0.7747	9.73	-0.03	2.81	1.08	0
2	0.7797	9.66	-0.04	2.80	1.08	0
3	0.7839	9.71	-0.04	2.88	1.10	0
4	0.8089	9.71	0.05	2.85	1.10	0
5	0.8015	9.87	0.07	2.86	1.10	0
6	0.8825	10.28	0.06	2.82	1.09	0
7	0.9021	10.54	0.05	2.82	1.09	0
8	0.7878	10.85	0.05	2.85	1.09	0
9	0.7848	11.17	-0.14	2.80	1.08	0
10	0.8081	11.31	-0.14	2.79	1.07	0
11	0.8543	11.45	-0.11	2.81	1.08	0
12	0.8698	11.57	0.04	2.82	1.09	0
13	0.8146	11.82	0.05	2.82	1.09	0
14	0.7865	12.30	-0.03	2.80	1.08	0
15	0.8478	12.37	-0.05	2.78	1.07	0
16	0.8449	12.43	0.05	2.86	1.11	0
17	0.8483	12.56	0.04	2.85	1.11	0
18	0.8835	13.47	-0.08	2.77	1.07	0
19	0.8686	13.50	-0.06	2.81	1.08	0
20	0.8454	13.53	-0.07	2.80	1.08	0
21	0.8417	14.32	-0.03	2.79	1.08	0
22	0.8841	14.43	-0.05	2.78	1.07	0
23	0.8022	14.41	0.04	2.81	1.08	0
24	0.7916	14.60	0.04	2.81	1.09	0
25	0.8321	15.23	0.07	2.79	1.08	0
26	0.8671	15.38	0.08	2.78	1.08	0
27	0.8837	15.61	0.09	2.77	1.08	0
28	0.8828	15.44	0.10	2.80	1.08	0
29	0.8921	15.43	0.11	2.80	1.08	0
30	0.8938	15.32	0.10	2.82	1.08	0
31	0.8928	15.58	0.10	2.81	1.08	0
32	0.8977	15.40	0.10	2.81	1.08	0
33	0.8882	15.49	0.10	2.80	1.08	0
34	0.8509	16.27	0.10	2.77	1.08	0
35	0.8596	16.33	0.09	2.77	1.08	0
36	0.8366	16.26	0.14	2.77	1.08	0
37	0.8587	16.31	0.17	2.78	1.08	0
38	0.8835	16.40	0.27	2.77	1.08	0
39	0.8900	16.49	0.37	2.78	1.08	0
40	0.8939	16.45	0.39	2.78	1.08	0
41	0.8799	16.31	0.41	2.79	1.08	0
42	0.9036	16.51	0.32	2.78	1.08	0
43	0.8896	16.35	0.23	2.79	1.08	0
44	0.8858	16.32	0.18	2.78	1.08	0
45	0.8956	16.35	0.14	2.78	1.07	0
46	0.8608	16.31	0.09	2.78	1.07	0
47	0.7231	16.33	-0.03	2.78	1.07	0
48	0.7523	16.32	0.04	2.79	1.07	0
49	0.7237	16.14	-0.08	2.80	1.09	0
50	0.7235	15.87	-0.10	2.78	1.08	0
51	0.7922	15.77	-0.10	2.77	1.07	0
52	0.7391	15.85	-0.10	2.78	1.07	0
53	0.7812	16.18	-0.08	2.78	1.08	0
54	0.7575	16.21	-0.07	2.77	1.07	0
55	0.7851	16.27	-0.05	2.78	1.07	0
56	0.7119	16.16	-0.06	2.79	1.08	0
57	0.8410	15.71	0.07	2.81	1.09	0
58	0.8475	16.22	0.16	2.78	1.07	0
59	0.8303	16.20	0.18	2.77	1.07	0
60	0.8602	16.26	0.24	2.77	1.07	0
61	0.8590	16.22	0.26	2.77	1.07	0
62	0.8358	15.78	0.16	2.80	1.08	0
63	0.8770	15.66	0.14	2.79	1.08	0
64	0.8815	15.49	0.09	2.79	1.08	0
65	0.8730	15.41	0.09	2.79	1.07	0
66	0.8547	15.67	0.10	2.79	1.08	0
67	0.8692	15.59	0.08	2.82	1.09	0
68	0.8561	15.53	0.06	2.83	1.09	0
69	0.8268	15.68	0.06	2.82	1.09	0
70	0.8403	15.48	0.05	2.82	1.09	0
71	0.8400	15.56	0.06	2.82	1.09	0
72	0.8501	15.64	0.06	2.81	1.08	0
73	0.8691	15.55	0.07	2.81	1.08	0
74	0.8703	15.60	0.09	2.80	1.08	0
75	0.8762	15.57	0.14	2.80	1.08	0
76	0.8655	15.66	0.18	2.79	1.08	0
77	0.8458	15.75	0.24	2.78	1.07	0
78	0.8207	16.21	0.34	2.76	1.06	0
79	0.8950	15.59	0.28	2.80	1.08	0
80	0.8921	15.58	0.24	2.80	1.08	0
81	0.8712	15.39	0.22	2.76	1.07	0
82	0.8783	15.50	0.17	2.82	1.09	0
83	0.8685	15.58	0.11	2.80	1.08	0
84	0.8552	15.54	0.09	2.80	1.09	0
85	0.8513	15.72	0.09	2.81	1.08	0
86	0.8583	15.43	0.08	2.81	1.09	0
87	0.8682	15.59	0.08	2.81	1.09	0
88	0.8597	15.64	0.11	2.80	1.09	0
89	0.8326	16.29	0.23	2.77	1.07	0
90	0.8563	16.31	0.23	2.76	1.07	0
91	0.8544	16.33	0.23	2.77	1.07	0
92	0.8445	15.80	0.24	2.80	1.08	0
93	0.8834	15.68	0.29	2.80	1.08	0
94	0.8972	15.51	0.25	2.80	1.08	0
95	0.8594	16.22	0.31	2.80	1.09	0
96	0.8837	16.33	0.26	2.81	1.09	0
97	0.8569	16.24	0.25	2.82	1.09	0
98	0.8694	15.71	0.26	2.79	1.08	0
99	0.8834	15.54	0.18	2.80	1.08	0
100	0.8484	15.68	0.13	2.80	1.09	0
101	0.8355	15.66	0.08	2.81	1.09	0
102	0.8192	16.24	0.08	2.82	1.10	0
103	0.8706	16.28	0.09	2.82	1.10	0
104	0.8515	16.29	0.20	2.78	1.07	0
105	0.8266	15.82	0.15	2.82	1.09	0
106	0.8710	16.30	0.30	2.77	1.07	0
107	0.8771	16.29	0.27	2.80	1.09	0
108	0.8970	16.39	0.31	2.81	1.09	0
109	0.8995	16.40	0.31	2.81	1.09	0
110	0.8866	16.35	0.30	2.80	1.09	0
111	0.8853	16.34	0.26	2.82	1.09	0
112	0.8872	16.37	0.22	2.81	1.09	0
113	0.8918	16.43	0.21	2.81	1.09	0
114	0.8957	16.49	0.16	2.81	1.08	0
115	0.8976	16.39	0.17	2.79	1.08	0
116	0.8911	16.57	0.16	2.77	1.06	0
117	0.9018	16.51	0.15	2.81	1.08	0
118	0.9023	16.45	0.18	2.81	1.08	0
119	0.9031	16.59	0.26	2.80	1.08	0
120	0.9002	16.43	0.26	2.80	1.08	0
121	0.8973	16.61	0.29	2.81	1.09	0
122	0.8977	16.47	0.29	2.80	1.08	0
123	0.8882	16.58	0.30	2.79	1.08	0
124	0.8891	16.59	0.33	2.81	1.09	0
125	0.8925	16.65	0.22	2.80	1.08	0
126	0.8851	16.68	0.20	2.78	1.07	0
127	0.8691	16.74	0.19	2.79	1.08	0
128	0.8937	16.66	0.18	2.79	1.08	0
129	0.8944	16.58	0.14	2.80	1.08	0
130	0.8273	17.22	0.19	2.77	1.07	0
131	0.8795	16.68	0.18	2.77	1.07	0
132	0.8929	16.64	0.25	2.77	1.07	0
133	0.8820	16.70	0.20	2.78	1.07	0
134	0.9031	16.45	0.26	2.81	1.09	0
135	0.8842	16.70	0.29	2.79	1.07	0
136	0.8779	16.78	0.27	2.79	1.07	0
137	0.9047	16.65	0.30	2.79	1.08	0
138	0.8772	16.76	0.33	2.79	1.07	0
139	0.8473	17.19	0.29	2.80	1.09	0
140	0.8860	17.27	0.34	2.80	1.09	0
141	0.8379	17.16	0.32	2.80	1.09	0
142	0.8333	16.84	0.28	2.78	1.07	0
143	0.8985	17.39	0.24	2.81	1.09	0
144	0.8829	17.28	0.22	2.81	1.09	0
145	0.8396	16.82	0.20	2.78	1.07	0
146	0.8722	17.27	0.19	2.81	1.09	0
147	0.8747	17.26	0.26	2.79	1.08	0
148	0.8817	17.29	0.31	2.81	1.09	0
149	0.8800	17.27	0.33	2.81	1.09	0
150	0.8522	17.20	0.36	2.80	1.08	0
151	0.9095	17.46	0.37	2.80	1.08	0
152	0.8937	17.32	0.42	2.80	1.09	0
153	0.8764	17.25	0.47	2.80	1.08	0
154	0.8875	17.29	0.44	2.80	1.09	0
155	0.8970	17.35	0.42	2.79	1.08	0
156	0.9068	17.37	0.38	2.80	1.08	0
157	0.8915	17.28	0.37	2.79	1.08	0
158	0.9044	17.44	0.35	2.78	1.08	0
159	0.9093	17.53	0.30	2.79	1.08	0
160	0.9070	17.43	0.30	2.79	1.08	0
161	0.8993	17.38	0.37	2.79	1.08	0
162	0.9055	17.38	0.37	2.79	1.08	0
163	0.9142	17.50	0.37	2.79	1.08	0
164	0.9163	17.48	0.37	2.80	1.08	0
165	0.9099	17.50	0.39	2.79	1.08	0
166	0.9018	17.65	0.42	2.80	1.07	0
167	0.9105	17.50	0.51	2.80	1.07	0
168	0.9082	17.53	0.49	2.80	1.07	0
169	0.9074	17.53	0.52	2.79	1.07	0
170	0.8913	17.69	0.48	2.79	1.07	0
171	0.8884	17.69	0.44	2.79	1.07	0
172	0.8699	17.74	0.34	2.75	1.06	0
173	0.8806	17.76	0.33	2.75	1.06	0
174	0.8722	17.76	0.35	2.75	1.06	0
175	0.8809	17.71	0.34	2.75	1.06	0
176	0.9066	17.58	0.37	2.76	1.06	0
177	0.8958	17.50	0.35	2.76	1.07	0
178	0.8233	17.71	0.28	2.79	1.07	0
179	0.8660	17.77	0.35	2.76	1.06	0
180	0.8694	18.30	0.36	2.80	1.08	0
181	0.8600	17.77	0.45	2.74	1.06	0
182	0.8553	18.25	0.39	2.79	1.08	0
183	0.8780	18.37	0.44	2.79	1.08	0
184	0.8663	18.37	0.37	2.79	1.08	0
185	0.8894	18.48	0.49	2.76	1.06	0
186	0.8847	18.33	0.48	2.77	1.06	0
187	0.8674	18.37	0.36	2.78	1.07	0
188	0.8790	18.47	0.33	2.79	1.07	0
189	0.8585	18.60	0.35	2.79	1.07	0
190	0.8563	18.73	0.43	2.75	1.06	0
191	0.8862	18.66	0.43	2.76	1.06	0
192	0.9047	18.45	0.44	2.77	1.07	0
193	0.9195	18.43	0.49	2.78	1.07	0
194	0.8910	18.72	0.42	2.76	1.06	0
195	0.8483	18.81	0.35	2.79	1.07	0
196	0.8289	19.19	0.41	2.81	1.08	0
197	0.8731	18.75	0.42	2.80	1.08	0
198	0.8572	18.78	0.37	2.80	1.08	0
199	0.8474	19.21	0.34	2.81	1.08	0
200	0.8388	19.49	0.43	2.78	1.07	0
