step	idx	score	x	y	w	h	class
1	0	0.9963	-32.00	-40.00	0.00	-0.00	0
1	1	0.9956	-32.00	-40.00	0.00	-0.00	0
1	2	0.7747	9.73	-0.03	2.81	1.08	0
1	3	0.3205	38.46	-32.29	2.44	0.99	0
2	0	0.9967	-32.00	-40.00	0.00	-0.00	0
2	1	0.9957	-32.00	-40.00	0.00	-0.00	0
2	2	0.9945	-32.00	-40.00	-0.00	-0.00	0
2	3	0.7797	9.66	-0.04	2.80	1.08	0
3	0	0.9975	-32.00	-40.00	0.00	-0.00	0
3	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
3	2	0.9961	-32.00	-40.00	0.00	-0.00	0
3	3	0.7839	9.71	-0.04	2.88	1.10	0
4	0	0.9981	-32.00	-40.00	-0.00	0.00	0
4	1	0.9978	-32.00	-40.00	0.00	-0.00	0
4	2	0.9978	-32.00	-40.00	0.00	-0.00	0
4	3	0.8089	9.71	0.05	2.85	1.10	0
5	0	0.9982	-32.00	-40.00	0.00	-0.00	0
5	1	0.9981	-32.00	-40.00	-0.00	0.00	0
5	2	0.9978	-32.00	-40.00	0.00	0.00	0
5	3	0.8015	9.87	0.07	2.86	1.10	0
6	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
6	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
6	2	0.9974	-32.00	-40.00	-0.00	-0.00	0
6	3	0.8825	10.28	0.06	2.82	1.09	0
7	0	0.9980	-32.00	-40.00	-0.00	0.00	0
7	1	0.9974	-32.00	-40.00	0.00	-0.00	0
7	2	0.9972	-32.00	-40.00	-0.00	-0.00	0
7	3	0.9021	10.54	0.05	2.82	1.09	0
7	4	0.3719	-3.36	36.37	2.55	1.01	0
8	0	0.9985	-32.00	-40.00	-0.00	0.00	0
8	1	0.9984	-32.00	-40.00	0.00	-0.00	0
8	2	0.9978	-32.00	-40.00	0.00	-0.00	0
8	3	0.7878	10.85	0.05	2.85	1.09	0
8	4	0.3964	-3.33	35.81	2.54	1.01	0
9	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9979	-32.00	-40.00	0.00	-0.00	0
9	2	0.9977	-32.00	-40.00	-0.00	-0.00	0
9	3	0.7848	11.17	-0.14	2.80	1.08	0
9	4	0.4468	-2.47	35.77	2.49	0.99	0
10	0	0.9987	-32.00	-40.00	-0.00	0.00	0
10	1	0.9987	-32.00	-40.00	0.00	0.00	0
10	2	0.9979	-32.00	-40.00	-0.00	-0.00	0
10	3	0.8081	11.31	-0.14	2.79	1.07	0
11	0	0.9990	-32.00	-40.00	-0.00	0.00	0
11	1	0.9988	-32.00	-40.00	0.00	-0.00	0
11	2	0.9983	-32.00	-40.00	0.00	0.00	0
11	3	0.8543	11.45	-0.11	2.81	1.08	0
12	0	0.9987	-32.00	-40.00	0.00	0.00	0
12	1	0.9986	-32.00	-40.00	0.00	0.00	0
12	2	0.9985	-32.00	-40.00	0.00	-0.00	0
12	3	0.8698	11.57	0.04	2.82	1.09	0
13	0	0.9987	-32.00	-40.00	0.00	0.00	0
13	1	0.9986	-32.00	-40.00	0.00	0.00	0
13	2	0.9985	-32.00	-40.00	0.00	0.00	0
13	3	0.8146	11.82	0.05	2.82	1.09	0
14	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9977	-32.00	-40.00	-0.00	0.00	0
14	2	0.9973	-32.00	-40.00	0.00	-0.00	0
14	3	0.7865	12.30	-0.03	2.80	1.08	0
15	0	0.9984	-32.00	-40.00	0.00	-0.00	0
15	1	0.9982	-32.00	-40.00	-0.00	0.00	0
15	2	0.9977	-32.00	-40.00	-0.00	-0.00	0
15	3	0.8478	12.37	-0.05	2.78	1.07	0
16	0	0.9983	-32.00	-40.00	0.00	-0.00	0
16	1	0.9982	-32.00	-40.00	-0.00	0.00	0
16	2	0.9976	-32.00	-40.00	-0.00	-0.00	0
16	3	0.8449	12.43	0.05	2.86	1.11	0
17	0	0.9980	-32.00	-40.00	-0.00	0.00	0
17	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
17	2	0.9975	-32.00	-40.00	-0.00	-0.00	0
17	3	0.8483	12.56	0.04	2.85	1.11	0
18	0	0.9978	-32.00	-40.00	-0.00	0.00	0
18	1	0.9977	-32.00	-40.00	-0.00	-0.00	0
18	2	0.8835	13.47	-0.08	2.77	1.07	0
19	0	0.9981	-32.00	-40.00	-0.00	0.00	0
19	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
19	2	0.9974	-32.00	-40.00	-0.00	-0.00	0
19	3	0.8686	13.50	-0.06	2.81	1.08	0
20	0	0.9981	-32.00	-40.00	0.00	0.00	0
20	1	0.9979	-32.00	-40.00	-0.00	-0.00	0
20	2	0.9969	-32.00	-40.00	-0.00	-0.00	0
20	3	0.8454	13.53	-0.07	2.80	1.08	0
21	0	0.9979	-32.00	-40.00	0.00	0.00	0
21	1	0.9978	-32.00	-40.00	-0.00	-0.00	0
21	2	0.9968	-32.00	-40.00	-0.00	-0.00	0
21	3	0.8417	14.32	-0.03	2.79	1.08	0
22	0	0.9978	-32.00	-40.00	0.00	0.00	0
22	1	0.9977	-32.00	-40.00	-0.00	-0.00	0
22	2	0.9961	-32.00	-40.00	-0.00	-0.00	0
22	3	0.8841	14.43	-0.05	2.78	1.07	0
23	0	0.9979	-32.00	-40.00	-0.00	0.00	0
23	1	0.9979	-32.00	-40.00	-0.00	-0.00	0
23	2	0.9973	-32.00	-40.00	-0.00	-0.00	0
23	3	0.8022	14.41	0.04	2.81	1.08	0
24	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
