step	score	x	y	w	h	class
0	0.0000					
1	0.4058	9.49	0.12	2.84	1.10	0
2	0.5719	9.60	0.13	2.83	1.09	0
3	0.7229	9.74	0.20	2.82	1.09	0
4	0.5800	9.62	0.10	2.87	1.11	0
5	0.6811	9.75	0.15	2.81	1.08	0
6	0.7309	10.46	0.15	2.79	1.07	0
7	0.6124	10.74	0.09	2.79	1.06	0
8	0.6052	10.86	0.08	2.79	1.06	0
9	0.6552	11.36	-0.19	2.81	1.08	0
10	0.6967	11.47	-0.12	2.81	1.08	0
11	0.6680	11.54	0.05	2.78	1.06	0
12	0.6686	11.78	0.05	2.73	1.05	0
13	0.6989	12.21	0.11	2.83	1.09	0
14	0.7745	12.39	0.11	2.82	1.09	0
15	0.8108	12.45	0.11	2.80	1.08	0
16	0.7955	12.78	0.13	2.80	1.09	0
17	0.8427	12.71	0.14	2.79	1.08	0
18	0.7582	13.42	-0.19	2.79	1.08	0
19	0.7790	13.35	0.09	2.75	1.07	0
20	0.7913	13.56	-0.14	2.79	1.07	0
21	0.7959	13.59	-0.10	2.78	1.08	0
22	0.8127	13.61	-0.11	2.78	1.08	0
23	0.7673	13.66	0.09	2.79	1.08	0
24	0.7654	13.71	0.09	2.77	1.07	0
25	0.7876	13.79	0.09	2.78	1.07	0
26	0.8381	13.66	0.14	2.79	1.08	0
27	0.7789	13.80	0.09	2.78	1.08	0
28	0.7931	13.73	0.10	2.80	1.08	0
29	0.7404	13.75	-0.09	2.78	1.08	0
30	0.7217	13.86	-0.25	2.77	1.06	0
31	0.7386	14.15	-0.25	2.79	1.07	0
32	0.7557	13.74	-0.20	2.77	1.07	0
33	0.7922	13.74	-0.25	2.77	1.06	0
34	0.7162	13.84	-0.23	2.78	1.07	0
35	0.7786	13.76	-0.26	2.77	1.07	0
36	0.7851	13.63	0.10	2.80	1.09	0
37	0.7980	13.55	0.09	2.80	1.09	0
38	0.7942	13.77	0.08	2.82	1.09	0
39	0.8124	13.46	0.08	2.80	1.09	0
40	0.7863	13.36	0.11	2.76	1.08	0
