step	idx	score	x	y	w	h	class
1	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
1	1	0.4058	9.49	0.12	2.84	1.10	0
2	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
2	1	0.5719	9.60	0.13	2.83	1.09	0
3	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9965	-32.00	-40.00	-0.00	-0.00	0
3	2	0.7229	9.74	0.20	2.82	1.09	0
4	0	0.9974	-32.00	-40.00	-0.00	-0.00	0
4	1	0.9962	-32.00	-40.00	-0.00	-0.00	0
4	2	0.5800	9.62	0.10	2.87	1.11	0
5	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
5	1	0.6811	9.75	0.15	2.81	1.08	0
6	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
6	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
6	2	0.7309	10.46	0.15	2.79	1.07	0
7	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
7	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
7	2	0.6124	10.74	0.09	2.79	1.06	0
8	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
8	1	0.6052	10.86	0.08	2.79	1.06	0
9	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
9	2	0.6552	11.36	-0.19	2.81	1.08	0
10	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
10	1	0.6967	11.47	-0.12	2.81	1.08	0
11	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9951	-32.00	-40.00	-0.00	-0.00	0
11	2	0.6680	11.54	0.05	2.78	1.06	0
12	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
12	2	0.6686	11.78	0.05	2.73	1.05	0
13	0	0.9974	-32.00	-40.00	-0.00	-0.00	0
13	1	0.6989	12.21	0.11	2.83	1.09	0
14	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
14	2	0.7745	12.39	0.11	2.82	1.09	0
15	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
15	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
15	2	0.8108	12.45	0.11	2.80	1.08	0
16	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
16	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
16	2	0.7955	12.78	0.13	2.80	1.09	0
17	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
17	1	0.9973	-32.00	-40.00	-0.00	-0.00	0
17	2	0.9959	-32.00	-40.00	-0.00	-0.00	0
17	3	0.8427	12.71	0.14	2.79	1.08	0
18	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
18	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
18	2	0.7582	13.42	-0.19	2.79	1.08	0
19	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
19	1	0.9978	-32.00	-40.00	-0.00	-0.00	0
19	2	0.7790	13.35	0.09	2.75	1.07	0
20	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
20	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
20	2	0.7913	13.56	-0.14	2.79	1.07	0
21	0	0.9985	-32.00	-40.00	0.00	-0.00	0
21	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
21	2	0.7959	13.59	-0.10	2.78	1.08	0
22	0	0.9986	-32.00	-40.00	0.00	-0.00	0
22	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
22	2	0.8127	13.61	-0.11	2.78	1.08	0
23	0	0.9984	-32.00	-40.00	0.00	-0.00	0
23	1	0.9981	-32.00	-40.00	-0.00	-0.00	0
23	2	0.7673	13.66	0.09	2.79	1.08	0
24	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
24	1	0.9954	-32.00	-40.00	-0.00	-0.00	0
24	2	0.7654	13.71	0.09	2.77	1.07	0
25	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
25	1	0.7876	13.79	0.09	2.78	1.07	0
26	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
26	1	0.9951	-32.00	-40.00	-0.00	-0.00	0
26	2	0.8381	13.66	0.14	2.79	1.08	0
27	0	0.9974	-32.00	-40.00	-0.00	-0.00	0
27	1	0.7789	13.80	0.09	2.78	1.08	0
28	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
28	1	0.7931	13.73	0.10	2.80	1.08	0
29	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
29	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
29	2	0.7404	13.75	-0.09	2.78	1.08	0
30	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
30	1	0.9975	-32.00	-40.00	-0.00	-0.00	0
30	2	0.7217	13.86	-0.25	2.77	1.06	0
31	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
31	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
31	2	0.7386	14.15	-0.25	2.79	1.07	0
32	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
32	1	0.7557	13.74	-0.20	2.77	1.07	0
33	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
33	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
33	2	0.7922	13.74	-0.25	2.77	1.06	0
34	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
34	1	0.7162	13.84	-0.23	2.78	1.07	0
35	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
35	1	0.7786	13.76	-0.26	2.77	1.07	0
36	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
36	1	0.9974	-32.00	-40.00	-0.00	-0.00	0
36	2	0.7851	13.63	0.10	2.80	1.09	0
37	0	0.9981	-32.00	-40.00	0.00	-0.00	0
37	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
37	2	0.7980	13.55	0.09	2.80	1.09	0
38	0	0.9982	-32.00	-40.00	0.00	-0.00	0
38	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
38	2	0.7942	13.77	0.08	2.82	1.09	0
39	0	0.9982	-32.00	-40.00	0.00	-0.00	0
39	1	0.9977	-32.00	-40.00	-0.00	-0.00	0
39	2	0.8124	13.46	0.08	2.80	1.09	0
40	0	0.9981	-32.00	-40.00	0.00	-0.00	0
40	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
40	2	0.7863	13.36	0.11	2.76	1.08	0
41	0	0.9982	-32.00	-40.00	0.00	-0.00	0
41	1	0.9977	-32.00	-40.00	-0.00	-0.00	0
41	2	0.7559	13.24	0.11	2.77	1.08	0
42	0	0.9981	-32.00	-40.00	0.00	-0.00	0
42	1	0.9973	-32.00	-40.00	-0.00	-0.00	0
42	2	0.7982	13.31	0.13	2.78	1.08	0
43	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
43	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
43	2	0.8106	13.23	0.16	2.78	1.08	0
44	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
44	1	0.9974	-32.00	-40.00	-0.00	-0.00	0
44	2	0.8496	13.23	0.25	2.76	1.07	0
45	0	0.9979	-32.00	-40.00	0.00	-0.00	0
45	1	0.9978	-32.00	-40.00	-0.00	-0.00	0
45	2	0.8289	13.19	0.41	2.77	1.08	0
46	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
46	1	0.9979	-32.00	-40.00	0.00	-0.00	0
46	2	0.7969	12.80	0.48	2.79	1.08	0
47	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
47	1	0.9980	-32.00	-40.00	0.00	-0.00	0
47	2	0.8242	12.74	0.51	2.78	1.08	0
48	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
48	1	0.9978	-32.00	-40.00	0.00	-0.00	0
48	2	0.7824	12.91	0.35	2.77	1.06	0
49	0	0.9978	-32.00	-40.00	0.00	-0.00	0
49	1	0.9977	-32.00	-40.00	-0.00	-0.00	0
49	2	0.8033	12.81	0.54	2.75	1.07	0
50	0	0.9981	-32.00	-40.00	0.00	-0.00	0
50	1	0.9978	-32.00	-40.00	-0.00	-0.00	0
50	2	0.8218	13.23	0.32	2.81	1.09	0
51	0	0.9980	-32.00	-40.00	0.00	-0.00	0
51	1	0.9978	-32.00	-40.00	-0.00	-0.00	0
51	2	0.8067	13.13	0.22	2.79	1.06	0
52	0	0.9982	-32.00	-40.00	0.00	-0.00	0
52	1	0.9978	-32.00	-40.00	-0.00	-0.00	0
52	2	0.7904	13.16	0.25	2.77	1.07	0
53	0	0.9978	-32.00	-40.00	0.00	-0.00	0
53	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
53	2	0.8550	13.25	0.32	2.77	1.08	0
54	0	0.9977	-32.00	-40.00	0.00	-0.00	0
54	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
54	2	0.8813	13.41	0.32	2.78	1.08	0
