step	idx	score	x	y	w	h	class
1	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9955	-32.00	-40.00	-0.00	-0.00	0
1	2	0.7725	9.59	0.26	2.87	1.12	0
2	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
2	2	0.7233	9.54	0.30	2.78	1.07	0
3	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9962	-32.00	-40.00	-0.00	-0.00	0
3	2	0.6808	9.63	0.22	2.82	1.10	0
4	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
4	1	0.5572	9.85	0.29	2.83	1.09	0
5	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
5	1	0.6368	9.80	0.08	2.83	1.09	0
6	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
6	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
6	2	0.7329	10.47	0.22	2.80	1.07	0
7	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
7	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
7	2	0.7032	10.74	0.14	2.80	1.07	0
8	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
8	1	0.6863	10.67	-0.21	2.81	1.09	0
9	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9980	-32.00	-40.00	0.00	-0.00	0
9	2	0.7117	11.32	-0.13	2.83	1.08	0
10	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
10	1	0.7686	11.38	-0.17	2.77	1.07	0
11	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9976	-32.00	-40.00	0.00	-0.00	0
11	2	0.9967	-32.00	-40.00	-0.00	-0.00	0
11	3	0.7601	11.39	-0.14	2.83	1.10	0
11	4	0.3027	40.63	25.59	2.42	0.98	0
12	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
12	2	0.6771	11.74	0.11	2.82	1.08	0
13	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
13	1	0.6341	12.29	-0.18	2.74	1.06	0
13	2	0.3226	40.47	25.55	2.39	0.97	0
14	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
14	1	0.8400	12.41	-0.22	2.82	1.09	0
14	2	0.3277	40.49	25.58	2.37	0.97	0
15	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
15	1	0.8239	12.41	-0.35	2.81	1.09	0
16	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
16	1	0.8483	12.74	-0.28	2.81	1.09	0
17	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
17	1	0.8664	12.67	-0.52	2.80	1.08	0
18	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
18	1	0.8339	12.78	-0.60	2.78	1.07	0
19	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
19	1	0.9938	-32.00	-40.00	-0.00	-0.00	0
19	2	0.8571	13.36	-0.67	2.78	1.07	0
20	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
20	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
20	2	0.8477	13.33	-0.77	2.76	1.07	0
21	0	0.9974	-32.00	-40.00	-0.00	-0.00	0
21	1	0.9935	-32.00	-40.00	-0.00	-0.00	0
21	2	0.8187	13.46	-0.90	2.76	1.05	0
22	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
22	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
22	2	0.8287	13.55	-0.87	2.77	1.06	0
23	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
23	1	0.9962	-32.00	-40.00	-0.00	-0.00	0
23	2	0.8316	13.65	-1.28	2.75	1.06	0
24	0	0.9959	-32.00	-40.00	-0.00	-0.00	0
24	1	0.8604	13.40	-1.29	2.76	1.07	0
25	0	0.9961	-32.00	-40.00	-0.00	-0.00	0
25	1	0.8450	13.43	-1.82	2.77	1.07	0
26	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
26	1	0.8368	13.48	-2.21	2.79	1.07	0
27	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
27	1	0.8711	13.46	-2.40	2.80	1.08	0
28	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
28	1	0.8499	13.39	-2.37	2.79	1.07	0
29	0	0.9962	-32.00	-40.00	-0.00	-0.00	0
29	1	0.9960	-32.00	-40.00	-0.00	-0.00	0
29	2	0.8440	13.50	-2.50	2.81	1.07	0
30	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
30	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
30	2	0.8393	13.38	-2.58	2.80	1.07	0
30	3	0.3574	47.67	31.65	2.46	0.97	0
31	0	0.9974	-32.00	-40.00	-0.00	-0.00	0
31	1	0.9973	-32.00	-40.00	0.00	-0.00	0
31	2	0.8501	13.52	-2.67	2.81	1.07	0
32	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
32	1	0.9961	-32.00	-40.00	-0.00	-0.00	0
32	2	0.8708	13.40	-2.43	2.78	1.07	0
33	0	0.9966	-32.00	-40.00	-0.00	-0.00	0
33	1	0.9964	-32.00	-40.00	-0.00	-0.00	0
33	2	0.8339	13.32	-2.37	2.78	1.07	0
34	0	0.9968	-32.00	-40.00	-0.00	-0.00	0
34	1	0.9965	-32.00	-40.00	-0.00	-0.00	0
34	2	0.8730	13.54	-2.46	2.78	1.07	0
34	3	0.3022	50.55	35.53	2.36	0.96	0
35	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
35	1	0.8858	13.42	-2.73	2.80	1.08	0
35	2	0.4538	50.65	35.56	2.44	0.97	0
36	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
36	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
36	2	0.8049	13.26	-2.83	2.79	1.08	0
37	0	0.9965	-32.00	-40.00	-0.00	-0.00	0
37	1	0.7418	13.23	-3.21	2.79	1.07	0
38	0	0.9964	-32.00	-40.00	-0.00	-0.00	0
38	1	0.7896	12.77	-3.38	2.80	1.08	0
39	0	0.9964	-32.00	-40.00	-0.00	-0.00	0
39	1	0.8165	12.68	-3.69	2.82	1.09	0
40	0	0.9965	-32.00	-40.00	-0.00	-0.00	0
40	1	0.7668	12.57	-3.91	2.79	1.08	0
41	0	0.9965	-32.00	-40.00	-0.00	-0.00	0
41	1	0.7450	12.64	-3.92	2.80	1.08	0
42	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
42	1	0.8426	12.57	-4.23	2.80	1.09	0
43	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
43	1	0.8477	12.67	-4.55	2.83	1.10	0
44	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
44	1	0.8793	12.75	-4.58	2.83	1.09	0
44	2	0.3203	46.40	-34.53	2.36	0.98	0
45	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
45	1	0.9969	-32.00	-40.00	-0.00	-0.00	0
45	2	0.8854	12.56	-4.59	2.82	1.08	0
45	3	0.3227	44.41	-34.49	2.35	0.99	0
46	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
