step	idx	score	x	y	w	h	class
1	0	0.9960	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9953	-32.00	-40.00	-0.00	-0.00	0
1	2	0.7374	9.72	0.15	2.73	1.07	0
2	0	0.9963	-32.00	-40.00	0.00	-0.00	0
2	1	0.9952	-32.00	-40.00	-0.00	-0.00	0
2	2	0.8028	9.78	0.08	2.80	1.08	0
3	0	0.9965	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9963	-32.00	-40.00	-0.00	-0.00	0
3	2	0.7874	9.76	0.07	2.82	1.09	0
4	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
4	1	0.9965	-32.00	-40.00	-0.00	-0.00	0
4	2	0.7034	9.86	-0.11	2.82	1.09	0
5	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9959	-32.00	-40.00	-0.00	-0.00	0
5	2	0.8226	10.27	-0.28	2.82	1.10	0
6	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
6	1	0.9959	-32.00	-40.00	-0.00	-0.00	0
6	2	0.8557	10.53	-0.44	2.81	1.09	0
7	0	0.9973	-32.00	-40.00	-0.00	-0.00	0
7	1	0.9964	-32.00	-40.00	-0.00	-0.00	0
7	2	0.8250	10.72	-0.38	2.74	1.05	0
8	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
8	1	0.9962	-32.00	-40.00	-0.00	-0.00	0
8	2	0.7536	10.64	-0.41	2.36	0.91	0
8	3	0.3696	21.35	0.41	0.46	0.75	5
9	0	0.9974	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
9	2	0.8527	11.20	-0.36	2.76	1.06	0
10	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
10	2	0.9154	11.42	-0.40	2.81	1.09	0
11	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
11	2	0.9049	11.59	-0.35	2.80	1.08	0
12	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
12	1	0.7888	11.84	-0.27	2.77	1.06	0
13	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
13	1	0.9974	-32.00	-40.00	-0.00	-0.00	0
13	2	0.8666	12.23	-0.35	2.76	1.06	0
14	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9979	-32.00	-40.00	-0.00	-0.00	0
14	2	0.9046	12.57	-0.31	2.82	1.09	0
15	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
15	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
15	2	0.9107	12.50	-0.41	2.80	1.08	0
16	0	0.9969	-32.00	-40.00	-0.00	-0.00	0
16	1	0.9955	-32.00	-40.00	-0.00	-0.00	0
16	2	0.9947	-32.00	-40.00	-0.00	-0.00	0
16	3	0.8882	12.75	-0.56	2.82	1.09	0
17	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
17	1	0.9950	-32.00	-40.00	-0.00	-0.00	0
17	2	0.7856	12.83	-0.83	2.80	1.08	0
18	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
18	1	0.9946	-32.00	-40.00	-0.00	-0.00	0
18	2	0.8102	13.31	-1.13	2.81	1.07	0
19	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
19	1	0.9962	-32.00	-40.00	-0.00	-0.00	0
19	2	0.8937	13.35	-1.47	2.82	1.08	0
20	0	0.9965	-32.00	-40.00	-0.00	-0.00	0
20	1	0.9960	-32.00	-40.00	0.00	-0.00	0
20	2	0.9945	-32.00	-40.00	-0.00	-0.00	0
20	3	0.8744	13.43	-1.84	2.84	1.09	0
21	0	0.9960	-32.00	-40.00	-0.00	-0.00	0
21	1	0.9953	-32.00	-40.00	0.00	-0.00	0
21	2	0.9943	-32.00	-40.00	-0.00	-0.00	0
21	3	0.8917	13.40	-2.15	2.83	1.08	0
22	0	0.9955	-32.00	-40.00	-0.00	-0.00	0
