step	score	x	y	w	h	class
0	0.0000					
1	0.7374	9.72	0.15	2.73	1.07	0
2	0.8028	9.78	0.08	2.80	1.08	0
3	0.7874	9.76	0.07	2.82	1.09	0
4	0.7034	9.86	-0.11	2.82	1.09	0
5	0.8226	10.27	-0.28	2.82	1.10	0
6	0.8557	10.53	-0.44	2.81	1.09	0
7	0.8250	10.72	-0.38	2.74	1.05	0
8	0.7536	10.64	-0.41	2.36	0.91	0
9	0.8527	11.20	-0.36	2.76	1.06	0
10	0.9154	11.42	-0.40	2.81	1.09	0
11	0.9049	11.59	-0.35	2.80	1.08	0
12	0.7888	11.84	-0.27	2.77	1.06	0
13	0.8666	12.23	-0.35	2.76	1.06	0
14	0.9046	12.57	-0.31	2.82	1.09	0
15	0.9107	12.50	-0.41	2.80	1.08	0
16	0.8882	12.75	-0.56	2.82	1.09	0
17	0.7856	12.83	-0.83	2.80	1.08	0
18	0.8102	13.31	-1.13	2.81	1.07	0
19	0.8937	13.35	-1.47	2.82	1.08	0
20	0.8744	13.43	-1.84	2.84	1.09	0
21	0.8917	13.40	-2.15	2.83	1.08	0
22	0.9077	13.41	-2.40	2.84	1.09	0
23	0.8528	13.19	-2.48	2.85	1.09	0
24	0.8552	13.20	-2.56	2.84	1.09	0
25	0.8810	13.24	-2.55	2.83	1.08	0
26	0.8953	13.29	-2.21	2.80	1.07	0
27	0.8497	13.34	-1.76	2.78	1.08	0
28	0.9200	13.44	-1.66	2.83	1.08	0
29	0.9135	13.33	-1.28	2.81	1.07	0
30	0.8300	13.23	-0.85	2.81	1.09	0
31	0.9150	13.47	-0.60	2.80	1.07	0
32	0.7945	13.16	-0.17	2.71	1.05	0
33	0.7804	13.25	0.07	2.73	1.06	0
34	0.8739	13.25	0.25	2.72	1.06	0
35	0.8596	12.72	0.26	2.79	1.09	0
36	0.8977	13.48	0.37	2.79	1.07	0
37	0.8813	13.43	0.48	2.79	1.07	0
38	0.8780	13.60	0.67	2.71	1.05	0
39	0.8677	13.62	0.64	2.73	1.06	0
40	0.8960	13.53	0.69	2.70	1.05	0
41	0.8621	13.72	0.75	2.71	1.05	0
42	0.8383	13.77	0.78	2.73	1.06	0
43	0.8717	13.48	0.79	2.79	1.08	0
44	0.8616	13.66	0.82	2.70	1.05	0
45	0.8426	13.76	0.80	2.72	1.05	0
46	0.8913	13.68	0.55	2.79	1.07	0
47	0.9064	13.66	0.47	2.80	1.07	0
48	0.8976	13.71	0.38	2.79	1.07	0
49	0.9012	13.71	0.35	2.80	1.07	0
50	0.8836	13.76	0.24	2.79	1.07	0
51	0.8461	13.78	0.14	2.79	1.07	0
