step	score	x	y	w	h	class
0	0.0000					
1	0.7646	9.80	0.06	2.84	1.10	0
2	0.7825	9.81	0.06	2.80	1.08	0
3	0.7413	9.84	0.05	2.81	1.08	0
4	0.7723	9.85	0.08	2.84	1.10	0
5	0.9028	10.33	0.17	2.84	1.10	0
6	0.9130	10.58	0.17	2.84	1.10	0
7	0.8886	10.80	0.17	2.82	1.09	0
8	0.8007	11.14	0.12	2.81	1.08	0
9	0.8919	11.23	0.16	2.78	1.07	0
10	0.9181	11.44	0.19	2.82	1.10	0
11	0.9214	11.57	0.17	2.79	1.08	0
12	0.8512	11.83	0.15	2.78	1.06	0
13	0.8765	12.23	0.15	2.79	1.08	0
14	0.9179	12.45	0.17	2.81	1.09	0
15	0.9133	12.60	0.19	2.83	1.10	0
16	0.9014	12.69	0.15	2.84	1.10	0
17	0.8247	13.13	0.19	2.81	1.09	0
18	0.9203	13.37	0.21	2.82	1.09	0
19	0.9140	13.61	0.20	2.82	1.09	0
20	0.8702	13.79	0.19	2.81	1.09	0
21	0.8951	14.27	0.19	2.75	1.06	0
22	0.9045	14.42	0.22	2.82	1.09	0
23	0.9200	14.50	0.18	2.82	1.09	0
24	0.8813	14.73	0.19	2.81	1.08	0
25	0.8535	14.79	0.22	2.79	1.08	0
26	0.8882	15.32	0.27	2.78	1.08	0
27	0.9065	15.41	0.29	2.77	1.07	0
28	0.9111	15.40	0.34	2.77	1.07	0
29	0.9156	15.51	0.31	2.81	1.08	0
30	0.9078	15.48	0.32	2.77	1.08	0
31	0.9129	15.47	0.26	2.82	1.08	0
32	0.8994	15.31	0.26	2.81	1.08	0
33	0.9007	15.42	0.22	2.80	1.08	0
34	0.9018	15.52	0.20	2.81	1.08	0
35	0.8848	15.57	0.17	2.81	1.08	0
36	0.8931	15.49	0.18	2.82	1.09	0
37	0.8923	15.47	0.18	2.81	1.08	0
38	0.8758	15.70	0.14	2.82	1.08	0
39	0.8438	15.77	0.11	2.81	1.09	0
40	0.8526	15.73	0.13	2.82	1.09	0
41	0.8332	15.78	0.13	2.82	1.09	0
42	0.8233	15.80	0.10	2.82	1.09	0
43	0.8737	15.67	0.10	2.84	1.09	0
44	0.7450	16.18	0.06	2.77	1.07	0
45	0.7468	16.24	0.07	2.80	1.09	0
46	0.7302	16.22	0.05	2.77	1.07	0
47	0.8294	16.30	0.06	2.76	1.07	0
48	0.8612	16.33	0.07	2.77	1.07	0
49	0.8819	16.36	0.08	2.76	1.07	0
50	0.8905	16.41	0.11	2.82	1.10	0
51	0.8910	16.43	0.10	2.76	1.07	0
52	0.8949	16.48	0.12	2.75	1.07	0
53	0.8952	16.58	0.13	2.74	1.06	0
54	0.9052	16.52	0.12	2.81	1.09	0
55	0.9122	16.58	0.12	2.82	1.09	0
56	0.8777	16.77	0.12	2.82	1.09	0
57	0.8953	16.64	0.11	2.81	1.09	0
58	0.7996	16.82	0.10	2.80	1.08	0
59	0.8249	16.81	0.12	2.74	1.06	0
60	0.8780	17.36	0.11	2.81	1.10	0
61	0.8610	17.31	0.09	2.82	1.10	0
62	0.8463	17.36	0.08	2.74	1.06	0
63	0.8285	17.36	0.08	2.82	1.10	0
64	0.8483	17.49	-0.09	2.74	1.05	0
65	0.8630	17.54	-0.12	2.75	1.06	0
66	0.8041	17.76	-0.13	2.75	1.06	0
67	0.7933	17.77	-0.17	2.73	1.05	0
68	0.7867	17.78	-0.18	2.73	1.05	0
69	0.7928	18.23	-0.13	2.81	1.09	0
70	0.7728	18.19	-0.12	2.81	1.09	0
71	0.8057	18.30	0.07	2.83	1.11	0
72	0.8357	18.52	0.06	2.82	1.10	0
73	0.8487	18.51	0.07	2.82	1.10	0
74	0.8494	18.64	0.07	2.82	1.10	0
75	0.8423	18.71	0.08	2.75	1.06	0
76	0.8265	18.70	0.07	2.74	1.06	0
77	0.7509	18.82	0.09	2.74	1.06	0
78	0.7932	19.28	0.08	2.82	1.11	0
79	0.7957	19.29	0.07	2.83	1.11	0
80	0.8356	19.27	-0.21	2.77	1.07	0
81	0.7759	19.15	-0.20	2.80	1.08	0
82	0.7351	19.20	-0.17	2.81	1.09	0
83	0.8621	19.46	-0.26	2.77	1.07	0
84	0.7965	19.80	-0.31	2.74	1.06	0
85	0.8058	19.79	-0.28	2.73	1.06	0
86	0.8371	19.74	-0.31	2.74	1.06	0
87	0.8446	19.75	-0.44	2.74	1.06	0
88	0.8197	20.24	-0.42	2.85	1.11	0
89	0.8407	20.36	-0.49	2.83	1.11	0
90	0.8830	20.44	-0.46	2.83	1.10	0
91	0.8228	20.17	-0.34	2.80	1.08	0
92	0.8742	19.74	-0.52	2.76	1.06	0
93	0.8645	19.70	-0.52	2.75	1.06	0
94	0.8521	19.62	-0.38	2.84	1.10	0
95	0.8007	20.25	-0.35	2.81	1.10	0
96	0.8279	20.35	-0.43	2.82	1.10	0
97	0.8107	20.21	-0.49	2.81	1.09	0
98	0.8724	19.70	-0.62	2.76	1.06	0
99	0.8725	19.73	-0.58	2.75	1.06	0
100	0.8422	20.31	-0.44	2.82	1.09	0
101	0.8553	20.40	-0.50	2.82	1.10	0
102	0.8326	20.31	-0.57	2.81	1.09	0
103	0.8591	20.36	-0.34	2.82	1.09	0
104	0.8418	20.28	-0.41	2.82	1.09	0
105	0.8220	20.30	-0.43	2.82	1.09	0
106	0.8516	20.48	-0.23	2.82	1.09	0
107	0.8404	20.44	-0.18	2.81	1.09	0
108	0.8083	20.25	-0.19	2.80	1.09	0
109	0.8333	20.22	-0.38	2.76	1.06	0
110	0.7802	19.87	-0.43	2.74	1.05	0
111	0.8165	19.83	-0.44	2.77	1.07	0
112	0.8128	20.18	-0.37	2.79	1.08	0
113	0.7715	19.87	-0.35	2.78	1.08	0
114	0.8036	19.81	-0.26	2.75	1.06	0
115	0.8818	19.63	-0.30	2.75	1.06	0
116	0.8839	19.64	-0.34	2.75	1.06	0
117	0.8654	19.69	-0.31	2.75	1.06	0
118	0.8565	19.70	-0.29	2.75	1.06	0
119	0.8032	19.83	-0.30	2.74	1.06	0
120	0.8439	19.76	-0.32	2.74	1.05	0
121	0.8927	19.64	-0.38	2.74	1.05	0
122	0.8744	19.74	-0.40	2.72	1.05	0
123	0.8855	19.61	-0.41	2.73	1.05	0
124	0.8578	19.78	-0.43	2.79	1.08	0
125	0.8060	19.85	-0.44	2.72	1.04	0
126	0.8877	19.65	-0.45	2.73	1.05	0
127	0.8465	19.80	-0.42	2.74	1.05	0
128	0.8244	19.82	-0.47	2.74	1.05	0
129	0.8753	20.30	-0.44	2.80	1.08	0
130	0.8238	19.83	-0.37	2.78	1.07	0
131	0.8540	19.79	-0.45	2.74	1.05	0
132	0.8837	19.64	-0.34	2.80	1.08	0
133	0.8259	19.79	-0.27	2.78	1.07	0
134	0.8618	19.66	-0.24	2.77	1.07	0
135	0.7911	19.85	-0.23	2.79	1.08	0
136	0.8077	20.19	-0.25	2.80	1.08	0
137	0.7912	19.85	-0.23	2.80	1.08	0
138	0.8155	20.20	-0.40	2.80	1.08	0
139	0.8449	20.27	-0.41	2.80	1.08	0
140	0.8474	20.31	-0.44	2.79	1.08	0
141	0.8193	19.86	-0.54	2.79	1.07	0
142	0.8230	20.18	-0.55	2.80	1.09	0
143	0.8658	20.19	-0.50	2.81	1.09	0
144	0.8599	19.81	-0.51	2.80	1.08	0
145	0.8433	19.74	-0.45	2.79	1.07	0
146	0.8125	19.84	-0.42	2.77	1.07	0
147	0.8038	20.19	-0.30	2.81	1.09	0
148	0.8221	19.78	-0.21	2.73	1.06	0
149	0.8217	19.81	-0.32	2.73	1.06	0
150	0.8511	19.79	-0.43	2.75	1.06	0
151	0.8288	20.19	-0.63	2.82	1.09	0
152	0.8178	19.82	-0.66	2.77	1.07	0
153	0.8394	19.79	-0.45	2.75	1.07	0
154	0.8353	20.22	-0.58	2.81	1.09	0
155	0.8063	20.18	-0.53	2.82	1.09	0
156	0.8591	20.43	-0.49	2.81	1.09	0
157	0.8407	20.42	-0.21	2.81	1.09	0
158	0.8185	20.23	0.47	2.75	1.07	0
159	0.8194	20.33	1.27	2.75	1.07	0
160	0.7904	20.31	1.89	2.82	1.10	0
161	0.8318	20.34	2.87	2.81	1.09	0
162	0.8483	20.26	3.76	2.81	1.09	0
163	0.7767	20.31	4.11	2.81	1.09	0
164	0.8141	20.27	4.16	2.77	1.07	0
165	0.8251	20.34	4.21	2.80	1.09	0
166	0.8222	20.25	4.66	2.78	1.08	0
167	0.8451	19.62	5.26	2.78	1.08	0
168	0.8434	19.69	6.13	2.79	1.09	0
169	0.7752	19.21	7.30	2.79	1.08	0
170	0.0000					
171	0.0000					
172	0.0000					
173	0.0000					
174	0.0000					
175	0.0000					
176	0.0000					
177	0.8824	19.40	7.79	2.79	1.07	0
178	0.8840	19.73	7.23	2.78	1.07	0
179	0.9016	19.46	6.76	2.78	1.06	0
180	0.8912	19.64	6.17	2.79	1.07	0
181	0.8558	20.26	5.77	2.77	1.07	0
182	0.9077	20.62	5.54	2.79	1.08	0
183	0.8946	20.70	5.19	2.78	1.07	0
184	0.8265	20.63	4.89	2.79	1.07	0
185	0.8232	21.22	4.81	2.79	1.08	0
186	0.8447	21.25	4.80	2.79	1.08	0
187	0.8829	21.36	4.75	2.79	1.08	0
188	0.8867	21.26	4.81	2.80	1.07	0
189	0.8902	21.39	4.60	2.79	1.08	0
190	0.8816	21.32	4.37	2.79	1.08	0
191	0.8574	21.22	4.20	2.80	1.08	0
192	0.8747	21.24	4.14	2.81	1.07	0
193	0.8876	21.32	3.85	2.79	1.07	0
194	0.8948	21.28	3.67	2.78	1.07	0
195	0.9056	21.27	3.41	2.81	1.08	0
196	0.8081	21.34	3.08	2.81	1.08	0
197	0.9147	21.48	2.83	2.81	1.07	0
198	0.9298	21.47	2.75	2.82	1.08	0
199	0.9260	21.45	2.79	2.81	1.08	0
200	0.8457	21.43	2.89	2.80	1.07	0
201	0.8805	21.51	3.12	2.82	1.08	0
202	0.8956	21.68	3.23	2.83	1.09	0
203	0.9164	21.42	3.36	2.80	1.07	0
204	0.9293	21.48	3.49	2.80	1.07	0
205	0.9291	21.40	3.49	2.77	1.06	0
206	0.9279	21.46	3.48	2.79	1.07	0
207	0.9355	21.57	3.41	2.79	1.07	0
208	0.9268	21.56	3.35	2.79	1.07	0
209	0.8955	21.38	3.15	2.81	1.07	0
210	0.8994	21.48	2.86	2.82	1.08	0
211	0.9030	21.31	2.81	2.82	1.08	0
212	0.8853	21.25	2.76	2.80	1.07	0
213	0.8999	20.65	2.78	2.70	1.02	0
214	0.8882	20.69	2.78	2.70	1.02	0
215	0.9208	20.50	2.74	2.71	1.03	0
216	0.9099	20.42	2.82	2.73	1.04	0
217	0.8860	20.58	2.76	2.78	1.07	0
218	0.8494	20.24	2.85	2.76	1.06	0
219	0.7912	20.26	2.81	2.78	1.08	0
220	0.8044	19.44	3.11	2.79	1.08	0
221	0.7766	18.73	3.29	2.73	1.07	0
222	0.7266	18.76	3.21	2.73	1.06	0
223	0.8174	18.27	3.11	2.76	1.07	0
224	0.8092	17.69	3.10	2.76	1.07	0
225	0.8038	17.51	2.87	2.77	1.07	0
226	0.8386	17.26	2.83	2.75	1.07	0
227	0.8095	16.84	2.76	2.76	1.06	0
228	0.8675	16.28	2.74	2.78	1.07	0
229	0.8435	15.76	2.67	2.77	1.07	0
230	0.8429	15.73	2.65	2.75	1.06	0
231	0.8710	15.25	2.68	2.75	1.06	0
232	0.8985	14.54	2.70	2.78	1.08	0
233	0.9045	14.29	2.70	2.78	1.08	0
234	0.7864	14.18	2.70	2.77	1.08	0
235	0.7886	13.83	2.76	2.76	1.08	0
236	0.8687	13.71	2.74	2.78	1.08	0
237	0.8607	13.73	2.75	2.77	1.07	0
238	0.8605	13.66	2.83	2.76	1.07	0
239	0.8751	13.41	2.88	2.78	1.07	0
240	0.8323	13.26	2.87	2.78	1.07	0
241	0.7320	13.17	2.91	2.78	1.08	0
242	0.7563	12.79	2.91	2.76	1.07	0
243	0.8431	12.62	2.87	2.77	1.07	0
244	0.8283	12.28	3.14	2.81	1.09	0
245	0.7918	12.19	3.14	2.80	1.09	0
246	0.8464	11.69	3.09	2.79	1.07	0
247	0.9035	11.42	3.15	2.81	1.08	0
248	0.8922	11.22	3.32	2.80	1.08	0
249	0.8782	11.32	3.24	2.80	1.08	0
250	0.8597	11.22	3.35	2.76	1.07	0
251	0.8728	11.24	3.52	2.75	1.07	0
252	0.8667	11.24	3.53	2.75	1.07	0
253	0.8692	11.25	3.54	2.75	1.06	0
254	0.8546	10.83	3.41	2.78	1.08	0
255	0.8569	10.82	3.23	2.79	1.07	0
256	0.8711	10.81	3.28	2.79	1.08	0
257	0.8538	10.76	3.27	2.78	1.08	0
258	0.8863	10.56	3.29	2.79	1.08	0
259	0.8901	10.50	3.22	2.75	1.07	0
260	0.8876	10.40	3.17	2.73	1.06	0
261	0.8075	10.24	3.15	2.76	1.07	0
262	0.8147	9.84	3.11	2.81	1.09	0
263	0.7813	9.81	3.07	2.83	1.10	0
264	0.7657	9.86	3.12	2.77	1.06	0
265	0.8056	9.78	3.10	2.76	1.06	0
266	0.8656	9.52	2.85	2.79	1.07	0
267	0.8863	9.44	2.73	2.79	1.08	0
