step	idx	score	x	y	w	h	class
1	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9964	-32.00	-40.00	-0.00	-0.00	0
1	2	0.9963	-32.00	-40.00	-0.00	-0.00	0
1	3	0.7646	9.80	0.06	2.84	1.10	0
2	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
2	2	0.7825	9.81	0.06	2.80	1.08	0
3	0	0.9985	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9984	-32.00	-40.00	0.00	-0.00	0
3	2	0.9970	-32.00	-40.00	-0.00	-0.00	0
3	3	0.7413	9.84	0.05	2.81	1.08	0
4	0	0.9987	-32.00	-40.00	0.00	-0.00	0
4	1	0.9984	-32.00	-40.00	0.00	-0.00	0
4	2	0.9970	-32.00	-40.00	-0.00	-0.00	0
4	3	0.7723	9.85	0.08	2.84	1.10	0
5	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
5	2	0.9968	-32.00	-40.00	-0.00	-0.00	0
5	3	0.9028	10.33	0.17	2.84	1.10	0
6	0	0.9978	-32.00	-40.00	0.00	-0.00	0
6	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
6	2	0.9962	-32.00	-40.00	-0.00	-0.00	0
6	3	0.9130	10.58	0.17	2.84	1.10	0
7	0	0.9985	-32.00	-40.00	-0.00	-0.00	0
7	1	0.9978	-32.00	-40.00	0.00	-0.00	0
7	2	0.9971	-32.00	-40.00	-0.00	-0.00	0
7	3	0.8886	10.80	0.17	2.82	1.09	0
8	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
8	1	0.9982	-32.00	-40.00	0.00	-0.00	0
8	2	0.8007	11.14	0.12	2.81	1.08	0
9	0	0.9989	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9984	-32.00	-40.00	0.00	0.00	0
9	2	0.8919	11.23	0.16	2.78	1.07	0
10	0	0.9989	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9983	-32.00	-40.00	0.00	0.00	0
10	2	0.9971	-32.00	-40.00	-0.00	-0.00	0
10	3	0.9181	11.44	0.19	2.82	1.10	0
11	0	0.9986	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9978	-32.00	-40.00	0.00	0.00	0
11	2	0.9214	11.57	0.17	2.79	1.08	0
12	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9981	-32.00	-40.00	0.00	0.00	0
12	2	0.8512	11.83	0.15	2.78	1.06	0
13	0	0.9990	-32.00	-40.00	-0.00	-0.00	0
13	1	0.9982	-32.00	-40.00	0.00	-0.00	0
13	2	0.8765	12.23	0.15	2.79	1.08	0
14	0	0.9990	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9986	-32.00	-40.00	0.00	0.00	0
14	2	0.9978	-32.00	-40.00	-0.00	-0.00	0
14	3	0.9179	12.45	0.17	2.81	1.09	0
15	0	0.9990	-32.00	-40.00	-0.00	-0.00	0
15	1	0.9987	-32.00	-40.00	0.00	0.00	0
15	2	0.9976	-32.00	-40.00	-0.00	-0.00	0
15	3	0.9133	12.60	0.19	2.83	1.10	0
16	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
16	1	0.9986	-32.00	-40.00	0.00	0.00	0
16	2	0.9014	12.69	0.15	2.84	1.10	0
17	0	0.9986	-32.00	-40.00	0.00	0.00	0
17	1	0.9986	-32.00	-40.00	-0.00	-0.00	0
17	2	0.8247	13.13	0.19	2.81	1.09	0
18	0	0.9988	-32.00	-40.00	0.00	0.00	0
18	1	0.9985	-32.00	-40.00	-0.00	-0.00	0
18	2	0.9978	-32.00	-40.00	-0.00	-0.00	0
18	3	0.9203	13.37	0.21	2.82	1.09	0
19	0	0.9984	-32.00	-40.00	0.00	0.00	0
19	1	0.9983	-32.00	-40.00	-0.00	-0.00	0
19	2	0.9140	13.61	0.20	2.82	1.09	0
20	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
20	1	0.9982	-32.00	-40.00	0.00	0.00	0
20	2	0.8702	13.79	0.19	2.81	1.09	0
21	0	0.9985	-32.00	-40.00	-0.00	-0.00	0
