step	idx	score	x	y	w	h	class
1	0	0.9961	-32.00	-40.00	0.00	-0.00	0
1	1	0.9955	-32.00	-40.00	0.00	-0.00	0
1	2	0.7340	21.32	0.44	0.46	0.29	5
1	3	0.6587	10.43	-0.37	1.33	1.62	5
1	4	0.4512	15.37	-1.63	0.17	0.17	5
2	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
2	2	0.9962	-32.00	-40.00	-0.00	-0.00	0
2	3	0.7753	9.70	-0.27	2.75	1.06	0
2	4	0.5232	20.40	0.35	0.83	0.78	5
3	0	0.9983	-32.00	-40.00	0.00	0.00	0
3	1	0.9978	-32.00	-40.00	-0.00	-0.00	0
3	2	0.9974	-32.00	-40.00	0.00	-0.00	0
3	3	0.7853	9.79	-0.22	2.77	1.07	0
3	4	0.4468	20.37	0.22	0.80	1.15	5
4	0	0.9986	-32.00	-40.00	0.00	0.00	0
4	1	0.9981	-32.00	-40.00	-0.00	-0.00	0
4	2	0.9979	-32.00	-40.00	0.00	-0.00	0
4	3	0.7254	9.73	-0.09	2.79	1.08	0
4	4	0.3731	20.41	0.16	0.85	1.19	5
5	0	0.9984	-32.00	-40.00	-0.00	0.00	0
5	1	0.9982	-32.00	-40.00	-0.00	-0.00	0
5	2	0.9976	-32.00	-40.00	0.00	-0.00	0
5	3	0.6459	9.89	-0.04	2.75	1.07	0
5	4	0.4355	20.39	0.28	0.79	1.19	5
6	0	0.9986	-32.00	-40.00	-0.00	0.00	0
6	1	0.9982	-32.00	-40.00	0.00	-0.00	0
6	2	0.9981	-32.00	-40.00	-0.00	-0.00	0
6	3	0.8026	10.29	0.05	2.75	1.07	0
6	4	0.3007	20.43	0.16	0.84	1.22	5
7	0	0.9987	-32.00	-40.00	0.00	0.00	0
7	1	0.9986	-32.00	-40.00	0.00	-0.00	0
7	2	0.9982	-32.00	-40.00	-0.00	-0.00	0
7	3	0.7929	10.56	-0.10	2.63	1.01	0
7	4	0.4801	21.38	0.37	0.68	0.90	5
8	0	0.9986	-32.00	-40.00	0.00	0.00	0
8	1	0.9982	-32.00	-40.00	0.00	-0.00	0
8	2	0.9981	-32.00	-40.00	0.00	-0.00	0
8	3	0.7341	10.80	-0.11	2.68	1.02	0
8	4	0.3854	21.40	0.37	0.67	1.02	5
9	0	0.9987	-32.00	-40.00	0.00	0.00	0
9	1	0.9982	-32.00	-40.00	0.00	-0.00	0
9	2	0.9981	-32.00	-40.00	0.00	-0.00	0
9	3	0.7690	11.38	-0.03	2.78	1.06	0
9	4	0.4212	21.48	0.44	0.67	0.91	5
10	0	0.9990	-32.00	-40.00	0.00	0.00	0
10	1	0.9984	-32.00	-40.00	0.00	-0.00	0
10	2	0.9981	-32.00	-40.00	-0.00	-0.00	0
10	3	0.7356	11.28	0.04	2.57	1.00	0
10	4	0.4114	21.52	0.46	0.76	1.00	5
11	0	0.9988	-32.00	-40.00	0.00	0.00	0
11	1	0.9983	-32.00	-40.00	0.00	-0.00	0
11	2	0.9982	-32.00	-40.00	0.00	-0.00	0
11	3	0.7009	11.36	-0.09	2.51	0.98	0
11	4	0.5654	21.55	0.53	0.37	0.44	5
12	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9979	-32.00	-40.00	-0.00	-0.00	0
12	2	0.7627	11.79	0.06	2.49	0.98	0
12	3	0.3951	22.39	0.47	0.97	1.25	5
13	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
13	1	0.9976	-32.00	-40.00	-0.00	-0.00	0
13	2	0.9974	-32.00	-40.00	-0.00	-0.00	0
13	3	0.8513	12.36	-0.15	2.75	1.05	0
13	4	0.6134	22.43	0.59	0.74	0.88	5
14	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9983	-32.00	-40.00	0.00	-0.00	0
14	2	0.9981	-32.00	-40.00	0.00	-0.00	0
14	3	0.8922	12.49	-0.11	2.79	1.08	0
14	4	0.6139	22.47	0.51	0.81	0.98	5
15	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
15	1	0.9980	-32.00	-40.00	0.00	-0.00	0
15	2	0.7936	12.84	-0.08	2.76	1.06	0
15	3	0.7078	22.58	0.62	0.30	0.22	5
15	4	0.3753	20.54	-1.61	0.17	0.17	5
15	5	0.3115	17.44	-1.59	0.50	0.56	5
16	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
16	1	0.9982	-32.00	-40.00	-0.00	-0.00	0
16	2	0.9981	-32.00	-40.00	0.00	-0.00	0
16	3	0.7936	12.81	-0.12	2.76	1.06	0
16	4	0.4175	22.39	0.37	1.00	1.28	5
17	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
17	1	0.9979	-32.00	-40.00	-0.00	-0.00	0
