step	score	x	y	w	h	class
0	0.0000					
1	0.6587	10.43	-0.37	1.33	1.62	5
2	0.7753	9.70	-0.27	2.75	1.06	0
3	0.7853	9.79	-0.22	2.77	1.07	0
4	0.7254	9.73	-0.09	2.79	1.08	0
5	0.6459	9.89	-0.04	2.75	1.07	0
6	0.8026	10.29	0.05	2.75	1.07	0
7	0.7929	10.56	-0.10	2.63	1.01	0
8	0.7341	10.80	-0.11	2.68	1.02	0
9	0.7690	11.38	-0.03	2.78	1.06	0
10	0.7356	11.28	0.04	2.57	1.00	0
11	0.7009	11.36	-0.09	2.51	0.98	0
12	0.7627	11.79	0.06	2.49	0.98	0
13	0.8513	12.36	-0.15	2.75	1.05	0
14	0.8922	12.49	-0.11	2.79	1.08	0
15	0.7936	12.84	-0.08	2.76	1.06	0
16	0.7936	12.81	-0.12	2.76	1.06	0
17	0.8620	12.52	0.07	2.80	1.10	0
18	0.8536	12.76	0.08	2.83	1.10	0
19	0.8615	13.33	0.10	2.71	1.05	0
20	0.8779	13.29	0.11	2.74	1.06	0
21	0.8968	13.40	0.13	2.71	1.05	0
22	0.8874	13.62	0.15	2.68	1.04	0
23	0.8464	13.59	0.11	2.76	1.06	0
24	0.8608	13.39	0.10	2.79	1.07	0
25	0.8710	13.47	0.11	2.78	1.07	0
26	0.8844	13.52	0.12	2.78	1.07	0
27	0.8851	13.51	0.11	2.78	1.06	0
28	0.8560	13.26	0.11	2.77	1.08	0
29	0.7822	13.50	0.08	2.62	1.02	0
30	0.8546	13.27	0.07	2.77	1.06	0
31	0.8302	13.61	-0.07	2.69	1.03	0
32	0.8381	13.42	-0.09	2.71	1.04	0
33	0.7686	13.42	-0.03	2.71	1.04	0
34	0.8199	13.56	0.10	2.68	1.04	0
35	0.8562	13.62	0.14	2.70	1.05	0
36	0.8778	13.46	0.17	2.68	1.04	0
37	0.8396	13.26	0.22	2.76	1.06	0
38	0.8821	13.75	0.22	2.77	1.06	0
39	0.8704	13.76	0.23	2.77	1.06	0
40	0.8681	13.51	0.17	2.76	1.06	0
41	0.8794	13.52	0.16	2.78	1.07	0
42	0.8824	13.70	0.13	2.77	1.06	0
43	0.8661	13.54	0.10	2.77	1.06	0
44	0.8677	13.48	0.14	2.65	1.03	0
45	0.8621	13.67	0.15	2.70	1.04	0
46	0.8387	13.50	0.10	2.73	1.05	0
47	0.8010	13.48	-0.06	2.74	1.05	0
48	0.8184	13.57	-0.04	2.74	1.04	0
49	0.8355	13.67	-0.05	2.75	1.04	0
50	0.8176	13.72	-0.04	2.75	1.04	0
51	0.7884	13.83	-0.07	2.75	1.04	0
52	0.7293	13.87	-0.07	2.76	1.04	0
53	0.7140	14.12	-0.09	2.78	1.07	0
54	0.7665	13.86	-0.08	2.76	1.05	0
55	0.7425	14.12	0.08	2.77	1.06	0
56	0.8734	14.19	0.13	2.73	1.05	0
57	0.8518	14.20	0.18	2.81	1.09	0
58	0.9043	14.43	0.19	2.74	1.06	0
59	0.8940	14.34	0.25	2.76	1.06	0
60	0.8952	14.61	0.22	2.74	1.06	0
61	0.8882	14.72	0.22	2.74	1.06	0
62	0.9030	14.58	0.20	2.73	1.06	0
63	0.8996	14.52	0.15	2.68	1.04	0
64	0.8642	14.73	0.09	2.77	1.06	0
65	0.8666	15.31	0.11	2.76	1.07	0
66	0.8607	15.36	0.09	2.77	1.07	0
67	0.7492	14.81	0.06	2.78	1.07	0
68	0.6678	14.78	0.05	2.78	1.07	0
69	0.6808	14.85	-0.02	2.74	1.05	0
70	0.6614	15.16	-0.04	2.76	1.07	0
71	0.7388	14.82	-0.05	2.77	1.07	0
72	0.7057	14.81	-0.06	2.76	1.06	0
73	0.7868	14.74	-0.08	2.77	1.06	0
74	0.7098	14.77	-0.06	2.76	1.06	0
75	0.6910	14.87	0.06	2.80	1.08	0
76	0.7844	14.84	0.07	2.78	1.07	0
77	0.7742	15.12	0.11	2.78	1.07	0
78	0.8427	15.21	0.16	2.76	1.06	0
79	0.8354	14.83	0.17	2.80	1.08	0
80	0.8268	14.77	0.10	2.78	1.07	0
81	0.8443	15.26	0.17	2.79	1.08	0
82	0.8736	15.52	0.17	2.78	1.07	0
83	0.8713	15.39	0.14	2.79	1.08	0
84	0.8663	15.31	0.08	2.78	1.08	0
85	0.8712	15.36	0.08	2.81	1.08	0
86	0.8543	15.36	0.06	2.79	1.08	0
87	0.8286	15.39	0.05	2.80	1.08	0
88	0.7908	15.39	-0.06	2.78	1.07	0
89	0.7710	15.26	-0.04	2.77	1.07	0
90	0.7659	15.35	-0.04	2.77	1.07	0
91	0.8319	15.45	0.05	2.79	1.08	0
92	0.8701	15.26	0.08	2.80	1.08	0
93	0.8840	15.36	0.09	2.78	1.07	0
94	0.8535	14.76	0.16	2.78	1.07	0
95	0.8701	15.25	0.21	2.81	1.08	0
96	0.8945	15.39	0.19	2.81	1.08	0
97	0.8849	15.60	0.13	2.80	1.08	0
98	0.8909	15.41	0.17	2.81	1.08	0
99	0.8807	15.64	0.09	2.79	1.08	0
100	0.8765	15.56	0.08	2.79	1.08	0
101	0.8351	15.60	0.05	2.81	1.09	0
102	0.8050	15.25	0.06	2.81	1.09	0
103	0.8413	15.54	0.06	2.81	1.09	0
104	0.7734	15.50	-0.08	2.77	1.07	0
105	0.7876	15.53	0.05	2.79	1.08	0
106	0.7864	15.68	0.05	2.79	1.08	0
107	0.8344	15.65	0.06	2.79	1.07	0
108	0.8845	15.62	0.08	2.80	1.08	0
109	0.8715	15.57	0.08	2.79	1.07	0
110	0.8682	15.64	0.08	2.79	1.07	0
111	0.8640	15.69	0.09	2.78	1.07	0
112	0.8615	15.68	0.08	2.78	1.07	0
113	0.8352	15.65	0.06	2.79	1.07	0
114	0.7512	16.19	0.06	2.80	1.08	0
115	0.7035	16.18	0.05	2.81	1.09	0
116	0.7353	15.72	-0.10	2.77	1.07	0
117	0.7550	16.30	-0.04	2.77	1.07	0
