tick,sim_time_s,throttle,steer,brake
0,0.0,0.0,0.0,1.0
1,0.05,0.0,0.0,1.0
2,0.1,0.0,0.0,1.0
3,0.15,0.0,0.0,1.0
4,0.2,0.0,0.0,1.0
5,0.25,0.75,-0.427,0.0
6,0.3,0.75,0.071,0.0
7,0.35,0.75,-0.01,0.0
8,0.4,0.75,-0.01,0.0
9,0.45,0.75,-0.01,0.0
10,0.5,0.75,-0.01,0.0
11,0.55,0.75,-0.01,0.0
12,0.6,0.75,-0.01,0.0
13,0.65,0.75,-0.01,0.0
14,0.7,0.75,-0.01,0.0
15,0.75,0.75,-0.01,0.0
16,0.8,0.75,-0.475,0.0
17,0.85,0.75,-0.382,0.0
18,0.9,0.75,-0.362,0.0
19,0.95,0.75,-0.359,0.0
20,1.0,0.75,-0.317,0.0
21,1.05,0.75,-0.381,0.0
22,1.1,0.75,-0.41,0.0
23,1.15,0.75,-0.391,0.0
24,1.2,0.75,-0.377,0.0
25,1.25,0.75,-0.409,0.0
26,1.3,0.75,-0.414,0.0
27,1.35,0.75,-0.389,0.0
28,1.4,0.75,-0.4,0.0
29,1.45,0.75,-0.394,0.0
30,1.5,0.75,-0.376,0.0
31,1.55,0.75,-0.364,0.0
32,1.6,0.75,-0.352,0.0
33,1.65,0.75,-0.329,0.0
34,1.7,0.75,-0.282,0.0
35,1.75,0.75,-0.238,0.0
36,1.8,0.75,-0.166,0.0
37,1.85,0.0,-0.086,0.0
38,1.9,0.092,-0.038,0.0
39,1.95,0.1067,0.032,0.0
40,2.0,0.1005,0.056,0.0
41,2.05,0.0942,0.137,0.0
42,2.1,0.088,0.184,0.0
43,2.15,0.0817,0.206,0.0
44,2.2,0.1161,0.238,0.0
45,2.25,0.637,0.255,0.0
46,2.3,0.75,0.278,0.0
47,2.35,0.75,0.287,0.0
48,2.4,0.75,0.3,0.0
49,2.45,0.75,0.304,0.0
50,2.5,0.75,0.318,0.0
51,2.55,0.2966,0.318,0.0
52,2.6,0.0,0.329,0.0
53,2.65,0.0526,0.314,0.0
54,2.7,0.0463,0.285,0.0
55,2.75,0.0401,0.245,0.0
56,2.8,0.0339,0.255,0.0
57,2.85,0.0333,0.25,0.0
58,2.9,0.4726,0.217,0.0
59,2.95,0.75,0.221,0.0
60,3.0,0.75,0.196,0.0
61,3.05,0.75,0.208,0.0
62,3.1,0.75,0.169,0.0
63,3.15,0.5366,0.129,0.0
64,3.2,0.0619,0.112,0.0
65,3.25,0.036,0.06,0.0
66,3.3,0.0507,0.056,0.0
67,3.35,0.0445,0.005,0.0
68,3.4,0.0382,-0.02,0.0
69,3.45,0.032,-0.029,0.0
70,3.5,0.5712,-0.083,0.0
71,3.55,0.75,-0.075,0.0
72,3.6,0.75,-0.092,0.0
73,3.65,0.75,-0.064,0.0
74,3.7,0.75,-0.059,0.0
75,3.75,0.75,-0.058,0.0
76,3.8,0.2667,-0.054,0.0
77,3.85,0.0,-0.059,0.0
78,3.9,0.054,-0.046,0.0
79,3.95,0.0507,-0.052,0.0
80,4.0,0.0451,-0.029,0.0
81,4.05,0.0395,-0.021,0.0
82,4.1,0.034,-0.035,0.0
83,4.15,0.3156,-0.031,0.0
84,4.2,0.75,-0.028,0.0
85,4.25,0.75,-0.016,0.0
86,4.3,0.75,-0.014,0.0
87,4.35,0.75,-0.011,0.0
88,4.4,0.75,0.005,0.0
89,4.45,0.0525,-0.002,0.0
90,4.5,0.029,0.029,0.0
91,4.55,0.0512,0.016,0.0
92,4.6,0.0449,0.019,0.0
93,4.65,0.0387,0.018,0.0
94,4.7,0.0324,0.032,0.0
95,4.75,0.0285,0.022,0.0
96,4.8,0.4394,0.028,0.0
97,4.85,0.75,0.02,0.0
98,4.9,0.75,0.009,0.0
99,4.95,0.75,0.011,0.0
100,5.0,0.75,0.015,0.0
101,5.05,0.6573,0.013,0.0
102,5.1,0.2292,0.003,0.0
103,5.15,0.0012,0.001,0.0
104,5.2,0.0496,-0.01,0.0
105,5.25,0.0442,0.006,0.0
106,5.3,0.038,-0.006,0.0
107,5.35,0.0326,-0.008,0.0
108,5.4,0.3601,-0.018,0.0
109,5.45,0.6802,-0.011,0.0
110,5.5,0.75,-0.017,0.0
111,5.55,0.75,-0.006,0.0
112,5.6,0.75,-0.018,0.0
113,5.65,0.4344,-0.017,0.0
114,5.7,0.0267,-0.014,0.0
115,5.75,0.038,-0.014,0.0
116,5.8,0.0486,-0.053,0.0
117,5.85,0.0451,-0.014,0.0
118,5.9,0.0392,-0.008,0.0
119,5.95,0.2714,-0.0,0.0
120,6.0,0.75,0.01,0.0
121,6.05,0.75,-0.004,0.0
122,6.1,0.75,-0.015,0.0
