step	idx	score	x	y	w	h	class
1	0	0.9960	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9952	-32.00	-40.00	-0.00	-0.00	0
1	2	0.7414	9.83	0.06	2.82	1.09	0
2	0	0.9964	-32.00	-40.00	0.00	-0.00	0
2	1	0.9958	-32.00	-40.00	0.00	-0.00	0
2	2	0.9953	-32.00	-40.00	-0.00	-0.00	0
2	3	0.8028	9.81	0.07	2.81	1.08	0
3	0	0.9968	-32.00	-40.00	0.00	0.00	0
3	1	0.9966	-32.00	-40.00	0.00	-0.00	0
3	2	0.9953	-32.00	-40.00	-0.00	-0.00	0
3	3	0.7797	9.82	0.06	2.81	1.08	0
4	0	0.9972	-32.00	-40.00	0.00	0.00	0
4	1	0.9971	-32.00	-40.00	0.00	-0.00	0
4	2	0.9951	-32.00	-40.00	-0.00	-0.00	0
4	3	0.7169	10.18	0.05	2.84	1.09	0
5	0	0.9975	-32.00	-40.00	0.00	0.00	0
5	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
5	2	0.9954	-32.00	-40.00	-0.00	-0.00	0
5	3	0.8730	10.35	0.08	2.84	1.10	0
6	0	0.9979	-32.00	-40.00	0.00	0.00	0
6	1	0.9959	-32.00	-40.00	-0.00	-0.00	0
6	2	0.9953	-32.00	-40.00	-0.00	-0.00	0
6	3	0.9052	10.69	0.07	2.84	1.09	0
7	0	0.9981	-32.00	-40.00	0.00	0.00	0
7	1	0.9960	-32.00	-40.00	-0.00	-0.00	0
7	2	0.9957	-32.00	-40.00	-0.00	-0.00	0
7	3	0.8422	10.85	0.08	2.85	1.10	0
8	0	0.9984	-32.00	-40.00	0.00	0.00	0
8	1	0.9957	-32.00	-40.00	-0.00	-0.00	0
8	2	0.7783	11.12	0.08	2.84	1.11	0
9	0	0.9984	-32.00	-40.00	0.00	0.00	0
9	1	0.9960	-32.00	-40.00	-0.00	-0.00	0
9	2	0.8894	11.31	0.07	2.85	1.11	0
10	0	0.9984	-32.00	-40.00	0.00	-0.00	0
10	1	0.9960	-32.00	-40.00	-0.00	-0.00	0
10	2	0.9078	11.45	0.08	2.84	1.10	0
11	0	0.9982	-32.00	-40.00	0.00	-0.00	0
11	1	0.9960	-32.00	-40.00	-0.00	-0.00	0
11	2	0.9956	-32.00	-40.00	-0.00	-0.00	0
11	3	0.9153	11.63	0.08	2.84	1.10	0
12	0	0.9984	-32.00	-40.00	0.00	0.00	0
12	1	0.9959	-32.00	-40.00	-0.00	-0.00	0
12	2	0.9957	-32.00	-40.00	-0.00	-0.00	0
12	3	0.7932	11.89	0.08	2.84	1.09	0
13	0	0.9986	-32.00	-40.00	0.00	0.00	0
13	1	0.9954	-32.00	-40.00	-0.00	-0.00	0
13	2	0.9952	-32.00	-40.00	-0.00	-0.00	0
13	3	0.8891	12.25	0.08	2.85	1.10	0
14	0	0.9987	-32.00	-40.00	0.00	0.00	0
14	1	0.9955	-32.00	-40.00	-0.00	-0.00	0
14	2	0.9949	-32.00	-40.00	-0.00	-0.00	0
14	3	0.9089	12.43	0.08	2.85	1.10	0
15	0	0.9986	-32.00	-40.00	0.00	0.00	0
15	1	0.9955	-32.00	-40.00	-0.00	-0.00	0
15	2	0.9952	-32.00	-40.00	-0.00	-0.00	0
15	3	0.9059	12.60	0.07	2.81	1.09	0
16	0	0.9986	-32.00	-40.00	0.00	0.00	0
16	1	0.9953	-32.00	-40.00	-0.00	-0.00	0
16	2	0.9952	-32.00	-40.00	-0.00	-0.00	0
16	3	0.8621	12.81	0.09	2.84	1.10	0
17	0	0.9986	-32.00	-40.00	0.00	0.00	0
17	1	0.9956	-32.00	-40.00	-0.00	-0.00	0
17	2	0.9954	-32.00	-40.00	-0.00	-0.00	0
17	3	0.7874	13.16	0.10	2.74	1.06	0
18	0	0.9988	-32.00	-40.00	0.00	0.00	0
18	1	0.9955	-32.00	-40.00	-0.00	-0.00	0
18	2	0.9952	-32.00	-40.00	-0.00	-0.00	0
18	3	0.8935	13.33	0.11	2.78	1.07	0
19	0	0.9988	-32.00	-40.00	0.00	0.00	0
19	1	0.9956	-32.00	-40.00	-0.00	-0.00	0
19	2	0.9953	-32.00	-40.00	-0.00	-0.00	0
19	3	0.9021	13.63	0.11	2.82	1.09	0
20	0	0.9987	-32.00	-40.00	0.00	0.00	0
20	1	0.9957	-32.00	-40.00	-0.00	-0.00	0
20	2	0.9951	-32.00	-40.00	-0.00	-0.00	0
20	3	0.8677	13.77	0.11	2.85	1.10	0
21	0	0.9987	-32.00	-40.00	0.00	0.00	0
21	1	0.9960	-32.00	-40.00	-0.00	-0.00	0
21	2	0.8791	14.28	0.09	2.79	1.08	0
22	0	0.9979	-32.00	-40.00	0.00	0.00	0
22	1	0.9963	-32.00	-40.00	-0.00	-0.00	0
22	2	0.9008	14.58	0.11	2.76	1.07	0
23	0	0.9980	-32.00	-40.00	0.00	0.00	0
23	1	0.9966	-32.00	-40.00	0.00	-0.00	0
23	2	0.9955	-32.00	-40.00	-0.00	-0.00	0
23	3	0.9050	14.70	0.11	2.83	1.09	0
24	0	0.9982	-32.00	-40.00	0.00	-0.00	0
24	1	0.9965	-32.00	-40.00	0.00	-0.00	0
24	2	0.9953	-32.00	-40.00	-0.00	-0.00	0
24	3	0.8405	14.76	0.08	2.82	1.09	0
25	0	0.9982	-32.00	-40.00	0.00	0.00	0
25	1	0.9962	-32.00	-40.00	0.00	-0.00	0
25	2	0.9952	-32.00	-40.00	-0.00	-0.00	0
25	3	0.8014	15.15	0.12	2.78	1.08	0
26	0	0.9979	-32.00	-40.00	0.00	0.00	0
26	1	0.9960	-32.00	-40.00	-0.00	-0.00	0
26	2	0.8141	15.15	0.13	2.78	1.07	0
27	0	0.9978	-32.00	-40.00	-0.00	0.00	0
27	1	0.9961	-32.00	-40.00	0.00	-0.00	0
27	2	0.9959	-32.00	-40.00	-0.00	-0.00	0
27	3	0.8818	15.28	0.11	2.79	1.08	0
28	0	0.9977	-32.00	-40.00	-0.00	0.00	0
28	1	0.9962	-32.00	-40.00	-0.00	-0.00	0
28	2	0.9957	-32.00	-40.00	0.00	-0.00	0
28	3	0.9006	15.35	0.11	2.83	1.08	0
29	0	0.9980	-32.00	-40.00	0.00	-0.00	0
29	1	0.9961	-32.00	-40.00	-0.00	-0.00	0
29	2	0.9960	-32.00	-40.00	-0.00	-0.00	0
29	3	0.8950	15.33	0.10	2.83	1.09	0
30	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
30	1	0.9964	-32.00	-40.00	-0.00	-0.00	0
30	2	0.9958	-32.00	-40.00	-0.00	-0.00	0
30	3	0.8772	15.31	0.15	2.78	1.07	0
