step	idx	score	x	y	w	h	class
1	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9963	-32.00	-40.00	-0.00	-0.00	0
1	2	0.9963	-32.00	-40.00	-0.00	-0.00	0
1	3	0.7671	9.80	0.06	2.84	1.10	0
2	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
2	2	0.7876	9.82	0.06	2.80	1.08	0
3	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
3	1	0.9984	-32.00	-40.00	0.00	-0.00	0
3	2	0.9970	-32.00	-40.00	-0.00	-0.00	0
3	3	0.7255	9.83	0.04	2.84	1.09	0
4	0	0.9986	-32.00	-40.00	0.00	-0.00	0
4	1	0.9983	-32.00	-40.00	0.00	-0.00	0
4	2	0.9969	-32.00	-40.00	-0.00	-0.00	0
4	3	0.7624	9.86	0.08	2.84	1.09	0
5	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
5	1	0.9980	-32.00	-40.00	-0.00	-0.00	0
5	2	0.9966	-32.00	-40.00	-0.00	-0.00	0
5	3	0.8942	10.29	0.14	2.84	1.10	0
6	0	0.9981	-32.00	-40.00	0.00	-0.00	0
6	1	0.9977	-32.00	-40.00	-0.00	-0.00	0
6	2	0.9961	-32.00	-40.00	-0.00	-0.00	0
6	3	0.9142	10.60	0.18	2.84	1.10	0
7	0	0.9985	-32.00	-40.00	-0.00	-0.00	0
7	1	0.9980	-32.00	-40.00	0.00	-0.00	0
7	2	0.9971	-32.00	-40.00	-0.00	-0.00	0
7	3	0.8688	10.83	0.20	2.82	1.09	0
8	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
8	1	0.9981	-32.00	-40.00	0.00	0.00	0
8	2	0.8109	11.14	0.14	2.81	1.08	0
9	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9984	-32.00	-40.00	0.00	0.00	0
9	2	0.8897	11.21	0.18	2.78	1.07	0
10	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9981	-32.00	-40.00	0.00	0.00	0
10	2	0.9211	11.43	0.23	2.82	1.10	0
11	0	0.9990	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9984	-32.00	-40.00	0.00	0.00	0
11	2	0.9972	-32.00	-40.00	-0.00	-0.00	0
11	3	0.9247	11.55	0.20	2.81	1.09	0
12	0	0.9989	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9985	-32.00	-40.00	0.00	0.00	0
12	2	0.9975	-32.00	-40.00	0.00	-0.00	0
12	3	0.8416	11.85	0.21	2.79	1.08	0
13	0	0.9989	-32.00	-40.00	-0.00	-0.00	0
13	1	0.9986	-32.00	-40.00	0.00	0.00	0
13	2	0.9977	-32.00	-40.00	-0.00	-0.00	0
13	3	0.8884	12.25	0.16	2.78	1.08	0
14	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9984	-32.00	-40.00	0.00	0.00	0
14	2	0.9148	12.43	0.18	2.83	1.10	0
15	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
15	1	0.9985	-32.00	-40.00	0.00	0.00	0
15	2	0.9121	12.58	0.16	2.80	1.09	0
16	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
16	1	0.9985	-32.00	-40.00	0.00	0.00	0
16	2	0.8866	12.76	0.17	2.80	1.08	0
17	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
17	1	0.9987	-32.00	-40.00	0.00	0.00	0
17	2	0.9980	-32.00	-40.00	-0.00	-0.00	0
17	3	0.8370	13.18	0.14	2.78	1.07	0
18	0	0.9988	-32.00	-40.00	0.00	0.00	0
18	1	0.9987	-32.00	-40.00	-0.00	-0.00	0
18	2	0.9249	13.43	0.21	2.83	1.09	0
19	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
19	1	0.9986	-32.00	-40.00	0.00	0.00	0
19	2	0.9124	13.71	0.20	2.82	1.08	0
20	0	0.9988	-32.00	-40.00	-0.00	-0.00	0
20	1	0.9987	-32.00	-40.00	0.00	0.00	0
20	2	0.9982	-32.00	-40.00	-0.00	-0.00	0
20	3	0.8615	13.81	0.20	2.82	1.09	0
21	0	0.9989	-32.00	-40.00	-0.00	-0.00	0
21	1	0.9988	-32.00	-40.00	0.00	0.00	0
21	2	0.9982	-32.00	-40.00	0.00	-0.00	0
21	3	0.9125	14.29	0.20	2.82	1.09	0
22	0	0.9992	-32.00	-40.00	-0.00	-0.00	0
22	1	0.9987	-32.00	-40.00	0.00	0.00	0
22	2	0.9304	14.46	0.20	2.83	1.09	0
23	0	0.9990	-32.00	-40.00	-0.00	-0.00	0
23	1	0.9984	-32.00	-40.00	0.00	0.00	0
23	2	0.9976	-32.00	-40.00	0.00	-0.00	0
