tick,sim_time_s,leader_x,leader_y,leader_speed_kmh,follower_x,follower_y,follower_speed_kmh,distance_m,ttc_s,follower_throttle,follower_steer,follower_brake,collision_detected
51,2.55,10.204,109.496,15.7,-7.617,150.959,21.48,45.13,28.101,0.75,-0.002,0.0,0
52,2.6,10.43,109.497,16.65,-7.617,151.261,21.87,45.496,31.344,0.081,-0.007,0.0,0
53,2.65,10.669,109.498,17.6,-7.616,151.568,22.22,45.872,35.757,0.015,-0.004,0.0,0
54,2.7,10.921,109.498,18.46,-7.616,151.876,22.18,46.255,44.778,0.041,-0.009,0.0,0
55,2.75,11.182,109.499,18.98,-7.615,152.184,22.15,46.641,52.883,0.034,0.0,0.0,0
56,2.8,11.434,109.5,17.15,-7.615,152.49,21.87,47.021,35.819,0.028,-0.005,0.0,0
57,2.85,11.649,109.5,14.43,-7.614,152.792,21.68,47.384,23.534,0.026,-0.007,0.0,0
58,2.9,11.843,109.501,14.17,-7.613,153.09,21.27,47.734,24.199,0.026,-0.013,0.0,0
59,2.95,12.045,109.501,14.76,-7.611,153.383,21.02,48.083,27.68,0.575,-0.006,0.0,0
60,3.0,12.256,109.501,15.52,-7.609,153.672,20.66,48.432,33.943,0.75,-0.003,0.0,0
61,3.05,12.479,109.501,16.36,-7.608,153.958,20.63,48.785,41.212,0.75,0.003,0.0,0
62,3.1,12.714,109.501,17.26,-7.607,154.244,20.64,49.142,52.384,0.75,0.001,0.0,0
63,3.15,12.961,109.501,18.1,-7.607,154.534,20.98,49.507,61.903,0.75,0.011,0.0,0
64,3.2,13.217,109.501,18.65,-7.606,154.828,21.31,49.881,67.51,0.75,0.002,0.0,0
65,3.25,13.472,109.501,18.18,-7.606,155.129,21.86,50.261,49.175,0.36,0.003,0.0,0
66,3.3,13.723,109.5,17.97,-7.606,155.434,22.09,50.644,44.27,0.0,0.002,0.0,0
67,3.35,13.972,109.5,17.93,-7.606,155.743,22.24,51.029,42.644,0.053,0.011,0.0,0
68,3.4,14.22,109.5,17.78,-7.606,156.05,22.08,51.413,42.966,0.048,-0.004,0.0,0
69,3.45,14.465,109.5,17.59,-7.606,156.356,21.98,51.794,42.445,0.042,0.004,0.0,0
70,3.5,14.708,109.5,17.46,-7.606,156.659,21.65,52.172,44.837,0.036,0.001,0.0,0
71,3.55,14.95,109.499,17.43,-7.606,156.958,21.43,52.546,47.364,0.032,0.005,0.0,0
72,3.6,15.193,109.499,17.5,-7.606,157.252,21.01,52.916,54.255,0.318,0.002,0.0,0
73,3.65,15.437,109.499,17.61,-7.607,157.542,20.84,53.284,59.455,0.75,0.005,0.0,0
74,3.7,15.682,109.499,17.7,-7.607,157.83,20.65,53.65,65.398,0.75,0.003,0.0,0
75,3.75,15.928,109.498,17.73,-7.608,158.118,20.82,54.017,62.859,0.75,0.003,0.0,0
76,3.8,16.174,109.498,17.71,-7.609,158.408,21.02,54.386,59.145,0.75,-0.001,0.0,0
77,3.85,16.42,109.498,17.65,-7.61,158.704,21.51,54.761,51.115,0.75,0.009,0.0,0
78,3.9,16.665,109.497,17.6,-7.611,159.007,21.91,55.14,46.094,0.047,0.001,0.0,0
79,3.95,16.909,109.497,17.57,-7.612,159.314,22.26,55.525,42.663,0.031,-0.001,0.0,0
80,4.0,17.153,109.496,17.58,-7.612,159.623,22.24,55.911,43.209,0.052,-0.005,0.0,0
81,4.05,17.397,109.496,17.6,-7.612,159.932,22.22,56.296,43.889,0.046,-0.007,0.0,0
82,4.1,17.642,109.495,17.63,-7.612,160.238,21.95,56.68,47.248,0.039,-0.004,0.0,0
83,4.15,17.887,109.495,17.65,-7.612,160.542,21.77,57.061,49.865,0.033,-0.009,0.0,0
84,4.2,18.132,109.494,17.65,-7.611,160.841,21.37,57.439,55.619,0.029,-0.01,0.0,0
85,4.25,18.377,109.494,17.64,-7.61,161.136,21.12,57.812,59.81,0.409,-0.007,0.0,0
86,4.3,18.622,109.493,17.63,-7.609,161.426,20.77,58.182,66.637,0.75,-0.005,0.0,0
87,4.35,18.867,109.492,17.62,-7.608,161.714,20.75,58.549,67.298,0.75,-0.001,0.0,0
88,4.4,19.112,109.492,17.61,-7.607,162.002,20.77,58.917,67.253,0.75,0.006,0.0,0
89,4.45,19.356,109.491,17.61,-7.607,162.293,21.12,59.288,60.968,0.75,0.003,0.0,0
90,4.5,19.601,109.491,17.62,-7.607,162.589,21.43,59.663,56.459,0.628,0.001,0.0,0
91,4.55,19.846,109.49,17.63,-7.607,162.891,21.89,60.044,50.794,0.207,0.01,0.0,0
92,4.6,20.091,109.489,17.63,-7.607,163.196,22.0,60.428,49.873,0.005,0.0,0.0,0
93,4.65,20.336,109.489,17.63,-7.606,163.502,22.06,60.813,49.493,0.049,-0.007,0.0,0
94,4.7,20.581,109.488,17.63,-7.606,163.807,21.84,61.196,52.284,0.043,-0.001,0.0,0
95,4.75,20.825,109.488,17.63,-7.605,164.109,21.7,61.577,54.364,0.037,-0.004,0.0,0
96,4.8,21.07,109.487,17.67,-7.604,164.407,21.34,61.956,60.837,0.032,-0.001,0.0,0
97,4.85,21.318,109.486,17.92,-7.604,164.702,21.11,62.331,70.399,0.468,0.002,0.0,0
98,4.9,21.571,109.486,18.47,-7.603,164.992,20.78,62.706,97.583,0.75,-0.006,0.0,0
99,4.95,21.83,109.485,18.58,-7.602,165.28,20.77,63.082,103.532,0.75,-0.001,0.0,0
100,5.0,22.089,109.484,18.77,-7.601,165.569,20.81,63.459,112.39,0.75,-0.002,0.0,0
101,5.05,22.352,109.483,19.03,-7.6,165.861,21.17,63.84,107.167,0.75,-0.003,0.0,0
102,5.1,22.621,109.483,19.64,-7.6,166.158,21.48,64.229,125.793,0.547,0.002,0.0,0
103,5.15,22.899,109.482,20.25,-7.598,166.46,21.89,64.626,141.081,0.132,-0.004,0.0,0
104,5.2,23.187,109.481,21.12,-7.597,166.764,21.95,65.031,283.121,0.02,-0.001,0.0,0
105,5.25,23.487,109.48,21.91,-7.596,167.07,21.98,65.443,3477.832,0.051,0.0,0.0,0
106,5.3,23.8,109.479,22.92,-7.596,167.373,21.75,65.859,-1,0.048,0.006,0.0,0
107,5.35,24.126,109.478,23.86,-7.595,167.674,21.59,66.279,-1,0.042,-0.001,0.0,0
108,5.4,24.468,109.477,25.29,-7.594,167.971,21.22,66.704,-1,0.036,0.006,0.0,0
109,5.45,24.827,109.476,26.1,-7.594,168.263,20.99,67.135,-1,0.664,0.004,0.0,0
110,5.5,25.198,109.475,27.06,-7.594,168.552,20.57,67.567,-1,0.0,0.003,1.0,0
111,5.55,25.58,109.474,27.9,-7.593,168.834,20.22,68.002,-1,0.0,0.0,1.0,0
112,5.6,25.976,109.472,28.91,-7.593,169.108,18.81,68.435,-1,0.0,-0.003,1.0,0
113,5.65,26.385,109.471,29.8,-7.593,169.328,13.98,68.829,-1,0.0,0.002,1.0,0
114,5.7,26.808,109.47,30.83,-7.592,169.482,9.13,69.172,-1,0.0,-0.001,1.0,0
115,5.75,27.243,109.468,31.74,-7.592,169.568,4.33,69.466,-1,0.0,-0.004,1.0,0
116,5.8,27.693,109.467,32.77,-7.592,169.59,0.02,69.712,-1,0.0,-0.003,1.0,0
117,5.85,28.156,109.465,33.69,-7.592,169.59,0.0,69.949,-1,0.0,0.001,1.0,0
118,5.9,28.632,109.464,34.72,-7.592,169.59,0.0,70.195,-1,0.0,0.0,1.0,0
119,5.95,29.122,109.462,35.65,-7.592,169.59,0.0,70.451,-1,0.0,0.0,1.0,0
120,6.0,29.626,109.46,36.69,-7.592,169.591,0.0,70.717,-1,0.0,0.0,1.0,0
121,6.05,30.143,109.458,37.66,-7.592,169.591,0.0,70.992,-1,0.0,0.0,1.0,0
122,6.1,30.675,109.457,38.7,-7.592,169.591,0.0,71.278,-1,0.0,0.0,1.0,0
123,6.15,31.221,109.455,39.64,-7.592,169.591,0.0,71.574,-1,0.0,0.0,1.0,0
124,6.2,31.779,109.453,40.59,-7.592,169.591,0.0,71.88,-1,0.0,0.0,1.0,0
125,6.25,32.35,109.451,41.48,-7.592,169.591,0.0,72.196,-1,0.0,0.0,1.0,0
126,6.3,32.934,109.449,42.36,-7.592,169.591,0.0,72.522,-1,0.0,0.0,1.0,0
127,6.35,33.529,109.447,43.23,-7.592,169.591,0.0,72.858,-1,0.0,0.0,1.0,0
128,6.4,34.137,109.445,44.08,-7.592,169.591,0.0,73.205,-1,0.0,0.0,1.0,0
129,6.45,34.756,109.442,44.92,-7.592,169.591,0.0,73.561,-1,0.0,0.0,1.0,0
130,6.5,35.387,109.44,45.75,-7.592,169.591,0.0,73.928,-1,0.0,0.0,1.0,0
131,6.55,36.029,109.438,46.57,-7.592,169.591,0.0,74.305,-1,0.0,0.0,1.0,0
132,6.6,36.682,109.436,47.39,-7.592,169.591,0.0,74.692,-1,0.0,0.0,1.0,0
133,6.65,37.347,109.433,48.2,-7.592,169.591,0.0,75.09,-1,0.0,0.0,1.0,0
134,6.7,38.024,109.431,49.01,-7.592,169.591,0.0,75.499,-1,0.0,0.0,1.0,0
135,6.75,38.711,109.428,49.81,-7.592,169.591,0.0,75.918,-1,0.0,0.0,1.0,0
136,6.8,39.409,109.426,50.61,-7.592,169.591,0.0,76.348,-1,0.0,0.0,1.0,0
137,6.85,40.119,109.423,51.37,-7.592,169.591,0.0,76.789,-1,0.0,0.0,1.0,0
138,6.9,40.838,109.421,52.0,-7.592,169.591,0.0,77.239,-1,0.0,0.0,1.0,0
139,6.95,41.564,109.418,52.44,-7.592,169.591,0.0,77.699,-1,0.0,0.0,1.0,0
140,7.0,42.294,109.416,52.64,-7.592,169.591,0.0,78.165,-1,0.0,0.0,1.0,0
141,7.05,43.025,109.413,52.63,-7.592,169.591,0.0,78.635,-1,0.0,0.0,1.0,0
142,7.1,43.755,109.411,52.47,-7.592,169.591,0.0,79.109,-1,0.0,0.0,1.0,0
143,7.15,44.481,109.409,52.22,-7.592,169.591,0.0,79.584,-1,0.0,0.0,1.0,0
144,7.2,45.204,109.407,51.96,-7.592,169.591,0.0,80.06,-1,0.0,0.0,1.0,0
145,7.25,45.924,109.405,51.72,-7.592,169.591,0.0,80.538,-1,0.0,0.0,1.0,0
146,7.3,46.641,109.403,51.55,-7.592,169.591,0.0,81.018,-1,0.0,0.0,1.0,0
147,7.35,47.356,109.401,51.45,-7.592,169.591,0.0,81.499,-1,0.0,0.0,1.0,0
148,7.4,48.07,109.4,51.42,-7.592,169.591,0.0,81.983,-1,0.0,0.0,1.0,0
149,7.45,48.785,109.399,51.45,-7.592,169.591,0.0,82.471,-1,0.0,0.0,1.0,0
150,7.5,49.5,109.398,51.52,-7.592,169.591,0.0,82.962,-1,0.0,0.0,1.0,0
151,7.55,50.216,109.397,51.6,-7.592,169.591,0.0,83.457,-1,0.0,0.0,1.0,0
152,7.6,50.933,109.397,51.68,-7.592,169.591,0.0,83.956,-1,0.0,0.0,1.0,0
153,7.65,51.652,109.396,51.74,-7.592,169.591,0.0,84.459,-1,0.0,0.0,1.0,0
154,7.7,52.371,109.396,51.79,-7.592,169.591,0.0,84.965,-1,0.0,0.0,1.0,0
155,7.75,53.09,109.396,51.8,-7.592,169.591,0.0,85.474,-1,0.0,0.0,1.0,0
156,7.8,53.81,109.396,51.8,-7.592,169.591,0.0,85.987,-1,0.0,0.0,1.0,0
157,7.85,54.529,109.396,51.79,-7.592,169.591,0.0,86.502,-1,0.0,0.0,1.0,0
158,7.9,55.248,109.396,51.76,-7.592,169.591,0.0,87.02,-1,0.0,0.0,1.0,0
159,7.95,55.967,109.396,51.74,-7.592,169.591,0.0,87.54,-1,0.0,0.0,1.0,0
160,8.0,56.685,109.396,51.71,-7.592,169.591,0.0,88.063,-1,0.0,0.0,1.0,0
161,8.05,57.403,109.396,51.7,-7.592,169.591,0.0,88.588,-1,0.0,0.0,1.0,0
162,8.1,58.121,109.396,51.69,-7.592,169.591,0.0,89.116,-1,0.0,0.0,1.0,0
163,8.15,58.839,109.397,51.69,-7.592,169.591,0.0,89.646,-1,0.0,0.0,1.0,0
164,8.2,59.557,109.397,51.69,-7.592,169.591,0.0,90.179,-1,0.0,0.0,1.0,0
165,8.25,60.275,109.397,51.7,-7.592,169.591,0.0,90.715,-1,0.0,0.0,1.0,0
166,8.3,60.993,109.398,51.7,-7.592,169.591,0.0,91.253,-1,0.0,0.0,1.0,0
167,8.35,61.711,109.398,51.71,-7.592,169.591,0.0,91.794,-1,0.0,0.0,1.0,0
168,8.4,62.429,109.399,51.72,-7.592,169.591,0.0,92.337,-1,0.0,0.0,1.0,0
169,8.45,63.148,109.399,51.72,-7.592,169.591,0.0,92.883,-1,0.0,0.0,1.0,0
170,8.5,63.866,109.4,51.72,-7.592,169.591,0.0,93.431,-1,0.0,0.0,1.0,0
171,8.55,64.585,109.4,51.72,-7.592,169.591,0.0,93.981,-1,0.0,0.0,1.0,0
172,8.6,65.303,109.401,51.72,-7.592,169.591,0.0,94.533,-1,0.0,0.0,1.0,0
173,8.65,66.021,109.401,51.72,-7.592,169.591,0.0,95.088,-1,0.0,0.0,1.0,0
174,8.7,66.739,109.402,51.72,-7.592,169.591,0.0,95.645,-1,0.0,0.0,1.0,0
175,8.75,67.458,109.402,51.71,-7.592,169.591,0.0,96.204,-1,0.0,0.0,1.0,0
176,8.8,68.176,109.403,51.71,-7.592,169.591,0.0,96.765,-1,0.0,0.0,1.0,0
177,8.85,68.894,109.403,51.71,-7.592,169.591,0.0,97.328,-1,0.0,0.0,1.0,0
178,8.9,69.612,109.404,51.71,-7.592,169.591,0.0,97.893,-1,0.0,0.0,1.0,0
179,8.95,70.331,109.404,51.71,-7.592,169.591,0.0,98.46,-1,0.0,0.0,1.0,0
180,9.0,71.049,109.405,51.71,-7.592,169.591,0.0,99.029,-1,0.0,0.0,1.0,0
181,9.05,71.767,109.405,51.71,-7.592,169.591,0.0,99.6,-1,0.0,0.0,1.0,0
182,9.1,72.485,109.406,51.71,-7.592,169.591,0.0,100.173,-1,0.0,0.0,1.0,0
183,9.15,73.204,109.406,51.71,-7.592,169.591,0.0,100.748,-1,0.0,0.0,1.0,0
184,9.2,73.922,109.407,51.71,-7.592,169.591,0.0,101.325,-1,0.0,0.0,1.0,0
185,9.25,74.64,109.407,51.71,-7.592,169.591,0.0,101.903,-1,0.0,0.0,1.0,0
186,9.3,75.358,109.408,51.71,-7.592,169.591,0.0,102.483,-1,0.0,0.0,1.0,0
187,9.35,76.077,109.408,51.71,-7.592,169.591,0.0,103.065,-1,0.0,0.0,1.0,0
188,9.4,76.795,109.409,51.71,-7.592,169.591,0.0,103.649,-1,0.0,0.0,1.0,0
189,9.45,77.513,109.409,51.71,-7.592,169.591,0.0,104.234,-1,0.0,0.0,1.0,0
190,9.5,78.231,109.41,51.71,-7.592,169.591,0.0,104.821,-1,0.0,0.0,1.0,0
191,9.55,78.95,109.41,51.71,-7.592,169.591,0.0,105.41,-1,0.0,0.0,1.0,0
192,9.6,79.668,109.411,51.71,-7.592,169.591,0.0,106.0,-1,0.0,0.0,1.0,0
193,9.65,80.386,109.411,51.71,-7.592,169.591,0.0,106.592,-1,0.0,0.0,1.0,0
194,9.7,81.104,109.412,51.71,-7.592,169.591,0.0,107.185,-1,0.0,0.0,1.0,0
195,9.75,81.823,109.412,51.71,-7.592,169.591,0.0,107.78,-1,0.0,0.0,1.0,0
196,9.8,82.541,109.413,51.71,-7.592,169.591,0.0,108.376,-1,0.0,0.0,1.0,0
197,9.85,83.259,109.413,51.71,-7.592,169.591,0.0,108.974,-1,0.0,0.0,1.0,0
198,9.9,83.977,109.413,51.71,-7.592,169.591,0.0,109.573,-1,0.0,0.0,1.0,0
199,9.95,84.696,109.414,51.71,-7.592,169.591,0.0,110.174,-1,0.0,0.0,1.0,0
200,10.0,85.414,109.414,51.71,-7.592,169.591,0.0,110.776,-1,0.0,0.0,1.0,0
201,10.05,86.132,109.415,51.71,-7.592,169.591,0.0,111.38,-1,0.0,0.0,1.0,0
202,10.1,86.85,109.415,51.71,-7.592,169.591,0.0,111.984,-1,0.0,0.0,1.0,0
203,10.15,87.569,109.416,51.71,-7.592,169.591,0.0,112.591,-1,0.0,0.0,1.0,0
204,10.2,88.287,109.417,51.71,-7.592,169.591,0.0,113.198,-1,0.0,0.0,1.0,0
205,10.25,89.005,109.417,51.71,-7.592,169.591,0.0,113.807,-1,0.0,0.0,1.0,0
206,10.3,89.724,109.418,51.71,-7.592,169.591,0.0,114.417,-1,0.0,0.0,1.0,0
207,10.35,90.442,109.418,51.71,-7.592,169.591,0.0,115.028,-1,0.0,0.0,1.0,0
208,10.4,91.16,109.419,51.71,-7.592,169.591,0.0,115.64,-1,0.0,0.0,1.0,0
209,10.45,91.878,109.419,51.71,-7.592,169.591,0.0,116.254,-1,0.0,0.0,1.0,0
210,10.5,92.596,109.42,51.7,-7.592,169.591,0.0,116.869,-1,0.0,0.0,1.0,0
211,10.55,93.314,109.42,51.63,-7.592,169.591,0.0,117.484,-1,0.0,0.0,1.0,0
212,10.6,94.03,109.421,51.51,-7.592,169.591,0.0,118.1,-1,0.0,0.0,1.0,0
213,10.65,94.744,109.421,51.32,-7.592,169.591,0.0,118.714,-1,0.0,0.0,1.0,0
214,10.7,95.455,109.422,51.07,-7.592,169.591,0.0,119.327,-1,0.0,0.0,1.0,0
215,10.75,96.162,109.422,50.79,-7.592,169.591,0.0,119.938,-1,0.0,0.0,1.0,0
216,10.8,96.865,109.423,50.5,-7.592,169.591,0.0,120.547,-1,0.0,0.0,1.0,0
217,10.85,97.564,109.423,50.2,-7.592,169.591,0.0,121.152,-1,0.0,0.0,1.0,0
218,10.9,98.258,109.424,49.91,-7.592,169.591,0.0,121.756,-1,0.0,0.0,1.0,0
219,10.95,98.949,109.424,49.64,-7.592,169.591,0.0,122.357,-1,0.0,0.0,1.0,0
220,11.0,99.637,109.424,49.4,-7.592,169.591,0.0,122.956,-1,0.0,0.0,1.0,0
221,11.05,100.321,109.425,49.17,-7.592,169.591,0.0,123.553,-1,0.0,0.0,1.0,0
222,11.1,101.002,109.425,48.96,-7.592,169.591,0.0,124.148,-1,0.0,0.0,1.0,0
223,11.15,101.68,109.426,48.76,-7.592,169.591,0.0,124.741,-1,0.0,0.0,1.0,0
224,11.2,102.356,109.426,48.56,-7.592,169.591,0.0,125.333,-1,0.0,0.0,1.0,0
225,11.25,103.029,109.426,48.36,-7.592,169.591,0.0,125.924,-1,0.0,0.0,1.0,0
226,11.3,103.699,109.427,48.16,-7.592,169.591,0.0,126.512,-1,0.0,0.0,1.0,0
227,11.35,104.366,109.427,47.95,-7.592,169.591,0.0,127.099,-1,0.0,0.0,1.0,0
228,11.4,105.03,109.428,47.73,-7.592,169.591,0.0,127.685,-1,0.0,0.0,1.0,0
229,11.45,105.691,109.428,47.52,-7.592,169.591,0.0,128.268,-1,0.0,0.0,1.0,0
230,11.5,106.349,109.428,47.3,-7.592,169.591,0.0,128.849,-1,0.0,0.0,1.0,0
231,11.55,107.004,109.429,47.08,-7.592,169.591,0.0,129.429,-1,0.0,0.0,1.0,0
232,11.6,107.656,109.429,46.86,-7.592,169.591,0.0,130.006,-1,0.0,0.0,1.0,0
233,11.65,108.305,109.429,46.64,-7.592,169.591,0.0,130.582,-1,0.0,0.0,1.0,0
234,11.7,108.951,109.43,46.42,-7.592,169.591,0.0,131.155,-1,0.0,0.0,1.0,0
235,11.75,109.594,109.43,46.21,-7.592,169.591,0.0,131.727,-1,0.0,0.0,1.0,0
236,11.8,110.234,109.431,46.0,-7.592,169.591,0.0,132.296,-1,0.0,0.0,1.0,0
237,11.85,110.871,109.431,45.79,-7.592,169.591,0.0,132.864,-1,0.0,0.0,1.0,0
238,11.9,111.506,109.432,45.59,-7.592,169.591,0.0,133.43,-1,0.0,0.0,1.0,0
239,11.95,112.137,109.432,45.38,-7.592,169.591,0.0,133.993,-1,0.0,0.0,1.0,0
240,12.0,112.766,109.432,45.18,-7.592,169.591,0.0,134.555,-1,0.0,0.0,1.0,0
241,12.05,113.392,109.433,44.98,-7.592,169.591,0.0,135.115,-1,0.0,0.0,1.0,0
242,12.1,114.015,109.433,44.78,-7.592,169.591,0.0,135.673,-1,0.0,0.0,1.0,0
243,12.15,114.635,109.434,44.57,-7.592,169.591,0.0,136.229,-1,0.0,0.0,1.0,0
244,12.2,115.252,109.434,44.37,-7.592,169.591,0.0,136.783,-1,0.0,0.0,1.0,0
245,12.25,115.867,109.434,44.17,-7.592,169.591,0.0,137.335,-1,0.0,0.0,1.0,0
246,12.3,116.479,109.435,43.97,-7.592,169.591,0.0,137.885,-1,0.0,0.0,1.0,0
247,12.35,117.088,109.435,43.77,-7.592,169.591,0.0,138.433,-1,0.0,0.0,1.0,0
248,12.4,117.694,109.436,43.57,-7.592,169.591,0.0,138.979,-1,0.0,0.0,1.0,0
249,12.45,118.297,109.436,43.37,-7.592,169.591,0.0,139.523,-1,0.0,0.0,1.0,0
250,12.5,118.898,109.436,43.17,-7.592,169.591,0.0,140.066,-1,0.0,0.0,1.0,0
251,12.55,119.496,109.437,42.98,-7.592,169.591,0.0,140.606,-1,0.0,0.0,1.0,0
252,12.6,120.091,109.437,42.78,-7.592,169.591,0.0,141.144,-1,0.0,0.0,1.0,0
253,12.65,120.684,109.438,42.59,-7.592,169.591,0.0,141.68,-1,0.0,0.0,1.0,0
254,12.7,121.274,109.438,42.4,-7.592,169.591,0.0,142.214,-1,0.0,0.0,1.0,0
255,12.75,121.861,109.438,42.2,-7.592,169.591,0.0,142.746,-1,0.0,0.0,1.0,0
256,12.8,122.446,109.439,42.01,-7.592,169.591,0.0,143.276,-1,0.0,0.0,1.0,0
257,12.85,123.028,109.439,41.82,-7.592,169.591,0.0,143.804,-1,0.0,0.0,1.0,0
258,12.9,123.607,109.44,41.63,-7.592,169.591,0.0,144.331,-1,0.0,0.0,1.0,0
259,12.95,124.183,109.44,41.44,-7.592,169.591,0.0,144.855,-1,0.0,0.0,1.0,0
260,13.0,124.757,109.441,41.25,-7.592,169.591,0.0,145.377,-1,0.0,0.0,1.0,0
261,13.05,125.329,109.441,41.07,-7.592,169.591,0.0,145.897,-1,0.0,0.0,1.0,0
262,13.1,125.898,109.442,40.87,-7.592,169.591,0.0,146.415,-1,0.0,0.0,1.0,0
