step	idx	score	x	y	w	h	class
1	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
1	1	0.9955	-32.00	-40.00	-0.00	-0.00	0
1	2	0.7589	9.58	0.25	2.89	1.12	0
2	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
2	1	0.9966	-32.00	-40.00	-0.00	-0.00	0
2	2	0.7141	9.53	0.29	2.78	1.07	0
3	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
3	1	0.6806	9.62	0.32	2.79	1.08	0
4	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
4	1	0.5677	9.64	0.18	2.80	1.08	0
5	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
5	1	0.6087	9.84	-0.10	2.80	1.09	0
6	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
6	1	0.7272	10.38	-0.16	2.82	1.09	0
7	0	0.9979	-32.00	-40.00	-0.00	-0.00	0
7	1	0.6952	10.77	0.14	2.81	1.07	0
8	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
8	1	0.6827	10.63	-0.11	2.83	1.10	0
9	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
9	1	0.9971	-32.00	-40.00	-0.00	-0.00	0
9	2	0.7147	11.30	-0.16	2.82	1.08	0
10	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
10	1	0.9970	-32.00	-40.00	-0.00	-0.00	0
10	2	0.7791	11.41	-0.16	2.77	1.07	0
10	3	0.3420	36.48	21.41	2.45	0.99	0
11	0	0.9987	-32.00	-40.00	-0.00	-0.00	0
11	1	0.9981	-32.00	-40.00	-0.00	-0.00	0
11	2	0.8073	11.52	-0.10	2.82	1.09	0
12	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
12	1	0.9973	-32.00	-40.00	-0.00	-0.00	0
12	2	0.7204	11.80	0.12	2.73	1.06	0
13	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
13	1	0.6980	12.24	0.10	2.74	1.06	0
14	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
14	1	0.9965	-32.00	-40.00	-0.00	-0.00	0
14	2	0.8163	12.68	-0.24	2.79	1.07	0
15	0	0.9985	-32.00	-40.00	-0.00	-0.00	0
15	1	0.9968	-32.00	-40.00	-0.00	-0.00	0
15	2	0.8033	12.59	-0.17	2.79	1.06	0
16	0	0.9983	-32.00	-40.00	-0.00	-0.00	0
16	1	0.7867	12.67	-0.09	2.80	1.08	0
17	0	0.9984	-32.00	-40.00	-0.00	-0.00	0
17	1	0.8215	12.73	-0.18	2.79	1.08	0
18	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
18	1	0.9972	-32.00	-40.00	-0.00	-0.00	0
18	2	0.9941	-32.00	-40.00	-0.00	-0.00	0
18	3	0.8280	13.32	-0.46	2.75	1.06	0
19	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
19	1	0.9973	-32.00	-40.00	-0.00	-0.00	0
19	2	0.8453	13.29	-0.64	2.77	1.07	0
20	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
20	1	0.8613	13.46	-0.49	2.79	1.08	0
21	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
21	1	0.8705	13.48	-0.75	2.77	1.07	0
22	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
22	1	0.9974	-32.00	-40.00	-0.00	-0.00	0
22	2	0.8652	13.47	-0.81	2.77	1.06	0
23	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
23	1	0.8243	13.76	-0.80	2.77	1.06	0
24	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
24	1	0.9962	-32.00	-40.00	-0.00	-0.00	0
24	2	0.8092	13.77	-1.19	2.74	1.06	0
25	0	0.9966	-32.00	-40.00	-0.00	-0.00	0
25	1	0.9963	-32.00	-40.00	-0.00	-0.00	0
25	2	0.7872	14.16	-1.42	2.77	1.08	0
26	0	0.9972	-32.00	-40.00	-0.00	-0.00	0
26	1	0.9955	-32.00	-40.00	-0.00	-0.00	0
26	2	0.7965	14.19	-1.80	2.78	1.08	0
27	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
27	1	0.7580	13.81	-2.16	2.77	1.07	0
27	2	0.3077	38.46	23.55	0.80	0.32	7
28	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
28	1	0.9962	-32.00	-40.00	-0.00	-0.00	0
28	2	0.8216	13.75	-2.39	2.79	1.08	0
29	0	0.9967	-32.00	-40.00	-0.00	-0.00	0
29	1	0.9964	-32.00	-40.00	-0.00	-0.00	0
29	2	0.8428	13.76	-2.22	2.75	1.06	0
30	0	0.9964	-32.00	-40.00	-0.00	-0.00	0
30	1	0.9960	-32.00	-40.00	-0.00	-0.00	0
30	2	0.9936	-32.00	-40.00	-0.00	-0.00	0
30	3	0.8479	13.72	-2.67	2.80	1.07	0
31	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
31	1	0.8340	13.67	-2.72	2.78	1.06	0
32	0	0.9978	-32.00	-40.00	-0.00	-0.00	0
32	1	0.8489	13.80	-2.48	2.78	1.07	0
33	0	0.9977	-32.00	-40.00	-0.00	-0.00	0
33	1	0.8643	13.76	-2.52	2.78	1.07	0
34	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
34	1	0.9978	-32.00	-40.00	0.00	-0.00	0
34	2	0.8490	13.80	-2.53	2.80	1.08	0
35	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
35	1	0.9961	-32.00	-40.00	-0.00	-0.00	0
35	2	0.8992	13.73	-2.68	2.79	1.07	0
36	0	0.9976	-32.00	-40.00	-0.00	-0.00	0
36	1	0.8861	13.72	-2.71	2.80	1.08	0
37	0	0.9981	-32.00	-40.00	-0.00	-0.00	0
37	1	0.9967	-32.00	-40.00	-0.00	-0.00	0
37	2	0.8125	13.37	-2.89	2.79	1.08	0
38	0	0.9980	-32.00	-40.00	-0.00	-0.00	0
38	1	0.8060	13.34	-3.25	2.79	1.07	0
39	0	0.9982	-32.00	-40.00	-0.00	-0.00	0
39	1	0.8271	13.39	-3.28	2.79	1.08	0
40	0	0.9967	-32.00	-40.00	-0.00	-0.00	0
40	1	0.8576	13.44	-3.49	2.79	1.07	0
41	0	0.9966	-32.00	-40.00	-0.00	-0.00	0
41	1	0.8610	13.35	-3.65	2.81	1.09	0
42	0	0.9965	-32.00	-40.00	-0.00	-0.00	0
42	1	0.7666	13.32	-4.18	2.79	1.07	0
42	2	0.3344	30.53	-33.50	2.41	0.98	0
42	3	0.3242	51.41	-34.46	2.36	0.98	0
42	4	0.3091	33.39	-30.55	2.40	0.99	0
43	0	0.9963	-32.00	-40.00	-0.00	-0.00	0
43	1	0.8663	13.32	-4.39	2.81	1.09	0
44	0	0.9971	-32.00	-40.00	-0.00	-0.00	0
44	1	0.8260	13.33	-4.44	2.83	1.10	0
44	2	0.3055	46.45	-34.53	2.37	0.99	0
45	0	0.9975	-32.00	-40.00	-0.00	-0.00	0
45	1	0.8414	13.25	-4.75	2.84	1.10	0
45	2	0.3119	50.42	-35.51	2.35	0.99	0
46	0	0.9970	-32.00	-40.00	-0.00	-0.00	0
46	1	0.8466	13.44	-4.85	2.84	1.10	0
