tick,sim_time_s,throttle,steer,brake
0,0.0,0.0,0.0,1.0
1,0.05,0.0,-0.197,1.0
2,0.1,0.0,-0.11,1.0
3,0.15,0.0,-0.084,1.0
4,0.2,0.0,-0.043,1.0
5,0.25,0.2874,-0.0,0.0
6,0.3,0.0,0.0,1.0
7,0.35,0.0,0.0,1.0
8,0.4,1.0,-0.003,0.0
9,0.45,1.0,-0.001,0.0
10,0.5,1.0,-0.001,0.0
11,0.55,1.0,-0.001,0.0
12,0.6,1.0,-0.002,0.0
13,0.65,1.0,-0.002,0.0
14,0.7,1.0,-0.006,0.0
15,0.75,1.0,-0.007,0.0
16,0.8,1.0,-0.006,0.0
17,0.85,1.0,-0.004,0.0
18,0.9,1.0,-0.006,0.0
19,0.95,1.0,-0.002,0.0
20,1.0,1.0,-0.004,0.0
21,1.05,1.0,-0.002,0.0
22,1.1,1.0,-0.003,0.0
23,1.15,1.0,0.0,0.0
24,1.2,1.0,0.003,0.0
25,1.25,1.0,0.005,0.0
26,1.3,1.0,0.013,0.0
27,1.35,1.0,0.007,0.0
28,1.4,1.0,0.006,0.0
29,1.45,1.0,0.007,0.0
30,1.5,1.0,0.007,0.0
31,1.55,0.8349,0.004,0.0
32,1.6,0.2323,0.001,0.0
33,1.65,0.0,-0.009,1.0
34,1.7,0.0,-0.019,1.0
35,1.75,0.0,-0.016,1.0
36,1.8,0.0,-0.008,1.0
37,1.85,0.2394,-0.007,0.0
38,1.9,0.2456,-0.007,0.0
39,1.95,0.6287,-0.005,0.0
40,2.0,0.9692,-0.002,0.0
41,2.05,1.0,0.001,0.0
42,2.1,1.0,0.007,0.0
43,2.15,0.7428,0.01,0.0
44,2.2,0.3856,0.014,0.0
45,2.25,0.2417,0.017,0.0
46,2.3,0.2446,0.017,0.0
47,2.35,0.247,0.015,0.0
48,2.4,0.2473,0.013,0.0
49,2.45,0.0,0.015,1.0
50,2.5,0.2464,0.014,0.0
51,2.55,0.2452,0.007,0.0
52,2.6,0.243,0.008,0.0
53,2.65,0.2419,0.005,0.0
54,2.7,0.2397,-0.002,0.0
55,2.75,0.2387,-0.015,0.0
56,2.8,0.276,-0.044,0.0
57,2.85,0.3485,-0.036,0.0
58,2.9,0.869,-0.006,0.0
59,2.95,0.6663,-0.006,0.0
60,3.0,0.7551,-0.008,0.0
61,3.05,0.3994,-0.002,0.0
62,3.1,0.2369,-0.003,0.0
63,3.15,0.2393,-0.0,0.0
64,3.2,0.2396,0.003,0.0
65,3.25,0.2403,0.01,0.0
66,3.3,0.2393,0.014,0.0
67,3.35,0.2392,0.018,0.0
68,3.4,0.2468,0.017,0.0
69,3.45,0.2772,0.019,0.0
70,3.5,0.5127,0.012,0.0
71,3.55,0.5974,0.016,0.0
72,3.6,0.6812,0.018,0.0
73,3.65,0.6262,0.012,0.0
74,3.7,0.4994,0.003,0.0
75,3.75,0.3361,-0.0,0.0
76,3.8,0.2415,-0.022,0.0
77,3.85,0.2432,-0.049,0.0
78,3.9,0.2429,-0.091,0.0
79,3.95,0.3375,-0.062,0.0
